Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5845.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5846.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5847.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5848.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5849.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5850.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5851.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5852.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5853.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5854.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5855.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5856.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5857.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5858.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5859.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5865.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5866.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5867.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5868.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5869.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5870.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5871.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5872.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5873.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5874.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5875.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5876.d
O00625	O00625	PIR_HUMAN	PIR	Pirin	2153.65	2191.17	1942.06	2142.54	1347.14	2102.82	1194.99	2083.81	1434.74	1793.99	2265.03	1532.31	1088.5	1372.95	1130.97	1760.63	1996.83	1575.4	1650.41	1832.16		2395.15	1608.38	1961.24	1998.22	1548.49	1868.97	1789.53	1653.48	1910.49												
O00629	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3								634.261		844.326					427.461																											
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit											587.045		588.254													250.694																
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C																										380.863																
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	1623.8	997.429	908.233	2613.34		1276.45	1248.46	1530.42		1708.96	723.403	778.032	1546.36	918.637	1203.07	1813.06	1336.36	1390.97	1358.1	1729.09		806.742		1670.96	1382.92	1416.17	1068.01	945.842	1423.26	1489.6												
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase																721.788			1034.34			604.087				870.101	609.263	837.643		674.163												
O14561	O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial											1296.65		551.312	611.125		1896.23	2157.31	1984.6	1874.34	1533.81		1807.73	3556	2692.06	2860.42	1272.63	614.693	1628.9	1667.07	1897.72												
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1													1860.29				594.655		783.842			493.009		609.059		906.395	567.01	879.812	631.159	613.819												
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon												641.242					1191.11	572.744		1174.59		1027.03	1104.15	1565.53	1101.65	633.323	788.91	338.097	681.677	599.07												
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2				1124.58			1225.32				538.33	984.736		888.012		1324.56	1007.97	953.437				1556.06				1222.78			551.794	333.613												
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5		1237.81	1290.69	1682.99	1028.13	1613.27	1947.09	1209.28	1432.56	1501.59	1473.32	1715.32	1478.31	1698.84	1452.59	1357.13	1688.88	1686.7	1131.84	1516.61		2123.39	1163.47	1236.52	2315.78	1637.5	1208.23	957.715	1715.09	1252.81												
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	509.796						794.52	465.717	872.943	759.865	502.852			155.002	898.095	1793.26	1358.56	1112.79	1798.91	1262.33		1849.48	1939.47	3076.88	3848.61		1152.37	873.361	1291.08	1229.76												
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1966.58	2425.05	2870.66	2338.73	2804.3	3429.37	2877.45	2549.54	2356.67	2472.85	2343.96	2468.35	2615.12	2249	2301.26	2845.63	2035.36	2798.92	2678.61	2679.57		2408.41	2398.44	3379.86	2339.41	2430.65	2053.21	2429.21	3008.35	3465.9												
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1					803.135	458.815	755.424	721.452			1026.65	726.702	507.656	101.445	967.151				742.807			860.478				1131.79	516.15	865.603	772.286	828.91												
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1						434.009	644.093	568.193		478.197				382.806	2928.72		530.613	798.284		1470.58			765.664	1217.03		645.495	911.668	735.56	883.571	770.338												
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	2892.36	4181.36	3528.97	2939.82	2422.68	3435.28	3660.62	2587.41	3202.22	3145.95	4136.15	3465.31	2561.12	2597.93	2128.09	3194.79	3130.91	2973.13	3402.9	3002.21		3904.43	2653.67	3548.98	2710.03	3217.53	3202.59	2876.12	2720.51	3355.42												
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	1969.19	1349.82	928.252			1254.44	920.421	640.654	1299.77	899.09	976.339	1139.11	901.862	754.38	1007.61	1323.85	755.658	466.233	1409.71	1102.63		916.599	1604.22	952.827	1003.19	774.49	791.27	1095.68	1731.02	1389.43												
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3																823.569	834.904	627.71	676.654	911.302		1025.22	1028.06	851.376	1121.49	738.674	684.172	729.523	732.398	736.232												
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit		996.574	1195.13	1269.65				782.447	646.096		1103.25	1143.85		1139.57	473.036	1516.32	811.243	1241.18	1072.51	1845.29		508.3	1406.91	579.913	1032.6	658.428	828.53	1111.22	824.98	1019.8												
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8		576.859		1616.53	1357.11		1097.21	2027.01	2034.34	1330.35	847.849	1155.55	1285.47	1004.24	1755.06	2189.07	1467.41	1979.34		1427.14		2137.72		1018.45	2871.17		1802.03	1636.83	1942.6	1856.69												
O14950;P19105	P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	5115.77	3690.84	4393.48		3024.05	3926.19	2663.04	3552.58	3820.31	3887.35	2684.9	3138.9	2998.13	3919.11	4482.02	4382.93	4151.31	3825.75	4747.31	4499.1		5183.82	4681.15	5143.17	4803.72	4952.81	3878.45	3553.95	4203.68	2922.72												
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	1767.5	1308	1467.5	1963.78	1129.34	1122.56		952.635	963.118	839.73	1390.7	809			727.636				791.491	505.417				359.241		319.605	284.23	402.072	464.121	440.07												
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	1197.4							435.909	1125.83		907.243	919.886	1007.3	1361.41	1067.05	623.779		529.698	783.595			708.384	637.42		558.07	582.809	650.56	545.775	1346.21	522.1												
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	2988.16	2466.85	2856.24	2761.75	3054.81	3296.82	3231.2	3182.55	2556.51	2822.98	2839.25	2441.84	2954.53	3482.57	2387.78	1779.35	2336.61	2195.99	2515.1	2222.25		3165.04	2696.04	1895.06	2923.54	1999.83	2132.27	2088.98	2479.59	2235.2												
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1	1265.06	723.107	1515.26	1027.32		1330.77	914.592	1951.34	1304.15	1587.02	1105.47	1160.78	965.984	1582.61	1310.71	1483.8	1426.03	1152.67	1453.53	1644.05		1987.26	1524.84	2765.13	1759.8	914.714	1307.55	1033.9	1033.26	1452.83												
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	773.196	964.361	1021.91	844.594	1163.16	3143.75	992.63	1077.86		680.11	1064.21	824.263	665.726	1156.79	689.459		1061.63	1498.97	977.152	935.915		1272.14	997.549		930.714		857.066		1045.13	865.043												
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2													572.745		731.076					926.857										784.364												
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein																	632.488									837.803	498.52	878.484	1846.9	414.126												
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin												1146.73			846.426															570.1												
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	2143.08	1861.54	2353.28	2497.55	1872.39	1770.49	2260.99	2266.94	2105.16	1937.83	2350.73	2329.71	2048.28	2232.76	2258.64	2403.64	3632.91	1924.38	2029.21	2046.05		2596.7	2299.22	2123.55	2191.72	2485.65	2317.62	2275.83	2317.22	2201.06												
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1								877.066		922.733																																
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1733.87	1335.78	1610.6	1846.11	1330.34	1788.69	1934.76	1759.92	1719.77	2529.27	1960.77	1994.43	1899.14	1839.73	1739.32	2559.34	1866.63	2612.61	1950.78	1738.69		2907.16	2416.83	1693.18	2195.78	2705.41	1983.4	1994.11	1529.36	2114.45												
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	947.173	2041.28	2751.77	1648.02	1566.3				1457.52	1908.93	1598.1		2676.06	1611.32		938.159	831.887	1116.3	1042.19	1232.49		1156.19	1785.82	1345.44	1226.88	1516.08	638.725	973.837	1181.33	889.815												
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	4438.24	4783.48	3393.18	3329.46	3447.31	3976.18	3983.68	4523.32	4374.32	4645.78	3353.93	3695.71	3486.58	4813.17	3660.48	4957.09	3908.42	4178.01	4406.56	3866.47		5052.53	4464.81	3391.88	4991.57	3079.53	3227.97	3934.99	3185.26	3856.54												
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	1746.85				3109.49	1719.2	1681.04	1001.65	2090.09	1201.27	2232.31	2208.31	1734.32	1855.53	1793.03	1621.27	1702.71	2345.23	1743.27	1769.85		2067.16	1520.13	3159.95	1818.76	1463.65	1600.95	1373.56	1664.13	1494.07												
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6			767.4			931.181	1056.81		491.014	479.539	709.299	798.567	700.977	1112.98		1218.39	835.285	647.223	1313.3	879.756		861.744	653.091	966.869	960.784	1030.1	729.591	769.442	965.682	1054.4												
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	2609.51			2672.95	2577.54	3261.46		5642.28						2030.31			1395.27			754.692			841.864	730.281		1659.53	1546.05	1077.85	1540.62	1197.36												
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit																		632.267							1071.24	802.74	655.634	765.979	438.174	590.183												
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2					1213.4	962.131	572.616	607.686	774.516	832.956	830.624	546.48	792.377	714.919	867.458	952.088	754.407		836.501	763.941		1204.54		1359.53		460.049	877.1	867.551	904.647	795.145												
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3				903.563	889.194	1631.08		807.244	1062.41	1387.47	693.431	926.528	831.959	852.964	1063.45	1352.73	1333.26	1429.03	1283.67	1003.25		1416.82	1047.49	1155.24	1332	1299.87	742.032	1025.13	1080.57	1260.5												
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	1636.57	1952.53	1173.26	2278.05	1244.1	1911.74	1568.02	1110.22	1286.53	1416.95	1552.28	1249.66	2400.5	1644.07	1446.88	1662.11	1670.21	2578.27	913.98	1630.93		2070.95	2009.98	2996.29	2058.52	1738.71	1543.82	901.9	1760.42	1583.67												
O15357	O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	753.95		590.739	661.307		448.299					604.084		693.406	763.134				87.9296												275.024												
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	566.735	1832.49		1170.69			847.176		1094.86		692.475	951.25	1299.19	959.486	971.492	1358.18	867.638	642.453	486.364	1146.87			1440.7	1312.35	1745.87	915.841	787.688	842.24	774.859	1034.58												
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	1643.27		845.707	1694.27	1019.78	1382.93	1536.96	1655.65	1290.68	1558.28	1370.76			1359.79	1424.48	1757.93	1630.03	1630.88	1901.96	1763.7		2185.35	1387.82	2056.73		1518.13	1232.62	2033.06	1967.16	1808.53												
O15397	O15397	IPO8_HUMAN	IPO8	Importin-8												483.918										580.418		1078.25		596.473	538.614	476.879		407.433												
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7											290.136	508.183	113.367	492.292	390.557											458.53																
O15427	O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	4199.7	3529.16	3709.56	3749.81	5494.53	3608.75	3956.81	3437.41	4035.45	3380.63	3513.51	3507.48	3908.56	3400.99	3060.21	3673.25	5109.18	2840.54	4108.33	3296.06		3734.47	3674.21	3104.19	4694.12	4304.01	3677.75	4480.37	3341.49	4436.7												
O15460	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	1120		1296.1	451.429				1099.13	1211.93	1271.64		766.356	952.157	638.135	809.896	710.983	1462.9	1075.16	994.923	922.217			965.455	812.434		1063.4	1393.17		1219.3	1067.64												
O15498	O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	949.26	627.963	1308.24		709.724	771.512	831.481		988.871		887.903	856.387	1298.48	1172.05	813.492	1864.43		1235.29	1560.06	1377.65		1711.73				1943.04	919.905	1755.63	1285.55	1311.29												
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	2022.52	2647.8	1704			1465.01	1495.48	2074.01	1650.34		1511.81		1970.64	1731.96	2138.39	2428.15	3742.37	1859.65	2306.69	2976.56		1914.3	2037.44	2793.54	1978.31	2537.76	3526.45	2099.73	2014.5	2219.68												
O43143	O43143;Q14562;O60231	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15	2378.23		2022.86	2255.45	2657.44	2110.75	2127.63	2217.05	1980.92	1873.4	2310.83	1726.1	2222.97	1827.07	2069.97	1965.8	2273.87	2201.97	2483.45	2345.09		2386.77	1992.63	2191.77	2410.57	2215.15	1565.87	2065.7	2091.38	1886.26												
O43169	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	1745.51	1202.39	1767.06	1610	1317.92	1456.77	1602.81	1571.22	1402.95	1538.83	1559.59	1342.6	1191.13	1548.73	1267.61	1546.37	1010.21	1132.69	1227.07	1643.36		916.533	1359.7	1959.16	1330.11	1539.87	1493.53	724.227	1389.89	1356.06												
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	844.144		805.284		766.128				543.53		445.759				583.926								1436.55	744.802	709.007	572.934	558.002			710.815												
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	5112.79	5034.27	4534.73	4641.97	5205.24	5346.09	5080.56	5578.1	4471.65	5495.34	4789.6	4563.31	4312.93	5086.22	5199.66	5527.59	5345.32	5665.16	5042.35	5322.82		5107.2	5674.98	4765.6	5668.66	5164.45	5230.89	5625.64	5349.32	5673.49												
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	723.839	778.939	331.003	1361.02	1014.03	1185.61	786.697	694.404	549.337	786.041	773.575	526.637	1290.36	604.961	720.156			831.088					1289.34	658.565	769.561	830.333	842.535		1206.36	262.151												
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3						1070.01	543.802	667.983	1024.32		724.349	1260	961.702	1395.93	656.937	1252.33	1114.32	805.626	1320.59	601.152		1716.82	1786.34	2346	857.489	566.128	866.36	1109.26	845.662	1253.58												
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1			974.955			1726								1158.74	1470.76								989.03	1241.68	1839.4	935.274	1019.64	1246.24	917.961	553.6												
O43286	O43286	B4GT5_HUMAN	B4GALT5	Beta-1,4-galactosyltransferase 5														1540.5		1491.92	934.98	885.747	1232.03	904.699		1631.3	1839.85	1892.41	1230.95	1632.24	1359.56	998.982	960.738	953.982												
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1			733.194	600.634								462.455			594.501							670.858					492.064	375.327	326.033													
O43294	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein													427.057	258.856																												
O43314	O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2																											374.873															
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1		1312.14			959.341	1164.77	1234.82	640.288	1105.57	1053.78	1446.9	1016.94	838.49				1699.5		1685.53			1758.15	1747.19			859.021	824.903	755.354	1011.78													
O43390	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	7091.46	7904.34	8609.87	8685.5	9515.35	10291	8251.8	7841.71	7692.18	8075.2	8423.63	7425.41	8970.13	7656.14	7951.71	7821.35	6548.35	7118.64	7424.23	7281.74		9291.8	8570.13	8141.37	8945.25	8909.08	6844.77	7042.67	7238.39	8258.78												
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3		1640.17									837.269	882.463	664.803											1249.89						870.063												
O43396	O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1		844.698	1401.31	881.638	955.009	871.676	898.06	837.056	893.386	975.96		1139.02	1059.8	652.288	1573.8	759.411	1014.8	1008.53	719.111	1228.81		1474.44	1704.49	832.563		519.885	968.661	1139.48	1229.15	1464.38												
O43399	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	1488.79	2380.46	2444.09	2608.3	1315.17	2659.28	1985.22	2320.44	2920.36	2634.22	1795.94	2646.51	1609.12	2172.2	2253.3	2616.15	3043.86	2624.25	2852.76	2573.19		3311.08	3478.05	3860.81	2401.82	3122.47	3585.37	3350.06	2901.31	3026.52												
O43402	O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8										699.321	677.866	163.385		748.824																												
O43447	O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1384.49			1665.6	1685.01	1895.86	1530.29	1423.46	1737.57	1496.19		1357.59	1497.81	1355.21	1028.79		1425.46	1074.89		1299.16		1869.47	1080.95	1142.73	1816.71	1238.28	1994.1	1040.36	1115.3	1180.2												
O43464	O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial																										355.378		364.462														
O43488	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2				2345.22			1487.23				1161.7	1890.33	1744		1635.39	1077.36	1462.73	1119.81	1135.12	1695.03		1795.65	1094.75	833.667	2084.62	884.902	684.316	755.717	748.533	820.596												
O43491	O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2		939.174	1661.35	1485	1381.77			1034.54	823.704	1353.54		1263.79	1129.15		987.868				299.784			840.604	1530.07	1139.23		282.377		1426.35	1789.8													
O43516	O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1		384.939														549.362	1109.32						815.73							1538.39												
O43583	O43583	DENR_HUMAN	DENR	Density-regulated protein								1758.19	1514.78		1786.38		1038.82															2144.49														
O43592	O43592	XPOT_HUMAN	XPOT	Exportin-T																665.674	457.483	1320.98	842.055	896.773		831.012	351.634	1533.52		519.838	741.468	196.48	367.592	477.328												
O43598	O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1														1224.64		884.668		809.211	436.336				1244.1		1149.72	1007.25	740.386	1029.12	1039.3	884.717												
O43615	O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	921.499	665.926	826.063			710.721	488.43	840.204	899.68		1067.31	616.902			1521.68			1756.27	1205.07	395.885		775.478	1511.18	1568.92		1077.15	799.693	538.899	1034.9	995.907												
O43617	O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	883.916				1087.39	791.405					1596.86			932.457			502.838		678.789			811.362			424.092	1046.7		907.708	624.085	286.376												
O43633	O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a				734.826				526.967															664.177			729.821	425.759	541.303	567.132													
O43670	O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	1028.5		1281.09			1155.79	885.094	1136.02	601.416	1161.78	1089.14	1145.16	1053.51	983.778	1980.19	1299.08	1107.18	956.475	1321.69	1079.86		992.739	1540.26	1426.29	1392.75	753.436	1172.93	826.418	1035.45	1155.41												
O43676	O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3						859.844			609.176				938.122	755.561													494.199			663.266												
O43681	O43681	GET3_HUMAN	GET3	ATPase GET3			2033.38									2420.08		2171.45		1478.84	1199.07	1340.47	1494.4	1284.5		1699.06	1476.79	1821.1	1612.71	1731.76	1387.52	1402.62	1236.88	1876.72												
O43684	O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	1778.19	1580.8	1967.63	2265.35	1472.04	1490.77	2075.33	2054.98	2251.33	1596.98	1837.7	1878.53	2004.32	2028.61	1901.7	1720.32	2245.12	2873.18	2098.04	1959.51		1982.84	2357.3	1620.14	2908.44	2019.99	2333.47	2939.35	2015.62	2374.05												
O43707	O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	15038.9	13482.3	15290.1	14854	14095.7	14841.8	14623.9	14227.9	13672.4	14547.5	14203.4	14781.3	14170.5	13714.9	13934.2	14260.3	13467.8	13157.6	15086.6	13174		15300.6	14042.7	13045	13565.3	13748.8	15062.4	14828.5	14943.1	14665												
O43709	O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase																				712.608							266.78			819.905												
O43719	O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1								881.553	769.685		272.328	251.115		677	396.001							206.827		775.98	551.127	264.574			1456.63													
