Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5628.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5629.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5630.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5631.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5632.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5633.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5634.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5635.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5636.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5637.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5639.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5640.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5641.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5642.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5643.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5659.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5660.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5661.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5662.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5663.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-21-2024_Slot2-91_5664.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5665.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5666.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5667.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5668.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5644.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5645.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5646.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5647.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5648.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5649.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5650.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5651.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5652.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5653.d
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein						2521.5	1171.96	1014.13	2733.45	1665.87	2408.9	1517.19	1984.29	1420.77	1657.42	2315.93	2264.29	1685.11	1609.16	1189.33	2247.36	1604.08	1659.35	2144.64	1425	1628.26	1378.1	1629.44	1898.27	2005.93	1807.97	1911.28	1119.25	1421.21	2087.2
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	20171						462.153		507.564	606.693	513.388	678.217	629.903	543.12	331.038	689.969	1175.56	754.816	500.556	1130.43	498.125	1751.22		574.656	289.128	661.422	635.272	647.567	563.117	716.571	619.391			516.064	
O00469	O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2			49037.6			2836.74	3054.98	4320.68	2155.28	2611.29	2662.01	3219.54	1975.6	2474.53	2383.16	2591.54	1849.8	2254.38	3326.42	2337.19	2606.55	2632.83	2561.8	2961.39	2439.41	2984.92	2344.49	2404.93	2648.36	2828.2	2712.68	3083.81	2692.31	2658.92	2926.64
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5																	321.282							554.852											
O00479	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4											897.871	978.113		1169.18												1164.75	938.983	1204.7		894.055		1339.25			1293.59
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	210493	170310			87682.1	3169.81	3333.64	1559.94	3438.57	1640.69	3040.61	3196.04	3124.65	3182.74	3583.26	3888.64	3150.29	3605.12	4293.35	2883.41	3564.93	2210.83	3471.69	2706.43	3172.31	2783.94	3089.08	3911.04	2368.86	3265.55	3028.58	3595.47	3798.38	3919.45	2586.68
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14						1882.37	1689.66	2492.61	1963.98	1327.09	1943.32	1606.67	2337.79	1333.04	1655.97	1635.76	1873.32	2247.31	1518.5	1421.41	2040.34	1694.3	1333.99	2236.34	1385.36	1745	2240.52	1903.78	1922.55	2794.17	2318.29	2642.11	1449.58	2523.84	1629.51
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1											1087.12	567.172	585.991	742.222		289.434	574.513			588.742	660.672	852.968		827.677		403.176	4453.02	951.904	768.622			452.047			
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4						2050.43	1121.53			842.757						1347.13	1652.65							715.307							611.861	1133.93	781.133		615.732
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog							2204.55			1860.59	2644.45	1668.53	1558.59	1157.87	2068.87	2149.17	1833	2019.52	1615.25	2051.06	1693.18	1813.52	1479.29	1445.22	2265.18	1762.83	1349.23	1467.73	2173.9	1849.65	1460.04	1670.53	2031.28	1910.42	3098.88
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56						2845.39	1574.33	2837.93	1962.36	2587.42	1893.77	2100.13	2147.1	1933.23	1849.36	1861.91	2609.7	2076.37	1625.32	2194.97	2380.97	2351.87	2393.19	2242.45	2083.38	1879.03	2097.92	2555.88	2886.09	2630.07	2118.31	1531.95	2164.33	2082.5	1941.95
O00571	O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	262619	179787			173144	5083.33	5709.36	4844.59	4963.32	4850.74	5696.8	5798.41	5457.97	4832.64	5284.17	5648.39	6055.65	5668.79	5514.88	5565.22	5237.5	5980.44	5149.77	5692.8	5535.09	5703.34	6057.3	5490.61	5856.79	5914.74	5210.85	5756.36	5645.37	5062.16	5317.53
O00592	O00592	PODXL_HUMAN	PODXL	Podocalyxin	45851.1			82401.7	24437.7	6441.34	7384.87	9080.12	9896.83	6270.63	8393.05	7563.45	8462.22	7476.52	7621.79	8024.08	7508.23	8164.52	7001.2	10115.3	6876.15	6941.97	7022.09	8215.79	6778.13	8179.98	7912.59	7761.67	8404.89	7506.13	7091.16	6742.17	6463.57	7866.01	7761.74
O00622	O00622	CCN1_HUMAN	CCN1	CCN family member 1									53.4748							100.636					48.0455					2325.55	3006.09	1883.13				198.713	5935.93		
O00625	O00625	PIR_HUMAN	PIR	Pirin						3606.65	4737.15	5735.64	3828.89	3952.93	5804.91	4632.33	3662.21	4862.43	4183.2	3182.54	3549.35	3633.95	4773.85	3994.55	4613.49	4301.42	3928.28	4971.95	5108.03	4713.71	4796.63	4044.43	3478.07	4481.91	3718.34	6556.98	3243.97	3851.7	5448.42
O00629	O00629;O00505	IMA3_HUMAN	KPNA4	Importin subunit alpha-3						1690.04	2391.91	1886.35	1076.9	1018.48	1492.22	1477.21	1073.62	1113.86	767.58	1488.83	1226.61	415.369	1904.04	1490.45	1225.91	721.638	1251.78	1436.38	1267.99	1536.99	728.853	1467.89	878.763	1494.23	1217.2	1217.35	920.819	1613.31	1048.06
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase																548.027																			
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C											537.468		387.418	475.054			373.374	558.636	501.818	635.21	618.543	636.243		572.655	561.52	535.199		592.007		792.953		1142.28			780.694
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase						3164.11	2964.25	2925.71	2734.49	2522.38	2548.73	2981.23	2991.68	3523.25	3412.12	3211.61	2743.12	3360.86	3556.08	3362.86	2403.39	2494.75	2848.15	2717.04	2241.42	1938.65	3769.32	2728.21	2529.22	2351.69	2553.65	3552.36	3245.23	3197.24	3967.7
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase						1191.1	1687.26	1553.43	1943.04	1674.56	1481.44	1062.39	1863.71	1062.95		1852.36	1213.47	942.617	2090.09	1140.07	1610.59	1508.95	1094.95	1535.24	1368.73	1129.99		1324.62	849.395	882.886	1129.33	1845.39		828.821	1615.21
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9																											804.448			513.541					
O14548	O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial						1121.8					1219.48	619.235	500.778	562.118	838.206		610.873	2384.26		846.924						252.57	445.579	575.415	1046.89		571.023		827.039	665.218	805.811
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1						513.647	390.939				668.575	365.311					256.778		665.712		451.241		467.922	672.275	214.298	689.095	707.225	491.881	684.741	948.786	361.3	518.952		249.034	
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon						943.328		601.191	379.756		789.1	1137.3	765.638	995.683	819.222	879.888	1102.59	1212.27	1160.71	607.136	803.156	457.524	623.695	652.399	628.665	1172.7	768.849	741.441		484.712		1133.38	7621.88	935.844	1197.79
O14602;P47813	P47813;O14602	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal						2699.63	2770.71	1833.55	3189.27	1899.24	2365.12	2879.77	1497.89	2480.74	1845.07	1914.57	2424.36	2645.53	2438.85	2115.05	2173.27	2068.31	2225.32	2469.17	2187.04	2204.99	1226.37	1856.3	1744.72	2038.26	1267.38	1663.63	1976.35	1292.91	2584.94
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1							867.417		995.412		1230.23	694.355	1365.18	553.73		562.766		754.218	484.004		596.587	847.375	706.391	249.048	328.116	572.568	1709.23	441.479		621.083		749.69			911.644
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase												749.134	511.538		663.977	772.752	821.728	688.144	1334.29					481.941	937.117	566.767	407.012							311.351	
O14672	O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10														265.592	630.995	156.71				242.054	1181.06										948.99	1065.75			
O14684	O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase							617.638	1505.41	1269.81		1219.38	1154.82	776.712	1918.49	1717.2	1534.04	1488.53	1165.17	1036.89	1084.14	1167.15	1600.75	1034.56	1544.84	961.853	2031.94	1324.2	960.533		1252.12	1069.62		1434.1	1431.09	
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2							1457.51				921.002	700.947			1240.69	971.332	897.411	1217.63	1419.85		1635.22	843.694	1234.7	592.075	1068.62	578.346	600.767	591.642	829.223	1446.32	794.17		832.197	975.76	769.207
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5							1831.26	2813.86	1392.37	1613.52	1774.09	2719.01	1736.04	1342.51	2338.84	1785.79	1591.56	1934.78	1482.76	1212.78	1667.36	954.863	1261.6	2093.52	1244.5	1466.08	2036.7	1756.2	1425.79	2041.2	2151.34	999.094	1400.57	1684.68	1384.61
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5									1816.36	3315.28	1217.83	1387.96	1583.59	1302.59	1176.72	1031.19	1497.21	1646.19	1712.01	1651.43	1437.32	1582.56	1510.71	1382.44	1311.91	1632.89	1159.11	1186.68	1656.82	1927.23	1827.93	1384.18	1928.97	1323.77	1256.34
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	113288	69050.6				4733.68	3164.76	3180.19	3087.17	5032	3736.63	3135.96	4796.95	3925	3923.05	3755.13	3816.25	2911.03	3808.71	4282.12	4025.9	3993.82	3718.52	3847.29	3625.19	3002.47	3227.68	3821.73	2990.75	3207.65	2942.83	3935.29	2486.56	3372.49	3105.8
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1						1886.92	1980.32	1896.67	1448.81	1492.46	1165.54	1799.88	1476.62	1925.74	1245.21	1409.49	1581.34	942.022	1758.27	1537.29	1895.14	820.1	2026.96	1711.92	977.133	1059.67	1651.87	1589.99	1081.27	1042.11	1100.1	1893.6	1731.33	1142.18	1514.63
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1						2189.31	1626.18	2035.62	1056.44		1221.72	1294.02	1237.83	1380.46	1860.22	1359.83	1148.09	1524.38	2529.95	1132.38	1899.21	1125.02	1210.61	1048.03	1144.16	1059.48	1491.03	1162.75	1932.01	1659.92	1442.66	1219.19	1690.38	1915.69	1367.13
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7						9732.67	8664.49	10893.3	7625.2	9301.97	8984.53	8680.23	9085.32	8640.46	6749.74	9343.81	10286.3	8452.29	10013.7	9257.73	9566.33	9199.2	8508.41	8536.29	7206.2	8092.99	7728.93	8075.51	6172.4	8751.85	7840.85	7490.39	8001.15	6746.45	7419.7
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3						1484.86	1769.59	1649.39	748.157	1287.05	961.792	937.566	1613.35	1249.49	1599.71	1369.39	1401.7	1262.3	1642.04	1635.27	2010.22	1370.13	1444.03	1854.03	1428.61	984.782	1010.37	702.074	1623.26	1933.29	1151.51	1076.46	1370.81	722.25	1781.13
O14874	O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial										1574.13	587.629	299.983	525.652							430.094			628.422							331.704			585.5		
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3						1159.36	941.478	1104.14	894.892	702.771	780.185	614.519	896.441	388.787	901.678	687.797	391.94	749.264	365.496	1129.09	728.803	710.858	737.114	429.523	1030.58	695.257	1218.07	360.798	805.019	1166.68	471.462	560.434	623.24	478.6	801.85
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3						575.988	313.875		380.839		313.957	951.047	462.207	797.054		671.599	348.542		227.536		443.348		800.126	289.058	355.595	280.591					484.5		279.019		541.409
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1						702.446					637.955	394.367	349.982			336.251						358.921	496.363	525.338	814.405			650.672	596.409						420.384
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit						2651.2	2541.28	3091.82	1896.45	1595.28	1843.83	3226.47	3545.98	2732.23	3205.7	2770.3	3475.88	2719.2	1657.3	2306.86	2514.67	2532.04	2487.92	2191.94	2519.69	2360.86	2461.2	2079.69	2123.65	1924.23	1779.63	1851.8	2412.49	3943.47	1312.56
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK																									394.384										237.527
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8						5526.47	6378.76	4985.62	4378.86	6284.99	4549.86	5682.94	5239.23	4012.47	2556.34	3463.27	3474.54	5132.63	4370.21	5182.61	5148.31	4565.77	4763.76	4751.57	3430	5196.24	3183.99	4189.14	4149.62	2947.07	3571.15	6202.69	2070.62	3268.96	4474.41
O14950;P19105	P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B						8559.27	8799.6	11475.5	7848.9	9184.18	8782.89	9858.72	9954.29	8069.62	7773.16	9362.47	9287.67	9116.11	9812.16	10127.4	8308.73	8918.51	9330.85	9462.03	9464.88	8665.92	8783.57	9209.98	9092.33	11746.7	7739.16	9279.42	10567.9	9777.89	9584.56
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate						715.912	1057.55	1230.33	1316.6	504.587	1215.24	699.229	1305.09	1253.69	1280.21	667.372	1253.53	891.841	973.467	757.417	1123.52	969.063	730.957	1532.06	1158.91	976.466	916.94	1247.67	937.622	997.486	840.848	1117.7	1441.14	1148.93	1139.4
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	128224					1056.46	2621.99	1711.36	1913.34	1991.22	2063.28	1777.85	1761.02	1828.39	2338.48	1938.18	2037.76	2460.44	1751.41	1345.65	1353.04	1803	1787.02	2163.67	1909.2	1281.72	2265.67	2413.72	1452.02	1750.53	1782.3	2002.19	1393.39	1690.04	1698.88
O14975	O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase															98.9826						166.683		370.871	340.53					596.297	536.65		500.62			620.408
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like		97937.8	189994	143778		4377.35	3914.42	3452.78	5380.18	4741.27	4963.67	4750.74	4273.98	5077.41	3947.73	4698.52	5244.35	4555.9	4405.61	5223	5439.18	4394.25	5162.58	5995.06	4255.42	5368.54	4889.69	6180.97	4717.4	4841.06	3783.07	3996.29	4697.49	5179.23	6007.34
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1	109394	148559	130531		101547	1654.04	2002.28	2361.73	2953.9	2135.18	1984.11	2024.95	2051.06	2053.98	2052.75	1812.19	2178.7	2060.2	2682.41	2265.64	2332.12	1798.75	2320.33	2135.84	2426.93	1920.81	1968.42	2070.93	1980.34	1563.62	2399.79	2476.65	2645.5	2816.01	2445.47
O14981	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172									1510.99	485.635	426.782		365.221		635.967					401.992										432.133			433.64		
O15020	O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2							1062.11	1118.01				321.005				413.52							398.541				347.765						151.489		
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A						2004.37	2871.14			2459.36	1277.92	1878.14	1794.32	1513.21	1744.28	1597.98	1296.08	2111.23	1549.55	2408.04	1905.76	2165.5	1645.04	1559.95	2286.18	1333.99	2033.36	1821.73	2207.65	1973.69	2539.35	2065.02	1802.12	1568.92	1811.98
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2							1512.13		1899.29	551.119	756.586	923.852	935.36	680.219	552.804	847.483	723.874	1201.4	921.916		611.697	698.299	409.575	823.694	481.517	816.803	1145.13	901.216	985.275		1011.59	563.782	599.431	783.865	834.359
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein						1657.01					979.669	813.942		942.146		863.217	942.557	970.305	776.883	1211.29	745.954	1296.23	927.139	609.789	955.797	1196.76	656.111	1044.11	742.483		962.151	1137.47	2081.38		1065.79
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin											943.914	1793.94					2795.97	639.421		754.552	1274.56	864.747	947.649	540.565	700.725		809.472	1081.77		672.164		1001.18	829.244		
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	254817			155138		2995.04	2637.27	2768.16	3115.06	2864.98	3101.13	2791.57	3456.76	3547.31	3084.05	2970.14	3678.36	3685.93	3767.4	3308.53	3041.79	2523.91	3544.22	3205.83	3147.23	3290.33	3041.35	2724.58	2320.36	2958.16	2784	2994.55	2282.41	3429.45	3277.72
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1																																293.765	369.473		
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2						690.048			898.729	488.098		836.525	736.859	460.526		1113.05					310.536	520.139	567.057	716.629			3117.9								1225.43
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B						2783.02	1924.54	1566.59	1908.08	1640.42	2709.39	2504.74	2239.49	2206.31	2311.48	2326.01	2506.69	2548.84	1892.07	2271.42	2575.59	2305.66	2507.88	2502.63	2380.99	2457.74	2143.51	2613.48	2694.76	2334.89	2689.36	2388.65	3080.53	1998.93	1982.17
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2						2596.74	2753.95	3512.51	2816.16	3939.47	3098.89	2748.6	2880.67	2765.94	3217.63	2857.9	2757.31	1666.14	2391.73	2694.13	2249.98	2755.56	2937.48	2645.76	2628.49	2310.14	2435.2	2298.06	2288.92	2557.82	2064.84	2311.4	1846.06	2781.38	2846.73
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3						9732.65	9502.48	24597.4	9814.83	11367	8955.96	10284.5	5307.81	9950.04	10155.4	6561.03	9303.76	11047.4	8846.37	11253	8395	11179.2	9839.95	9807.56	10147.3	7837.9	10262.8	10322.2	9185.67	9705.55	8927.31	7408.47	10398.2	11297.3	8883.48
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1							1048.45		788.193		695.785		1491.91		1159.05		1020.84		1511.62		1012.25	770.54	937.378	1157.67	475.338	1072.47	1425.46			876.982		1315.76	727.194	747.275	740.333
O15164	O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha																									2075.81						1021.32	2055.07		2198.54	1670.61
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2				156716		2635.24	2744.08	2186.8	2412.5	2397.94	2414.62	2627.74	2499.01	3264.95	2349.33	2364.24	3124.79	2291.04	2522.11	2898.65	2472.08	2688.61	3039.05	2195.1	2660.62	2753.93	2857.11	2077.93	2275.77	3271.95	2646.87	2749.09	2256.45	2417.48	2842.03
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6						1703.4	1232.91	1815.84	2000.12	1868.57	2515.06	2421.94	1858.38	2225.72	1973.48	1607.11	1216.31	2698.02	2000.71	1971.54	2229.06	1842.13	2015.01	2193.76	1664.94	1972.68	916.352	1796.22	1474.4	1740.99	1451.86	1755.05	1718.34	965.733	1741.61
O15235	O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial											739.031					1162.08		795.359			629.303		588.474				1309.56				1073.38		1192.73		
O15258	O15258	RER1_HUMAN	RER1	Protein RER1						1425.22			1555.14		1435.05	1148.25	1325.51	1427.92		1300.72			1163.23	1183.03	986.589	923.113	978.372	1481.64	938.992	938.342		1242.83	890.756	1358.8	1402.6		1130.71	674.897	1413.86
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4								2039.74			2200.09		1048.48	1889.61	1675.3			1199.54			2798.13		1606.12	1604.57	2609.3	1854.96					1642.07	1220.21	1827.28	1519.31	1383.2
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit									928.334				177.142	859.047	1036.46	747.319	673.554	352.133			865.209	317.666		726.1	414.933	836.389		563.769				722.952			560.193
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2								1919.78	987.858		1262.26	833.285	782.916	1169.9	926.786	867.333	670.482	712.23	981.534	917.702	711.77	804.827	832.37	853.914	681.758	642.253	445.283	638.037	443.58	488.201	1020.01	1072.23	835.406	366.034	1026.44
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3						2305.8	3375.81	2974.46	4061.25	2580.56	2893.99	3504.74	3900.51	2758.77	2183.78	3121.53	2821.24	2833.53	2612.65	3697.69	2760.82	2305.91	2154.09	2129.33	3829.07	3011.44	3850.91	3454.85	3091.78	3167.37	2564.13	1811.73	4036.55	3273.66	3522.85
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G										2713.41	1976.99	1830.69	1924.8	2405	2291.48	2236.91	2994.31	1960.65	1955.06	2567.41	1929.43	2376.98	1982.89	2539.77	1726.12	1878.25	2038.07	2297.26	2137.38	1982.89	1607.96	1579.93	1677.98	2002.11	1891
O15357	O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2									1028.13	1165.32	303.786	1681.62		716.558	1357.03	280.011	518.743	429.907	894.785		739.177	657.186	868.497	650.524	622.015		1406.98	483.246	539.276	1112.85	314.526	565.81	964.839		946.385
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D			143919	64445.9		2870.41	3320.21	3344.44	4270.56	3272.35	2783.67	2790.24	3074.99	3505.29	2687.73	2676.56	3641.96	2791.7	3209.34	3606.63	2926.1	2874.33	2780.23	2237.13	3663.02	2673.31	3176.45	1816.6	2796.45	3533.69	2917.55	2674.34	2943.5	3382.23	3303.39
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	271381	276976			210032	5293.13	4391.06	3506.8	4041.15	3497.76	3895.49	3190.18	3695.63	3191.71	2216.26	5138.49	2983.75	4024.64	2807.58	3519.38	3204.77	3673.72	2809.47	3458.05	2966.42	3503.61	2720.84	4009.89	3022.66	3903.84	2187.94	2873.68	3025.79	3288.69	2795
O15382	O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial						964.987			370.421		826.226	860.704	816.558	487.308	492.28	442.913	358.942				791.882		467.149		850.796	1187.37		745.37	458.989		327.377		781.846		
