Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5680.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5681.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5682.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5683.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5684.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5675.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5676.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5677.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5678.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5679.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5670.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5671.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5672.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5673.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5674.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5685.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5686.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5687.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5688.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5689.d
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	1873.87		2944.49	2322.26	1762.46	1383.83	1998.18	2088.56	1735.89	1766.82	2079.13	2140.14	1916.74	1885.72	2255.57	2159.56	2104.92	1640.96	2067.6	2497.74
O14519;O75956	O75956;O14519	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	2312.91	2506.51		2815.22			2730.19			2745.69									1822.79	
O14524	O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1							765.834				907.437									
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9			1078.54	681.708	1253.56	1219.55	1028.13	1112.29		1050.85		1093.65						1075.91	915.86	993.815
O14548	O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	945.562	1198.25	1108.7	1857.81	1738.95	1725.06	1132.4	1207.77	986.271	864.195	1608.92	1009.16	1939.45	1177.03	1225.34	1619.85	1263.21	1018.81	1267.93	1613.26
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	637.06	1521.58	485.742	1082.82	1056.91	792.242	399.037	1473.57	681.193	704.318	1126.17	693.126	962.273		1311.31	1134.03	946.47	1037.3	750.931	585.15
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	2918.4	2172.07	3548.5		1988.7	1569.33	1766.02	2090.3	1861.83	1578.33	2104	1822.4	2315.6	1354.69	1183.69	1428.32	2331.93	1934.03	1681.09	1803.91
O14602;P47813	P47813;O14602	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	3686.72	4579.92	3922.36	4286.48	4277.05	3085.6	3178.36	4178.5	3785.39	4091.72	4690.14	3723.27	4399.22	4194.44	4507.83	4189.31	3599.25	4163.24	4661.35	4125.99
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	1590.59		2317.9	1544.79	866.034	1264.01	1452.09	1174.87	1478.75	1638.19	1344.6	1305.59	1577.46	1100.57	1378.4	1413.15	1283.41	1382.32	1390.83	1088.18
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase		883.675		899.076	1173.96			660.856	463.078	1558.57		350.27	955.831	889.012	966.319	949.739	995.129	725		1508.49
O14656	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A		1068.52							884.469			599.152	1337.34			689.731		760.622		
O14684	O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase		1335.07	2501.06	1981.23	1653.07	2037.89	1680.54	1833.37	1622.56	2780.38	1621.25	2103.44	2519.41	1643.62	2419.29	1856.32	1613.84	2261.62	2078.05	2191.41
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	970.221	1525.37	1513.42	1441.19	1587.33	1760.8	2174.17	1941.92	1593.06	1694.51	1430.02	1224.36	1694.67	1763.87	1885.21	1442.93	1198.85	1592.38	1451.38	1970.47
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	3271.21	3000.84	3265.48	2890.63	2724.65	2818.49	2530.12	2835.84	2963.06	2440.38	3008.82	3001.15	2600.49	2799.87	2782.24	3203.54	3218.43	3010.13	3549.83	2931.85
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	3038.98	2669.21	2583.79	2397.8	3578.48	2631.58	3019.4	2864.22	3196.81	3246.01	2562.39	2386.81	2678.01	2546.66	2224.63	2550.44	2414.04	2398.9	2808.85	2680.01
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	5828.78	5565.84	4960.56	5139.96	4840.58	5085.07	5376.41	5618.55	4595.2	5375.62	6123.55	5462.34	5440.77	5649.16	4979.66	5493.11	5762.94	5145.64	5287.96	5022.43
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	1789.15	2065.15	1576.77	1874.86	2045.7	1714.54	1958.32	1969.06	1914.51	1750.16	2319.33	2029.97	2429.63	1792.02	1927.46	2521.72	2104.65	2209.17	2059.4	1787.81
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	2386.43	2563.47	2518.88	1848.98	2008.68	2055.94	2352.93	2036.44	2621.85	1879.73	2560.85	2188.3	2288.97	2277.14	2435.66	2508.01	2701.63	2715.14	2367.15	2296.34
O14777	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog		551.575	841.9	378.459			374.745		527.91	737.408	1060.78	440.912	413.253		270.967	241.539	696.309	685.805	369.649	344.359
O14787	O14787	TNPO2_HUMAN	TNPO2	Transportin-2								359.539											494.326	
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10588.9	8698.27	9087.31	8828.05	10098.3	9799.8	9762.88	10996.6	9801.43	10974.7	9743.69	11197.3	11297.3	11299.3	9382.9	11900.6	10795.5	11431.9	11551.8	11801.7
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	1970.27	2082.31	1607.74	2097.78	2465.49	1917.41	1802.71	2072.78	2082.62	1801.7	1816.97	1847.62	1630.26	1796.59	1981.27	1755.48	1565.3	1625.5	2019.49	1544.29
O14874	O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial						792.162		813.097					384.368				741.837	763.777	544.98	887.098
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	1476.25	768.222	2681.2	1619.17	1241.07	1630.83	1023.76	951.223	1332.94	1994.16	879.804	1661.54	2180.77	1450.61	1444.13	2157.81	2078.82	2223.9	1634.05	1898.69
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	759.768	660.222	878.544	845.249			416.001					609.933	485.417	371.796	825.477	377.938	792.549	529.61	623.533	589.71
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	1417.42		891.3	812.533	989.459	1089.71		1510.46	975.081			845.524	771.884		1192.78	705.267	924.942		666.805	698.135
O14925;Q5SRD1	Q5SRD1;O14925	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	674.463						1050.04				870.851	765.047		700.843	854.989		1513.33	1010.6	1073.25	807.125
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	2961.88	3447.32	2770.67	3459.58	2901.75	2809.28	3532.82	2546.53	3183.63	3069.53	3102.41	3129.27	3069.27	3963.25	3905.13	2716.61	2954.02	3376.52	3048.83	3101.63
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK				1230.34	1147.62				1086.94						1029.61	936.189	811.229	596.772		803.193
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	8949.68	7456.63	7059.34	7351.58	7659.45	6155.62	6711.44	6350.26	6916.19	6709.61	5927.07	7233.07	6727.05	5958.35	5326.45	7246.29	7570.82	7256.02	7678.26	7007.59
O14950;P19105	P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	12254.9	12437.9	12914.4	13745.7	13387.8	10920.5	14592.6	13298.6	11973.1	13045.4	13557.6	12675.4	12805.5	12398.6	13368.2	12521	12980.9	12733.8	14047	12459.6
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	1327.86	2199.44	1506	2441.63	1291.8	1445.87	1352.44	1351.46	981.746	1403.92	1366.42	1240.52	1788.31	1210.76	1480.37	2033.96	1535.59	1658.13	1803.17	1771.43
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	2439.26	2422.55	2773.75	2553.48	2072.57	1757.33	2317.15	2557.58	2339.97	2466.93	2747.4	2864.07	2352.13	2120.53	2551.55	2633.92	2380.48	2311.27	2026.78	2246.13
O14975	O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	1010.56				649.832	498.753	836.442	414.209	639.209			962.666		889.188	937.439	739.766			746.218	483.28
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5649.47	5169.85	4964.56	4992.12	5237.42	5186.79	5348.38	5498.48	5175.17	5850.57	5007.25	5595.61	5338.62	5913.18	5470.71	5660.51	4926.81	5432.93	5533.09	5048.59
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1	3744.4	3947.17	3812.05	3928.67	4295.84	3581.81	3765.03	4375.86	3910.23	4237.5	3396.56	3215.07	3123.57	3511.82	4088.51	3661.34	3871.16	3500.25	3969.56	3600.55
O14981	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172										1113.45				959.713		644.183	411.917	476.15	478.056	
O15020	O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	1077.51		532.302	407.485	412.116	589.544		418.673				452.67	392.652	328.258	715.294	552.493			664.219	463.23
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	2923.03	3251.9	3454.23	1884.75	2851.3	3024.15	2366.77	3457.28	2900.15	1825.42	3389.61	3040.61	2976.14	2313.82	2579.64	2844.17	2496.22	3419.24	2707.71	2580.79
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	1544.97	1306.48	1183.39	1788.83		1163.2	1367.41	1182.26	1778.56	1924.24	1466.04	1300.49	1232.74	1239.74	1195.41	1250.44	1255.11	1142	814.956	1274.86
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	2185.03	2760.02	3031.72	1923.96	2745.36	2784.54	1836.06	2033.3	1968.08	2392.92	2814.31	2209.36	2177.23	1968.9	2862.52	2738.32	2189.95	2495.72	2207.32	2162.24
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin	1699.32	1852.79	1441.12	1862.68	2091.2	1961.02	1274.48	2406.73	1874.26	2012.48	1405.56	1134.24	1501.54	1382.9	1226.95	1534.08	1717.2	1382.41	1459.32	1411.58
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	5010.44	4694.42	5031.93	4280.99	4561.94	4085.8	4386.34	4632.17	4576.48	4523.43	3868.03	4930.95	4423.93	4782.29	5138.88	4827.34	4737.08	4912.02	4951.27	4706.47
O15084	O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	333.596			499.304				827.047	605.027					706.152		457.789		419.41		660.257
O15091	O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit													903.368			758.479				
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1		959.922	1890.49	1344.59	1668.95	1040.48		1167.21	1164.37	1183.11	1407.62	1043.15		1230.55				1161.58	1403.35	939.456
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	1029.19	1473.8	749.764		1710.16				926.528		1196.5					1577.34		1091.96	896.709	1551.14
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2		840.565			769.328							1258.79		1215.21						
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	3613.46	3594.31	3510.28	4111.74	3770.11	4148.21	3595.84	3633.86	3502.6	3668.26	3432.05	3320.76	3411.01	3091.48	3486.42	3299.67	3560.45	3180.7	3397.65	3489.28
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	5413.79	5391.02	5334.28	6348.18	5714.8	5839.13	6650.18	6241.29	5148.07	7047.41	6055.69	5972	6708.23	5961.81	5227.08	6400.16	5558.09	6279.35	7254.89	6103.11
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	12095.5	9931.47	11994	9990.55	9113.4	10106.1	9381.26	9821.8	9508.61	10124	12152.4	12508.2	12509.7	10443.5	10188	8944.88	9819.11	11909.9	10728.6	11378.1
O15155	O15155	BET1_HUMAN	BET1	BET1 homolog	363.851				418.81		861.21			634.147	570.911	1003.62	700.965	403.243	805.402	1027.41	792.599	524.448	814.862	553.094
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1		1757.1		1096.33	2454.2		1982.14	1825.22			1868.97	1717.01	1435.63	1193.66	932.059	1778.35		1820.45	1390.96	1981.73
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	4941.86	4230.91	4504.19	3407.41	4460.63	4361.28	2854.73	3332.71	4051.69	2959.9	4182.91	4096.29	3997.44	4087.96	3808.53	3815.1	4040.81	3747.18	3789.84	3876.19
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	3162.06	3133.87	3042.51	3503.18	3254.78	3023.06	2537.07	3153.55	3268.06	2414.9	2678.28	3135.82	2632.82	2550.13	2834.27	2891.04	2812.09	2584.11	2564.12	3141.75
O15213	O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46																433.664	495.717	973.024		567.004
O15226	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor			892.832		804.312	1172.2			733.582			239.853			244.02			836.972	595.066	
O15235	O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	1911.65							1718.21	1384.44	1394.59		1048.27	1686.42	846.695	1225.68	1395.48	1097.7	765.932	1280.25	880.975
O15258	O15258	RER1_HUMAN	RER1	Protein RER1	2282.47	2171.01	1757.97	2056.59	1721.42	1616.53	1347.72	1810.51	1613.33		1352.63	1588.66	1405.58	2080.47	1391.73	1247.26	2331.96	1648.91	1389.42	1722.36
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	2097.27	1731.58	2006.87	1544.11	2377.45		2264.92	2925.15	3404.07	2966.49		2381.53	1980.61	1644.78	3323.15	2349.67	3201.78	2305.96	2012.86	1553.87
O15269	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1								572.129				1272.01	512.772	1084.27		418.77		1282.07	818.23	712.289
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit		1187.31			1628.14	2206.39		1180.49	921.066	782.001	910.476	1330.8	1546.37	1174.95	553.843	2071.86	1287.44	1269.04	1403.53	983.532
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	1628.22	983.643	1897.12	2331.66	1820.8	1959.14	2307.7	1712.45	1145.27	1740.91	1435.94	1396.03	1267.91	1412.87	1338.67	1404.22	1427.06	1358.04	1755.62	2001.56
O15321	O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	1052.59	593.678														1003.22		582.327		520.324
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	3248.83	4804.28	4575.15	4757.92	3103.91	2793.02	4144.19	3244.72	4858.13	3587.6	5469.84	4420.54	4313.84	2987.68	5144.94	4568.26	3414.72	4213.32	4464.03	4150.9
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	3201.09	2820.03	2698.6	3077.29	3048.03	3665.27	3367.69	2873.09	3255.74	2511.03	2843.69	3435.13	2964.88	2612.38	2711.23	2956.2	3051.56	3337.01	2896.47	3244.23
O15357	O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	1599.3	1982.54	2118.6	1377.3	1090	1590.59	3488.47	1294.6	2013.05	1104.82	1142.64	1178.76	1037.89	1838.17	1454.22	1372.8	1481.61	1219.28	1150.56	1115.8
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	3613.12	4681	3859.96	3107.83	3816.31	3834.18	3404.31	4537.29	4584.69	4228.79	3356.87	4722.5	4800.79	3918.73	3643.15	3167.44	4000.19	4109.39	5459.98	3652.06
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2562.87	2859.5	2771.83	2668.62	2612.43	2789.32	2551.21	3264.04	2987.09	2572.98	3286.22	3564.22	2893.01	3242.82	2557.39	3156.54	3097.36	3148.44	3588.18	2877.26
O15379	O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3									206.921				677.737	902.91		240.438				
O15381	O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like															357.004		981.075		693.785	
O15382	O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1182.27	1598.87	816.101	2175.18	1656.97	3386.58	1225.62	1558.29	1324.78	400.2		1407.98		1589.29	1529.4	1435.92	1836.33	1477.46	1278.69	1367.7
O15397	O15397	IPO8_HUMAN	IPO8	Importin-8	1822.07	1678.9	1818.53	1905.09	1064.07	1019	1667.93	1499.44	1253.31	1193.45	1921.02	1111.67	1014.59	1706.57	1059.48	1335.14	1292.95	1660.83	1491.25	1458.92
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7	729.067	2156.81	1017.63	623.869	975.777			816.509	809.102		527.991	751.365	553.133	967.379	632.422	1083.38		712.278	1062.91	779.794
O15427	O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	6547.13	6060.13	6980.48	8156.81	7174.39	6546.88	7804.89	8051.55	7996.74	7663.64	8153.3	6024.54	6958.99	7487.5	7103.21	8019.97	7424.74	7013.11	7659.72	7731.81
O15446	O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	1548.07					878.474		1681.37	1017.78		552.94	1305.15	1075.44		831.413			975.43	786.561	753.974
O15460	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	3203.15	3476.13	3701.43	3201.39	4036.62	4208.78	3455.79	2949.84	2640.23	2785.45	3733.57	2792.64	3226.3	2953.56	3091.76	2986.51	3173.21	3157.47	3028.18	3284
O15498	O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	2895.41	3607.46	3102.93	2248.64	4385.63	3028.96	1676.21	2873.46	3615.32	3646.01	3475.41	3184.37	1834.43	3052.74	3568.54	3226.63	2713.74	2686.01	3056.19	3192.35
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	7747.22	7117.6	8601.5	7852.8	6340.02	7130.59	7556.28	9686.21	7074	8468.97	5954.14	8286.68	8500.43	8114.22	7823.07	8035.23	8552.13	6967.08	8141.56	6976.06
O15533	O15533	TPSN_HUMAN	TAPBP	Tapasin			2048.93		1561.47		1730.81				1791.47	2084.89			885.119	2207.9	1926.61	1280.12		3725.85
O43143	O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15	3913.57	4673.83	5036.48	4334.86	4748.68	4449.87	4707	4708.37	4348.14	5424.97	4558.53	4725.38	5013.9	5001.37	4538.38	4303.01	5106.11	4881.71	5014.2	5019.85
O43148	O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	788.007		1022.03	322.918		443.496	900.166			571.588			636.692					602.072	672.876	997.618
O43156	O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	522.068	726.034					798.949	932.528	678.475	917.908	820.115	819.441	1215.32	925.286		453.93	872.635	721.507		945.815
O43159	O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8						940.638				1261.65					4943.12			1142.01	295.169	
O43169	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	3132.67	2874.28	2657.5	2836.19	2702.52	2901.03	3188.7	3416.31	3181.58	3428.01	3189.47	4103.71	2948.67	3625.28	3927.37	2982.81	3069.15	3799.64	3606.89	3024.8
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1127.61	905.768	1328.08	824.369	801.023	1375.72	1628.31	1389.47	1192.18	1221.04	1375.21	1086.38	1059.61	979.906	1172.64	933.242	1401.87	1144.14	1067.77	1298.82
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	16494.9	17905.4	15735.4	17641.7	16468.6	14408.2	16912.4	17239.8	17637.4	16788.7	15207.2	16645.3	16286.5	15490.6	17871.6	17075	16813.7	17432.3	16299.1	16124.3
O43181	O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	3519.41			1936.74			1940.96				2567.41	2680.63	2456.09		3080.96		2366.76			1847.05
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	874.087	1041.31	1293.13	1426.48	1327.68	1187.96	1315.1	1459.68	1308.68	1446.66	1371.44	1380.9	1391.67	1032.07	1231.38	1524.55	1820.74	1404.04	1051.34	1366.2
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	2133.38	1991.46	1943.99	2417.02	2013.51	1796.83	1967.54	1723.13	2418.94	2193.17	1870.67	1708.99	1661.5	1777.59	2120.71	2166.59	1921.9	1974.16	1936.24	1958.17
O43251;Q9NWB1	Q9NWB1;O43251	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2		497.036				694.925	699.712	799.317	298.867			603.117			36.4554	667.964	334.336	378.314	444.362	466.553
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	2204.24	2241	1952.4	2687.2	2537.46	2573.39	2243.7	2275.33	1678.2	2977.95	3225.26	1886.18	2025.81	2153.75	2126.88	2073.52	2583.56	2224.68	1814.34	1895.08
O43264	O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	3407.24	806.291	500.076				697.535			1004.8							864.693	1235.71		716.101
O43286	O43286	B4GT5_HUMAN	B4GALT5	Beta-1,4-galactosyltransferase 5	3001.42	4351.1	3770.53	3566.27	4216.91	4027.64	4151.44	4424.4	3363.96	4487.57	4106.41	4130.56	3255.61	3115.74	2052.05	2618.21	2828.47	3073.27	4415.59	4026.3
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1		1374.37	833.204	1716.67	1113.55	2077.57	1092.73	1332.27	1580.18	1451.64	1585.33	1329.66	1067.63	1307.06	1087.49	1435.6	1397.55	1155.89	1340.13	1276.77
O43292	O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein		1147.05	1034.33	1155.92					1004.11		675.509	1305.75	1279.24	1080.12			1503.6	695.369	547.744	1319.03
O43294	O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	2082.38	1659.18	1703.15	1599.86	1042.49	1195.1	1249.46	1448.47	840.432	1361.85	919.009	965.278	768.337	1678.3	1271.41	1651.15	973.822	994.046	1460.52	1364.28
O43314	O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	1951.26		4091.84		5629.12			716.179	1717.36		3838.91			4241.32			3118.89	2674.77		3951.79
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	1878.25	2362.65	1539.62	2686.14	2369.39	2282.53	1756.78	3273.9	1936.33	2514.84	1998.41	3052.73	2535.62	1632.4	2807.9	2259.43	2122.62	2122.31	2202.75	2223.67
O43390	O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	5902.54	6012.4	5503.65	6291.32	5943.78	6559.26	6517.16	6371.41	5816.1	6532.6	6770.64	5853.72	5818.14	6701.59	6229.4	6011.99	6364.62	6727.25	6332.87	5921.66
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	2837.22	4179.21	2420.28	3065.75	2288.36	2321.55	2648.92	1639.33	1883.65	2534.41	2680.88	2088.87	2178.8	2798.67	2500.9	3658.29	2490.91	1991.92	2288.82	1883.48
O43396	O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	3285.06	2138.91	2149.81	3205.07	3416.15	1958.82	3222.84	2960.87	3512.57	3912.3	3448.2	2833.26	3229.74	3878.62	3534.19	2733.83	3450.59	2714.73	3508.73	2441.62
O43399	O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	9713.01	9877.71	9596.31	10149.4	10967.3	10252.1	9866.09	9631.2	9504.97	9843.44	8722.67	10217.2	8327.24	9357.18	9128.13	9435.64	9144.48	11166.3	10924.8	11174.4
O43402	O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	2407.73		972.196					1221.99	1660.58	1602.71	3355.98	1505.4	1723.74				2189.01	2629.72	1932.03	1971.25
