Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5897.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5899.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5900.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5901.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5902.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5903.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5904.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5905.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5906.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5907.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5913.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5914.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5915.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5916.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5917.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5860.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5861.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5862.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5863.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5864.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5908.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5909.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5910.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5911.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5912.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5918.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5919.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5920.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5921.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5922.d
O00203	O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1		1304.44	1117.09		2011.91	977.507	1239.77	1550.44	1657.75	1220.23	1383.56	1230.17	1452.66	1154.85	1384.89	1137.91	1169.92	1543	1386.84	1119.81	1106.6					1205.16	2038.67	2065.8	1556.24	1365.66						1033.53	1245.35	1304.86	1120.66	1065.02	1292.24	1266.11	1442.46	1211.73	1223.52
O00217	O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial						391.537				1163.31	1180.15	580.059	865.126		570.981	845.625	936.305	1358.54	783.003	484.611																	723.208	986.148	690.609	337.554	198.643	595.57	1067.74	412.699	
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	2896.48	2391.01	2779.2	3019.48	2365.16	2715.88	2705.95	2442.58	2372.24	1530.56	1770.96	2497.77	2328.9	2564.31	2463.64	2264.5	2497.54	2301.47	2253.36	2184.61	2508.95	2818.46	2615.16	1947.98	2184.97	3216.86	2272.91	2690.54	2321.11	2485.52						2635.19	2316.88	2694.21	2061.94	2289.95	2745.91	2307.83	2386.74	2888.08	2572.15
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	1180.23			1254.21	3500.39	2250.48	1584.75	1629.46	1747.72	1940.17	2239.05	1888.4	1908.92	1995.05	1847.01	1732.25	2081.94	1856.36	1954.26	1969.9	1618.42	1655.75	1997.43	2718.83	1755.37	1366.03	2015.94	1967.74	1955.5	1547.12	1866.4					1418.13	1770.18	1710.8	1808.52	1746.74	1809.19	1398.49	1815.78	1404.99	1873.35
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9		1631.32	2304.53	1556.58	2244.85	1799.87	2303.92	2426.75	2479.29	1982.33	1829.17	1852.78	1987.61	1615.13	2290.79	1865.47	1794.92	1651.69	2050.34	1989.77	2519.61		1475.23	1721.32	1623.21	2405.33	1973.58	1932.19	3437.65	2410.5						2058.98	1809.92	1225.18	2216.36	1562.57	2410.38	1905.92	1463.8	1824.97	2238.8
O00244	O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	1782.08	1800.83	930.808		1584.56	991.089	748.852	938.772	997.3	1108.95	572.463	467.887	669.878	768.028	754.591	437.566			934.883	629.577	2270.63	1354.29	720.694	2246.13	1087.61	2364.69	1526.81	757.014									1990.49		832.207	681.925	741.648	917.854	926.143	947.287	812.034
O00264	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	4026.67	2872.91	4269.54	4255.51	3933.41	3546.34	3022.24	3472.96	3024.06	3127.36	3357.06	2727.5	2580.01	2945.72	2847.4	3047.82	2895.7	2648.16	3337.24	2362.28	5490.19	1769.5	4950.13	4351.95	3060.69	2641.07	3288.38	3159.63	3004.8	3008.25	3360.27					2802.42	3441.73	2760.56	2603.57	2849.07	2547.52	3167.38	2053.8	3678.58	2190.6
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5						246.436		215.551				805.56	744.864			218.779	470.986	289.314	218.588	332.95						574.408		575.674								1026.99	642.862			621.849	430.811	625.429		462.165	759.131
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha		1636.48	706.392			1539.21	1242.08	1179.37	1735.64	1450.7	1382.8	1198.38	1084.14	1344.79	1601.85	1347.37	1434.12	1299.27	1201.02	1351.29	1466.41		1393.29	1057.88	1248.42	1459.22	1608.68	1440.93	1567.84	956.375						1210.81	1695.61	1255.05	1114.26	1062.13	1213.6	1297.66	1021.77	1065.68	1700.99
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	8063.55	8171.43	8357.14	8550.22	8007.16	8676.82	8578.57	8459.65	8629.56	6796.3	7676.74	8072.83	7573.24	7762.97	7397.77	7374.37	8160.02	7192	7518	7353.42	7571.85	7743.75	7794.21	8213.73	9240.2	8034.79	7776.02	8356.72	9255.89	8062.06	7544.84					7884.22	7862.84	8061.76	8750.6	7739.03	8690.45	7606.65	8556.23	8215.23	8325.24
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	2814.98	2605.18	2176.02	2729.71	2590.23	2770.16	2526.08	2524.23	2613.47	2248.54	2480.89	2281.75	2358.71	2583.37	2560.99	2662.38	2452.46	2520.6	1996.44	2160.21	2732.85	2329.33	2801.37	2463.07	3034.89	2656.4	2800.54	2756.2	2622.28	2855.18	2888.98					2202.7	2315.49	2088.68	2207.22	2264.83	2566.54	2479.43	2484.97	2509.93	2879.79
O00330	O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial								690.943						359.504	611.598	506.498	358.049	332.551	288.94	909.558						1067.63											232.01	1507.64			650.861		1254.31		1279.01
O00399	O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6																				339.363								1074.06																	
O00400	O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1																	327.003		296.202							327.042															593.907				
O00401	O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein						852.406			1612.92					1056.9			1016.71			1893.09																									
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	2650.2	2390.14	2416.18	2394.15	2470.16	2380.07	2146.28	2529.08	2372.28	2233.09	1960.98	2209.36	2400.09	2268.58	2097.73	2173.36	1979.59	2409.71	2385.24	2293.62	2232.3	2479.08	2293.52	2449.89	2511.1	1932.04	2438.43	2201.99	2205.97	2174.43	4966.9					2219.08	2375.39	2037.13	2159.58	2311.41	2341.33	2161.46	1897.2	2123.41	2151.54
O00422	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3654.64	2085.19	1939.21	3009.52	2159.73	2341.46	2479.37	2762.94	1980.39	2096.28	1636.89	1769.7	1646.49	2227.88	2487.06	1373.95	1652	2194.42	1700.61	1975.01	2759.81		4507.02	2422.61	2386.87	1824.87	2138.39	2458.6	2420.66	1155.09						1315.5	1859.66	1645.73	1681.98	2591.65	1959.37	1584.47	1600.01	1724.43	1463.55
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	2388.51	2375.57	2461.95	2696.35	1985.78	2432.77	2052.42	2583.76	2110.09	2488.5	2049.29	2260.54	1963.29	2111.59	2051.64	2299.2	2144.12	2162.12	2136.31	2356.17	2033.41	2847.02	2421.21	2882.92	3184.11	2358.27	2139.21	2163.54	2535.09	1919.71	2514.35					2246.75	2359.32	2254.06	2221.24	2385.16	1991.82	2225.35	2108.79	2456.53	2130.27
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein		1563.74	2024.22	1700.42	2083.4	1436.23	1496.97	1525.13	1688.73	1440.15	1480.95	1486.73	1435.51	1651.85	1619.55	1512.4	1546.47	1757.07	1510.32	1537.42	1652.87	2135.49	1847.22		2570.35	2011.18	1199.54	2022.69	1297.81	1516.74						1518.82	1525.18	1699.03	1461.28	1409.96	1306.54	1600.52	1272.7	1838.81	1532.62
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase									1143.54					680.549	752.495	491.079			638.608																				352.386						
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4						1223.22				2636.89		492.221	891.352	456.715		308.326	500.393	771.316	543.461	627.699					2502.62			766.503								885.914	857.204		1053.64	798.056	1715.18	437.463	518.867	596.332	451.899
O00469	O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	2203.02	3488.26	2700.48	2625.79	1671.46	1941.91	1671.21	2227.91	2241.97	2606.44	1644.19	1917.79	1587.43	1860.55	2026.01	1528.2	1829.11	1809.86	1522.25	1919.69	2953.72	3044.77	3025.04	3377.46	3155.35	2270.19	3212.77	3479.83	1865.98	3085.41						2459.23	2148.5	1988.84	2180.93	1964.63	1720.93	1823.95	2369.85	1999.58	2458.47
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	2166.64	1465.8	2408.54	2147.73	1683.5	2176.67	2100.5	1404.51	2021.29	1900.57	2700.51	1985.39	2467.29	3058.51	2648.37	2471.86	2404.77	2404.62	2392.67	2318.56	1767.38	2121.09	1719.24	3052.15	1507.5	2368.04	1806.87	1771.73	2350	2077.13	1566.67					2503.08	1585.28	2442.8	2137.56	2196.42	2144.39	2100.06	1834.68	2103.86	2097.33
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2210.55	2497.39	2689.93	3019.11	3731.59	3312.14	3780.55	3070.4	3818.77	3413.24	4139.5	3109.07	3817.46	3644.74	3527.94	3875.32	3322.52	3281.77	4074.88	3706.25	2213.75	3161.44	6268.85	2535.14	3696.2	3444.16	3039.45	3097.27	4459.96	5292.36						3434.74	3914.85	3751.61	3969.64	4338.44	2543.25	4265.62	4457.81	3714.5	3925.03
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1					618.591	470.11	833.015	815.422	1461.05		551.943		684.029	511.124	709.96	317.2			678.139	299.115		915.562		941.805	996.184		750.369			1325.9						888.371	1077.08	1159	895.385		865.129	1051.54	441.387	314.057	618.253
O00505	O00629;O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4			2095.26		2577.06	1039.47	1837.62	1172.28	1460.91	1600.17	1634.75	1219.34	1965.63	1910.76	1348.55	982.24	1749.97	1212.55	1750.81	1929.37	1418.18	1137.04		1826.14	1170.92	1841.61	1437.36	1751.04	1388.27							1670.01	1794.35	2759.09	1514.52	1545.6	1245.34	1541.14	1695.34	2013.15	1679.77
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog		674.365			1467.38	1074.31	1540.75	2048.51	1326.89	1711.89	1149.16	1164.1	1214.77	1595.43	1652.55	1681.36	1484.12	1381.8	1468.78	1531.63	1143.86	1926.95		1594.2	1644.37	1387.61	1297.71	1027.89	1433.3	1977.91						1171.39	1746.1	1443.43	1568.08	1398.58	1279.16	1097.52	1083.44	1666.31	1278.07
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	1842.69	1322.71	1569.24	1585.26	1522.56	1464.03	1756.5	1302.08	1812.97	1724.35	1371.97	1575.7	1478.58	1418.3	1497.81	1423.87	1320.49	1889.5	1699.59	1580.15	2387.27	977.524	2078.45	1459.25		1471.19	1792.03	2050.85	1779.57	1721.74	3987.36					1443.37	1650.79	1248.81	1313.77	1381.08	1256.1	1295.59	1472.15	1255.16	1292.12
O00571	O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	4266.72	4213.66	4590.1	4290.56	3584.03	3717.24	4092.07	4376.69	4054.25	4489.71	3975.91	3718.58	3943.7	3974.32	3653.95	3752.47	4125.58	3867.93	4022.55	3577.78	4600.06	3984.12	3996.93	3728.51	3913.78	3762.5	4074.31	3628.26	4249.54	3960.03	4826.98					3617.25	3857.84	3967.95	4092.1	3776.45	3747.31	3917.75	4053.02	3881.11	3934.16
O00584	O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2					607.579				203.641							207.528	227.304	176.738																				210.013							
O00592	O00592	PODXL_HUMAN	PODXL	Podocalyxin	3954.7	4353.88	3452.07	4077.79	3442.03	4575.57	4329.73	5013.59	4418.16	5855.31	5587.64	4484.5	4258.03	5152.54	4532.34	4881.41	4487.44	5170.11	4914.35	4499.05	4478.09	4171.66	3613.57	3775.43	3580.24	4095.18	4646.29	4083.98	3576.37	5338.67	3286.66					4153.12	4421.31	5446.89	4124.05	4727.53	4355.14	4332.16	4515.15	5343.59	4087.67
O00625	O00625	PIR_HUMAN	PIR	Pirin	2894.98	2871.57	2696.69	2819.03	2662.55	2981.02	2631.15	2422.77	2619.55	2605.4	2762.77	2837.92	2704.17	2973.21	2907.52	3407.95	2877.25	2856.21	2482.62	2623.17	2506.92	3197.83	2356.54	2829.27	2771.58	2434.97	2800.42	2841.78	2486.63	2645.4	2668.4					2548.92	2439.27	2733.99	2838.94	2746.02	3081.65	2599.24	3320.11	2381.06	2132.9
O00629	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3				1218.23		613.898						312.422			418.119	222.794	637.837	580.806	429.891	762.195	1233.97							303.932								391.665	335.111	1806.35		277.705	454.801	816.101		623.179	745.968
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit										784.651			937.03	401.12			319.913									490.863												1019.98	852.915		673.852			699.829	
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C							684.862	1076.63	661.411	565.736	392.786	540.858	641.245	526.858	574.485			515.527	647.638	217.377						338.67										625.542	665.309	616.623	345.668	540.186	588.153		510.951	766.806	
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	2998.81	2662.42	2734.1	1689.24	2787.34	1780.99	2318.1	2783.79	2256.76	2315.2	1599.66	2325.43	1477.91	1966.97	1662.65	2160.31	2031.8	2206.83	1732.7	2277.71	2143.39	1617.15		1488.81	2329.08	2619.58	1946.11	1998.08	2515.35	1774.56						1966.01	1783.11	1888.43	1673.67	2084.09	1850.72	1941.05	1997.03	2129.08	2264.31
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	1433.89					1695.13	1150.26	1746.6	811.338	1477.98	1205.63	1515.22	1411.64	1279.09	637.709	983.931	1157.87	1287.46	1417.65	1099.04	2841.36	1087.53				1485	1034.76	1768.74	672.529	1238.72						1098.58	800.953	1582.19	881.754	811.03	1175.39	748.78	840.914	1138.18	895.839
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9							325.81			458.534	607.336	806.281	569.098	273.18	548.223		635.63	511.532	636.849	499.934	556.771																		422.304	1065.19				316.788	456.026
O14548	O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial					677.352	651.094		673.129		422.094		761.088			477.413	778.561	464.609	555.702	549.696	765.813																1108.61		615.038				816.874		649.053	
O14561	O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	3926.58	2873.24	3079.7	3600.39	2416.27	2042.54	2231.28	2533.68	2768.86	1178.15	2745.07	4597.74	2169.92	2793.4	3225.85	3231.06	2635.58	2960.49	2784.98	3322.23	3329.75	2673.82	3646.31	3066.42	3072.47	3018.69	1294.97	3417.34	4023.33	3907.3	3598.97					2730.15	2901.32	2761.46	4159.93	2533.59	3386.85	2037.5	3513.5	3444.43	2587.39
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1		1036.52		1329.3		805.701	1103.16	831.897			1265.84	967.657	1303.67	810.76	718.01	1080.32	1083.73	1126.94	1111.21	845.209	975.761	850.153	609.895	1073.09	1423.74	1382.32	913.056	1638	997.293	1125.33						766.793	1156.37	1404.09	914.729	1016.66	1053.66	1498.08	1034.97	982.197	816.097
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon		1811.37	831.616		1980.53	1041.16	843.943	1062.89	867.294	1093.91	1126.85	1221.96	1129.17	933.904	475.952	1074.87	938.174	981.58	697.334	1062.18	946.552	1164.89	1441.1	1715.28	1309.77	1083.57	1524.86	584.977	1378.09	1098.89						487.944	790.886	1172.95	1080.24	977.935	1568.13	1710.05	940.247	1587.87	827.75
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1						867.828	635.793	558.092		977.723	726.411			622.99	766.649	482.066	834.28	626.588	381.274	862.287				740.949				803.934								356.198	464.617	703.046	578.496		416.475			968.621	785.818
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase											612.332			434.519																										347.583					456.235
O14656	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A												404.385			435.241	304.697																													
O14684	O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase											1057.65	1047.34	1146.86			1319.43	1060.3	1041.36	1415.42	1093.74	2386.82									1896.79						1651.03	1774.47	1145.53	699.485	1092.4	1164.5			1536.6	
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	1865.22	1187.21	1173.91		1309.94	1712.71				1168.7	1137.63	984.107	918.491	953.66	750.784	816.812	1026.65	1066.02	955.943	943.873		1837.87				1407.07			665.782							1621.32	943.058	1148.27	939.225	654.172	1225.84	1008.78	880.663	1445.25	695.507
O14735	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase						1536.08			1096.88		1127.88	1254.53	819.353	1245.78	659.699	1219.44	767.525	919.49	1403.87	535.939																1149.96	600.603	1018.45			692.904	973.937	1191.1		869.472
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	3234.76	5193.81	3785.98	3593.56	4589.69	3488.7	3937.31	3918.89	4354.59	4398.06	3845.68	2372.06	4043.11	4043.87	3085.17	3427.54	4158.64	3172.39	3796.74	3540.36	3795.02	4037.99	2199.81	2493.9	5130.88	3262.76	2550.16	3271.34	3653.9	2526.51						2525.95	2978.58	2985.77	3337.83	3972.4	3008.16	2688.04	3134.51	2811.12	3161.77
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	2294.57	1674.52	2181.1	2422.17	1497.34	1993.55	1751.74	1421.03	2324.51	2321.95	1526.85	1612.45	1402.94	2127.43	1494.14	1693.42	1595.42	1895.92	1733.22	1656.9	1319.41	1703.67	1642.77	2505.02	2474.74	2381.04	1969.35	1609.85	1927.2	2018.59	3341.46					1285.15	1413.92	1795.84	1761.31	1618.72	1985.13	1784.35	1741.41	2127.73	1703.64
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	3041.64	2310.47	3053.29	2854.52	2890.55	2972.89	3243.84	2945.84	2766.97	2677.13	2843.19	2615.45	2623.9	2815.36	2731.65	2589.91	3088.91	2839.57	2908.46	2880.44	3199.63	2833.75	2840.6	3380.44	2334.75	2486.44	2414.34	2962.9	3151.27	3574.57	3407.99					3153.53	2772.98	2684.78	2531.88	2940.63	2786.81	2523.36	2888.26	3669.24	2717.65
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1				1236.76		869.64	579.436	863.476	878.634	728.104	1202.1	873.523	463.135	847.007	1126.21	1157.31	1077.89	1056.77	942.766	1118.29		1584.23				1764.08	980.765	1410.53	1249.7	1536.02						1289.1	1075.65	1139.2	1074.25	909.554	1014.02	1042.26	1235.43	697.383	980.52
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1		2151.07	1694.86		2373.67	1440.83	1414.17	1055.05	1510.91	1093.33	1496.09	1058.22	1455.43	1249.24	1067.05	1555.4	1297.02	1312.09	1500.25	904.526	1043.97	1487.55	989.825	1584.99		1006.14	1742	1548.65	1316.43	1468.06						1392.64	1301.95	1521.39	1319.63	1292.02	1592.51	1576.79	1618.7	1145.54	1104.17
O14777	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog													562.155	568.511	305.197			508.398	317.54										677.36									1079.56			397.262	351.788			
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	5129.46	5183.74	5052.83	4816.99	4734.82	6345.2	4924.58	5623.69	6029.66	5377.82	4918.94	5207.15	5312.03	4783.97	5101.74	5146.33	5332.87	5243.39	4717.93	4828.55	4955.71	6335.13	4121.88	5268.68	4446.7	4598.75	5337.09	5365.17	4415.1	5468.09	3277.28					5500.73	5250.94	5267.29	4544.16	5447.18	5067.93	5615.33	4704.92	4434.44	5389.71
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	1894.85	1154.28	964.942	1872.53	1357.73	1452.23	1022.11	1098.7	561.758	1227.76	1163.11	908.132	1259.92	1325.17	1472.23	1294.46	891.806	1176.24	1100.18	1103.89	1331.04	942.81	1936.41	916.834	1318.14	1261.34	947.427	1297.76	1595.07	1525.71						1189.81	1012.79	843.202	743.616	1133.09	1241.6	836.181	1066.39	1083.2	1281.41
O14874	O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial																365.27				327.477																				698.029			520.473		
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	1373.34	1642.84	1002.17	1259.37	2138.59	1233.25	1218.6	1112.01	1526.83	1021.69	1025.68	1179.1	1431.45	1094.11	1428.01	1286.01	1339.68	1253.57	1147.16	801.42	1025.12	1276.6	1486.26	1091.11	1571.23	1276.3	1179.51	1592.61	1296.9	1445.02						1315.09	826.33	1462.75	1406.09	753.601	921.797	722.317	1583.39	601.863	1128.81
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	533.392		872.024				559.475	682.724	262.647		735.447	576.525	277.262	848.38	503.747		379.361			411.979						637.93		328.612		584.991						373.244	211.085	298.97	597.127	224.775		489.654	434.503		472.215
