Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_0_25ng_1 Spectral Count	Hela_0_25ng_2 Spectral Count	Hela_0_25ng_3 Spectral Count	Hela_0_25ng_4 Spectral Count	Hela_0_5ng_1 Spectral Count	Hela_0_5ng_2 Spectral Count	Hela_0_5ng_3 Spectral Count	Hela_0_5ng_4 Spectral Count	Hela_10ng_1 Spectral Count	Hela_10ng_2 Spectral Count	Hela_10ng_3 Spectral Count	Hela_10ng_4 Spectral Count	Hela_1ng_1 Spectral Count	Hela_1ng_2 Spectral Count	Hela_1ng_3 Spectral Count	Hela_1ng_4 Spectral Count	Hela_5ng_1 Spectral Count	Hela_5ng_2 Spectral Count	Hela_5ng_3 Spectral Count	Hela_5ng_4 Spectral Count	Hela_0_25ng_1 Unique Spectral Count	Hela_0_25ng_2 Unique Spectral Count	Hela_0_25ng_3 Unique Spectral Count	Hela_0_25ng_4 Unique Spectral Count	Hela_0_5ng_1 Unique Spectral Count	Hela_0_5ng_2 Unique Spectral Count	Hela_0_5ng_3 Unique Spectral Count	Hela_0_5ng_4 Unique Spectral Count	Hela_10ng_1 Unique Spectral Count	Hela_10ng_2 Unique Spectral Count	Hela_10ng_3 Unique Spectral Count	Hela_10ng_4 Unique Spectral Count	Hela_1ng_1 Unique Spectral Count	Hela_1ng_2 Unique Spectral Count	Hela_1ng_3 Unique Spectral Count	Hela_1ng_4 Unique Spectral Count	Hela_5ng_1 Unique Spectral Count	Hela_5ng_2 Unique Spectral Count	Hela_5ng_3 Unique Spectral Count	Hela_5ng_4 Unique Spectral Count	Hela_0_25ng_1 Total Spectral Count	Hela_0_25ng_2 Total Spectral Count	Hela_0_25ng_3 Total Spectral Count	Hela_0_25ng_4 Total Spectral Count	Hela_0_5ng_1 Total Spectral Count	Hela_0_5ng_2 Total Spectral Count	Hela_0_5ng_3 Total Spectral Count	Hela_0_5ng_4 Total Spectral Count	Hela_10ng_1 Total Spectral Count	Hela_10ng_2 Total Spectral Count	Hela_10ng_3 Total Spectral Count	Hela_10ng_4 Total Spectral Count	Hela_1ng_1 Total Spectral Count	Hela_1ng_2 Total Spectral Count	Hela_1ng_3 Total Spectral Count	Hela_1ng_4 Total Spectral Count	Hela_5ng_1 Total Spectral Count	Hela_5ng_2 Total Spectral Count	Hela_5ng_3 Total Spectral Count	Hela_5ng_4 Total Spectral Count	Hela_0_25ng_1 Intensity	Hela_0_25ng_2 Intensity	Hela_0_25ng_3 Intensity	Hela_0_25ng_4 Intensity	Hela_0_5ng_1 Intensity	Hela_0_5ng_2 Intensity	Hela_0_5ng_3 Intensity	Hela_0_5ng_4 Intensity	Hela_10ng_1 Intensity	Hela_10ng_2 Intensity	Hela_10ng_3 Intensity	Hela_10ng_4 Intensity	Hela_1ng_1 Intensity	Hela_1ng_2 Intensity	Hela_1ng_3 Intensity	Hela_1ng_4 Intensity	Hela_5ng_1 Intensity	Hela_5ng_2 Intensity	Hela_5ng_3 Intensity	Hela_5ng_4 Intensity	Hela_0_25ng_1 MaxLFQ Intensity	Hela_0_25ng_2 MaxLFQ Intensity	Hela_0_25ng_3 MaxLFQ Intensity	Hela_0_25ng_4 MaxLFQ Intensity	Hela_0_5ng_1 MaxLFQ Intensity	Hela_0_5ng_2 MaxLFQ Intensity	Hela_0_5ng_3 MaxLFQ Intensity	Hela_0_5ng_4 MaxLFQ Intensity	Hela_10ng_1 MaxLFQ Intensity	Hela_10ng_2 MaxLFQ Intensity	Hela_10ng_3 MaxLFQ Intensity	Hela_10ng_4 MaxLFQ Intensity	Hela_1ng_1 MaxLFQ Intensity	Hela_1ng_2 MaxLFQ Intensity	Hela_1ng_3 MaxLFQ Intensity	Hela_1ng_4 MaxLFQ Intensity	Hela_5ng_1 MaxLFQ Intensity	Hela_5ng_2 MaxLFQ Intensity	Hela_5ng_3 MaxLFQ Intensity	Hela_5ng_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	1.0	0.999	9	69	69	69	1	0	0	0	0	0	0	0	10	7	9	6	3	5	0	6	4	6	6	6	1	0	0	0	0	0	0	0	10	7	9	6	3	5	0	6	4	6	6	6	1	0	0	0	0	0	0	0	10	7	9	6	3	5	0	6	4	6	6	6	38764.543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193055.98	186950.17	187196.47	136320.23	140497.39	168200.19	0.0	136632.47	222004.67	137950.1	180719.72	231682.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50736.293	48335.723	48988.27	55673.67	55664.258	47724.492	0.0	54931.14	56319.957	55395.242	53246.785	53245.684	
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	Homo sapiens OX=9606	1:Experimental evidence at protein level	RAB7A-interacting MON1-CCZ1 complex subunit 1	0.9999	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15562.967	0.0	11886.377	21139.139	0.0	0.0	0.0	20057.127	29371.969	0.0	27693.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16248.967	0.0	15257.144	
sp|A6NED2|RCCD1_HUMAN	A6NED2	RCCD1_HUMAN	RCCD1	376	Homo sapiens OX=9606	1:Experimental evidence at protein level	RCC1 domain-containing protein 1	1.0	0.999	3	13	13	13	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	2	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17416.215	29896.883	29500.053	16829.13	0.0	0.0	0.0	0.0	6742.5225	15967.988	20920.73	8276.526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10813.161	10859.278	10790.234	10417.709	0.0	0.0	0.0	0.0	0.0	9601.823	12793.088	0.0	
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha chain-like 3	0.9973	0.9986	5	1	1	302	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	31	31	43	35	22	17	0	14	28	23	26	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1668.9158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.999	14	58	58	58	0	0	0	0	0	0	0	0	6	8	7	3	3	0	0	0	5	10	8	8	0	0	0	0	0	0	0	0	6	8	7	3	3	0	0	0	5	10	8	8	0	0	0	0	0	0	0	0	6	8	7	3	3	0	0	0	5	10	8	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121420.766	475306.94	150973.16	70692.86	62777.133	0.0	0.0	0.0	252054.62	223043.0	148196.33	162303.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65792.375	58520.484	58914.41	48639.695	28571.693	0.0	0.0	0.0	55426.016	58465.195	71643.78	59262.09	
sp|A6NIE6|RN3P2_HUMAN	A6NIE6	RN3P2_HUMAN	RRN3P2	340	Homo sapiens OX=9606	5:Protein uncertain	Putative RRN3-like protein RRN3P2	0.9293	0.9979	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein unc-119 homolog B	0.9973	0.9971	2	3	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11860.74	12411.992	0.0	0.0	0.0	0.0	0.0	0.0	17238.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NJ78|MET15_HUMAN	A6NJ78	MET15_HUMAN	METTL15	407	Homo sapiens OX=9606	1:Experimental evidence at protein level	12S rRNA N4-methylcytidine (m4C) methyltransferase	0.9999	0.999	2	12	12	12	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	1	2	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25748.678	25565.482	23316.033	25334.525	0.0	0.0	0.0	0.0	19968.885	31165.445	21757.398	33943.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20631.557	0.0	22315.924	
sp|A6NKF1|SAC31_HUMAN	A6NKF1	SAC31_HUMAN	SAC3D1	404	Homo sapiens OX=9606	1:Experimental evidence at protein level	SAC3 domain-containing protein 1	1.0	0.999	4	14	14	14	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	4	2	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	4	2	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	4	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28716.283	18330.725	38796.645	0.0	20267.428	0.0	0.0	52466.406	70674.125	30233.342	46768.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16961.871	0.0	25554.033	0.0	0.0	0.0	0.0	31931.395	30607.342	0.0	27200.904	
sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retrotransposon Gag-like protein 8C	1.0	0.999	3	23	6	23	0	0	0	0	0	0	0	0	3	3	5	4	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	4	0	0	0	0	2	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9733.108	14821.285	17987.625	15966.962	0.0	0.0	0.0	0.0	40067.867	34683.82	22363.227	25395.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C	1.0	0.9987	3	4	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17146.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q96HA1|P121A_HUMAN
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens OX=9606	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	1.0	0.999	3	50	0	50	0	0	0	0	0	0	0	0	5	5	6	4	3	3	0	3	6	5	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	4	3	3	0	3	6	5	7	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288267.38	292847.44	291823.25	273887.25	218339.12	169052.38	0.0	118700.375	244491.83	252405.56	265418.25	214663.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182625.12	183875.06	184958.3	168980.03	113169.02	112712.34	0.0	79000.41	148412.84	145591.44	155921.61	130241.01	sp|P62308|RUXG_HUMAN
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase NUDT19	1.0	0.999	3	10	10	10	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25763.773	12703.652	9520.023	10428.969	0.0	0.0	0.0	0.0	11039.856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIF4G domain-containing protein	1.0	0.9989	4	8	8	8	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22964.012	10415.935	27604.932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14461.842	0.0	17397.236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C-like protein	1.0	0.999	23	219	0	219	8	0	0	0	0	0	0	0	23	26	26	25	13	8	0	5	20	20	24	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	23	26	26	25	13	8	0	5	20	20	24	21	164379.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	910657.75	1003943.8	963714.44	957287.94	441647.22	271909.16	0.0	213554.14	715753.6	633840.9	744652.75	909056.3	113792.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131276.6	135940.08	136311.2	131991.75	119875.15	96861.09	0.0	127789.18	129950.95	126555.62	130833.58	138694.84	sp|Q99613|EIF3C_HUMAN
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative WAS protein family homolog 3	1.0	0.999	4	20	0	20	0	0	0	0	0	0	0	0	2	3	2	4	0	1	0	0	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	4	0	1	0	0	1	2	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41064.836	35275.625	42129.938	52136.145	0.0	31835.81	0.0	0.0	53128.605	15447.57	67443.73	55333.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25333.105	21939.867	25615.21	20252.771	0.0	0.0	0.0	0.0	23755.918	0.0	23246.361	23877.89	sp|Q6VEQ5|WASH2_HUMAN
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0	0.999	5	210	0	210	4	0	0	0	0	0	0	0	27	25	31	30	12	6	0	5	18	18	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	27	25	31	30	12	6	0	5	18	18	15	19	477987.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	904445.3	967193.56	892629.6	907329.6	584187.25	523603.3	0.0	365043.25	719482.56	726613.5	665908.2	722878.8	228859.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453428.56	464875.78	441575.0	446694.7	284640.5	250156.34	0.0	187002.86	337168.47	349917.72	348669.6	342943.97	sp|Q13765|NACA_HUMAN
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	Homo sapiens OX=9606	4:Protein predicted	Uncharacterized protein C11orf98	1.0	0.999	4	37	37	37	0	0	0	0	0	0	0	0	4	6	5	5	2	0	0	1	4	3	4	3	0	0	0	0	0	0	0	0	4	6	5	5	2	0	0	1	4	3	4	3	0	0	0	0	0	0	0	0	4	6	5	5	2	0	0	1	4	3	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67346.29	71425.68	63840.54	62212.727	49734.953	33294.793	0.0	32366.885	79310.7	25901.895	57974.035	66337.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27094.828	24189.059	25446.814	24862.926	23141.69	0.0	0.0	0.0	23010.88	21138.834	23553.24	20445.941	
sp|L0R6Q1|S35U4_HUMAN	L0R6Q1	S35U4_HUMAN	SLC35A4	103	Homo sapiens OX=9606	3:Protein inferred from homology	SLC35A4 upstream open reading frame protein	1.0	0.999	4	45	45	45	1	0	0	0	0	0	0	0	4	5	3	5	3	3	0	3	5	3	4	6	1	0	0	0	0	0	0	0	4	5	3	5	3	3	0	3	5	3	4	6	1	0	0	0	0	0	0	0	4	5	3	5	3	3	0	3	5	3	4	6	66521.195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130765.266	157193.19	156458.06	133518.6	138810.61	146322.06	0.0	148497.77	164582.4	156311.67	148753.11	148738.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71867.09	78676.01	78876.68	69935.28	64770.69	93002.914	0.0	75169.46	86045.73	81335.05	80731.09	80732.02	
sp|L0R8F8|MIDUO_HUMAN	L0R8F8	MIDUO_HUMAN	MIEF1	70	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIEF1 upstream open reading frame protein	1.0	0.9986	3	12	12	12	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	2	3	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	2	3	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	2	3	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11373.55	6841.4355	9380.395	0.0	62259.39	33942.34	0.0	25204.969	49891.957	76594.7	54628.203	53903.688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32917.242	0.0	0.0	0.0	37570.465	37720.066	40866.42	39440.74	
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	1.0	0.999	3	36	36	36	2	0	0	0	0	0	0	0	4	3	5	4	3	2	0	4	2	2	2	3	2	0	0	0	0	0	0	0	4	3	5	4	3	2	0	4	2	2	2	3	2	0	0	0	0	0	0	0	4	3	5	4	3	2	0	4	2	2	2	3	106172.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129309.34	111985.11	124864.39	118706.6	113700.56	115032.805	0.0	115221.91	111370.2	109909.195	114533.2	116455.72	57115.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56615.812	50576.098	55608.344	53739.234	61381.914	61891.86	0.0	62246.0	60167.332	59277.977	61875.844	62777.863	
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1.0	0.999	15	140	140	140	0	0	0	0	0	0	0	0	19	20	18	18	8	6	0	2	11	11	11	16	0	0	0	0	0	0	0	0	19	20	18	18	8	6	0	2	11	11	11	16	0	0	0	0	0	0	0	0	19	20	18	18	8	6	0	2	11	11	11	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381260.25	481066.2	367002.2	289213.2	178661.1	147994.03	0.0	90627.5	387155.1	284800.3	245596.0	379567.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46086.78	47192.83	52562.418	45564.164	49681.63	60879.45	0.0	69979.94	49362.5	48645.98	48877.76	48623.42	
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF2A	1.0	0.999	9	68	46	68	0	0	0	0	0	0	0	0	7	11	9	10	3	2	0	0	7	6	4	9	0	0	0	0	0	0	0	0	4	9	6	7	3	1	0	0	5	3	2	6	0	0	0	0	0	0	0	0	7	11	9	10	3	2	0	0	7	6	4	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90064.22	133565.31	136604.77	132282.08	62335.402	66195.086	0.0	0.0	178942.39	123697.46	105656.46	198158.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33014.38	31607.69	31846.602	32431.121	38715.766	43104.51	0.0	0.0	38208.156	39357.04	38408.285	37662.223	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	1.0	0.999	19	44	44	254	0	0	0	0	0	0	0	0	6	9	5	9	1	0	0	0	4	4	4	2	0	0	0	0	0	0	0	0	6	9	5	9	1	0	0	0	4	4	4	2	7	0	0	0	0	0	0	0	31	37	27	39	8	7	0	7	23	22	24	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68467.06	140542.88	158421.16	147818.7	69583.305	0.0	0.0	0.0	131742.66	71080.445	70255.55	114503.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66410.39	61585.25	58663.26	58686.836	0.0	0.0	0.0	0.0	67728.69	41384.332	47405.336	53449.863	
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	8	79	79	79	2	0	0	0	0	0	0	0	8	11	9	6	5	4	0	3	9	9	7	6	2	0	0	0	0	0	0	0	8	11	9	6	5	4	0	3	9	9	7	6	2	0	0	0	0	0	0	0	8	11	9	6	5	4	0	3	9	9	7	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	278663.75	318088.47	290604.53	272090.94	209955.86	116509.11	0.0	127973.555	250298.34	217955.66	188067.4	232479.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85600.79	83260.3	98705.04	91248.21	59145.582	55274.53	0.0	60141.83	68259.7	75500.95	82590.63	78593.01	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	8	36	35	36	0	0	0	0	0	0	0	0	5	3	4	8	0	2	0	0	3	5	3	3	0	0	0	0	0	0	0	0	5	3	4	7	0	2	0	0	3	5	3	3	0	0	0	0	0	0	0	0	5	3	4	8	0	2	0	0	3	5	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150932.69	223607.5	204308.4	180651.52	0.0	21829.098	0.0	0.0	160875.45	88241.61	136594.08	171661.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72953.625	72507.086	82521.1	69464.5	0.0	0.0	0.0	0.0	62250.36	52784.5	62671.156	69011.055	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	28	201	192	201	3	0	0	0	0	0	0	0	19	23	20	25	13	11	0	7	25	17	20	18	3	0	0	0	0	0	0	0	19	22	19	24	12	11	0	6	24	16	19	17	3	0	0	0	0	0	0	0	19	23	20	25	13	11	0	7	25	17	20	18	45478.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	548024.2	727773.06	564972.9	500393.9	639378.7	577273.1	0.0	432962.66	1168453.6	655257.75	779402.9	1031632.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109755.86	113024.06	114534.88	118513.53	131514.39	116462.19	0.0	124103.87	117439.61	125279.67	120946.58	117517.84	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	0.9659	0.999	1	13	13	13	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	3	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26256.916	23149.895	26352.123	27547.666	0.0	0.0	0.0	0.0	21824.262	24285.8	20359.453	22006.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens OX=9606	1:Experimental evidence at protein level	HCLS1-associated protein X-1	0.9656	0.999	1	8	8	8	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40760.965	53630.953	45216.54	41451.61	0.0	0.0	0.0	0.0	55734.793	43478.707	35065.547	32909.723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
