Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5563.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5564.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5565.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5566.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5567.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5569.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5570.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5571.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5572.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5573.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5575.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5576.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5577.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5578.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5579.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5581.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5582.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5583.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5584.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5585.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5587.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5588.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5589.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5590.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5591.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5592.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5593.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5594.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5595.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5596.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5597.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5598.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5599.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5600.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5601.d
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4							774.175		770.228		164.613	704.739	324.685	265.314	416.312	461.231	413.659			265.409	580.264	677.301	799.763	750.903	412.549	144.782	435.334	930.155	416.247	654.377	392.523	569.364	718.984	387.358	487.435
O00469	O00469	PLOD2_HUMAN	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"						2619.2	2656.35	2370.7	2636.2	2306.69	1635.12	2174.83	2233.46	2639.89	2158.77	2774.93	2787.04	2129.16	1985.38	2533.02	1687.98	2164.72	2544.49	2161.57	1740.36	1929.1	2287.1	2323.78	1719.7	1787.15	1640.07	2414.16	2284.85	1416.72	2195.87
O00479	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4																							590.768	364.344					514.043	547.224		533.152			
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4		560388		407224	287362	1972.32	1450.69	2471.36	2143.82	1562.31	2423.76	2075.8	2023.75	1677.94	1965.84	1434.39	2340.75	2746.85	2430.28	2438.71	2030.25	2257.5	3140.75	2369.72	2180.99	1701.34	2006.05	1634.93	2010.53	2213.1	1782.72	2045.38	2921.16	1615.23	2742.03
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14						500.135	1106.32	707.116	1736.58	1203.86	1197.16	1404.93	1359.33	1375.05	1193.55	1503.35	1212.53	1591.75	1532.18	896.579	1076.99	1716.21	910.768	1278.3	1335.5	1699.39	1439.85	1523.91	2458.16	1967.78	1275.03	1524.77	1513.24	1769.55	1752.35
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1												236.213	737.373	569.903	574.251	506.814	327.524			433.852	355.554	678.269		687.028	203.149	425.496		408.109	587.248	862.644	418.619	327.713	431.347	407.171	
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4										657.689						628.298	316.191		901.45				590.623		163.107						781.467		784.055	521.115	
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog						1381.02	1856.59	1157.68	1748.36	2163.11	897.048	1498.09	933.098	1282.16	1870.16	1190.86	1169.93	1369.06	1669.48	1209.6	1486.44	1797.01	1355.84	849.802	1091.69	1598.65	1605.08	1215.62	1566.14	1307.92	1130.01	1225.1	940.242	1211.93	903.287
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56						1579.24	1742.14	1641.02	1349.79	1705.02	1759.59	1569.6	1754.64	1786.58	1177.34	1626.48	1373.46	1397.23	1349.35	2232.45	1731.53	1347.1	1483.87	1436.91	1309.04	1827.32	1638.2	1371.04	1519.28	1429.29	1979.69	1551.74	1239.39	1510.72	1311.99
O00571	O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X		2.28E+06				3764.66	2866.26	4229.21	3294.01	4445.98	4779.49	4264.97	4789.33	3939.37	4546.86	3727.63	4123.26	4170.48	3940.14	4292.3	4381.49	4708.16	4103.81	4078.75	4089.01	4563.52	4515.45	3951.17	4485.8	4051.64	4261.59	3864.98	4291.4	3652.76	4520.91
O00584	O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2																														392.162	280.702		459.259	149.958	172.957
O00592	O00592	PODXL_HUMAN	PODXL	Podocalyxin	2.17E+06					5833.54	4860.98	7514.1	4751.39	3908.78	4862.94	5005.36	6171.52	5880.52	5376	5062.83	5753.4	5172.08	6932.99	5284.23	6099.81	5320.65	4798.09	4747.16	6231.39	6331.2	5881.07	5565.82	3833.63	5899.74	5681.28	5375.18	3977.59	6984.46	5704.22
O00622	O00622	CCN1_HUMAN	CCN1	CCN family member 1						427.153				286.725					318.003							317.367		330.679							299.973				
O00625	O00625	PIR_HUMAN	PIR	Pirin						4149.12	3913.21	2725.11	3597.06	2098.13	4387.96	3299.91	3260.91	3986.39	3029.73	3195.58	3193.65	3028.09	3731.72	3284.77	3012.63	3042.25	2293.8	3523.38	2575.88	3382.26	3255.45	5258.69	3173.59	2465.88	2892.06	1943.2	3004.45	2796.44	4381.07
O00629	O00629;O00505	IMA3_HUMAN	KPNA4	Importin subunit alpha-3						2230.73	1364.76	2232.3		1628.34	940.23	1438.86	1030.37	1517.68	1422.73	1142.53	2023.01	1419.33	754.743	1669.13	1402.69	1432.41	1715.52	1351.55	2052.65	1240.07	1525.85	1391.02	1041.29	996.433	1029.17	1123.87	1165.72	1417.39	1266.21
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C											403.627	491.291	764.022	397.847	166.495	397.799	895.368			272.481	386.208				307.016	266.003	197.267		348.495	555.379			689.829	356.721	
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase						2893.28	2295.35	1016.89	1674.36	2164.04	2424.36	1952.92	2602.16	2500.43	2302.07	2310.04	2088.51	2543.05	1324.09	2348.07	1692.25	1375.5	1580.89	1353.32	1620.3	1954.16	2463.22	1896.96	2406.35	1300.78	1736.43	2241.32	2010.03	2185.59	2234.89
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase						1299.54	1228.85	1154.7	1034.71	974.82	986.939	1152.23	1431.27	930.145	984.706	995.742	867.286	876.628	1173.72	1624.54	1535.62	1209.22	1494.25	598.281	739.827	1218.45	818.72	1170.8	775.753	1721.24	1250.46	1799.73	1743.32	1010.12	997.676
O14548	O14548	COX7R_HUMAN	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"											463.16	457.157					262.767			422.603	287.241		586.817	343.976	652.736	437.179	523.101		534.122	450.287			310.444	287.17	
O14561	O14561	ACPM_HUMAN	NDUFAB1	"Acyl carrier protein, mitochondrial"																																			386.998
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1						543.126	528.231	507.545	370.761	615.362	504.119	163.406	301.818	414.036		570.499	480.681	397.267		614.855	500.924	469.088	342.199	381.638	347.4	490.828	487.441	364.531	446.458	410.193	479.201	831.599	456.106		356.779
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon						3295.1	2469.29		1592.23		1284.64	1658.59	1265.51	1467.99	663.862	896.259	820.475	1314.2	868.975	977.982	1279.67	904.486	1130.55	1117.51	1314.91	1194.45	599.865	1278.95	703.901	1374.67	881.644	817.85	1151.43	647.363	829.334
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1							354.279				472.625	432.674		427.328			362.793	914.264		431.765	667.883		940.41	1192.74		729.594	244.321		871.637	459.437	636.128	1126.36	417.339	745.836	227.769
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase						218.339				544.914	671.202			768.793	279.819				913.424		538.558		290.615			457.559		377.531	216.839				321.287	335.748	
O14672	O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10									744.499		565.496														630.221				630.207			510.421			
O14684	O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase						900.01	1062.04	1262.94	693.528	866.066		1101.76	1030.38	1314.34	1169.38		1226.7			948.727	755.75	486.908		471.929	822.159		1366.2	802.729	280.395	1176.72	735.347	711.549	1071.94	508.543	
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2											1137.01	954.711	558.414		937.282	852.152	778.901	663.47	937.253	1188.33	848.525	510.76	500.116	1317.99	478.88		1022.36		439.417	184.507	800.124	719.33		465.352	990.648
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5							1266.93	1441.56	1044.01	1182.74	922.66	1177.55	1762.13	1587.01	1050.09	1179.7	1472.56	1753.32	1152.67	1113.38	894.916	1152.71	1247.5	1188.57	679.998	988.584	668.171	1049.96	1178.98	1441.16	1059.41	1041.93	772.015	1002.57	915.133
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5							1599.18	1423.56	1395.36	1134.45	589.878	1098.65	1435.51	1031.79	786.862	1160.18	999.108	1310.84	1428.88	1096.96	961.17	946.886	1402.4	614.263	747.437	1404.17	1269.42	1104.31	1124.06	1122.99	875.878	919.779	1064.61	1356.13	1300.21
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1			861402			3403.71	2294.1	2705.72	2204.83	3021.74	3025.36	2746.42	2560.83	2971.16	2619.07	2226.53	2873.47	2937.51	2597.02	2717.94	3338.34	3540.96	2814.89	2780.98	3211.91	2959.5	2754.48	3225.84	3005.78	3027.28	3071.8	3604.4	2429.53	2292.67	2667.53
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1						1033.6	1152.99	1655.82	885.178	1233.65	1526.33	970.797	987.507	1298.19	1229.31	1222.6	1728.31	1201.54	1885.54	1663.37	1283.41	1105.77	1053.76	1618.74	1248.93	1424.08	958.819	1171.72	634.687	1417.81	1067.91	1154.14	1155.43	1129.71	855.509
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1						1333.88	918.353	1633.99	968.159	1647.68	807.221	1091.96	1522.79	1327.67	1177.8	1264.11	996.558	1260.77	949.819	1232.21	1386.75	1034.28	1333.08	1343.26	1141.5	1016.89	1140.09	2238.6	1120.26	955.019	1133.29	1070.74	1008.83	950.29	1583.76
O14777	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog																												254.763	258.003						
O14802	O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1														892.791								1163.69						806.896							525.263
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7				652454		6243.81	4841.92	6070.73	5462.49	4890.25	6270.04	5649.74	5131.17	5228.98	6306.99	6098.5	5842.05	5588.93	5757.49	6264.78	6303.99	5930.07	5341.62	5967.15	6735.14	5974.39	5811.83	6464.97	6261.92	5050.29	5743.73	5593.48	6341.85	4974.63	5905.31
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3			474759			997.583	1114.34	563.999	1040.38	752.583	1348.51	1183.46	411.363	833.25	1144.84	653.812	897.277	994.101	785.921	1079.54	830	933.028	1278.14	668.399	1255.77	1250.85	1316.43	1015.86	987.582	829.578	1068.38	845.547	1232.16	1560.4	1113.92
O14874	O14874	BCKD_HUMAN	BCKDK	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"											478.868		439.566	620.132		362.307											185.214	471.523					193.454		
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3						733.057		655.479	346.484	599.32	461.555	240.124	493.12	845.767	695.937	316.03	740.665	903.626	559.454	418.823	486.927		627.051	484.796	831.908	805.806	647.529		259.984	397.234	925.682	394.877	601.663	570.43	306.205
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3						283.296	310.202	426.678				134.15	196.185		892.829	293.601					515.161	449.421			124.119		268.886	443.835	159.019			88.7035			
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1								559.342				370.903			779.357	419.533	465.618		377.603		453.916	705.234	847.956	235.918	487.118	406.253		329.498		319.349	654.599		276.87	501.983	1130.78
O14925;Q5SRD1	Q5SRD1;O14925	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23														307.96							227.683		110.515	210.897	171.818	624.269				194.418					
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit						1822.69	2076.15	1784.61	1503.35	1554.65	2134.26	2107.91	1987.21	2538.11	1344.84	2118.29	1977.35	1990.2	2305.27	2735.78	1606.1	2353.57	1518.31	2581.59	2271.49	2295.61	1953.23	2386.42	1737.36	2059.54	1833.02	2811.46	1628.92	1326.04	1941.48
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK													230.758		365.215			709.546					243.97					149.901		294.232		237.153			
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8						2932.12	4717.47	3162.43	4961.99	3739.06	3044.3	3286.89	3346.61	2962.24	3060.2	4360.52	3335.11	3226.67	3679.11	2976.68	3889.93	3420.65	3453.51	2921.94	3561.19	2655.75	3597.28	2437.82	2953.19	2569.06	3986.53	4214.94	4094.76	3747.08	3351
O14950;P19105	P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B						6031.17	7151.4	6176.72	5365.94	5544.67	6490.29	6416.82	6453.74	6446.23	7095.69	6867.96	7105.98	6879.32	6820.12	6796.33	5774.07	6783.19	6550.54	4346.33	6883.84	6430.02	6669.34	6595.09	7375.02	6860.07	7292.45	7186.5	6872.15	6913.94	6470.52
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate						620.925	693.758	371.601	1218.63	477.961		614.477	804.047	739.228	734.529	537.255	922.399	801.436	424.373	837.186	723.451	785.277	857.523	651.705	425.18	575.578	534.805	1224.61	1070.59	625.328	1435.86	589.177	1012.29	1571.66	739.178
O14965	O14965	AURKA_HUMAN	AURKA	Aurora kinase A												616.932			292.637							417.096				260.721									
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A		1.18E+06				1637.92	1341.39		1068.1	2575.75	1362.33	1834.17	1305.14	1262.8	1167.64	1072.23	1551.33	1449.52	1115.18	1500.29	1386.02	1577.64	1827.61	1716.44	1681.89	1044.14	931.944	1546.76	1386.14	1460.36	1115.25	1790.67	1318.88	1907.88	1184.65
O14975	O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase								455.457				123.523														653.927		455.695				708.413			196.874
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	1.54E+06		781409			1552.79	1977.78	1968.19	1843.21	2124.4	2285.18	2813.38	2250.01	1797.63	1770.74	2106.77	1983.06	1696.97	1717.61	1716.88	2582.52	1709.43	1780.34	1797.91	1802.55	1532.17	2040.79	1906.73	1286.91	1844.47	1564.4	1511.75	1894.76	1448.99	1485.11
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1						1829.7	1994.43	1707.11	2378.35	2973.51	2063.92	2238.46	2324.78	1988.98	2279.55	2201.29	1904.26	2336.29	1944.4	1836.77	1738.65	2416.48	1571.7	1914.94	2211.37	1980.8	2134.78	1661.98	2259.77	1902.04	2020.4	2043.55	2184.76	1832.14	2063.06
O14981	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172											561.794				284.812						72.1725			196.871									284.536	498.482	386.842
O15020	O15020	SPTN2_HUMAN	SPTBN2	"Spectrin beta chain, non-erythrocytic 2"							519.728			1027.48		614.25	299.298	943.449								27.718				218.599	167.983		394.28	1328.23	312.625	660.054		427.272	667.643
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A						2275.53	4051.87	1420.68	1322.37		2320.56	1153.1	1420.47	1807.95	1441.55	1414.8	1593.9	1928.59	1706.98	1402.04	1548.63	976.842	1094.41	1605.99	1187.29	1325.92	1323.03	872.256	1198	1320.34	1468.04	1448.44	1718.03	1338.17	1134.57
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2						460.047		949.889		866.724	791.412		517.76	664.995	364.69	465.185	332.529	743.578	641.693	694.642	645.107			656.328	845.985	458.167	530.868	939.618	784.976	669.251	600.135	411.264		666.816	943.957
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein										937.547	523.367	667.5	981.713	891.635	852.97	507.103	1781	559.973	766.603	799.957	648.908	89.7799	681.867	885.034		916.404		798.451	1253.48	547.629	454.072	425.435	629.788	551.385	1172.25
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin						813.7			314.98		540.933	392.752	1144.29	810.689		325.734	774.715	794.62	481.441	628.128	661.606	1103.92	504.289	385.39	696.813		846.704	403.439	460.508	518.645	828.879	884.453	226.916		
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase					532118	3088.03	2117.06	2199.09	2253.68	2446.19	1975.77	1976.67	1888.95	1742.84	2350.84	2064.91	2173.8	2084.09	2306.27	2240.49	1863.79	2457.68	1954.26	1959.6	2020.44	1817.23	1745.29	2070.38	1894.99	1868.09	2028.13	2163.16	2114.73	1889.95	1891.99
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1												619.196															474.055	669.033				315.32			
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2									711.27				433.108							964.081		659.404	477.583			3519.38		1832.75			695.973			597.328	
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B						1841.26	1597.11	1543.66	1672.6	1379.86	1719.36	1680.75	2173.78	1513.76	1909.03	1649.2	1254.56	1472.99	1698.88	1258.58	1890.84	2346.24	1601.68	1795.67	2035.7	1949.8	1963.09	1595.81	1725.98	1761.53	1781.06	1768.94	1875.94	1220.49	974.789
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2				531340		2566.19	2609.62	2299.11	2887.12	2497.99	2522.79	2081.11	2056.83	2224.58	2275.11	1940.33	1811.61	1872.55	2769.8	2685.17	2189.55	2153.03	2515.5	2006.59	2117.76	1585.2	2401.61	2408.15	1914.65	2272.88	2214.34	1624.13	1740.19	2528.4	1709.97
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3						6013.15	6754.27	5329.59	5075.85	5776.9	6116.71	6160.11	4301.73	5888.63	6385.48	5582.27	6228.7	5048.08	5360.15	4535.51	6470.73	6845.93	5535.99	6806.22	5150.23	5038.22	5782.2	6898.25	5658.54	5363.41	4550.6	5952.23	4934.52	4959.26	6324.71
O15155	O15155	BET1_HUMAN	BET1	BET1 homolog														317.473						376.805															
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1									1233.71		163.938	368.021	1128.61	608.475	1103.02	1379.77			810.942	1889.25	822.14	667.841	381.49	749.52		604.867		1066.65	882.546	682.403	152.143		581.814		280.693
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	1.76E+06					1552.42	3838.99	3871.91	2983.74	4930.34	2630.8	3223.73	3765.56	3305.62	3727.9	2721.44	3557.66	3559.91	3559.65	2696.81	4342	2273.2	3697.41	2912.63	2734.43	3331.64	3168.83	2532.06	2358.09	2913.85	2723.44	3198.16	2929.03	2818.07	3508.45
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6						1494.65	2247.72	1481.3	2129.98	1405.35	1331.59	2142.45	1787.56	1607.82	1398.72	1671.62	1942.24	2198.33	2558.86	1735.15	1570.79	1608.6	1605.61	1756.98	1488.53	1469.42	2088.48	1618.01	2204.38	1444.56	1633.42	1784.37	1627.68	1475.12	1623.33
O15226	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor															177.267		190.579				411.882								224.142	366.809	395.611				
O15230	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5																														617.648					
O15258	O15258	RER1_HUMAN	RER1	Protein RER1						750.587		1913.17			642.26	465.023	845.608	351.096	742.058	450.403	483.254		507.659	319.369	736.247	1019.16	518.522	688.522	953.531	684.638	741.265	330.63	659.282	675.85	659.696	958.17	639.761	1229.05	696.37
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4												945.072			1079.76							533.047		329.963				660.451	482.538	366.945			1730.02	900.481	1293.76
O15269	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1						321.474						334.562		258.924				259.822			603.878		449.076	366.68	511.574				647.16						
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit										332.368	663.826	401.359	646.809	493.282		847.142	374.861	506.683	599.897	486.071	414.17	613.103	562.708		531.072	472.671	771.742	882.238	444.691	516.441	423.185			707.308	486.975
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2											629.699	850.647	826.95	574.192	801.523	794.142	571.798	784.434	741.609	718.489	567.784	589.775	736.978	603.775	755.129	621.332	475.342	622.943	739.113	912.774	623.749	780.42	543.477	541.488	910.558
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3						2266.06	2107.19	2255.18	1821.96	1530.35	2772.35	1583.07	2192.28	2418.4	2490.21	1745.85	2613.8	2468.67	1906.43	2388.22	2839.9	2209.55	2584.84	2833.95	2104.3	2001.67	2135.5	1222.83	3212.51	1590.02	1895.58	2205.86	3034.45	1659.4	2005.2
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G						986.143	1424.34		1459.04	1267.15	1359.85	856.089	971.974	943.254	1267.03	1729.07	1853.74	1355.7	2512.94	1835.48	1320.08	983.517	1387.11	1605.75	1209.36	1375.16	1158.25	1547.89	1438.08	1053.03	1085.44	1022.43	1234.66	1520.55	1615.6
O15357	O15357	SHIP2_HUMAN	INPPL1	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"						930.796	948.986		420.247	938.164	633.132	1260.14	1136.21	1037.54	865.141	600.571	756.445	924.245			439.734	1115.04	500.861	545.895	595.493	271.543	400.652	375.805	455.254	677.524	837.828	802.507	463.862	683.497	355.16
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D						1674.89	1835.23	1909.5	1981.8	2675.65	1638.87	2191.18	1477.29	2022.97	1898.07	1575.76	2313.73	1995.86	1584.73	1755.03	1875.37	2129.14	2077.91	1457.63	2290.18	1715.77	2030.66	1736.02	1033.85	1961.71	1912.92	1900.29	1713.45	2050.65	1774.84
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H						3441	2894.41	2639.15	2830.26	2571.17	2157.03	1905.98	2130.78	2617.22	2587.49	2973.26	2996.04	2897.22	2160.71	2580.26	1325.1	2543.89	2411.86	1900.11	2237.19	3247.85	1696.64	2133.75	2615.93	2448.3	1755.92	2309.57	1627.6	2725.04	2188.26
O15382	O15382	BCAT2_HUMAN	BCAT2	"Branched-chain-amino-acid aminotransferase, mitochondrial"										1378.77	1165.92	1493.24	1020.86	1139.23	2715.92	1374.45	1623.05		1096.39				1006.57	1939.59	712.138	1263.9	587.942		1314.48	1353.67		1874.88	550.753	1071.81	709.582
O15397	O15397	IPO8_HUMAN	IPO8	Importin-8						540.62	703.236			600.87			235.997	211.667	243.584	427.682	387.59	549.727			331.107		411.43	220.918	172.105	728.207		626.714	716.094	721.322		603.693	307.736	266.566	482.008
