Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5765.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5766.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5767.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5768.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5769.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5770.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5771.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5772.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5773.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5774.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5775.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5776.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5777.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5778.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5779.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5780.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5782.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5783.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5788.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5789.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5840.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5841.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5842.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5843.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5844.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5796.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5797.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5798.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5799.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5800.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5801.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5802.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5803.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5804.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5805.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5806.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5807.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5808.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5809.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5810.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5811.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5812.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5813.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5814.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5815.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5834.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5835.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5836.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5837.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5838.d
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	3261.99	3160.17	2578.73	1920.27	2765.28	2475.81	2076.44	2585.04	2029.64	1826.88	1946.42	2309.95	2527.6	2476.33	2060.41	2476.46	2337.23	2434.45	2458.38	2189.24	2418.5	2046.28	2192.02	2052.69	2188.48	2932.68	2278.19	2298.65	2265.07	2240.71	2568.35	2851.6	1960.19	2339.63	1974.66	1649.63	2552.41	2609.56	2047.76	2037.91	2298.25	2857.49	2344.35	2265.2	2674.08	2950.13	1950.73	2295.23	2125.69	2722.86
O95757	O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	2660.51	2282.78	1676.67	1891.96	1360.05	1687.28	2052.62	1711.57	1893.78	1977.15	1583.02	1715.42	1671.02	1409.02	1376.45	1345.19	1491.18	1847.88	1421.08	1461.2	1379.97	1661.89	1694.65	1730.17	1313.59	1860.16	2213.68	1765.15	1423.21	1592.58	1991.59	1479.94	1239.71	1594.51	2076.83	2158.14	1711.63	2038.51	2236.88	2124.25	2137.9	1836.9	1077.74	1880.43	1949.75	2456.67	1873.28	2357.8	1379.38	1854.29
O95758	O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3			702.278							588.021	754.779	706.989	915.93	500.524	763.159	498.922	672.115					724.393	723.24					1232.68	670.939	943.699							732.751			642.189		561.591			688.354				1515.92	
O95777	O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8				1199.16			619.13	779.717		407.061	758.297		483.193		580.372		502.2				442.737	1047.83	775.422	1140.09										1077.9	1313.2	881.902	1348.15		772.302	773.754				1120.63		1031.45	1068.13			1376.3
O95782	O94973;O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	2256.38	1536.82	1307.82	1751.3	1722.77	1738.21	1743.15	1429.88	1688.7	1638.99	1422.53	1497.44	1498.78	1487.46	1518.65	1401.96	1631.74	1272.95	1801.47	1875.95	1841.88	1512.49	1513.91	1875.4	1416.54	1815.06	1766.05	1502.13	1735.37	1135.26	2080.81	1612.89	1442.12	1580.84	1648.33	1618.26	1611.54	1380.69	2047.1	1488.76	1280.59	1509.89	1631.86	1638.99	1807.38	1526.14	1517.57	1861.59	1922.54	1986.63
O95801	O95801	TTC4_HUMAN	TTC4	Tetratricopeptide repeat protein 4	1678.02																852.646				960.804														388.212											675.499	823.141			
O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	2818.6	2991.49	2898.3	2584.18	2805.09	2522.86	2248.63	2244.21	2600.05	2041.21	2206.33	2273.79	2123.77	2461.6	2317.4	2227.98	2270.4	2330.4	2017.91	1904.64	2364.04	2705.02	2435.3	2392.33	2678.47	3071.63	2237.47	1958.9	2468.16	2860.12	2244.87	2422.52	1979.89	2356.97	2008.51	2634.4	2112.19	2763.84	2737.25	2299.43	2072.83	1994.6	2166.67	1987.44	3091.36	2254.54	2678.82	2072.67	2302.19	2306.31
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	1401.37	1352.61	1138.72	1094.41	1041.34	1481.77	1772.01	1308.09	1811.98	1273.73	1230.74	1748.82	1291.29	745.134	1210.63	838.712	1473.27	1592.01	1245.04	1296.72	1481.86	1375.38	927.057	904.311	976.216	1530.98	1202.34	1492.77	1133.64	1170.29	852.802	857.127	1517.73	1321.28	1144.18	1344.68	1112.79	1799.65	1874.44	1711.01	880.732	1394.55	774.858	1134.89	1403.91	1670.74	1610.22	1482.29	1593.72	1575.96
O95831	O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	1885.42	1848.07	2010.72	1795.7	1933.82	2208.07	2206.36	2121.14	1961.95	1737.84	1846.97	1752.48	1782.13	1795.95	1905.83	1704.77	1744.79	1863.28	1957.38	1902.65	1761.29	2021.17	1897.26	1892.57	1922.21	1091.79	2001.09	2106.97	2430.21	1883.52	1709.06	1630.06	1880.55	1771.68	1718.36	2096.64	2099.3	1584.63	2023.68	1918.83	2276.39	1871.84	1683.37	1668.79	1745.75	1805.13	1738.95	1545.1	1688.88	2250.71
O95833	O95833	CLIC3_HUMAN	CLIC3	Chloride intracellular channel protein 3									746.028			827.75	898.416		885.617									825.447	1124.76							852.969									827.42			1205.81					817.842	
O95834	O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2			402.933	684.812			281.25	919.354									701.6		550.117					849.826		543.985							425.461			995.949										768.509		526.602	371.146	
O95861	O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	1126.95	1625.67	1375.3		1491.41	1143.26	1451.15	1684.27	1559.92	1259.38	1151.28	1163.32	1174.04	1086.17	937.142	1222.4	1133.86	1039.56	1161.53	1011.64	1157.7	1102.96	1372.69	984.602	1030.12	1184.32	1828.19	1232.84	1472.22	1477.12	1578.79	1175.88	1088.89	1024.93	1221.1	1287.64	1208.96	927.411	1469.06	1562.82	1259.27	1742.64	834.803	1145.63	1386.86	967.094	1461.54	1163.99	1215.46	1217.14
O95864	O95864	FADS2_HUMAN	FADS2	Acyl-CoA 6-desaturase	1314.22	1750.35	952.611	1600.25		1524.11	2081.71	1603.45		1360.47	1260.95	1664.9	1528.89	1588.48	1437.23	1026.23	1564.19	1397.59	1357.22	1549.01	1772.05	1938.09		825.404	1218.93	1621.33					1753.92					1564.05	1045.74			1294.37		1991.16	1577				1822.01	1464.36	1199.9	
O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2													1198.53			271.676	279.192		741.077	547.197	445.759			569.612		1190.48								462.057	539.609	644.817	365.689	594.191	657.703		855.918		544.439	1195.54		337.372				390.478
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	1642.21	1003.67	1915.97	2081.56	1686.81	2214.98	1412.78	2421.9	1508.22	1490.06	1255.66	2020.57	1527.73	1373.14	1061.23	1644.61	1785.33	1218.23	1443.97	1710.14	1608.64		1427.58	2171.1	1648.26	2244.82	1002.28	999.457	1241.94		3007.28	2359.02	1567.04	2123.8	2611	1743.87	3135.76	1350.37	1655.78	1228.17	1880.46	1954.27	1975.28	2061.78	1782.97	2078.05	2420.98	1843.06	2486.45	1184.26
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	2084.31	1350.29	1795.53	1809.72	1581.1	1521.14	1526.63	1765.67	1259.59	1443.86	1805.72	1700.42	1871.05	1679.89	1616.98	1312.31	1340.45	1546.55	1757.43	1815.44	1455.78	1306.42	1597.67	1415.69	1223.45	1713.78	1806.07	1759.14	1322.56	2147.38	1490.93	1660.98	1233.09	1561	1567.56	1614.23	1448.97	1544.6	1179.12	1372.88	1464.54	1687.81	1449.96	1792.87	1272.8	1255.91	1578.98	1809.08	1772.91	2100.71
O96005	O96005	CLPT1_HUMAN	CLPTM1	Cleft lip and palate transmembrane protein 1			1369.68				709.262		1588.33	948.728	596.556	769.793	323.858	1057.97	881.952	684.111	536.468	823.529	747.652	786.528	350.364		929.742	718.011	1563.34	386.174				835.689	709.371	1016.98	1042.23		534.536			808.55	467.361	1637.8		509.087	503.808		837.205	464.483	426.648	901.452	958.437	766.959
O96008	O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	1536.88	2373.96	2268.68	3214.4	2015.55	2263.11	2646.56	1950.25	2019.29	2620.4	2329.64	2355.71	2267.82	2337.69	2246.58	2170.24	2540.7	2372.28	2159.8	2174.33	2065.15	2999.67	2552.21	2998.81	1995.64	2522	2128.5	2695.98	2313.22	2663.79	2827.35	2557.46	2170.04	2341.43	1562.54	1554.16	2128.81	2114.05	3112.93	2991.74	2516.91	2521.02	2222.61	2746.84	2381.89	2280.35	2727.67	2518.9	2611.65	2795.42
O96019	O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	2098.71	1207.91	1149.6	1206.25	829.317	1403.38	1520.86	1543.83	990.291	1478.68	1598.53	1194.15	1163.86	1928.06	1235.07	1486.73	1303.34	1457.85	1281.8	1463.61	1362.4	1384.85	1244.46	1560.83	1081.89	1421.54	1675.48	1380.23	2184.37	1492.85	1434.37	1292.54	1209.16	1007.14	1523.25	1159.81	1410.31	1084.76	1202.41	1106.04	1344.96	1315.04	1076.16	1459.12	1524.92	1100.9	1108.9	1300.42	1377.23	1368.21
P00167	P00167	CYB5_HUMAN	CYB5A	Cytochrome b5	1640.52				1556.57		409.023	986.873	1277.25	801.382	841.081	789.977	920.975	477.447	570.604	1248.39	793.297																								610.322		808.296				1417.88			595.429
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	45190.9	47136.2	44770.1	44609.2	44487.8	46159.6	48802.9	49949.9	47091.1	50688.7	50190	50661	51456.5	48798.1	49767.1	50859.9	50388.6	49324.1	48085.7	48762.3	51510.6	47813.6	49477.2	49573.7	51045.2	45776.2	48391.3	48339.4	45463.6	45327.1	47358.3	50492.8	48585.5	46276.9	47030.4	48548.2	48712.3	48711.8	49868.8	47247.3	51023.5	49717.4	48142	47350.2	50992	48648.9	47899.6	51081.6	48725.8	49552.8
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	2466.08	2914.22	2869.1	2383.99	2972.72	2590.48	2353.88	2557.48	2608.98	2911.4	2432.37	2572.15	2676.01	2771.34	2680.51	2303.81	2534.44	2832.32	2643.61	2487.3	2641.08	2135.07	2798.39	2785.65	2702.67	3058.84	2597.03	3269.72	2450.72	3435.81	2978.81	1893.82	2451.42	3036.27	2270.82	2637.88	2494.81	2278.51	2684.13	2212.85	1935.98	2615.8	2225.29	2584.11	2545.29	2403.38	2690.99	2272.04	2481.66	2667.08
P00374	P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase	1765.78	1882.02	2027.59	2207.98	2427.69	2184.24	2248.61	1367.3	1833.58	1852.81	2253.61	2177.06	2118.43	1880.51	1981.26	2278.89	2342.99	2626.07	2431.18	2403.19	2063.55	1735.19	1828.65	2343.54	2071.45	2410.59	2156.19	1685.33	1967.43	1918.55	2358.57	2257.84	1924.53	1604.32	1956.99	2130.37	2169.08	2013.34	2620.42	2550.28	1842.88	2217.75	2293.18	1845.42	2037.52	2855.12	1998.06	1983.11	1859.06	1856.39
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	4799.7	5096.22	4917.28	4458.78	5100.47	4823.93	4344.1	5124.17	3748.67	4762.07	4868.62	4444.32	5191.21	4875.11	4847.54	4746.51	5615.06	4273.16	5191.48	4357.86	4375.59	4683.84	4255.76	4550.7	4673.04	4457.69	4758.51	5317.18	4423.67	5269.72	4815.4	5269.13	4414.81	5026.37	4600.04	4436.42	4687.97	4060.81	4653.6	4205.98	4132.31	4372.84	3664.79	4216.34	3619.04	4346.65	4424.62	4045.25	4426.92	4763.69
P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	4705.15	4322.77	4212.66	3738.6	5033.44	4214.12	3618.44	4678.76	4249.77	4949.91	4236.67	4642.99	4413.25	3892.23	4294.15	3801.87	4081.7	4363.99	4741.26	4399.29	4531.14	4895.02	3616.82	4199.37	4341.68	4645.96	4665.38	3443.61	4109.71	3886.35	4806.73	4676.57	4856.81	4389.93	4863.16	4845.78	4505.18	4173.8	4536.13	5021.77	4350.96	4199.12	4513.69	5052.18	4625.31	4637.37	5150.84	4067.27	4225.31	4750.39
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	5592.38	6331.58	6151.94	6862.84	6494.21	6645.69	6264.23	6324.57	6484.67	6738.19	5216.24	5853.94	6388.41	6255.58	6012.94	6479.67	6084.89	5652.39	5285.3	5361.88	5886.69	5964.75	5860.19	6236.29	6287.28	5741.33	6354.19	6080.49	5540.3	5437.72	6507.09	6527.9	5149.76	5584.51	6438.06	6000.49	4251.59	5233.87	5023.71	5774.52	5599.21	6140.19	5233.68	5049.48	5774.67	5986.03	5330.81	5295.84	6444.33	6074.51
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	9072.01	8533.72	9174.3	9750.53	8957.13	9195.92	9011.64	9077.41	9916.26	9271.57	8977.64	10678.6	9248.69	8977.93	10680.9	8835.84	9978.52	9545.64	8773.9	9238.12	8866.07	8185.38	8479.74	8086.69	9038.78	10296.2	8838.71	8185.37	10115	9341.69	9459.74	9757.91	8642.45	10842.2	10902.5	9504.31	8817.72	8936.93	9371.38	9197.94	7922.17	8845.78	9454.63	8607.86	10596.7	9073.43	9221.32	8894.63	9114.12	9461.4
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	2310.09	2608.8	2391.74	2439.03	2742.58	2557.3	2466.03	2420.96	2867.75	2684.69	2801.17	2711.18	2854.04	2535.22	2292.85	2448.88	2642.49	2827.78	2256.75	3121.4	3017.44	2678.17	2408.3	3085.57	2350.99	2749.9	2339.37	2407.38	2345.12	3305.12	2837.42	3118.38	2949.53	2961.34	3100.74	3013.91	2556.34	2637.17	2962.93	2516.47	3305.75	3063.77	2881.54	3237.91	3044.37	3209.23	2990.68	3180.73	2425.76	2823.63
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	2719.98	2890.75	2417.27	3262.57	3158.12	3035.1	2616.34	3229.99	2917.39	3219.3	2759.21	3025.78	2495.39	3054.47	2692.89	2578.58	2791.18	3090.02	2874.94	2900.68	2671.78	2840.02	3110.71	2946.15	2755.79	2234.24	2805.19	2747.74	2966.54	2862.12	3389.18	2394.3	3016.29	2688.91	2194.29	2803.34	2602.06	2991.06	2804.93	2941.97	2676.02	2787.83	3007.04	2355.59	2922.28	2878.85	2801.47	2376.81	2672.06	3382.69
P00505	P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	5141.99	4957.83	4609.07	5131.31	5035.24	4896.02	4266.97	4501.22	4821.63	4863.62	5161.89	4672.91	4896.78	4833.68	4596.45	5193.07	5118.89	4453.4	5035.12	5261.99	4422.38	4897.7	5242.91	4626.96	4633.91	4271.08	4508.96	5069.7	4720.14	4792.32	4594.2	4967.04	4663.89	4922.25	4720.63	4869.97	4180.15	4267.1	4488.25	4815.68	4991.13	4671.83	4491.2	4585.9	4712.76	4299.68	5119.35	4785.86	4646.38	5099.6
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	932.132			726.403		1161.07		1080.94				376.943	630.879	488.035	451.178	470.51		763.953	1174.44	97.3239	782.979	726.613	1164.56	1088.08	1002.39			754.213	850.899		1109.13	785.174	1164.58	443.009	881.079	2030.23	647.285					941.082	733.664			536.995	1692.29			
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	20720.2	21763.8	21617.6	22171.2	20864.4	23363.3	21855.6	22384	22459.8	21335.5	22383.7	22220.1	23594.4	22954.6	23220.8	23070	24590.6	22233.5	21436.4	21578.2	22578.4	22741.5	21665.1	21979.2	22192.8	20728	19912.6	21298.3	20574.5	19787.1	22445.7	21210	22210.9	21564.2	21840.9	21459.6	21642.9	20977.4	22227.8	22311.7	21874.2	21369.9	21979.9	22051	22144.5	21014.5	22636.8	22980.5	23476.4	22256.1
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	3882.25	3896.74	3376.54	4247.71	3341.11	3866.3	3962.32	3699.52	4744.13	3271.73	3795.99	3073.63	3678.22	3920.34	4190.82	4002.73	4493.17	4065.15	3572.56	3456.65	3826.09	3449.81	3298.87	4301.93	4245.96	4119.94	5474.85	3188.92	3935.16	3928.58	3997.88	3828.78	3972.66	5125.14	3369	4660.68	3764.39	4176.1	3733.4	3518.6	3221.44	4022.72	4023.39	5181.81	2974.3	3294.97	4493.74	3359	3923.09	3426.96
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a	518.504				519.513	645.856			950.351	319.132		635.828	409.787	378.863	541.124		1007.06	779.126	533.068	871.322	1048.88	1001.11		615.519	309.526		1077.9			1037.48						563.25					756.461			905.95	551.611	769.161	1123.27		612.151	584.548
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2						835.147	545.994					536.923	591.237		612.784	1037.88	850.808		363.4	337.827		755.233	446.576		1047.39								657.81				838.532				470.787	732.576	524.147	422.583	1129.6	669.087	632.461			1470.81
P01111	P01111	RASN_HUMAN	NRAS	GTPase NRas	2837.61	3378.44	3145.86	2225.93	2520.2	2688.79	2611.06	2612.36	2855.1	2333.7	2687.3	2183.5	2584.76	2154.53	2705.75	3224.37	1956.76	2218.05	2704	2602.21	2253.05	2243.97	2911.2	2478.3	2135.14	2094.74	2901.54	2713.71	2653	3409.29	2210.7	3703.18	2370.7	2097.59	2163.03	2734.54	1998.88	2838.11	2757.7	2865.44	3203.03	3087.02	2357.95	2532.6	1795.01	2994.71	2724.69	2635.4	3944.56	2788.28
P01116	P01112;P01116	RASK_HUMAN	KRAS	GTPase KRas	1509.77	323.582	786.281	739.966		959.384	383.292	494.596	680.981	616.271	678.606	626.244	789.415	723.997	675.753	524.402	866.503	662.706	798.991	843.274	730.82	404.471	523.347	753.541	638.064	793.185	829.648	1123.71	1222.89	965.794		632.81	578.79		968.005	489.238	246.247	689.781	520.315	746.655	656.618		1307.12	361.109		386.009	792.578	948.324	252.433	914.738
P01215	P01215	GLHA_HUMAN	CGA	Glycoprotein hormones alpha chain	1432.35	2588.46	1656.63	1476.7	1648.08	1714.66	2429.67	1692.78	2838.23	2150.82	2196.3	2763.18	2043.13	2192.83	2594.77	2130.54	2233.01	2594.76	2804.32	1814.5	2720.64	1945.16	1745.99	2572.73	2560.95	1487.93	2195.18			1651.59	1335.31	1687.07	2488.21	2000.23	1892.13	2353.74	2167.67	1986.36	1445.85	848.864	2066.6	1614.57	1903.77	1191.72	2031.44	2777.24	2098.34	2626.85	2176.03	1644.48
P01889	P01889	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain	386.302					895.863	421.942	800.769	733.956	706.031	457.851	477.954	602.356	617.803		578.444	640.337	455.059		578.125	362.184	603.704	457.933									492.348		490.338	1642.81	557.791					442.632	660.038		326.28	1284.71	971.08	315.878			
P02461	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain	1067.77	279.016	1262.92	1581.12	1163.97	655.683	997.366	874.855	818.627	880.916	920.949	725.241	727.609	615.186	943.838	695.716	960.988	673.868	642.268	820.078	907.644	973.907	512.134	656.505	1093.8	544.588	742.57	984.391	643.994	646.492	813.317	1135.65	617.838	637.74	886.808	744.26	1086.96	889.601	709.014	1007.54	1352.39	719.507	573.156	998.46	555.362	773.735	940.349	553.797	910.928	493.248
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain	1230.43	1667.35	1285.8	1009.92	1308.57	1499.94	1323.46	1712.35	1478.3	1558.69	1596.73	1581.42	1761.31	1646.19	1037.67	1531.65	1267.01	1197.28	1745.94	1458.59	1036.34	1349.81	1192.87	1389.41	1593.55	1286.09	2805.19	1745.4	1304.74	1030.03	2016.06	1328.06	1409.34	1169.57	1301.63	2082.17	1983.32	1296.83	1342.6	1608.41	1481.92	1512.71	1542.73	1171.8	1265.14	1155.21	1687.83	1516.4	998.309	1368.28
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	18148.6	18938.7	18772.1	18684.3	18891.5	18689.3	18976.5	18489.8	18497	18859.6	19044.8	19303.7	19357.7	18763.7	19400.6	19612.8	19197.3	19195.4	16381.9	17709.7	18638.4	18278.3	18336.7	17968.1	18088.6	17026.6	18496.7	17576.9	17486.2	17070.5	17790	17547	18524.4	17921.8	17626.9	17646.1	17362.5	16950	17879.2	18323.6	18462.4	17775.6	18161.4	17675.3	17648.6	17998.6	17449.7	18397.7	17938.5	17653.8
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	5320.81	5441.1	4937.78	5638.19	4684.85	5721.31	4728.8	5044.45	5525.46	5126.01	4788.38	5070.26	4981.56	4665.5	4834.11	4717.89	4696.91	4814.08	4968.76	4526.54	4483.75	4870.91	4238.81	4913.6	4504.77	5052.31	5492.29	5751.49	4941.91	5474.48	4925.85	4688.83	4165.93	4548.1	4618.9	5203.5	4725.03	5083.4	5051.19	5285.09	4786.52	4256.66	4753.25	4046.96	5072.26	4542.66	4468.91	4934.58	4681.78	4826.94
