Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score CHIMERYS Identification: CHIMERYS Identification,# Peptides (by Search Engine): CHIMERYS Identification,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Gene Symbol,Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,Abundances (Grouped): Diffrentiated,Abundances (Grouped): Undiffrentiated,Abundances (Grouped) CV [%]: Diffrentiated,Abundances (Grouped) CV [%]: Undiffrentiated,"Abundance: F223: Sample, Diffrentiated","Abundance: F231: Sample, Diffrentiated","Abundance: F233: Sample, Diffrentiated","Abundance: F234: Sample, Diffrentiated","Abundance: F235: Sample, Diffrentiated","Abundance: F201: Sample, Undiffrentiated","Abundance: F215: Sample, Undiffrentiated","Abundance: F216: Sample, Undiffrentiated","Abundance: F217: Sample, Undiffrentiated","Abundance: F218: Sample, Undiffrentiated","Found in Sample: F223: Sample, Diffrentiated","Found in Sample: F231: Sample, Diffrentiated","Found in Sample: F233: Sample, Diffrentiated","Found in Sample: F234: Sample, Diffrentiated","Found in Sample: F235: Sample, Diffrentiated","Found in Sample: F201: Sample, Undiffrentiated","Found in Sample: F215: Sample, Undiffrentiated","Found in Sample: F216: Sample, Undiffrentiated","Found in Sample: F217: Sample, Undiffrentiated","Found in Sample: F218: Sample, Undiffrentiated",# Protein Groups,Modifications
FALSE,High,Master Protein,P02788,Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6,0,TRUE,126.271,23,20,523,19,710,78.1,8.12,245.4,20,protein metabolism;stress response;transport;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cytoplasmic organelle;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,Pf00405,4057,ENSG00000012223,LTF,A8K9U8; B2MV13; B7Z4X2; E7EQH5; hsa:4057; O00756; P02788; Q16780; Q16785; Q16786; Q16789; Q5DSM0; Q8IU92; Q8IZH6; Q8TCD2; Q96KZ4; Q96KZ5; Q9H1Z3; Q9UCY5,Amyloid fiber formation; Neutrophil degranulation; Mtb iron assimilation by chelation; Metal sequestration by antimicrobial proteins,Male infertility,6,15259161,16962492.1,43.09,28.5,28738568.93,15259161,15223081.16,17428983.69,8545666.133,25091054.81,11669141.05,15166528.03,19707669.98,16962492.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6HP76,Actin alpha cardiac 1 OS=Rattus norvegicus OX=10116 GN=Actc1 PE=4 SV=1,0,FALSE,125.199,50,17,962,1,377,42,5.39,516.03,17,,,,,,,Actc1,A6HP76,,,0,44124847.64,120106531.6,47.05,7.69,34403577.94,40438429.36,99551003.47,44124847.64,73187385.98,139241764,116869391.2,120106531.6,116033010.8,124336083.1,n/a,n/a,n/a,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,P11442,Clathrin heavy chain 1 OS=Rattus norvegicus OX=10116 GN=Cltc PE=1 SV=3,0,FALSE,124.051,21,27,232,27,1675,191.5,5.72,91.1,27,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;transport;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00637, Pf01394, Pf09268, Pf13838",54241,,Cltc,P11442; rno:54241,"RHOU GTPase cycle; RHOV GTPase cycle; MHC class II antigen presentation; Cargo recognition for clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; Lysosome Vesicle Biogenesis; LDL clearance; Recycling pathway of L1; WNT5A-dependent internalization of FZD4; VLDLR internalisation and degradation; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; Retrograde neurotrophin signalling; Formation of annular gap junctions",Kit receptor signaling pathway,16,2211440.301,12033678.04,32.64,28.7,2211440.301,2084189.547,3539005.773,1435136.582,2525430.281,5953752.984,9532643.148,12956852.63,13463143.82,12033678.04,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6KSA3,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Atp5b PE=4 SV=1",0,FALSE,121.896,39,16,439,16,529,56.3,5.27,159.15,16,,,,,,,Atp5b,A6KSA3,,,0,7504458.086,20254903.48,30.9,35.8,6126405.5,7140344.586,12633385.17,7504458.086,7698811.625,34635397.89,13268101.38,19054634.22,20254903.48,22825958.27,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P63039,"60 kDa heat shock protein, mitochondrial OS=Rattus norvegicus OX=10116 GN=Hspd1 PE=1 SV=1",0,FALSE,121.786,42,19,275,19,573,60.9,6.18,117.66,19,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;other cytoplasmic organelle;other cell component,nucleic acid binding activity;other molecular function,Pf00118,63868,ENSRNOG00000014525,Hspd1,P19226; P19227; P63039; P97602; rno:63868,Mitochondrial protein import,,1,3281987.086,31852508.43,43.12,34.47,3936039.5,1423633.953,3623377.66,1541691.664,3281987.086,10677794.93,29971145.05,32261679.22,32964806.97,31852508.43,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6JW74,"Secretogranin 2, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Scg2 PE=4 SV=1",0,FALSE,120.618,33,19,432,19,619,71,4.78,206.6,19,,,,,,,Scg2,A6JW74,,,0,40159100.83,17014376.5,59.19,54.59,13421936.22,19989531.05,53977344.3,40159100.83,69651964.81,25469654.41,17014376.5,8106260.727,6508289.594,24804665.15,High,High,High,High,High,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,P02769,Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4,0,TRUE,119.21,33,20,516,16,607,69.2,6.18,260.63,20,stress response;other biological processes,non-structural extracellular;other cell component,nucleic acid binding activity;other molecular function,Pf00273,280717,,ALB,A5PJX3; bta:280717; O02787; P02769; P04277; Q3SZR2,,,0,15265199.63,41157745.92,34.09,26.8,23658378.55,15265199.63,15178970.94,18520259.51,8492049.758,22001183.55,38816654.84,47043791.69,48582806.16,41157745.92,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P00883,Fructose-bisphosphate aldolase A OS=Oryctolagus cuniculus GN=ALDOA PE=1 SV=2,0,TRUE,118.122,52,16,386,2,364,39.3,8.09,209.05,16,cell organization and biogenesis;other metabolic processes;other biological processes,cytoskeleton,other molecular function,Pf00274,100009055,ENSOCUG00000006329,ALDOA,ocu:100009055; P00883; Q28671,,,0,18615178.52,53290124.19,41.17,25.05,24795311.38,14264282.93,18615178.52,7839719.5,25983676.39,35596454.2,53290124.19,66848298.99,70263355.01,50837871.02,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,P68136,"Actin, alpha skeletal muscle OS=Rattus norvegicus OX=10116 GN=Acta1 PE=1 SV=1",0,FALSE,116.624,50,17,957,1,377,42,5.39,513.7,17,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,other molecular function,Pf00022,29437,ENSRNOG00000017786,Acta1,P02568; P68136; P99020; rno:29437,Striated Muscle Contraction,Hypothetical network for drug addiction; Myometrial relaxation and contraction pathways; Striated muscle contraction; Burn wound healing,5,44124847.64,120106531.6,47.05,7.69,34403577.94,40438429.36,99551003.47,44124847.64,73187385.98,139241764,116869391.2,120106531.6,116033010.8,124336083.1,n/a,n/a,n/a,n/a,n/a,High,High,n/a,n/a,n/a,1,
FALSE,High,Master Protein,G3V8L3,Lamin A/C OS=Rattus norvegicus OX=10116 GN=Lmna PE=1 SV=1,0,FALSE,115.069,38,24,282,23,665,74.3,6.98,121.78,24,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;other biological processes,other membranes;cytoskeleton;nucleus;other cell component,,"Pf00038, Pf00932",60374,ENSRNOG00000019638,Lmna,G3V8L3; rno:60374,,Adipogenesis,1,2835494.973,8774754.027,35.77,21.18,1625174.256,2835494.973,4290468.789,3029824.93,2208531.305,12595539.67,8774754.027,7486682.156,8237743.914,9540814.117,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q5XIF6,Tubulin alpha-4A chain OS=Rattus norvegicus OX=10116 GN=Tuba4a PE=1 SV=1,0,FALSE,112.716,42,15,497,1,448,49.9,5.06,223.55,15,cell cycle OR cell proliferation;cell organization and biogenesis,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00091, Pf03953",316531,ENSRNOG00000003597,Tuba4a,Q5XIF6; rno:316531,RHO GTPases Activate Formins; COPI-mediated anterograde transport; COPI-dependent Golgi-to-ER retrograde traffic; MHC class II antigen presentation; Hedgehog 'off' state; Intraflagellar transport; Aggrephagy; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; COPI-independent Golgi-to-ER retrograde traffic; Resolution of Sister Chromatid Cohesion; EML4 and NUDC in mitotic spindle formation; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; Anchoring of the basal body to the plasma membrane; AURKA Activation by TPX2; Platelet degranulation ; Kinesins; Carboxyterminal post-translational modifications of tubulin; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Sealing of the nuclear envelope (NE) by ESCRT-III; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Recycling pathway of L1; RHO GTPases activate IQGAPs,,29,14018590.39,47046961.28,63.48,30.65,8386354.703,14018590.39,35666466.99,9549922.969,19937207.17,20843709.36,47046961.28,56322877.72,47888366.5,46887502.56,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A0A0G2JUA5,AHNAK nucleoprotein OS=Rattus norvegicus OX=10116 GN=Ahnak PE=1 SV=1,0,FALSE,110.454,21,26,278,21,5450,580.8,6.14,125.84,26,other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,other molecular function,Pf00595,191572,ENSRNOG00000057569,Ahnak,A0A0G2JUA5; rno:191572,,,0,6664071.793,17529131.05,60.33,32.72,2515810.328,6664071.793,12353641.66,3315509.398,9566808.555,7683578.016,14094789.21,21261925.72,17590709.76,17529131.05,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P55063,Heat shock 70 kDa protein 1-like OS=Rattus norvegicus OX=10116 GN=Hspa1l PE=2 SV=2,0,FALSE,110.264,27,12,433,3,641,70.5,6.24,245.75,12,protein metabolism;other metabolic processes;other biological processes,cytosol;mitochondrion;nucleus;other cell component,other molecular function,Pf00012,24963,ENSRNOG00000047966,Hspa1l,P55063; Q32P36; Q6MG67; rno:24963,Regulation of HSF1-mediated heat shock response; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Attenuation phase,MAPK signaling pathway,5,4056774.875,251356107.9,46,50.87,2827898.422,4886392.852,8309101.313,3400393,4056774.875,18720605.96,245529457.4,251356107.9,259638806.5,252784045.6,n/a,n/a,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P04797,Glyceraldehyde-3-phosphate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Gapdh PE=1 SV=3,0,FALSE,105.389,45,12,396,4,333,35.8,8.03,223.45,12,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,enzyme regulator activity;cytoskeletal activity;other molecular function,"Pf00044, Pf02800",24383,,Gapdh,P04797; P09328; Q5M916; Q9QWU4; rno:24383,Gluconeogenesis; Glycolysis,Hexoses metabolism in proximal tubules,3,33076860.16,30892678.79,37.39,32.57,34966831.78,20263000.69,36859134.13,13283354.58,33076860.16,54221579.38,24145769,30327486.02,37054766.73,30892678.79,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6J9M1,"RCG54533, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_54533 PE=4 SV=1",0,FALSE,104.925,34,24,226,12,911,104.8,5.44,99.36,24,,,,,,,,A6J9M1,,,0,23160788.39,18518582.38,18.5,28.38,30022266.31,23160788.39,26044564.85,18004769.41,22700772.8,8971932.055,21773092.58,17600231.53,19645897.42,18518582.38,Peak Found,Peak Found,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6GAH4,Protein disulfide-isomerase OS=Rattus norvegicus OX=10116 GN=Pdia3 PE=3 SV=1,0,FALSE,102.958,46,21,369,21,510,57,6.21,156.22,21,,ER/Golgi,other molecular function,,,ENSRNOG00000015018,Pdia3,A0A8I6GAH4,,,0,8836773.922,15136531.13,50.89,13.16,4858969.367,7462068.039,18305414.88,8836773.922,10501132.32,19122958.85,13812601.05,15136531.13,14601652.03,15375076.98,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2JWU1,Triosephosphate isomerase OS=Rattus norvegicus OX=10116 GN=LOC500959 PE=1 SV=1,0,FALSE,102.22,64,13,261,3,253,27.4,6.54,147.53,13,other metabolic processes,cytosol,other molecular function,Pf00121,,ENSRNOG00000055222,LOC500959,A0A0G2JWU1,Gluconeogenesis; Glycolysis,,2,2839694.68,43916690.25,57.97,49.1,3519309.211,1441891.047,2839694.68,478722.293,3678678.41,4784140.594,42940228.33,48114516.48,47313598.79,43916690.25,n/a,n/a,High,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2JTL5,pyruvate carboxylase OS=Rattus norvegicus OX=10116 GN=Pc PE=1 SV=1,0,FALSE,98.817,20,18,150,18,1277,139.9,6.77,56.88,18,other metabolic processes;other biological processes,mitochondrion,other molecular function,"Pf00289, Pf00364, Pf00682, Pf02436, Pf02785, Pf02786",,ENSRNOG00000019372,Pc,A0A0G2JTL5,,Burn wound healing,1,1273279.18,10744738.14,77.48,87.51,920877.3828,1273279.18,1666740.391,858669.4727,4177169.336,26224986.31,3403674.813,10982257.48,10744738.14,2707902.277,High,Peak Found,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q5U300,Ubiquitin-like modifier-activating enzyme 1 OS=Rattus norvegicus OX=10116 GN=Uba1 PE=1 SV=1,0,FALSE,98.005,17,14,140,14,1058,117.7,5.57,64.52,14,protein metabolism;other metabolic processes;stress response,other membranes;cytosol;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,other molecular function,"Pf00899, Pf09358, Pf10585, Pf16190, Pf16191",314432,,Uba1,Q5U300; rno:314432,Antigen processing: Ubiquitination & Proteasome degradation; Synthesis of active ubiquitin: roles of E1 and E2 enzymes,,2,710378.7227,14679351.67,63.61,37.58,426757.8906,710378.7227,1453144.164,230178.5313,882479.1641,4495889.488,14679351.67,15506087.16,15570849.45,11984404.84,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6ANE0,Dihydropyrimidinase-like 2 OS=Rattus norvegicus OX=10116 GN=Dpysl2 PE=1 SV=1,0,FALSE,96.537,35,16,357,13,673,73.1,6.4,133.99,16,,other cell component,other molecular function,,25416,ENSRNOG00000009625,Dpysl2,A0A8I6ANE0,,,0,7491974.305,5325519.805,47.46,109.88,5947402.844,7174396.023,17416926.62,7491974.305,10895237.23,25886599.34,1680592.016,4754244.605,5325519.805,6494304.492,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P10111,Peptidyl-prolyl cis-trans isomerase A OS=Rattus norvegicus OX=10116 GN=Ppia PE=1 SV=2,0,FALSE,95.565,60,9,391,5,164,17.9,8.16,200.47,9,cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,Pf00160,100360977; 25518,ENSRNOG00000068764,Ppia,P10111; P18303; Q5BK98; rno:100360977; rno:25518,Neutrophil degranulation,,1,26806452.99,49007090.69,47.4,19.18,25396261.82,26806452.99,62709482.25,21786263.16,42235122.06,63773721.3,37085456.63,48093346.38,49388110.3,49007090.69,High,High,High,High,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,P16617,Phosphoglycerate kinase 1 OS=Rattus norvegicus OX=10116 GN=Pgk1 PE=1 SV=2,0,FALSE,95.4,36,15,347,11,417,44.5,7.9,157.96,15,protein metabolism;other metabolic processes;stress response;other biological processes,non-structural extracellular;other membranes;cytosol,kinase activity;other molecular function,Pf00162,24644,ENSRNOG00000058249,Pgk1,P16617; Q5M945; Q6P508; rno:24644,Gluconeogenesis; Glycolysis,Hexoses metabolism in proximal tubules,3,11611835.47,39387167.42,35.43,31.6,13571205.82,6906310.156,12789245.78,5675478.766,11611835.47,15857469.81,30915889.11,40478219.81,39387167.42,40049868.07,High,High,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2QAQ2,Triosephosphate isomerase OS=Rattus norvegicus OX=10116 GN=Tpi1 PE=1 SV=1,0,FALSE,94.601,58,13,251,3,299,32.3,5.58,127.17,13,other metabolic processes,,other molecular function,,,ENSRNOG00000015290,Tpi1,A0A8L2QAQ2,,,0,3420077.07,34260150.33,54.04,46.25,3948056.445,1828851.992,3420077.07,674148.7695,4283842.91,5057898.875,34260150.33,34976799.98,35806080.12,31699980.75,High,High,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6HY86,RCG47367 OS=Rattus norvegicus OX=10116 GN=rCG_47367 PE=4 SV=1,0,FALSE,94.6,36,16,258,16,498,55.9,6.11,132.98,16,,,,,,,,A6HY86,,,0,14870069.15,15896316.79,58.17,73.21,14870069.15,22035030.73,6903576.629,3799791.891,18387098.42,17901053.49,636482.2305,15896316.79,25242376.58,6564748.613,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,M0R757,Elongation factor 1-alpha OS=Rattus norvegicus OX=10116 GN=LOC100360413 PE=3 SV=1,0,FALSE,93.082,28,11,530,5,462,50.1,9.01,292.27,11,protein metabolism;other metabolic processes,other cell component,nucleic acid binding activity;other molecular function,"Pf00009, Pf03143, Pf03144",,ENSRNOG00000051885,LOC100360413,M0R757,,,0,25685621.17,80001034.85,41.45,10.56,29751936.7,25685621.17,44179990.2,13227217,23169581.69,69622154.7,63670336.84,80001034.85,80027370.83,81563945.98,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3",0,TRUE,92.873,36,21,279,11,590,62.3,7.74,138.83,21,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;other cell component,"bone, tooth or skin structural activity;cytoskeletal activity;other molecular function","Pf00038, Pf16208",3852,ENSG00000186081,KRT5,hsa:3852; P13647; Q6PI71; Q6UBJ0; Q8TA91,Formation of the cornified envelope; Type I hemidesmosome assembly,,3,9516998.375,11161011.96,7.1,162.26,9048760.789,10031077.62,9652426.945,9516998.375,8310441.367,1197418.25,11161011.96,126581198.8,13781062.42,9943905.813,High,High,High,High,High,n/a,High,High,High,High,1,
FALSE,High,Master Protein,A6JTU1,"RCG45607, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_45607 PE=4 SV=1",0,FALSE,92.743,12,23,143,23,2511,288.8,5.4,40,23,,,,,,,,A6JTU1,,,0,1925876.953,6747727.438,69.61,14.17,194388.7539,2187634.035,4187904.188,1925876.953,1749973.738,5875838.734,6747727.438,5670625.414,7368942.078,7896466.578,High,Peak Found,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6ANV9,Annexin OS=Rattus norvegicus OX=10116 GN=Anxa2 PE=1 SV=1,0,FALSE,92.365,45,14,372,14,383,43.2,8.05,196.84,14,,non-structural extracellular;extracellular matrix;other membranes,enzyme regulator activity;cytoskeletal activity;other molecular function,,,ENSRNOG00000010362,Anxa2,A0A8I6ANV9,,,0,8337303.484,33310367.63,45.91,48.13,8337303.484,4985816.281,9720301.328,2219719.414,8786019.063,4101519.93,33310367.63,35917721.09,36105788.62,32783987.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6T487,"Actinin, alpha 1 OS=Rattus norvegicus OX=10116 GN=Actn1 PE=1 SV=1",0,FALSE,91.995,26,20,206,8,914,105.4,5.39,93.11,20,cell adhesion;cell organization and biogenesis;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00307, Pf00435, Pf08726, Pf13833",,ENSRNOG00000056756,Actn1,Q6T487,,,0,26829157.23,15566186.42,18.94,23.87,32241771.02,28866193.55,26829157.23,19047136.23,24271631.09,9592733.117,19436689.27,14426542,16636927.68,15566186.42,High,High,High,High,High,High,High,Peak Found,High,Peak Found,1,
