Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d		
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4740.49	3067.54		4928.57	4754.36	3609.19	5825.18	3272.51	3016.16	3629.85	3146.56				2596.57				3640.74			4022.67		1768.26	5810.41	6986.16	807.469	2591.49	1864.58	1692.49	3969.3	3787.93			3241.7		
O00443	O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha															2565.57										3857.06												
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4			1435.37	2611.93			4803.51		1248.77		1849.79						53791.2		2069.03					5151.92	1984.71	3388.51	2074.11			2995.19	1306.32	4202.84		6363.12			
O00462	O00462	MANBA_HUMAN	MANBA	Beta-mannosidase							3890.61																									10456.3		6252.98			
O00468	O00468	AGRIN_HUMAN	AGRN	Agrin						1499.81										1092										1727.92					3531.96						
O00469	O00469	PLOD2_HUMAN	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	11595.9	8192.76	8549.97	8516.9	8254.41	9979.03	7928.68	31024.7	3549.8	4500.94		10727.1	4480.84	15523.4	12309.8	11589.2	12422	9342.15	11625.6	3291.58	17186.5	7563.63	9400.69	16122.7	6884.28	13687.5	8887.04	8912.07	12811.2	7814.72	8746.05	15235.7	9653.76	10297.4	12144.1		
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5					5816.74	5586.23	8104.86								4766.89						4021.32											2020.46					
O00479	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4				3787.99	3968.01				3716.71				2714.63										2247.75									1618.92			1377.96		
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3471.82			2773.67	3648.9	6488.98	4047.63		4722.34	6109.38				10290.8	7486.49	3011.31	6393.36	2274.05	3623.39	7701.96	5426.53	5269.75	5546.62		7751.52	2224.72	5076.89		7245.4	5265.7	8595.04		2595.01	5250.15	2624.5		
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	14703.7	10809.8	12787	10743.7	12473.4	11545.7	15331.6	13668.2	13431.9	7518.05	9874.2	12876	10865.7	8594.56	20204.8	5127.77	18525.6	11451.5	12709.8	7930.81	16253.5	11889	5833.14	16618.9	11195.1	11618	7096.33	12140.4	10624.5	12483.6	14125.2	16298.9	19297.6		13181.2		
O00488	O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593						1719.46					3356.61																					1355.79					
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	10625.1			5655.22	5074.68	5240.38	5009.98	6424.22	7094.57		5928.83				6673.6		6770.99			11203.4		5097.06		8820.76	5942.95	5274.91	9687.86			3296.4		4079.66	5243.69		6130.48		
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4				2053.97										6336.72	1598.48				114912		4307.02	4238.5		3054.89	5162.96	1034.98	3662.26	5067.15		4296.98	4030.12	8153.02	5744.76		3412.2		
O00506	O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25																														2265.35					1750.93		
O00534	O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	8235.03		15299		11859.8	8663.4		7494.77					5824.14												8581.07	2982.26							13058.5		5243.16		
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog	3900.68	6006.75		4318.14		4676.7	4762.09		4393.71	4123.03	6437.29				2736.66			2924.55	2132.91	5779.51	4764.49	2795.32		3048.74	6360.96	1289.57	5912.56	4521.08	3553.85	2490.63	4496.84	3273.31	4218.72		4259.07		
O00560	O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3409.13		3283.76	1547.31	4274.5	8241.63	7286.8	1694.5	3372.5	3639.78	6620.44	4008.66	4936.31		3541.15	2185.2	2576.33	2781.13	9228.73	10063.3	2685.4	10515.2		1646.37	7365.92	4544.78	6997.22	2861.38	2054.5	3590.32	6217.3	5453	5543.15	2089.14	1877.16		
O00562	O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1												7646.38																									
O00566	O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10																																					
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	5660.58	6432.4	5443.43	8204.58	8899.12	6047.42	5026.22	4258.48	6286.93	8726.9	6406.99	7398.95	8898.11	9005.62	10762.9	6042.59	7614.12	9282.13	4080.94	7435.9	7733.08	4235.82	7901.49	12036.6	6598.54	5925.47	8643.19	8030.87		10559.9	8286.88	12178.4	4888.55	8437.71	10564		
O00571	O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	16502.3	16139.7	18185.3	16968.2	15604.4	21292.8	17130.6	15848.3	15837	20824	18968.9	17208.7	21068.7	15157.6	15841.8		13664	29089.5	19430.9	21376.5	15664.8	18886.4		18425.6	15843.8	11017.1	17515.2	14880.7	18182.4	16242.3	17411	16265.9	17482.2		18404.5		
O00622	O00622	CCN1_HUMAN	CCN1	CCN family member 1						3090.44		9358.39		7627.96											5825.24										4681.41	3148.03					
O00625	O00625	PIR_HUMAN	PIR	Pirin	4155.79		8014.11	6184.79					1990.68			2611.92			4356.83				4648.62	6620.31		3679.48		2527.84	6065.59	8012.27		6997.61	2691.03		2330.27						
O00629	O00629;O00505	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	6705.12			5009.65	4487.71		2196.48	3660.58	5069.83		11428.1	10413.4			3373.73				1876.24	8818.24	8895.1				4148.73	16781.1	2119.74		2075.47	13007.6		8791.63	7267.86		7686.39		
O00712	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	2240.36		4219.96	3769.99	2929.02	5876.81	2735.33	2480.41	3839.15	4621.71	3739.49		2572.48	2717.26	2735.03		5125.63	1683.7	4968	5106.59	5591.07	4717.47			6288.97		2592.61			4280.76	2509.69				2537.2		
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5360.73		6911.49	4104.83	5152.31	5056.15	3891.8	4876.06	3419.54	4238.91	8371.34				2875.11		4085.24	2822.4	2400.71	3214.53	10030.3			4254.84	3466.86	4392.9	5022.43		4706.79			3888.05			4065.59		
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase								10283.4																19526.6								15505.7		24973.8			
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C			1493.83						1832.29																						2305.78						
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	12111.4	13455.1		6286.08	9291.43	11776.4	10514.4	15041.5	12889.3	9046.36	9489.46			8995.31	9585.12					10638.3	14843.6	20821.4		9059	9384.95	37047	2176.72		10271.5	6302.23	8607.04	10832.7	10112.4	130807	12109.9		
O14497	O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A				4244.91		6097.91		5038.52							8084.3																	4833.63					
O14524	O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1					5513.43				4488.93						2238.09				4164.91			2438.72									2353.06			3790.84			
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9									1692.14	8574.04										242.504																	
O14531	O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4	5295.72	3644.07	3099.47	3444.33	3705.74	5466.16	6869.31	8863.7		1369.25	2243.64	3114.86	2794.14		974.184							9094.94			4238.78	3726.38		3351.53	9313.15		3759.3	3763.36					
O14544	O14544	SOCS6_HUMAN	SOCS6	Suppressor of cytokine signaling 6																																2666.64					
O14545	O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4403.88				3838.3				4505.55				2620.14		2160.97						3433.21						3140.69			2097.79							
O14548	O14548	COX7R_HUMAN	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	1720.1					11478.6		5879.94	1361.01	4222.33			6447.46		2651.86										1787.11	1648.04				2607.85		2239.03					
O14558	O14558	HSPB6_HUMAN	HSPB6	Heat shock protein beta-6				4643.05			7979.95																														
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1						88601.7			32697.7										1716.31		5985.69				2697.7						1811.92	2780.8	1709.12				
O14578	O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase					3063.38				2033.49						1216.37					5959.33					3627.71							5169.89					
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	21126.5	27204		13140.1	11232.8	9331.73	14922.2	13279.5	8367.84	18451.3	13530.4	2016.53	14330.3	14725.1	17456.7			14936.9	8085.65	14067.5	7947.15	12978.3		9017.7	11323.7	15361.6	15944.2			12219.1		10833.4	5159.23		12472.5		
O14613	O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2																										2577.16											
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1						10548.6	16291.5		1538.29	12652.3					12211.9					4590.66												4287.54	9013.07				
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase		3836.75		3399.77	5362.8	3788.24			6986.16											5193.53	2104.89	4094.56			3415.89					1311.1		3227.22	5354.61				
O14641	O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5341.9				7264.11				1245.58						13472.8				1273.25						3850.06					6065.32	3840.54						
O14647	Q3L8U1;Q9P2D1;Q9HCK8;O14646;O14647;Q8TD26	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2																												1430.63									
O14653	O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2				5229.15																			4624														
O14656	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	3059.05			1791.8	3171.13		4483.1	3725.09	1524.22						2880.71	5072.95	3721.14	3781.83			2815.43		2322.9								4390.25	1169.84		5594.12	6148.39		
O14657	O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	8435.83																															2953.64		3779.17			
O14662	O14662	STX16_HUMAN	STX16	Syntaxin-16					4012.39	2089.66	2190.13		3165.17																									3582.13			
O14672	O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	6279.05			4234.52	5077.46	4388.27	2210.3		6564.26		10165.3		5682.33	10094.7	4616.13	23648.7	2572.51		5213.31				5349.36				5555.85	4684.58	9235.56	10348.6	12274	11959.4		6408.12	8529.89		
O14681	O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog					1878.15			6067.04		1941.19							3465.28		1583.69		1742.88	5233.97								3029.97		3528.03		4747.23			
O14682	O14682	ENC1_HUMAN	ENC1	Ectoderm-neural cortex protein 1																															2628.14						
O14683	O14683	P5I11_HUMAN	TP53I11	Tumor protein p53-inducible protein 11	13528.5			15553.5	3824.51	10265.6	8193.28	5546.34	5853.97				4441.01				11612.8						8935.3	5441.09		13832.9					3818.53	4516.92		6081.37	6420.18		
O14730	O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2417.87																																				
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3365.79			1508.53						14730.6	8602.73								7500.87			4005.56	1587.43		2553.09	3709.04				4306.71							
O14734	O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8											7117.07																							2127.85			
O14735	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase															2501.64														9314.36			3346.78		1915.91			
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	13455.4	5192.34	9039.72	15290.9	12389.7	15637.4	13609.8	18041.7	10800.8	13748.7	9212.74	13627	7844.06	11875	12938.9		12379.5	15176.1	12437.6	16173.2	9979.74	17895.9		15645.5	11362.5	14420.1	14127	14359.2	8474.96	11747.7	11470.8	15865.8	14064.2		11987.1		
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	9305.17	7855.19	9560.27	8757.26	10483.4	11217.6	8765.01	7958.73	8232.65	10985.9	14443.9	14014.5	11179.3		8288.22		6622.22	8568.33	8572.08	24703.3	12515.7			6959.29		4548.33	12082.6	8044.11	13413.3	5546.37		9642.27	8875.86				
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	3252.05			3731.46		2924.8		5274.81	2485.95		4708.42														6605.92	4552.62	5929.24			3014.33	6088.96	4389.28			4865.1		
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	7487.52	9802.52	12427.8	10009.2	8172.03	5846	13008.8	11428.1	8657.67				8561.2	8058.73	9888.81	10121.2	18032.3		10084	5257.2	5731.24	5859.9	11356.5	9454.63	2766.02	9474.37	8417.42	9767.9	8845.92	2165.44	4494.56	4250.24		12020.5	8782.49		
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	6447.15	45517.6	5549.32	10784.7	5471.31	8023.14	3094.56			6396.5	11863.5		8750.23	9492.12	4432.95				6979.9	4392.05	5239.01	4927.67		5444.68		3718.76	8548.15			7811.6	5927.84	4439.22			2458.54		
O14777	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog					1828.41				653.217						2324.18																	939.253					
O14786	O14786	NRP1_HUMAN	NRP1	Neuropilin-1																	4374.26	24048.2																			
O14795	O14795	UN13B_HUMAN	UNC13B	Protein unc-13 homolog B				5816.74																																	
O14802	O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	3870.86									4997.37																											
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	18056.3	18923.3	26879.5	24053.7	26255.5	24546	23228.5	20861.6	27909.1	26356.8	22454.8	23407.6	17932.6	26040.4	29694.7	10500.2	27040	25324.4	28231	29356.8	22039.6	31403.3	5818.73	21937.6	24004.4	14721.1	24118.4	23746.2	24297	24657	28956.7	25262	31995.6	4289.52	25346.3		
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	3383.51		1250.34	1862.38	3220.28	936.198	3806.68		4928.56	4869.43	4737.04	5069.3	1959.14		4005.76	4517.68	4327.87	4727.61	3004.57			7903.66	2792.68	7663.48	4042.12	3586.32	3790.35	3468.23	4196.62	4543.26	1851.58	2092.56	5013.63	2507.39	4868.88		
O14832	O14832	PAHX_HUMAN	PHYH	"Phytanoyl-CoA dioxygenase, peroxisomal"									4467.56															4391.94													
O14874	O14874	BCKD_HUMAN	BCKDK	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"					5756.97		1625.69	6347.41																								1180.41					
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3								23726.1	556.979					73076.1						1384.87												57492.4	17272.7				
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3																																			3763.35		
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1									1473.61						3307.92				2260.4			4889.87			2820.78		1736.23				2835	4138.41					
O14920	O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta				3878.29	4304.83				3869.85	4857.87		3936.53		7595.95	5727.66				7341.26		13763.5				5137.09	6129.81		7400.97				6078.78					
O14925	Q5SRD1;O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	360.714			1524.2	5183.44				6513.71						3034.32			7521.06			5117.1		10393.6		6356.66	4141.96				5166.31	7018.97		14284.2	2371.69	13053.7		
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	1426.67			2097.99	1421.65		2263.33	4517.61	1875.86		1472.74				4772.88				5539.48	1541.72	2051.76										4326.11		3703.4				
O14933	O14933	UB2L6_HUMAN	UBE2L6	Ubiquitin/ISG15-conjugating enzyme E2 L6															1749.98									2355.64								3502.45			3327.09		
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK					16220.3				5589.42												36090.9					41656.6								41957.8			
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	7884.24		4943.25	8075.6	4961.37	10189.1	7211.67		6193.82		2682.15			5815.63	8749.12	5079.31	11574.9	7243.6		4193.99	6107.76	4643.43		3571.4	7441.12	5145.15	4921.47			9353.77	9347.87	5648.03		7788.84	4393		
O14950;P19105	P19105;O14950	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	46158.4	63706.2	41054.1	48691.9	40958.2	65662.5	136861	71824.8	64914.7	54655.6	33931.4	38680.8	15456.1	33962.1	84035.2	26160.6	57903.6	38374.1	134801	39784.9	34877	52870.4	30160.8	57421.2	29310.1	58123.5	39971.2	51132	50052.8	77256.8	38469.6	44957.3	46759.9	14709.8	67714.3		
O14964	O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7435.77	2233.79	4753.65	9547.2	7039.86	8892.35	8110.45	8918.54	6071.74	8331.31	4288.46	6560.4	1030.69	5114.61	5035.48		6516.12	9666.78	4527.22	6686.98	6493.64	9582.55		4447.01	6580.22	3735.2	6346.42	3964.8	4180.37	5571.75	4833.37	7689.85	7433.1		6364.27		
O14966	O14966	RAB7L_HUMAN	RAB29	Ras-related protein Rab-7L1															2633.87																			4436.38			
O14972	O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C			3494.86																																		
O14974	O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	8589.84	10219.7	12103.8	12505	8660.81	9198.74	16827.2	9952.89	7418.54	18294.2	8908.48	7096.74	5432.96	21027.6	8038.75		13998.6	14516.3	6388.17	11498	5726.42	9352.97		6155.59	5090.59	6084.57	13790.1	15393.9	8047.54	14738.7	9308.21	10187.9	6453.97		8603		
O14976	O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	3802			1512.56	1915.2			3609.43	3406.66	2750.06			2491.46		2088.99				5717.81		2832.08				12142.4	1853.17				1139.15	2230.95	5369.55			12481.6		
O14979	O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	4555.16		6340.25	6716.61	6799.92	5603.39	6647.99	2150.2	5723.99	7688.95	6653.77	2488.78		6079.69	7541.85	3562.68	6756.27	7633.23	7651.95	7477.18	13554.2		9513.69	5655.06	9792.22	4404.5	9506.08	13504.3	14388.4	12687.8		12188		5600.61	10160.6		
O14980	O14980	XPO1_HUMAN	XPO1	Exportin-1	11532.8	10547.5	11102.4	20675	12616.8	8575.71	13539.5	11664.9	12869.6	12483.7	14814.5	13354.6		11526.3	16763		9565.67	11266.2	16979.1	24765.3	12671.5	8119.33		11424.1	16706	12292.8	13885.2	16019	21618.6	8280.92	11719.5	13980.6	22651.5		12364.1		
O14981	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172						6068.56			2988.33																							4437.87					
O15013	O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10					4107.27				4669.89						4471.16							7865.29			6382.1												
O15020	O15020	SPTN2_HUMAN	SPTBN2	"Spectrin beta chain, non-erythrocytic 2"																																					
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	3073	2437.66		2972.49	5697.9	5735.33		3815.27	3144.44	1620.57		12721.1		8358.88	3156.86	2393.9	2249.14	6149.96		4033.37	5062.18	10673.7				4440.08	2513.94		4226.07	6510.46	3103.02	3450.4					
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	2682					6941.04	8859.54		5125.57					5165.31		4710.59			8457.12				4583.69	5372.21	5340.78							5142.18		6713.06			
O15040	O15040	TCPR2_HUMAN	TECPR2	Tectonin beta-propeller repeat-containing protein 2																														4186.67							
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	17097		18836.7	18997.2	32937.4	18018.7	28814.4	25977.9	25039.9		39112.7	42891.4	51776.3		23836	4895.96	16863.4	14790.4	22240.3	18162.7	22204.4	16412.7	4725.46	15343.3	16793.9	16907.2	18516.4	9371	20769.6	17115.3	14820.9	20050.6	15278.7	2877.98	16373.2		
O15049	O15049	N4BP3_HUMAN	N4BP3	NEDD4-binding protein 3				2677.2																																	
O15056	O15056	SYNJ2_HUMAN	SYNJ2	Synaptojanin-2				3165.81	2921.47	1510.25	1694.81		1896.06			6495.81			3307.41		4723.25		2966.91					4720.91			3834.1								1794.19		
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin	4282.7						2683.83	5948.28	5222.16	17932.3		4396.83			4078.93	4686.53	4963.71					13043.1		102546		9919.34		18997.8		28390.7	6016.38			12769.9			
O15066	O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B					5955.39																											4255.83					
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	5107.24	2458.7	5481.88	5238.27	4795.36	8965.45	4038.49	3141.07	3100.77	6426.74	4776.63		3969.77	10027.9	4159.84			33307.8	6312.73	8420.85	3584.46	2695.12		8652.69	2564.43	3862.44	5899.94	4956.48	4639.1		3570.15	3242.58	4403.01		4963.95		
O15069	O15069	NACAD_HUMAN	NACAD	NAC-alpha domain-containing protein 1							3606.9																4024.77														
O15075	O15075	DCLK1_HUMAN	DCLK1	Serine/threonine-protein kinase DCLK1	14634.9	4704.13	11673.2	5725.55	3529.1	5748.18	5906.58		11057.2		16964	11946.7	9980.04	12513.7	5582.15		3420.72	1797.09	5825.83	4681.84	6938.51	7607.95		5397.58	8286	6890.38	10356.1	4535.75	3550.46		6386.53	5086.92	3893.04		5849.29		
O15091	O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit																															7641.59						
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1			2792.02		2676.47		4105.7	2761.29	3249.38						3009.41						2310.96				2445.75	4050.23	4139.06										
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1					2235.38											4205.25	6830.41	4320.49				2233.92					8322.47		3103.33			5420.14	14260.3	3926.63	3374.19		
O15126	O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1																			1739.66																		
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2				3085.87	3094.9														4047.38			5412.69						4947.54				4143.08		3966.05			
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	5657.78	9824.79	11825.8	7511.33	6719.47	8798.65	13493	10278.6	7104.32	4689.94	9682.82	9316.66	15798.3		10933.6	7458.73	6725.08	7667.33	14818.1	3567.24	7505.73	7773.68	10725.9	9956.98	11814.3	8801.14	8930.9	8869.62	11414.1	12361.7	7058.89	11990.8	10960.1	5454.71	12354.2		
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	18154.1	27900.4	19613.6	15495.9	15290.5	23540.6	34229.2	29938.7	18809.3	22964.7	21520.7	21599.9	21849.8	16442	34100.2	14220.2	16191.8	23068.9	36176.3	23331.3	18206.6	20244.7	12817	30912.2	23505.4	28697.3	14893.5	26768	24475.9	19213.3	23325.3	19408.8	18526.5	11407.4	30560.4		
