Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-05_3863.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3856.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3859.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-24-2024_Slot2-03_3860.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	10456.8	10471.2	11266.3		10578.9	8601.46		9947.36	10408.7	9304.44	10135.2	9807.49
O00268	O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	2477.11	1872.61	1519.49		2472.5	2362.62		2017.54	1855.23	1944.84	1913.35	2505.04
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	23789.2	25032	20990.1	367499	30567.7	30918.3		21335.7	25467.6	31068.9	23549.4	30158.1
O00287	O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein			111.071		798.503	803.566			397.802	740.472	796.653	908.226
O00291	O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	8124.99	6766.79	9374.16		7199.85	8331.86		6902.31	6426.56	5942.49	6695.71	6687.77
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	450765	358236	376195	392593	396593	346915		263143	382543	386908	311954	341330
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	28516.4	48453.7	35338.9	68236.8	51522.7	32633.6		37307	45608.7	53071	39943.2	50502.3
O00305	Q08289;P54284;Q02641;O00305	CACB4_HUMAN	CACNB4	Voltage-dependent L-type calcium channel subunit beta-4	663.537				531.9	809.343				586.985	581.885	476.298
O00329	O00329	PK3CD_HUMAN	PIK3CD	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"	950.614	1497.93	1825.34		1075.95	1403.66		588.95	1316.98	1615.57	1300.21	1195.31
O00330	O00330	ODPX_HUMAN	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"	19786.9	18598.5	19733.3	59916	16715.8	12904.6		28003.7	26205	19544.2	24184.6	21122.2
O00339	O00339	MATN2_HUMAN	MATN2	Matrilin-2	5584.13	5613.78	4965.8		5354.02	5799.59		9205.88	8141.62	8594.07	10939.7	7633.99
O00391	O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	9619.57	5519.41	6767.84		6080.2	6775.33		5323.91	5798.71	6019.85	6250.64	5910.21
O00399	O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	5664.25	7296.64	6228.18		3307.81	2194.18		6834.27	7581.87	3006.84	3665.57	2027.08
O00400	O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	7626.53	4032.38	6493.5		4906.31	7085.79		7504.44	5430.86	6399.65	8249.47	7256.76
O00401	O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	11881.3	12307.8	12222.5	13625	11379.7	10281.6		10951	10607.6	6132.43	8948.7	7586.31
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	38407.2	39824.7	39984.8	145171	42797.7	44981.9		36836.4	40228.4	45203.4	39642.3	45322.8
O00411	O00411	RPOM_HUMAN	POLRMT	"DNA-directed RNA polymerase, mitochondrial"	1531.81	797.869	1504.34		1368.79	2247.43		1853.9	1229.08	2638.81	2177.22	2207.07
O00418	O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2783.49	5777.52	5442.7		6080.87	4049.13		6071.29	3341.15	3659.72	3582.05	3159.73
O00422	O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	14882.9	25059	18199.7		17421.8	11894		29104.8	26211.9	14048.8	15420.7	11382.4
O00423	O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	18559	18488.4	19334.8	33080	20506.3	17548.4		16710.5	18848.3	19752.6	18499.4	19298.2
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	143727	155157	150743	196331	143093	131283		113339	115878	108418	110609	99666
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	41727.1	46207	45415.2	65277.8	41452.8	34593.6		39312.1	44684.8	41591.4	35308.4	38931.8
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	11608.9	8467.46	8229.78		14678.5	9367.22		7283.02	8193.15	14371.6	12362.6	14290.8
O00443	O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	10575.9	8789.06	10725.7		9633.02	9969.5		9580.95	9487.86	8696.61	10401.1	8652.72
O00459	O00459;P27986;Q92569	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	4046.55	3346.98	3836.8		4436.04	4416.68		2956.54	4037.93	3905.13	4338.27	4680.78
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	11680.8	11509.6	10646.6		13261.1	12440.7		9789.93	9963.67	11947.3	12105	11974.1
O00462	O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	12265.1	9565.77	11502.5	257461	11065.2	10618.4		10151.5	13706.3	12583.5	12015.4	12391.8
O00468	O00468	AGRIN_HUMAN	AGRN	Agrin	19532.5	16274.4	20073.7		15576.4	16478.8		17932	16114.7	15388.1	15835.5	15516.6
O00469	O00469	PLOD2_HUMAN	PLOD2	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	86865.4	76270.5	86409	78266.9	78642.1	83919.8		90093.3	81276.3	86231.6	92882.2	85196.9
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	9488.59	8506.05	9530.28		8833.64	10215		10364.2	9449.34	10116.2	10141.8	9741.27
O00479	O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	6668.62	6786.92	7059.51		5505.72	4276.2		6988.3	6313.97	5075.51	3046.54	4006.17
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	34608.1	49331.6	30498.2	39196.5	47707.4	33117.4		36210.2	46269.1	42741.8	38221.4	44490.8
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	41633.6	71513.3	52069.1	93834.6	73984.8	44258.4		63496.9	60626.6	70968	62838.1	66663.5
O00488	O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	4606.95	4409.95	4327.25		4279.68	3161		3535.11	3939.92	4580.73	4151.17	3141.58
O00499	O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	9486.57	11962	9972.21	345945	11666.3	9680.9		8177.67	8564.45	7653.8	7054.49	8255.33
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	32505.8	39587.6	31479.8	22875.5	38533.9	23936.9		36573	43153	34746.5	33321.3	37951.4
O00506	O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	6393.45	8331.09	7386.66		9175.88	7481.11		9915.39	9251.24	11044.1	11095.2	10572.3
O00507	O00507	USP9Y_HUMAN	USP9Y	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	1289.41		2197.22		1622.8	2171.27		1609.44	1383.05	1378.7	848.986	1186.28
O00512	O00512	BCL9_HUMAN	BCL9	B-cell CLL/lymphoma 9 protein	8418.82	5736.13	8034.78		11029.5	6688.58		4826.01	5923.4	8161.1	6395.19	7362.32
O00522	O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	1526.01		1358.18		1267.59	2255.79		1747.6	1907.82	1238	1337.17	1246.15
O00533	O00533	NCHL1_HUMAN	CHL1	Neural cell adhesion molecule L1-like protein								673.354	1313.28	1287.53	913.075	833.373
O00534	O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	12945.2	11637.4	13077.1	30752.5	12825.6	12967.7		7935.26	7956.63	9082.64	8780.63	8794.18
O00541	O00541	PESC_HUMAN	PES1	Pescadillo homolog	17977	19402.7	19409.1	24703.8	17469.4	16767.6		20119.6	15540.9	14663.1	19487.7	16265.8
O00559	O00559	RCAS1_HUMAN	EBAG9	Receptor-binding cancer antigen expressed on SiSo cells	1424.12		1475.9		2340.69	3046.63				2924.49	2845.77	3185.82
O00560	O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	27176.1	21565.7	25914.4		28855.8	24202.7		18179.3	23104.8	23953.8	23379	21953.9
O00562	O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	4482.39	3389.41	4723.78		4362	5069.54		4025.71	3341.08	3670.62	4149.5	4342.01
O00566	O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4025.53	6527.06	5389.8		7498.46	6482.99		5975.2	6677.14	6613.58	6427.73	7328.51
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	43327.7	32394.6	45267.1	41473.5	35504.6	44732.1		42339.2	37088.8	33600.9	45047.1	36141.3
O00571	O15523;O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	73430.4	72650.5	77347.2	58664.2	72236.3	72059.9		68641.7	66239.1	61237.9	64019.2	64588.9
O00584	O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	4165.38	4042.51	3936.61		3005	2580.57		1607.36	3872.92	4626.32	3523.1	4914.34
O00592	O00592	PODXL_HUMAN	PODXL	Podocalyxin	12416.1	16213.2	12754.9		17882.2	11372.7		25623.2	23878.7	17654.2	19125.9	19702
O00622	O00622	CCN1_HUMAN	CCN1	CCN family member 1	35488.8	36605.5	26904.2	169666	35770.4	30783.2		47092.6	44975.8	47177.8	44556.4	50049.4
O00623	O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	5416.62	4944.87	5717.62		3988.55	6155.78		5717.71	3750.07	4792.57	5362.95	5036.6
O00625	O00625	PIR_HUMAN	PIR	Pirin	6730.53	5595.05	5418.83		7201.85	5441.16		8402.49	10164.8	11185.4	10022.1	12027.4
O00629	O00629;O00505	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	36099.5	41788	40345.7	103077	42615	38306.7		34869.6	34184.8	40014.4	32816.9	37577.4
O00712	O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	28755.4	24860.2	28299.7	37577.3	19661.8	26439.5		12038.2	10208.6	9005.6	13239.5	8532.6
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	16417.3	18401.1	18277.5		14636.9	17870.5		15858.1	17444.9	18189.2	14899.8	16244.7
O00746	O00746	NDKM_HUMAN	NME4	"Nucleoside diphosphate kinase, mitochondrial"	10571	7220.69	8958.74		7978.33	8571.67		9012.57	6791.27	6548.24	8630.08	6448.38
O00748	O00748;Q5XG92;P22303	EST2_HUMAN	CES2	Cocaine esterase	6244.75	7530.71	7068		7280.49	6889.1		6527.41	6315.83	6565.46	6927.16	5853.28
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	42085.9	55539.2	47093.9	81921	52380.9	46026		50460.8	50299.8	57165	51907.8	54256.8
O00762	O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C					2696.82			2967.74	4145.89	2446.89	2479.06	2992.52
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	25515.5	31028.6	26994.7	27332	33590.1	29146		20487.6	22414.6	26419.4	22634.2	25704.9
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase	7787.58	5925.28	7357.91		7160.31	8843.91		6846.9	6611.1	7174.81	9238.5	8621.65
O14494	O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1		772.085			1586.78				1372.08		1091.88	1548.87
O14495	O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	32900.6	22127.4	27286.9		23644.7	30209.7		27155	27376.2	27725.8	30142.3	25792.1
O14497	O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	6441.77	6438.34	6537.67		8648.76	7513.5		6724.07	8190	8589.6	9491.79	9404.96
O14521	O14521	DHSD_HUMAN	SDHD	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"	4583.14	7635.12	6500.2		7257.94	5611.55		9482.25	9250.06	7863.86	7311.35	7303.41
O14523	O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	3642.13	2102.98	2915.3		2621.32	2849.91		2880.77	2342.54	2327.04	3643.73	1861.65
O14524	O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	10070.3	5512.63	9992.56		4789.31	5637.91		9811.86	6185.5	3748.21	5977.26	4241.27
O14530	O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	10498.3	12738.6	10781.4	13843.2	12616.9	10579.5		12586.9	14830.6	14501.1	13272.7	16027.7
O14531	O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4	25652.2	24998.6	25799.1	78345.8	26100.8	27593.6		22679.1	23559.1	27443.5	23325.7	25894.5
O14544	O14544	SOCS6_HUMAN	SOCS6	Suppressor of cytokine signaling 6	6699.58	5460.97	4909.57		7108.11	5900.81		1945.91	3041.93	3431.71	3000.17	3013.86
O14545	O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	6112.31	6993.83	5215.72		7788.18	6178.7		5642.53	6170.26	7511.23	5597.34	7589.25
O14548	O14548	COX7R_HUMAN	COX7A2L	"Cytochrome c oxidase subunit 7A-related protein, mitochondrial"	15028.3	14065.4	14277		12819.4	11712.5		16080.7	14675	11556.8	15041.2	11680.6
O14558	O14558	HSPB6_HUMAN	HSPB6	Heat shock protein beta-6	41117.2	45328.5	40221.3	24961.1	49494.9	42693.3		18640.2	22909	24829	21071.8	24489.3
O14561	O14561	ACPM_HUMAN	NDUFAB1	"Acyl carrier protein, mitochondrial"	5201.94	14356.9	8812.38		14857.1	8901.05		12103.2	18374.1	17155.2	13543.1	17829.6
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	18602.7	39292.3	22508.2		38411.9	19889.2		27405.3	31760.3	35477.2	29809.9	35521.5
O14569	O14569	C56D2_HUMAN	CYB561D2	Transmembrane reductase CYB561D2	3744.7	3765.91	4416.76		4392.4	5415.56		5560.19	5529.5	3306.15	6642.05	3504.89
O14576	O14576	DC1I1_HUMAN	DYNC1I1	Cytoplasmic dynein 1 intermediate chain 1	3716.4	517.419			517.961	2095.79		1328.18		1201.83	1418.55	828.874
O14578	O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	1953.54	1820.5	1662.09		1851.76	1939.17		2593.83	2261.61	2979	2855.73	2680.65
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	17737.6	31434.6	24175.3		41892.3	32714		25972.8	34646	39429.9	33327.2	42297.4
O14593	O14593	RFXK_HUMAN	RFXANK	DNA-binding protein RFXANK	535.783	861.745	1359.72		969.064	690.561		744.59	1211.22	555.976	1043.26	960.107
O14594	O14594	NCAN_HUMAN	NCAN	Neurocan core protein	2204.62	3105.63	3507.99		3419.3	3196.67				1039.21		1380.26
O14602	O14602	IF1AY_HUMAN	EIF1AY	"Eukaryotic translation initiation factor 1A, Y-chromosomal"					1507.89			1887.26	2389.96	2815.5	2594.12	2895.57
O14613	O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2	2537.97	6222.53	3264.26		3780.9			2885.85	3702.9	1385.25	2316.6	1184.09
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	20535	19905.9	21725	20352.2	19823	21905.2		18821.7	19651.7	18974.5	19063.1	20318.6
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	19476.5	20117.2	17587.1		24540.9	15038.9		21177.2	25658.4	23644.7	21699.7	21749.1
O14639	O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	3647.74	3536.86	3111.11		3262.15	3412.68		1046.32	1478.36	1449.88	1725.7	1597.7
O14640	O14640	DVL1_HUMAN	DVL1	Segment polarity protein dishevelled homolog DVL-1	467.075				1082.65	893.874				789.349	451.468	546.561
O14641	O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	14517.7	15571.3	13380.5		15248.8	13158.3		14490.8	14199.9	13679.7	13659.4	13444.5
O14646	O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	2685.83	3082.4	2949.9		2611.6	2861.61		3141.08	3015.81	2364.34	2240.05	2610.73
O14647	Q3L8U1;Q9P2D1;Q9HCK8;O14646;O14647;Q8TD26	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6830.43	6671.82	6815.74		6867.69	8530.25		8006.39	6954.21	5501.59	7388.37	6553.54
O14653	O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	11030.9	9957.34	11181.8		10336.2	9126		12751.4	11261.8	11320.2	10941	12794.3
O14656	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8575.21	10310.6	10207.3	35942.2	13650.2	12440.7		7237.06	11059.1	12777.9	13196.2	13098.3
O14657	O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	8945.26	9797.85	8396.21	122898	12429.1	10741.5		13415.5	13088.4	14405.2	14498.1	14355.7
O14662	O14662	STX16_HUMAN	STX16	Syntaxin-16	4316.04	3987.92	3547.16		3769.78	3797.84		3781.25	2923.49	3395.41	3121.31	3421.06
O14672	O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	26919.1	22304.3	26421.5	27701.3	23832.6	23600.5		20925.2	19230.7	19323.6	19359.4	19916.9
O14678	O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	3239.01	2631	3628.16		2526.14	2778.97		4680.41	4396.76	2760.52	3504.35	3598.4
O14681	O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	35159.3	27142.5	42429.1	497721	26598.4	29589.7		27363.4	27863	29341.6	32497.3	30044.3
O14682	O14682	ENC1_HUMAN	ENC1	Ectoderm-neural cortex protein 1	9283.91	9060.05	11726.4		11157.9	10292.2		14940.6	18093.3	18477.4	18318.9	18854.7
O14683	O14683	P5I11_HUMAN	TP53I11	Tumor protein p53-inducible protein 11	9670.01	7190.49	8785.5		7272.38	9171.36		5486.34	4957.7	5410.44	6331.35	5853.23
O14686	O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	4445.91	7525.7	5426.15		9121.24	11950.2		4624.19	6004.03	10128.9	8622.81	11401
O14713	O14713	ITBP1_HUMAN	ITGB1BP1	Integrin beta-1-binding protein 1	898.64	1664.66			935.509	983.092		1148.75	1463.77	972.374	1098.08	1136.63
O14727	O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	3206.13	2682.53	2999.43		2618.66	3719.92		3023.31	2463.98	3240.71	2499.76	3173.79
O14730	O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	6060.4	7245.96	6972.6		6665.63	4960.39		4930.73	6938.09	5753.46	6166.75	4296.16
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	2211.65	2628.47			1985.59	2393.23		5063.61	3556.43	3674.3	3447.85	3527.57
O14733	O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1161.35				1525.22	1884.79		449.077	417.533	1487.4	1332.73	1924.74
O14734	O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	11158.6	9489.85	11564.7	16457.3	9738.2	13922.1		12987.8	11343.3	10483	11620.9	9169.38
O14735	O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	22327.8	24088.3	26253.1	33492.5	21602	20161.1		28534.9	23681.7	20767.8	24646.4	19723
O14737	O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	53764.5	50390.5	43743.8	267594	58955.1	43754.8		39732.6	40190	56462.6	43919.1	51363.4
O14744	O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	23623.6	27969.8	25521.1	43808.3	23780.1	20259.8		22690.6	23068.5	20380.9	19885	17761.3
O14745	O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	35459.3	40814.1	29711.3	55238.2	42835.8	28979.2		16648.7	19834.9	25401.3	19949.4	23799.6
O14757	O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1943.39	1775.04	1986.05		2576.77	2639.07		2703.94	2246.95	3016.78	3054.7	2374.57
O14763	O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3979.94	4418.34	2385.34		5868.24	3255.78		3243.1	5033.61	6504.37	5468.26	6398.12
O14773	O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	94996.2	136461	104078	174749	128327	70819.7		121564	137580	113112	115586	110505
O14776	O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	21329.7	22753.2	22317.8		23182	22047.7		21249.5	21122.6	21752.7	23490.4	21932.8
O14777	O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	2425.75	2573.02	2430.5		2802.99	2642.01		3879.63	3977.82	3746.77	3673.53	3922.15
O14782	O14782	KIF3C_HUMAN	KIF3C	Kinesin-like protein KIF3C	2057.55	3208.29	1977.95		1656	1898.48		2777.97	2278.68	1885.1	2150.98	1198.54
O14786	O14786	NRP1_HUMAN	NRP1	Neuropilin-1	17692.5	17751.9	18982.6	51958.5	19851.3	16959.9		14528.2	18290.2	18301.8	17855.8	17792.1
O14787	O14787	TNPO2_HUMAN	TNPO2	Transportin-2	19823.8	16361.5	13449		15693.8	15309.4		10875.2	13878.8	13377.2	9898.16	13982.7
O14795	O14795	UN13B_HUMAN	UNC13B	Protein unc-13 homolog B	5217.92	4462.92	4933.93		5623.32	5524.57		6722.47	6029.13	6007	6670.6	6199.24
O14798	O14798	TR10C_HUMAN	TNFRSF10C	Tumor necrosis factor receptor superfamily member 10C	2663.08	1409.16	1865.33		1072.38	1427.59		2259.56	2024.91	1870.81	2441.62	2131.23
O14802	O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	9176.54	7310.19	9727.5		7769.8	6014.94		7496.66	8089.09	6574.15	8654.12	5888.3
O14818	O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	122641	125629	124463	152813	135876	110294		121446	107989	119885	129747	105110
O14827	O14827	RGRF2_HUMAN	RASGRF2	Ras-specific guanine nucleotide-releasing factor 2	5151.38	3093.03	4178.93		4717.05	4004.08		4985.17	6310.75	6496.14	6550.64	5688.78
O14828	O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	20972.1	18068.8	19482.5	26626.8	22126.9	22705.2		18257	17496.9	19842.8	21203.7	18899.6
O14832	O14832	PAHX_HUMAN	PHYH	"Phytanoyl-CoA dioxygenase, peroxisomal"	3395.34	3332.92	2076.96		3375.38	2870.56		3437.96	3936.1	3565.38	3881.42	3123.72
O14841	O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	5267.08	4826.94	4906.11	61752.5	5050.57	5837.15		4548.77	3491.66	4711.5	4519.82	4381.12
O14874	O14874	BCKD_HUMAN	BCKDK	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"	9129.48	12617.7	11316.1		11843.8	11278.9		12156.1	11197.6	12482.3	14149.4	13456.2
O14879	O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3115.7	2443.21	3061.16		2864.65	3521.52		2841.05	3140.76	2922.67	3808.73	3163.24
O14880	O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	31660.9	8957.96	27417	183185	11928.6	59842.3		12087	12719.4	23681.8	32684.5	24183.4
O14893	O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	5889.38	7988.86	5798		7326.63	5622.65		6830.89	7227.31	6185.93	6367.88	6696.13
O14907	O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	9039.29	11478.7	10713.4	29652.9	16405.5	13403.6		10140.2	10938	19764.5	22050.2	21843
O14908	O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	18258.4	15412.2	16600.4	30620.3	20396.9	21211.7		15027.9	15073.8	19475.8	20262.1	21154.3
O14910	O14910;Q9HAP6	LIN7A_HUMAN	LIN7A	Protein lin-7 homolog A	7560.69	8232.33	8780.77		9492.76	7157.9		7987.72	8395.57	9369.37	8360.28	9249.17
O14917	O14917	PCD17_HUMAN	PCDH17	Protocadherin-17					502.789			1707.73	1429.49	1309.68	988.872	1336.09
O14920	O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	14716	19171.8	13355.6		14413.1	12781.4		11866.2	14911.3	14049.6	12371.4	12387.8
O14925	Q5SRD1;O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	8823.96	11438.1	10608.1		10061.7	7994.27		14435.4	14666.3	11930.3	13724.4	10446.5
O14929	O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	3830.15	5209.46	4992.14		5746.14	6714.5		5480.46	8412.45	6929.17	7091.77	7105.64
O14933	O14933	UB2L6_HUMAN	UBE2L6	Ubiquitin/ISG15-conjugating enzyme E2 L6	10604.2	11736.3	9517.93		10763.9	10955.3		8455.14	11788.4	10675.1	8618.13	10000.9
O14936	O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	23804.8	21484.6	25368.1		23788.8	24392.3		24781.1	23029.4	24656.9	27670.9	22381.5
O14939	O14939	PLD2_HUMAN	PLD2	Phospholipase D2	5396.95	5013.97	7445.21		4689.78	5534.82		2690.55	2811.86	2762.28	3053.07	2659.58
O14949	O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	41013.6	47861.5	43789.3	53964.5	48511.7	37084.9		56581.5	53071.5	52210.5	56238.3	53551.6
