Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_33_1_1 Spectral Count	female_33_2_2 Spectral Count	female_33_3_3 Spectral Count	female_37_1_1 Spectral Count	female_37_2_2 Spectral Count	female_37_3_3 Spectral Count	male_33_1_1 Spectral Count	male_33_2_2 Spectral Count	male_33_3_3 Spectral Count	male_37_1_1 Spectral Count	male_37_2_2 Spectral Count	male_37_3_3 Spectral Count	female_33_1_1 Unique Spectral Count	female_33_2_2 Unique Spectral Count	female_33_3_3 Unique Spectral Count	female_37_1_1 Unique Spectral Count	female_37_2_2 Unique Spectral Count	female_37_3_3 Unique Spectral Count	male_33_1_1 Unique Spectral Count	male_33_2_2 Unique Spectral Count	male_33_3_3 Unique Spectral Count	male_37_1_1 Unique Spectral Count	male_37_2_2 Unique Spectral Count	male_37_3_3 Unique Spectral Count	female_33_1_1 Total Spectral Count	female_33_2_2 Total Spectral Count	female_33_3_3 Total Spectral Count	female_37_1_1 Total Spectral Count	female_37_2_2 Total Spectral Count	female_37_3_3 Total Spectral Count	male_33_1_1 Total Spectral Count	male_33_2_2 Total Spectral Count	male_33_3_3 Total Spectral Count	male_37_1_1 Total Spectral Count	male_37_2_2 Total Spectral Count	male_37_3_3 Total Spectral Count	female_33_1_1 Intensity	female_33_2_2 Intensity	female_33_3_3 Intensity	female_37_1_1 Intensity	female_37_2_2 Intensity	female_37_3_3 Intensity	male_33_1_1 Intensity	male_33_2_2 Intensity	male_33_3_3 Intensity	male_37_1_1 Intensity	male_37_2_2 Intensity	male_37_3_3 Intensity	female_33_1_1 MaxLFQ Intensity	female_33_2_2 MaxLFQ Intensity	female_33_3_3 MaxLFQ Intensity	female_37_1_1 MaxLFQ Intensity	female_37_2_2 MaxLFQ Intensity	female_37_3_3 MaxLFQ Intensity	male_33_1_1 MaxLFQ Intensity	male_33_2_2 MaxLFQ Intensity	male_33_3_3 MaxLFQ Intensity	male_37_1_1 MaxLFQ Intensity	male_37_2_2 MaxLFQ Intensity	male_37_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	1.0	0.999	7	36	36	36	1	4	2	2	5	3	3	4	5	0	3	4	1	4	2	2	5	3	3	4	5	0	3	4	1	4	2	2	5	3	3	4	5	0	3	4	5292003.0	1.16267008E8	1.9814E7	2.05241E7	4.79056E7	2.2802396E7	2.4837382E7	2.117308E7	3.5972412E7	0.0	1.26943968E8	3.7089096E7	0.0	1.5571149E7	0.0	2.2943514E7	1.7685588E7	2.5231884E7	1.9194946E7	1.5851763E7	2.899121E7	0.0	2.3663478E7	3.9048608E7	
sp|A6NDR6|ME3L1_HUMAN	A6NDR6	ME3L1_HUMAN	MEIS3P1	274	Homo sapiens OX=9606	5:Protein uncertain	Putative homeobox protein Meis3-like 1	0.9961	0.9974	2	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|O00470|MEIS1_HUMAN, sp|O14770|MEIS2_HUMAN, sp|Q99687|MEIS3_HUMAN
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	Homo sapiens OX=9606	1:Experimental evidence at protein level	RAB7A-interacting MON1-CCZ1 complex subunit 1	1.0	0.999	3	11	11	11	1	1	0	1	0	1	1	2	1	0	1	2	1	1	0	1	0	1	1	2	1	0	1	2	1	1	0	1	0	1	1	2	1	0	1	2	1.3845204E7	0.0	0.0	1.0078414E7	0.0	1.4021759E7	1.7402236E7	1.65239E7	0.0	0.0	1.6171512E7	1.4184401E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NGU5|GGT3_HUMAN	A6NGU5	GGT3_HUMAN	GGT3P	568	Homo sapiens OX=9606	5:Protein uncertain	Putative glutathione hydrolase 3 proenzyme	1.0	0.999	4	10	0	10	0	0	1	2	2	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	1	1	1	0.0	0.0	0.0	1.5421187E7	1.958764E7	2.4073416E7	0.0	0.0	0.0	9796735.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0953708E7	1.3585829E7	0.0	0.0	0.0	0.0	0.0	0.0	sp|P19440|GGT1_HUMAN, sp|P36268|GGT2_HUMAN
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha chain-like 3	0.9937	0.999	8	1	1	162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	15	17	18	8	14	13	9	15	14	7	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5411824.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens OX=9606	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.999	26	107	107	107	7	5	8	4	9	3	11	14	11	11	8	16	7	5	8	4	9	3	11	14	11	11	8	16	7	5	8	4	9	3	11	14	11	11	8	16	7.307308E7	5.5869472E7	9.4656416E7	3.9033016E7	8.1822496E7	3.4507412E7	1.03504904E8	1.13955296E8	1.18068488E8	7.1560496E7	5.0638016E7	1.48125376E8	1.5940809E7	2.4106496E7	2.0668194E7	2.1138856E7	2.7186214E7	2.227884E7	3.161102E7	3.0828254E7	3.1052228E7	3.1638832E7	3.2518954E7	3.2014978E7	
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein unc-119 homolog B	1.0	0.999	6	44	36	44	4	6	5	2	2	2	2	5	5	3	5	3	4	4	4	2	2	2	1	4	4	3	4	2	4	6	5	2	2	2	2	5	5	3	5	3	4.3943212E7	3.7413424E7	5.121752E7	3.4503584E7	1.6494441E7	2.3323476E7	1.9049916E7	7.4220896E7	7.1075312E7	4.276748E7	3.687098E7	4.4634416E7	2.5269354E7	1.8956522E7	3.032778E7	2.038382E7	0.0	0.0	0.0	2.5531164E7	2.6939466E7	2.534856E7	2.1570912E7	2.613872E7	
sp|A6NJ78|MET15_HUMAN	A6NJ78	MET15_HUMAN	METTL15	407	Homo sapiens OX=9606	1:Experimental evidence at protein level	12S rRNA N4-methylcytidine (m4C) methyltransferase	0.965	0.999	1	7	7	7	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0.0	0.0	0.0	0.0	4222471.0	3505330.8	0.0	0.0	0.0	5209393.5	0.0	7968615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NKD9|CC85C_HUMAN	A6NKD9	CC85C_HUMAN	CCDC85C	419	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 85C	1.0	0.999	5	7	7	7	0	0	0	0	1	0	0	2	2	1	1	0	0	0	0	0	1	0	0	2	2	1	1	0	0	0	0	0	1	0	0	2	2	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4225501.0	3068911.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NNZ2|TBB8B_HUMAN	A6NNZ2	TBB8B_HUMAN	TUBB8B	444	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta 8B	0.989	0.9886	13	3	3	1003	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	97	84	86	89	72	86	78	85	83	80	87	76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6ZKI3|RTL8C_HUMAN	A6ZKI3	RTL8C_HUMAN	RTL8C	113	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retrotransposon Gag-like protein 8C	1.0	0.999	6	44	11	44	3	2	3	5	4	5	2	4	4	5	3	4	1	1	1	1	1	1	1	1	1	0	1	1	3	2	3	5	4	5	2	4	4	5	3	4	6.903016E7	1.19600536E8	1.24891648E8	9.0220256E7	1.47068528E8	1.77321424E8	1.4456336E8	1.55267136E8	1.5473448E8	2.6634792E7	1.15075592E8	1.17906552E8	4.0155396E7	7.1881584E7	6.1904372E7	3.4766504E7	6.949608E7	7.1185328E7	7.316096E7	8.3415888E7	7.6608952E7	5.5071764E7	7.9856056E7	7.7066128E7	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C	1.0	0.999	8	37	1	37	2	3	4	4	3	1	7	2	6	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	2	3	4	4	3	1	7	2	6	1	1	3	3.186917E7	2.3735244E7	3.6892908E7	2.2775968E7	1.5763346E7	0.0	3.1421046E7	2807075.5	8577155.0	0.0	2785205.5	1.8216052E7	1.5931571E7	1.6810234E7	1.757979E7	2.8850396E7	1.5415419E7	0.0	1.4913578E7	0.0	0.0	0.0	0.0	0.0	
sp|A8MTT3|CEBOS_HUMAN	A8MTT3	CEBOS_HUMAN	CEBPZOS	80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein CEBPZ	0.7603	0.9914	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	5834042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens OX=9606	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	1.0	0.999	4	56	0	56	5	4	7	3	6	5	3	4	6	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	5	4	7	3	6	5	3	4	6	3	5	5	2.87122016E8	6.7870227E8	6.825545E8	5.36214752E8	5.4145459E8	5.7714797E8	6.569847E8	6.893456E7	6.6816269E8	2.40967392E8	5.20049344E8	5.03683712E8	2.708672E8	3.56562368E8	3.63800512E8	3.812016E8	2.84913696E8	3.07627392E8	4.7042288E8	6.677758E7	3.36855744E8	4.91223552E8	2.44144528E8	3.44381248E8	sp|P62308|RUXG_HUMAN
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase NUDT19	1.0	0.999	4	9	9	9	1	2	0	0	2	0	0	0	0	0	1	3	1	2	0	0	2	0	0	0	0	0	1	3	1	2	0	0	2	0	0	0	0	0	1	3	1.6596534E7	1.3757407E7	0.0	0.0	1.0522181E7	0.0	0.0	0.0	0.0	0.0	2.3568066E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIF4G domain-containing protein	0.9999	0.999	3	4	4	4	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RUZ4|SMIM1_HUMAN	B2RUZ4	SMIM1_HUMAN	SMIM1	78	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small integral membrane protein 1	0.9587	0.9988	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7106944.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B3KU38|IQIP1_HUMAN	B3KU38	IQIP1_HUMAN	IQCJ-SCHIP1	563	Homo sapiens OX=9606	1:Experimental evidence at protein level	IQCJ-SCHIP1 readthrough transcript protein	0.9999	0.9989	3	3	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7329296E7	1.9708984E7	3281163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DPB3|SCHI1_HUMAN
sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	GPHRA_HUMAN	GPR89A	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi pH regulator A	0.965	0.999	1	9	0	9	1	0	0	1	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	2	1	0	0.0	0.0	0.0	6459712.0	1.3102238E7	0.0	0.0	9400727.0	0.0	8348206.0	7450963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0CG08|GPHRB_HUMAN
sp|C4AMC7|WASH3_HUMAN	C4AMC7	WASH3_HUMAN	WASH3P	463	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative WAS protein family homolog 3	1.0	0.999	10	45	0	45	4	2	2	3	5	4	6	3	2	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	5	4	6	3	2	4	6	4	1.753656E7	2.6118752E7	1.6727923E7	2.0948276E7	2.6095892E7	4.2605644E7	3.9427568E7	1.6759596E7	2.3239902E7	2.1639388E7	4.2784072E7	4.8248044E7	0.0	1.5141631E7	0.0	0.0	1.5128631E7	2.0281114E7	1.6029538E7	0.0	1.80951E7	1.9366324E7	1.727025E7	1.3505289E7	sp|Q6VEQ5|WASH2_HUMAN
sp|C9JLW8|MCRI1_HUMAN	C9JLW8	MCRI1_HUMAN	MCRIP1	97	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mapk-regulated corepressor-interacting protein 1	1.0	0.999	8	58	58	58	3	5	6	4	6	6	4	5	4	6	3	6	3	5	6	4	6	6	4	5	4	6	3	6	3	5	6	4	6	6	4	5	4	6	3	6	2.12672496E8	3.34772096E8	2.3953904E8	1.82394096E8	1.4653208E8	2.30208576E8	2.01813376E8	2.95096448E8	2.88641056E8	6.1599436E7	1.87992144E8	1.71995488E8	7.8428712E7	9.1033712E7	8.2427232E7	5.9181852E7	5.4247908E7	8.2830528E7	8.2406624E7	8.2254944E7	8.0595568E7	0.0	7.6559536E7	6.4243368E7	
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0	0.999	8	108	0	108	13	3	8	10	8	10	9	3	8	17	7	12	0	0	0	0	0	0	0	0	0	0	0	0	13	3	8	10	8	10	9	3	8	17	7	12	8.7151949E8	1.4922167E9	1.02568922E9	1.20117798E9	1.39474214E9	1.3777696E9	1.02080768E9	2.16326707E9	1.36721037E9	1.30663706E9	1.05797722E9	1.43344653E9	4.66142464E8	5.7016557E8	4.59113856E8	5.2199456E8	5.4165632E8	4.99770208E8	5.31781152E8	7.3577216E8	6.6969926E8	4.62109408E8	5.8519514E8	4.90011296E8	
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	Homo sapiens OX=9606	4:Protein predicted	Uncharacterized protein C11orf98	1.0	0.999	5	28	28	28	3	4	3	2	2	1	1	2	2	3	2	3	3	4	3	2	2	1	1	2	2	3	2	3	3	4	3	2	2	1	1	2	2	3	2	3	4.927728E7	5.1287832E7	5.370746E7	5.2027208E7	6.56774E7	4.2132704E7	4.6441664E7	5.793222E7	3.9238016E7	7.377596E7	4.917334E7	1.06498872E8	3.7804108E7	4.3878372E7	4.6045068E7	4.2158448E7	5.6445448E7	0.0	0.0	5.185298E7	0.0	3.778224E7	4.0237404E7	4.0496196E7	
sp|F8WCM5|INSR2_HUMAN	F8WCM5	INSR2_HUMAN	INS-IGF2	200	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Insulin, isoform 2	0.7073	0.9887	1	8	0	8	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	9.8508384E7	8.2704304E7	0.0	0.0	1.3398648E8	8.8396944E7	6.097112E7	1.178512E8	1.01988288E8	0.0	0.0	1.0283568E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01308|INS_HUMAN
sp|L0R6Q1|S35U4_HUMAN	L0R6Q1	S35U4_HUMAN	SLC35A4	103	Homo sapiens OX=9606	3:Protein inferred from homology	SLC35A4 upstream open reading frame protein	1.0	0.999	5	34	34	34	3	2	2	2	2	2	3	3	4	5	3	3	3	2	2	2	2	2	3	3	4	5	3	3	3	2	2	2	2	2	3	3	4	5	3	3	6.5416144E7	4.6499096E7	3.9350652E7	5.7467612E7	5.3869184E7	2.6475302E7	4.6426072E7	5.3728864E7	4.5161076E7	1.01285216E8	5.7665092E7	6.5449576E7	2.8364812E7	3.0524874E7	2.5943424E7	3.6390276E7	3.1907154E7	3.7400392E7	2.4502544E7	3.1455094E7	2.6726288E7	2.6229498E7	4.1062724E7	3.8729292E7	
sp|L0R819|ASURF_HUMAN	L0R819	ASURF_HUMAN	ASDURF	96	Homo sapiens OX=9606	1:Experimental evidence at protein level	ASNSD1 upstream open reading frame protein	1.0	0.999	2	12	12	12	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	2.8130736E7	2.759557E7	3.5650784E7	3.24478E7	2.3520744E7	3.5303436E7	2.0474562E7	1.9754616E7	2.5320786E7	2.2507892E7	2.74612E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	1.0	0.999	7	70	70	70	3	6	6	6	7	7	9	5	5	4	6	6	3	6	6	6	7	7	9	5	5	4	6	6	3	6	6	6	7	7	9	5	5	4	6	6	1.57986464E8	1.86099072E8	3.796224E8	3.01398912E8	2.05462608E8	2.77301216E8	4.31842304E8	2.4961248E8	2.03216656E8	1.85451584E8	2.82620512E8	2.53155328E8	8.91878E7	8.0923656E7	8.827344E7	9.8144112E7	5.527546E7	7.8194184E7	1.01873968E8	9.9497776E7	9.8456472E7	8.8463016E7	1.12000632E8	9.9240448E7	
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1.0	0.999	15	91	91	91	8	9	5	4	6	8	12	10	12	6	7	4	8	9	5	4	6	8	12	10	12	6	7	4	8	9	5	4	6	8	12	10	12	6	7	4	9.0003664E7	1.68088736E8	7.0240784E7	5.8609504E7	7.3220024E7	7.0187616E7	1.3404888E8	2.1394832E8	1.90235232E8	9.2303384E7	7.3143032E7	6.1638984E7	4.5093052E7	4.086772E7	4.540194E7	4.3167428E7	3.2307006E7	3.6705272E7	4.5570276E7	3.8693312E7	3.6074812E7	4.3422636E7	3.0499296E7	3.1718896E7	
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinesin-like protein KIF2A	1.0	0.999	21	99	96	99	6	9	7	7	9	7	12	9	6	8	9	10	5	9	7	7	9	7	12	8	6	7	9	10	6	9	7	7	9	7	12	9	6	8	9	10	8.759976E7	6.489716E7	3.4187832E7	4.8164352E7	9.2357152E7	6.362518E7	6.6352916E7	8.5332752E7	7.6355E7	5.7479844E7	1.0814128E8	1.04163176E8	2.4564046E7	1.996932E7	2.1983256E7	2.635643E7	3.2709642E7	2.812073E7	2.6076084E7	3.0369476E7	4.552662E7	2.8821018E7	3.2914754E7	3.3734856E7	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	1.0	0.999	17	22	22	152	3	1	2	1	3	1	1	0	2	3	2	3	3	1	2	1	3	1	1	0	2	3	2	3	16	12	12	15	14	13	11	15	9	12	12	11	1.912142E7	1.029206E7	2.7176024E7	1.3228228E7	2.4310384E7	0.0	8407050.0	0.0	2.3831812E7	3.0761276E7	3.3319148E7	7.7797432E7	0.0	0.0	1.9263886E7	0.0	1.8998854E7	0.0	0.0	0.0	3.1165606E7	8676318.0	2.4174416E7	4.2554296E7	
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	18	210	210	210	15	17	19	18	13	19	12	15	20	21	19	22	15	17	19	18	13	19	12	15	20	21	19	22	15	17	19	18	13	19	12	15	20	21	19	22	1.55055654E9	2.07059046E9	1.97379443E9	1.39442086E9	1.14190963E9	1.97002726E9	1.95930739E9	2.19391642E9	2.23775002E9	1.27341261E9	2.29338342E9	2.00622413E9	3.57981024E8	3.59481856E8	3.5394464E8	2.93829472E8	3.14464416E8	3.54610048E8	4.01695616E8	3.9787296E8	4.3606576E8	3.9068576E8	4.7098304E8	4.5368208E8	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	17	142	135	142	11	13	11	14	10	10	14	13	13	7	15	11	11	11	11	13	9	10	14	12	12	7	14	11	11	13	11	14	10	10	14	13	13	7	15	11	5.8587002E8	6.6512038E8	5.651008E8	3.98544896E8	6.349145E8	5.15628672E8	7.6867469E8	9.6323597E8	8.4742278E8	1.73860272E8	6.4113165E8	5.18125216E8	1.64230112E8	1.950576E8	2.11294432E8	1.97998448E8	2.11596944E8	1.88779408E8	2.17464048E8	2.29850672E8	2.01476592E8	9.2957472E7	2.09434784E8	1.74267248E8	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	50	379	379	379	28	33	36	34	41	39	26	23	33	26	28	32	28	33	36	34	41	39	26	23	33	26	28	32	28	33	36	34	41	39	26	23	33	26	28	32	9.3954816E8	1.26733274E9	1.37772749E9	1.85877248E9	1.69042483E9	1.73405786E9	7.3844384E8	9.4583731E8	6.5177376E8	5.6147437E8	1.2480128E9	9.4127328E8	1.88231216E8	1.8465008E8	1.91017776E8	2.1835008E8	2.1939096E8	2.05005936E8	1.14863312E8	1.051272E8	1.0460964E8	1.07714616E8	1.46703968E8	1.4494712E8	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	1.0	0.999	12	79	79	79	5	9	8	6	9	8	5	6	7	7	6	3	5	9	8	6	9	8	5	6	7	7	6	3	5	9	8	6	9	8	5	6	7	7	6	3	2.6491336E8	2.04507952E8	2.17932784E8	1.86383152E8	2.52055536E8	1.94143808E8	1.4415728E8	1.73969328E8	1.34905312E8	1.26366352E8	1.60624464E8	1.06966416E8	6.3770624E7	5.454956E7	6.4226612E7	8.7803448E7	5.9365788E7	5.8603516E7	5.1111284E7	5.4231236E7	4.5727928E7	6.5313048E7	4.5229564E7	5.5431452E7	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens OX=9606	1:Experimental evidence at protein level	HCLS1-associated protein X-1	1.0	0.9988	5	16	16	16	1	0	0	2	2	1	2	2	1	1	2	2	1	0	0	2	2	1	2	2	1	1	2	2	1	0	0	2	2	1	2	2	1	1	2	2	1255218.9	0.0	0.0	1.0867544E7	948201.9	561143.0	588758.6	7692778.0	419284.44	1457868.9	9362896.0	1119459.5	0.0	0.0	0.0	6596376.0	0.0	0.0	0.0	7762666.5	0.0	0.0	1.2148872E7	0.0	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens OX=9606	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	11	103	103	103	9	10	7	7	8	10	8	8	10	7	11	8	9	10	7	7	8	10	8	8	10	7	11	8	9	10	7	7	8	10	8	8	10	7	11	8	1.8187072E8	1.39291597E9	2.1239512E8	1.85790336E8	2.18654416E8	2.45635072E8	2.29412208E8	2.17684848E8	2.49380656E8	1.1961556E8	2.4004896E8	2.07979744E8	6.6958064E7	7.6158144E7	7.5613624E7	7.075048E7	5.9692088E7	7.4780568E7	7.6394408E7	7.2611232E7	7.605236E7	6.721108E7	6.980484E7	6.6105856E7	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	9	37	37	37	2	3	4	2	4	1	1	6	3	4	4	3	2	3	4	2	4	1	1	6	3	4	4	3	2	3	4	2	4	1	1	6	3	4	4	3	1.4798009E7	1.777124E7	5.4249092E7	0.0	3.9697676E7	1.6467666E7	0.0	4.37648E7	2.4982748E7	2.0734674E7	3.822368E7	2.2687062E7	0.0	0.0	3.2486146E7	0.0	1.9018628E7	0.0	0.0	1.7707312E7	0.0	1.9522118E7	1.715207E7	2.9507358E7	
sp|O00182|LEG9_HUMAN	O00182	LEG9_HUMAN	LGALS9	355	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-9	0.9544	0.9987	1	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
