Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Spectral Count	96_Lucy_astrolysis_M_60ng Spectral Count	97_Lucy_astrolysis_F_60ng Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Unique Spectral Count	96_Lucy_astrolysis_M_60ng Unique Spectral Count	97_Lucy_astrolysis_F_60ng Unique Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Total Spectral Count	96_Lucy_astrolysis_M_60ng Total Spectral Count	97_Lucy_astrolysis_F_60ng Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Intensity	96_Lucy_astrolysis_M_60ng Intensity	97_Lucy_astrolysis_F_60ng Intensity	102_Lucy_astrolysis_FT_60ng_reinject Unique Intensity	96_Lucy_astrolysis_M_60ng Unique Intensity	97_Lucy_astrolysis_F_60ng Unique Intensity	102_Lucy_astrolysis_FT_60ng_reinject Total Intensity	96_Lucy_astrolysis_M_60ng Total Intensity	97_Lucy_astrolysis_F_60ng Total Intensity	Indistinguishable Proteins
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	15.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntenin-1	1.0000	0.9990	4	15	15	15	6	5	4	6	5	4	6	5	4	4.06726144E8	2.295808E8	3.65530784E8	4.06726144E8	2.295808E8	3.65530784E8	4.06726144E8	2.295808E8	3.65530784E8	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0000	0.9985	4	5	5	5	2	0	3	2	0	3	2	0	3	3.8526784E7	1.9408628E7	3.4826124E7	3.8526784E7	1.9408628E7	3.4826124E7	3.8526784E7	1.9408628E7	3.4826124E7	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	32.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 56	1.0000	0.9990	19	55	55	55	16	21	18	16	21	18	16	21	18	2.63472864E8	3.0094688E8	4.0001168E8	2.63472864E8	3.0094688E8	4.0001168E8	2.63472864E8	3.0094688E8	4.0001168E8	
sp|O00592|PODXL_HUMAN	O00592	PODXL_HUMAN	PODXL	558	8.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Podocalyxin	1.0000	0.9990	4	4	4	4	0	4	0	0	4	0	0	4	0	5.1079736E7	1.39918592E8	2.2743344E7	5.1079736E7	1.39918592E8	2.2743344E7	5.1079736E7	1.39918592E8	2.2743344E7	
sp|O00622|CCN1_HUMAN	O00622	CCN1_HUMAN	CCN1	381	32.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCN family member 1	1.0000	0.9990	10	25	25	25	10	9	6	10	9	6	10	9	6	1.29678616E8	1.54376384E8	1.1843704E8	1.29678616E8	1.54376384E8	1.1843704E8	1.29678616E8	1.54376384E8	1.1843704E8	
sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pirin	1.0000	0.9990	2	5	5	5	2	2	1	2	2	1	2	2	1	1.0957823E7	4.165268E7	1.204443E7	1.0957823E7	4.165268E7	1.204443E7	1.0957823E7	4.165268E7	1.204443E7	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	11.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0000	0.9990	8	20	8	20	6	6	8	2	3	3	6	6	8	3.66204544E8	3.0149552E8	3.4453776E8	2.35340192E8	2.36760032E8	2.45602112E8	3.66204544E8	3.0149552E8	3.4453776E8	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0000	0.9990	4	9	9	9	3	3	3	3	3	3	3	3	3	1.03358256E8	9.2551344E7	1.17625664E8	1.03358256E8	9.2551344E7	1.17625664E8	1.03358256E8	9.2551344E7	1.17625664E8	
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	7.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal alpha-mannosidase	1.0000	0.9990	6	14	14	14	5	5	4	5	5	4	5	5	4	1.14912672E8	1.13237176E8	1.43448864E8	1.14912672E8	1.13237176E8	1.43448864E8	1.14912672E8	1.13237176E8	1.43448864E8	
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	18.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal kinase	1.0000	0.9990	5	11	11	11	3	3	5	3	3	5	3	3	5	2.16709568E8	1.6608872E8	1.79665056E8	2.16709568E8	1.6608872E8	1.79665056E8	2.16709568E8	1.6608872E8	1.79665056E8	
sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stearoyl-CoA desaturase	1.0000	0.9990	3	13	13	13	4	6	3	4	6	3	4	6	3	7.088156E7	1.09737856E8	1.06422976E8	7.088156E7	1.09737856E8	1.06422976E8	7.088156E7	1.09737856E8	1.06422976E8	
sp|O14497|ARI1A_HUMAN	O14497	ARI1A_HUMAN	ARID1A	2285	9.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1A	1.0000	0.9990	14	24	24	24	9	7	8	9	7	8	9	7	8	7.4210424E7	7.2536656E7	6.6877984E7	7.4210424E7	7.2536656E7	6.6877984E7	7.4210424E7	7.2536656E7	6.6877984E7	
sp|O14530|TXND9_HUMAN	O14530	TXND9_HUMAN	TXNDC9	226	29.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 9	1.0000	0.9990	7	20	20	20	9	5	6	9	5	6	9	5	6	1.8966544E8	1.425176E8	1.70368112E8	1.8966544E8	1.425176E8	1.70368112E8	1.8966544E8	1.425176E8	1.70368112E8	
sp|O14531|DPYL4_HUMAN	O14531	DPYL4_HUMAN	DPYSL4	572	21.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 4	1.0000	0.9990	10	21	21	21	3	11	7	3	11	7	3	11	7	1.1677396E8	1.87921232E8	1.47277904E8	1.1677396E8	1.87921232E8	1.47277904E8	1.1677396E8	1.87921232E8	1.47277904E8	
sp|O14545|TRAD1_HUMAN	O14545	TRAD1_HUMAN	TRAFD1	582	18.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	TRAF-type zinc finger domain-containing protein 1	1.0000	0.9990	10	23	23	23	4	11	8	4	11	8	4	11	8	6.3199312E7	8.2921216E7	5.2046864E7	6.3199312E7	8.2921216E7	5.2046864E7	6.3199312E7	8.2921216E7	5.2046864E7	
sp|O14548|COX7R_HUMAN	O14548	COX7R_HUMAN	COX7A2L	114	28.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	1.0000	0.9981	4	7	7	7	2	2	3	2	2	3	2	2	3	6.2483688E7	5.39756E7	4.5912612E7	6.2483688E7	5.39756E7	4.5912612E7	6.2483688E7	5.39756E7	4.5912612E7	
sp|O14558|HSPB6_HUMAN	O14558	HSPB6_HUMAN	HSPB6	160	29.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-6	1.0000	0.9990	4	15	15	15	6	3	6	6	3	6	6	3	6	6.4838726E8	2.87910016E8	6.7145856E8	6.4838726E8	2.87910016E8	6.7145856E8	6.4838726E8	2.87910016E8	6.7145856E8	
sp|O14562|UBFD1_HUMAN	O14562	UBFD1_HUMAN	UBFD1	309	18.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin domain-containing protein UBFD1	1.0000	0.9990	5	15	15	15	6	5	4	6	5	4	6	5	4	2.04749024E8	2.74545728E8	1.51226128E8	2.04749024E8	2.74545728E8	1.51226128E8	2.04749024E8	2.74545728E8	1.51226128E8	
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	15.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit epsilon	1.0000	0.9990	5	14	14	14	4	5	5	4	5	5	4	5	5	3.24284416E8	3.49199872E8	3.14055616E8	3.24284416E8	3.49199872E8	3.14055616E8	3.24284416E8	3.49199872E8	3.14055616E8	
sp|O14602|IF1AY_HUMAN	O14602	IF1AY_HUMAN	EIF1AY	144	27.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 1A, Y-chromosomal	1.0000	0.9985	5	2	2	10	0	2	0	0	2	0	3	3	4	0.0	0.0	0.0	0.0	0.0	0.0	1.74413312E8	7.4376072E7	8.7383992E7	
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	13.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit delta-1	1.0000	0.9990	14	32	32	32	12	7	13	12	7	13	12	7	13	1.85829648E8	1.30462488E8	2.3004632E8	1.85829648E8	1.30462488E8	2.3004632E8	1.85829648E8	1.30462488E8	2.3004632E8	
sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	16.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper chaperone for superoxide dismutase	1.0000	0.9990	5	8	8	8	3	3	2	3	3	2	3	3	2	1.59085856E8	1.4245784E8	8.7342608E7	1.59085856E8	1.4245784E8	8.7342608E7	1.59085856E8	1.4245784E8	8.7342608E7	
sp|O14641|DVL2_HUMAN	O14641	DVL2_HUMAN	DVL2	736	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Segment polarity protein dishevelled homolog DVL-2	1.0000	0.9990	7	14	9	14	3	6	5	2	3	4	3	6	5	4.5469396E7	5.1031816E7	1.3705446E7	3.4517928E7	3.331199E7	1.3705446E7	4.5469396E7	5.1031816E7	1.3705446E7	
sp|O14647|CHD2_HUMAN	O14647	CHD2_HUMAN	CHD2	1828	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 2	1.0000	0.9989	5	9	8	9	2	3	4	2	2	4	2	3	4	618850.4	1.5510146E7	1.6093768E7	618850.4	1.5510146E7	1.6093768E7	618850.4	1.5510146E7	1.6093768E7	
sp|O14653|GOSR2_HUMAN	O14653	GOSR2_HUMAN	GOSR2	212	11.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi SNAP receptor complex member 2	1.0000	0.9990	3	6	6	6	3	1	2	3	1	2	3	1	2	6.4371288E7	9.4991352E7	6.885528E7	6.4371288E7	9.4991352E7	6.885528E7	6.4371288E7	9.4991352E7	6.885528E7	
sp|O14656|TOR1A_HUMAN	O14656	TOR1A_HUMAN	TOR1A	332	11.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-1A	1.0000	0.9990	3	3	3	3	0	1	2	0	1	2	0	1	2	0.0	2.209311E7	2.1642604E7	0.0	2.209311E7	2.1642604E7	0.0	2.209311E7	2.1642604E7	
sp|O14672|ADA10_HUMAN	O14672	ADA10_HUMAN	ADAM10	748	21.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 10	1.0000	0.9990	11	33	33	33	11	8	14	11	8	14	11	8	14	1.78950272E8	5.0858016E7	1.72449264E8	1.78950272E8	5.0858016E7	1.72449264E8	1.78950272E8	5.0858016E7	1.72449264E8	
sp|O14683|P5I11_HUMAN	O14683	P5I11_HUMAN	TP53I11	189	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor protein p53-inducible protein 11	1.0000	0.9990	2	7	7	7	3	2	2	3	2	2	3	2	2	1.2983884E7	1.1420387E7	1.4345544E7	1.2983884E7	1.1420387E7	1.4345544E7	1.2983884E7	1.1420387E7	1.4345544E7	
sp|O14727|APAF_HUMAN	O14727	APAF_HUMAN	APAF1	1248	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Apoptotic protease-activating factor 1	1.0000	0.9989	3	3	3	3	0	1	2	0	1	2	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14735|CDIPT_HUMAN	O14735	CDIPT_HUMAN	CDIPT	213	9.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	1.0000	0.9989	2	3	3	3	0	1	2	0	1	2	0	1	2	1.32973112E8	1.7483292E7	3.38738432E8	1.32973112E8	1.7483292E7	3.38738432E8	1.32973112E8	1.7483292E7	3.38738432E8	
sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	56.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Programmed cell death protein 5	1.0000	0.9990	8	40	40	40	12	16	12	12	16	12	12	16	12	1.20911667E9	8.8499949E8	8.3265107E8	1.20911667E9	8.8499949E8	8.3265107E8	1.20911667E9	8.8499949E8	8.3265107E8	
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	15.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0000	0.9990	10	28	28	28	11	9	8	11	9	8	11	9	8	2.31721376E8	2.27726704E8	2.95367744E8	2.31721376E8	2.27726704E8	2.95367744E8	2.31721376E8	2.27726704E8	2.95367744E8	
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	SLC9A3R1	358	46.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.0000	0.9990	12	37	37	37	17	14	6	17	14	6	17	14	6	2.32707248E8	3.53829152E8	1.10676504E8	2.32707248E8	3.53829152E8	1.10676504E8	2.32707248E8	3.53829152E8	1.10676504E8	
sp|O14763|TR10B_HUMAN	O14763	TR10B_HUMAN	TNFRSF10B	440	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 10B	1.0000	0.9990	2	4	4	4	2	1	1	2	1	1	2	1	1	1.7037198E7	2.3327528E7	1.4361832E7	1.7037198E7	2.3327528E7	1.4361832E7	1.7037198E7	2.3327528E7	1.4361832E7	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0000	0.9990	5	16	16	16	5	5	6	5	5	6	5	5	6	6.1652147E8	5.14412096E8	4.98541376E8	6.1652147E8	5.14412096E8	4.98541376E8	6.1652147E8	5.14412096E8	4.98541376E8	
sp|O14777|NDC80_HUMAN	O14777	NDC80_HUMAN	NDC80	642	17.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinetochore protein NDC80 homolog	1.0000	0.9990	10	13	13	13	8	0	5	8	0	5	8	0	5	6.9972296E7	0.0	3.8155912E7	6.9972296E7	0.0	3.8155912E7	6.9972296E7	0.0	3.8155912E7	
sp|O14786|NRP1_HUMAN	O14786	NRP1_HUMAN	NRP1	923	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuropilin-1	1.0000	0.9990	7	13	13	13	7	0	6	7	0	6	7	0	6	5.9087764E7	2.4214016E7	3.7930008E7	5.9087764E7	2.4214016E7	3.7930008E7	5.9087764E7	2.4214016E7	3.7930008E7	
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	15.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 3	1.0000	0.9990	4	14	14	14	4	5	5	4	5	5	4	5	5	1.56723344E8	1.40335696E8	1.25684848E8	1.56723344E8	1.40335696E8	1.25684848E8	1.56723344E8	1.40335696E8	1.25684848E8	
sp|O14867|BACH1_HUMAN	O14867	BACH1_HUMAN	BACH1	736	8.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription regulator protein BACH1	1.0000	0.9990	5	7	7	7	4	2	1	4	2	1	4	2	1	1.1593386E7	2543593.0	0.0	1.1593386E7	2543593.0	0.0	1.1593386E7	2543593.0	0.0	
sp|O14874|BCKD_HUMAN	O14874	BCKD_HUMAN	BCKDK	412	6.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	1.0000	0.9990	2	3	3	3	1	0	2	1	0	2	1	0	2	5026354.5	0.0	0.0	5026354.5	0.0	0.0	5026354.5	0.0	0.0	
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	9.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 3	1.0000	0.9990	2	7	7	7	2	2	3	2	2	3	2	2	3	7126167.0	2.5496234E7	5.599314E7	7126167.0	2.5496234E7	5.599314E7	7126167.0	2.5496234E7	5.599314E7	
sp|O14907|TX1B3_HUMAN	O14907	TX1B3_HUMAN	TAX1BP3	124	31.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tax1-binding protein 3	1.0000	0.9990	3	11	11	11	3	5	3	3	5	3	3	5	3	2.98542848E8	3.6869792E8	1.82861712E8	2.98542848E8	3.6869792E8	1.82861712E8	2.98542848E8	3.6869792E8	1.82861712E8	
sp|O14908|GIPC1_HUMAN	O14908	GIPC1_HUMAN	GIPC1	333	27.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ domain-containing protein GIPC1	1.0000	0.9990	11	37	37	37	13	11	13	13	11	13	13	11	13	2.47800192E8	1.73926576E8	2.49304416E8	2.47800192E8	1.73926576E8	2.49304416E8	2.47800192E8	1.73926576E8	2.49304416E8	
sp|O14920|IKKB_HUMAN	O14920	IKKB_HUMAN	IKBKB	756	9.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit beta	1.0000	0.9989	3	6	2	6	3	2	1	2	0	0	3	2	1	2.0548382E7	1.855353E7	1.13561464E8	1281011.0	0.0	0.0	2.0548382E7	1.855353E7	1.13561464E8	
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	18.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim23	1.0000	0.9989	3	7	7	7	1	4	2	1	4	2	1	4	2	2.8865688E7	3.2690458E7	4.9281596E7	2.8865688E7	3.2690458E7	4.9281596E7	2.8865688E7	3.2690458E7	4.9281596E7	
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	6.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone acetyltransferase type B catalytic subunit	1.0000	0.9990	3	8	8	8	3	2	3	3	2	3	3	2	3	5.0400504E7	3.269074E7	4.7988096E7	5.0400504E7	3.269074E7	4.7988096E7	5.0400504E7	3.269074E7	4.7988096E7	
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peripheral plasma membrane protein CASK	1.0000	0.9990	7	12	12	12	2	5	5	2	5	5	2	5	5	4.3816512E7	1.06036656E8	6.7695832E7	4.3816512E7	1.06036656E8	6.7695832E7	4.3816512E7	1.06036656E8	6.7695832E7	
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	37.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 8	1.0000	0.9990	4	6	6	6	3	2	1	3	2	1	3	2	1	3.0293504E7	7.9112336E7	0.0	3.0293504E7	7.9112336E7	0.0	3.0293504E7	7.9112336E7	0.0	
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	30.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin regulatory light chain 12B	1.0000	0.9990	6	89	0	89	28	28	33	0	0	0	28	28	33	7.4942889E9	6.0612454E9	7.6194545E9	0.0	0.0	0.0	7.4942889E9	6.0612454E9	7.6194545E9	sp|P19105|ML12A_HUMAN
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	19.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hepatocyte growth factor-regulated tyrosine kinase substrate	1.0000	0.9990	16	49	49	49	14	16	19	14	16	19	14	16	19	3.68890144E8	3.4094128E8	3.00526752E8	3.68890144E8	3.4094128E8	3.00526752E8	3.68890144E8	3.4094128E8	3.00526752E8	
sp|O14976|GAK_HUMAN	O14976	GAK_HUMAN	GAK	1311	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-G-associated kinase	1.0000	0.9990	7	11	11	11	6	3	2	6	3	2	6	3	2	3.3348638E7	2.9188336E7	3.4377068E7	3.3348638E7	2.9188336E7	3.4377068E7	3.3348638E7	2.9188336E7	3.4377068E7	
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	21.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D-like	1.0000	0.9990	9	33	20	33	13	11	9	8	7	5	13	11	9	1.39815731E9	1.74739162E9	1.31770739E9	7.4892755E8	7.2017875E8	6.4841005E8	1.39815731E9	1.74739162E9	1.31770739E9	
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	17.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-1	1.0000	0.9990	19	58	58	58	19	20	19	19	20	19	19	20	19	4.45700192E8	3.6752192E8	6.1783552E8	4.45700192E8	3.6752192E8	6.1783552E8	4.45700192E8	3.6752192E8	6.1783552E8	
sp|O14981|BTAF1_HUMAN	O14981	BTAF1_HUMAN	BTAF1	1849	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	TATA-binding protein-associated factor 172	1.0000	0.9990	4	5	5	5	1	2	2	1	2	2	1	2	2	0.0	8312038.0	9166905.0	0.0	8312038.0	9166905.0	0.0	8312038.0	9166905.0	
sp|O15013|ARHGA_HUMAN	O15013	ARHGA_HUMAN	ARHGEF10	1369	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 10	1.0000	0.9990	5	8	8	8	4	0	4	4	0	4	4	0	4	1.5909478E7	2.592038E7	6.5982104E7	1.5909478E7	2.592038E7	6.5982104E7	1.5909478E7	2.592038E7	6.5982104E7	
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	16.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec16A	1.0000	0.9990	29	86	86	86	27	33	26	27	33	26	27	33	26	1.43104576E8	1.39331424E8	1.13807216E8	1.43104576E8	1.39331424E8	1.13807216E8	1.43104576E8	1.39331424E8	1.13807216E8	
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	14.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plexin-B2	1.0000	0.9990	23	60	60	60	21	21	18	21	21	18	21	21	18	1.1616424E8	9.4886008E7	1.19633848E8	1.1616424E8	9.4886008E7	1.19633848E8	1.1616424E8	9.4886008E7	1.19633848E8	
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	19.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	U2 snRNP-associated SURP motif-containing protein	1.0000	0.9990	14	36	36	36	10	14	12	10	14	12	10	14	12	8.6455456E7	1.10865472E8	1.34736624E8	8.6455456E7	1.10865472E8	1.34736624E8	8.6455456E7	1.10865472E8	1.34736624E8	
sp|O15056|SYNJ2_HUMAN	O15056	SYNJ2_HUMAN	SYNJ2	1496	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptojanin-2	1.0000	0.9990	11	24	22	24	11	6	7	10	6	6	11	6	7	7.6887968E7	8.1919928E7	6.9728304E7	5.9447368E7	6.641726E7	5.7396552E7	7.6887968E7	8.1919928E7	6.9728304E7	
sp|O15061|SYNEM_HUMAN	O15061	SYNEM_HUMAN	SYNM	1565	13.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synemin	1.0000	0.9990	16	21	21	21	3	18	0	3	18	0	3	18	0	2.724903E7	9.2092048E7	1.1394912E7	2.724903E7	9.2092048E7	1.1394912E7	2.724903E7	9.2092048E7	1.1394912E7	
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoribosylformylglycinamidine synthase	1.0000	0.9990	20	62	62	62	22	21	19	22	21	19	22	21	19	2.79928032E8	2.87125376E8	1.98969632E8	2.79928032E8	2.87125376E8	1.98969632E8	2.79928032E8	2.87125376E8	1.98969632E8	
sp|O15069|NACAD_HUMAN	O15069	NACAD_HUMAN	NACAD	1562	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	NAC-alpha domain-containing protein 1	1.0000	0.9990	4	4	4	4	0	3	1	0	3	1	0	3	1	0.0	1.7727984E7	1.7954516E7	0.0	1.7727984E7	1.7954516E7	0.0	1.7727984E7	1.7954516E7	
sp|O15075|DCLK1_HUMAN	O15075	DCLK1_HUMAN	DCLK1	740	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase DCLK1	1.0000	0.9990	5	8	8	8	2	5	1	2	5	1	2	5	1	2.4499718E7	8.6473184E7	9951352.0	2.4499718E7	8.6473184E7	9951352.0	2.4499718E7	8.6473184E7	9951352.0	
sp|O15084|ANR28_HUMAN	O15084	ANR28_HUMAN	ANKRD28	1053	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	1.0000	0.9990	3	6	5	6	2	1	3	2	1	2	2	1	3	4801786.5	0.0	6296578.5	4801786.5	0.0	6296578.5	4801786.5	0.0	6296578.5	
sp|O15118|NPC1_HUMAN	O15118	NPC1_HUMAN	NPC1	1278	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 1	1.0000	0.9990	6	9	9	9	2	5	2	2	5	2	2	5	2	1.02346472E8	1.47059392E8	1.02638056E8	1.02346472E8	1.47059392E8	1.02638056E8	1.02346472E8	1.47059392E8	1.02638056E8	
sp|O15126|SCAM1_HUMAN	O15126	SCAM1_HUMAN	SCAMP1	338	16.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 1	1.0000	0.9990	7	18	18	18	7	5	6	7	5	6	7	5	6	1.24193184E8	8.793248E7	1.29455736E8	1.24193184E8	8.793248E7	1.29455736E8	1.24193184E8	8.793248E7	1.29455736E8	
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 2	1.0000	0.9990	2	4	4	4	1	2	1	1	2	1	1	2	1	1.6583424E8	1.37420512E8	1.60080144E8	1.6583424E8	1.37420512E8	1.60080144E8	1.6583424E8	1.37420512E8	1.60080144E8	
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B	1.0000	0.9990	10	54	54	54	15	22	17	15	22	17	15	22	17	6.5994509E8	5.1087472E8	6.5057286E8	6.5994509E8	5.1087472E8	6.5057286E8	6.5994509E8	5.1087472E8	6.5057286E8	
