Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-31_4280.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_18ng_3-12-2024_Slot2-32_4281.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_18ng_3-12-2024_Slot2-33_4282.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_18ng_3-12-2024_Slot2-34_4283.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_18ng_3-12-2024_Slot2-35_4284.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_18ng_3-12-2024_Slot2-36_4285.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-25_4274.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_18ng_3-11-2024_Slot2-26_4275.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_18ng_3-11-2024_Slot2-27_4276.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_18ng_3-11-2024_Slot2-28_4277.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_18ng_3-11-2024_Slot2-29_4278.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_18ng_3-11-2024_Slot2-30_4279.d
CONT|P01044|KNG1_BOVIN	CONT|P01044|KNG1_BOVIN;CONT|P01045|KNG2_BOVIN	Kininogen-1	Kininogen-1		172590	124278	198140	666863	1.91091e+06	1.83276e+06	176465	167557	194897	217174	289225	481911
CONT|P01045|KNG2_BOVIN	CONT|P01045|KNG2_BOVIN	Kininogen-2	Kininogen-2		11077.8	12614	19809.6	54118.4	162099	152480	16010.2	11554.3	14843.8	14310.5	23225.3	46416.5
CONT|P01966|HBA_BOVIN	CONT|P01966|HBA_BOVIN	Hemoglobin	Hemoglobin		1.63834e+06	1.46841e+06	1.44051e+06	1.75897e+06	1.30363e+06	1.24453e+06	1.49268e+06	1.53995e+06	1.54825e+06	396364	660578	1.06861e+06
CONT|P02070|HBB_BOVIN	CONT|P02070|HBB_BOVIN	Hemoglobin	Hemoglobin		21200.8	19141.4	18140.9	10890.7	19004	18026.5	15043	16417.2	19626.8	7705.53	6446.89	9517.82
CONT|P02081|HBBF_BOVIN	CONT|P02081|HBBF_BOVIN	Hemoglobin	Hemoglobin		1.6868e+06	1.59509e+06	1.08992e+06	697244	721354	795050	1.28554e+06	1.32617e+06	1.33274e+06	260373	540105	495051
CONT|P02584|PROF1_BOVIN	CONT|P02584|PROF1_BOVIN	Profilin-1	Profilin-1		5593.46	7172.82	7628.76				5931.92	5532.17				
CONT|P02672|FIBA_BOVIN	CONT|P02672|FIBA_BOVIN	Fibrinogen	Fibrinogen		104441	70602	82924	109494	244181	260560	64924	90063.3	81428.8	49303.5	36702.5	56460.3
CONT|P02676|FIBB_BOVIN	CONT|P02676|FIBB_BOVIN	Fibrinogen	Fibrinogen		93592.9	56910.3	63176.5	84030.7	183658	173765	47893.6	72352.2	64537.1	42229.7	22621.1	32933.2
CONT|P02769|ALBU_BOVIN	CONT|P02769|ALBU_BOVIN	Albumin	Albumin		2.05704e+06	1.33696e+06	1.69093e+06	4.99368e+06	1.18614e+07	1.17983e+07	1.51494e+06	1.68934e+06	1.62648e+06	1.70989e+06	3.02542e+06	4.01803e+06
CONT|P04258|CO3A1_BOVIN	CONT|P04258|CO3A1_BOVIN	Collagen	Collagen		8228.3	6764.66	9375.98			9946.55		1969.91	2848.92	600.14	1021.06	
CONT|P06868|PLMN_BOVIN	CONT|P06868|PLMN_BOVIN	Plasminogen	Plasminogen		232288	229333	186734	164837	333361	352837	150124	129962	126941	59430.9	69442.5	104993
CONT|P07224|PROS_BOVIN	CONT|P07224|PROS_BOVIN	Vitamin	Vitamin		9132.07	4047.14	7407.74	16363.6	29492.4	33651.1	8143.01	9711	10314.6	8536.66	7270.57	9125.04
CONT|P12763|FETUA_BOVIN	CONT|P12763|FETUA_BOVIN	Alpha-2-HS-glycoprotein	Alpha-2-HS-glycoprotein		539854	435197	537559	1.93913e+06	3.37065e+06	2.69652e+06	549091	504352	526732	616837	619550	1.51753e+06
CONT|P15497|APOA1_BOVIN	CONT|P15497|APOA1_BOVIN	Apolipoprotein	Apolipoprotein		1.21242e+06	1.1056e+06	1.30934e+06	1.98203e+06	2.03816e+06	2.18355e+06	965427	912306	867600	612623	736070	1.14912e+06
CONT|P17690|APOH_BOVIN	CONT|P17690|APOH_BOVIN	Beta-2-glycoprotein	Beta-2-glycoprotein		60376.9	40676.9	83159.5	242081	749268	655040	55794.7	57354.9	111965	73711.5	165805	177100
CONT|P17697|CLUS_BOVIN	CONT|P17697|CLUS_BOVIN	Clusterin	Clusterin		705709	665429	535613	184630	239146	239120	572705	633601	607692	45617.7	62727.5	146632
CONT|P28800|A2AP_BOVIN	CONT|P28800|A2AP_BOVIN	Alpha-2-antiplasmin	Alpha-2-antiplasmin		303369	264918	327748	257330	371756	374170	305186	299869	315505	42644.5	48781.9	125701
CONT|P34955|A1AT_BOVIN	CONT|P34955|A1AT_BOVIN	Alpha-1-antiproteinase	Alpha-1-antiproteinase		1.9637e+06	1.51049e+06	1.61806e+06	1.48072e+06	2.18756e+06	2.20334e+06	1.78696e+06	1.87339e+06	1.75009e+06	300767	339666	839640
CONT|P35445|COMP_BOVIN	P49747;CONT|P35445|COMP_BOVIN	Cartilage	Cartilage		16936.6	14075.6	22123.3	22027.8	45995.8	47832.3	11196.6	10418.4	10283		8744.66	13097.7
CONT|P41361|ANT3_BOVIN	CONT|P41361|ANT3_BOVIN	Antithrombin-III	Antithrombin-III		777914	797220	867558	744117	875915	947617	744888	791560	798435	234963	294591	495288
CONT|P50448|F12AI_BOVIN	CONT|P50448|F12AI_BOVIN	Factor	Factor		96376.7	88648.9	109549	79836.8	132281	136222	134233	77773.9	90259.1	28772.9	34706.7	71311.7
CONT|P56652|ITIH3_BOVIN	CONT|P56652|ITIH3_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		106412	65791.7	77967.9	91793.9	145349	137919	76778.7	81639.5	80854.4	44651.7	51435.2	58140.2
CONT|P81644|APOA2_BOVIN	CONT|P81644|APOA2_BOVIN	Apolipoprotein	Apolipoprotein		316097	315700	377015	2.07718e+06	2.41127e+06	2.35472e+06	284598	252417	251493	467065	648336	1.30908e+06
CONT|Q03247|APOE_BOVIN	CONT|Q03247|APOE_BOVIN	Apolipoprotein	Apolipoprotein		1.40735e+06	1.2364e+06	1.29119e+06	919943	949034	938635	1.42111e+06	1.35576e+06	1.38598e+06	294772	489500	909650
CONT|Q05443|LUM_BOVIN	P51884;CONT|Q05443|LUM_BOVIN	Lumican	Lumican		74051	31630.1	27852.6	41629.5	58873.5	66680	98115.2	91069.2	91054.3	10693.2	10702.6	25512.8
CONT|Q05B55|Q05B55_BOVIN	CONT|Q05B55|Q05B55_BOVIN	IGK	IGK		18488.7	20179.1	20123.2	19514.6	70413.6	56347.2	17475.7	19775	19694.3	4278.63	1959.37	11111.8
CONT|Q0VCM5|ITIH1_BOVIN	CONT|Q0VCM5|ITIH1_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		23890.3	20725.8	26922.9	21041.4	48300.3	51097.9	21777.2	22512.8	19975.5	7490.41	6748.57	15225.3
CONT|Q1RMN8|Q1RMN8_BOVIN	CONT|Q1RMN8|Q1RMN8_BOVIN	Immunoglobulin	Immunoglobulin		6867.64	10088.4	9667.93	8494.71	16189.4	28034.4	6958.05	6172.04	4979.78	5641.06	12372.7	14707.8
CONT|Q28065|C4BPA_BOVIN	CONT|Q28065|C4BPA_BOVIN	C4b-binding	C4b-binding		61542.1	58072.4	62797.9	155981	296511	263497	52713.2	42838	55795.6	37173.2	77274.7	144328
CONT|Q28107|FA5_BOVIN	P12259;CONT|Q28107|FA5_BOVIN	Coagulation	Coagulation		172343	160623	185936	223623	305315	301522	156215	150290	150689	77037.6	97266.2	193929
CONT|Q28194|Q28194_BOVIN	CONT|Q28194|Q28194_BOVIN	Thrombospondin-1	Thrombospondin-1		41994.8	45664.4	50402.1	33843	53568	55809.8	44556.1	35425.3	44070.3	15707.5	13596.8	26289.8
CONT|Q29443|TRFE_BOVIN	CONT|Q29443|TRFE_BOVIN	Serotransferrin	Serotransferrin		194609	218583	312273	1.87208e+06	5.65566e+06	5.79891e+06	282498	354640	322341	576282	666726	1.452e+06
CONT|Q29RQ1|CO7_BOVIN	CONT|Q29RQ1|CO7_BOVIN	Complement	Complement		15096.8	10171	11378	17765	35473.8	37790.4	13400	12199.1	12626.5	8136.5	6272.38	13456
CONT|Q2HJF0|Q2HJF0_BOVIN	CONT|Q2HJF0|Q2HJF0_BOVIN	Serotransferrin-like	Serotransferrin-like		9988.38	11113.1	13508.4	6769.58	12804.1	10062.5	8694	7594.02	7790.8	1691.79		4428.57
CONT|Q2KIF2|Q2KIF2_BOVIN	CONT|Q2KIF2|Q2KIF2_BOVIN	Leucine-rich	Leucine-rich		28497	25559.2	32808.6	22990.2	47714.3	41533	29771.8	27711	30722.2	6616.19	6753.24	15940.4
CONT|Q2KIG3|CBPB2_BOVIN	Q96IY4;CONT|Q2KIG3|CBPB2_BOVIN	Carboxypeptidase	Carboxypeptidase		49175.1	50807.3	52455.7	28566.1	34948.7	37662.8	36633	41548.1	42020.5	10865.9	21035.5	33302.3
CONT|Q2KIH2|Q2KIH2_BOVIN	CONT|Q2KIH2|Q2KIH2_BOVIN	ApoN	ApoN		30262	14291.9	17769.5	16598.9	21125.5	18177.2	15079.9	23156	22826.1	7106.68	7909.02	14981.2
CONT|Q2KIS7|TETN_BOVIN	CONT|Q2KIS7|TETN_BOVIN	Tetranectin	Tetranectin		3521.79		1136.53	9574.52	13016.2	16928.5	1688.44	2394.84	2012.94	2488.19	3299.81	8362.09
CONT|Q2KIT0|HP20_BOVIN	CONT|Q2KIT0|HP20_BOVIN	Protein	Protein		5511.73	12795.5	6907.15	6735.65	7064.4	9544.61	6357.6	8102.85	4045.18	5709.8	3560.24	1395.01
CONT|Q2KIU3|HP252_BOVIN	CONT|Q2KIU3|HP252_BOVIN	Protein	Protein		3422.95	5412.87	7141.77	6987.3	7352.13	5112.59	2125.02	2889.42	3215.12	546.434		
CONT|Q2KJ83|CBPN_BOVIN	CONT|Q2KJ83|CBPN_BOVIN	Carboxypeptidase	Carboxypeptidase		15367.4	15084.7	15121	12298.2	21345.4	18788.1	20870.6	15301.8	14990.8	7928.34	8387.55	10182.4
CONT|Q2KJC7|Q2KJC7_BOVIN	CONT|Q2KJC7|Q2KJC7_BOVIN	Periostin	Periostin		13284.9	10733.6	13811.7	14138.4	21211.9	19788.9	13266.4	9333.52	10696.5	5296.96	4509.57	11046.6
CONT|Q2KJF1|A1BG_BOVIN	CONT|Q2KJF1|A1BG_BOVIN	Alpha-1B-glycoprotein	Alpha-1B-glycoprotein		124440	76607	117017	232926	462830	464728	121411	146986	141605	59935.5	53935.5	160602
CONT|Q2TBQ1|Q2TBQ1_BOVIN	CONT|Q2TBQ1|Q2TBQ1_BOVIN	Coagulation	Coagulation		28321.9	26609.2	31019.8	35489.4	71099.9	67334.8	24591.5	22518.7	21366.5	10535	11587	18274.1
CONT|Q2UVX4|CO3_BOVIN	CONT|Q2UVX4|CO3_BOVIN	Complement	Complement		166714	125978	143355	122782	221864	218208	222941	144840	151436	39250	40518.9	84720.9
CONT|Q32PI4|Q32PI4_BOVIN	CONT|Q32PI4|Q32PI4_BOVIN	Complement	Complement		9184.01	10711.5	7699.7	18110.7	40863.7	47209.8	8670.38	8573.25	7185.19	7955.02	13780.6	17281.4
CONT|Q32PJ2|APOA4_BOVIN	CONT|Q32PJ2|APOA4_BOVIN	Apolipoprotein	Apolipoprotein		18343.4	19216.4	22572.3	13316.5	17925	18505.4	13302.6	12375.7	12039.3	4208.7	6523.93	14437.8
CONT|Q3KUS7|Q3KUS7_BOVIN	CONT|Q3KUS7|Q3KUS7_BOVIN	C3/C5	C3/C5		14841.3	13284.8	18089.7	22530	94892.2	85140.4	13719.3	10690.1	13108.4	7952.29	8842.74	15614.5
CONT|Q3MHH8|Q3MHH8_BOVIN	P04746;P0DUB6;P19961;P0DTE7;P0DTE8;CONT|Q3MHH8|Q3MHH8_BOVIN;CONT|P0DTE7|AMY1B_HUMAN;CONT|P0DTE8|AMY1C_HUMAN;CONT|P0DUB6|AMY1A_HUMAN	Alpha-amylase	Alpha-amylase		4838.46	4301.73	5725.22	8228.88	23670.8	21982	5537.11	6356.02	5460.42	3178.84		5291.25
CONT|Q3MHN2|CO9_BOVIN	CONT|Q3MHN2|CO9_BOVIN	Complement	Complement		29029.2	27248.1	29409.4	24306.6	34247.2	37945.7	25962.5	22428.9	23079.1	10073.7		16238.9
CONT|Q3MHN5|VTDB_BOVIN	CONT|Q3MHN5|VTDB_BOVIN	Vitamin	Vitamin		55933.7	54460.3	54318.9	272915	998575	935184	53047.8	57860.8	60458.2	76712.1	111856	166553
CONT|Q3SX14|GELS_BOVIN	CONT|Q3SX14|GELS_BOVIN	Gelsolin	Gelsolin		119307	115194	99516.6	171011	142861	139995	80699.1	62308.8	77949.6	39946.6	45000	110479
CONT|Q3SZ57|FETA_BOVIN	CONT|Q3SZ57|FETA_BOVIN	Alpha-fetoprotein	Alpha-fetoprotein		2.00676e+06	2.25762e+06	2.81012e+06	4.93951e+06	1.40089e+07	1.49762e+07	1.83434e+06	1.82209e+06	2.0003e+06	1.13677e+06	1.41031e+06	2.94146e+06
CONT|Q3SZR3|A1AG_BOVIN	CONT|Q3SZR3|A1AG_BOVIN	Alpha-1-acid	Alpha-1-acid		25553.8	31678.2	38565.2	363243	1.27962e+06	1.15243e+06	35220.2	41458.6	38797.6	86259.3	136550	253474
CONT|Q3SZV7|HEMO_BOVIN	CONT|Q3SZV7|HEMO_BOVIN	Hemopexin	Hemopexin		141901	139791	181383	240028	645089	691813	112835	126883	114727	117515	133467	195994
CONT|Q3T052|ITIH4_BOVIN	CONT|Q3T052|ITIH4_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		384247	298434	366050	403988	676009	666778	314996	291862	294223	115873	136206	260006
CONT|Q3Y5Z3|ADIPO_BOVIN	CONT|Q3Y5Z3|ADIPO_BOVIN	Adiponectin	Adiponectin		18293.3	10534.3	16661.5	146083	593047	629234	27055.3	30433.4	30167.3	52968.3	51288.6	121707
CONT|Q3ZBS7|Q3ZBS7_BOVIN	CONT|Q3ZBS7|Q3ZBS7_BOVIN	Vitronectin	Vitronectin		3.34251e+06	2.65172e+06	2.53098e+06	3.19221e+06	4.73527e+06	4.9432e+06	2.38287e+06	2.56026e+06	2.79456e+06	1.37712e+06	1.90081e+06	2.72745e+06
CONT|Q58D62|FETUB_BOVIN	CONT|Q58D62|FETUB_BOVIN	Fetuin-B	Fetuin-B		365247	366279	346378	526116	1.47589e+06	1.49456e+06	368143	377956	394723	158051	190460	403501
CONT|Q95121|PEDF_BOVIN	CONT|Q95121|PEDF_BOVIN	Pigment	Pigment		91568.5	64748.3	78682	34597.4	63129.8	59965.3	114143	82758.7	81488.6	9262.2	9298.06	17091.2
CONT|Q95M17|CHIA_BOVIN	CONT|Q95M17|CHIA_BOVIN	Acidic	Acidic		28613.4	25896.4	31097.8	16642.1	40236.6	35714.6	29334.3	30579.5	28213.1	10244.2	6922.08	16932.7
CONT|Q9N2I2|IPSP_BOVIN	CONT|Q9N2I2|IPSP_BOVIN	Plasma	Plasma		326847	316192	333558	422823	499723	463864	311653	276046	281272	123366	132291	249918
CONT|Q9TRI1|Q9TRI1_BOVIN	CONT|Q9TRI1|Q9TRI1_BOVIN	Inter-alpha-trypsin	Inter-alpha-trypsin		4662.64	4773.14	4647.91	4204.39	6296.46	7405.96	5552.06	5061.69	6497.61	2528.18	4723.5	
CONT|Q9TT36|THBG_BOVIN	CONT|Q9TT36|THBG_BOVIN	Thyroxine-binding	Thyroxine-binding		36531.7	29070.9	30957.3	17429	31731.9	34051.1	30427.3	32120	31598.9	7751.38	7651.42	13590
CONT|Q9TTE1|SPA31_BOVIN	CONT|Q9TTE1|SPA31_BOVIN	Serpin	Serpin		25015.2	23099	24788.5	18068.1	24200.5	24800.3	17054.2	18972.8	19102.8	7218.91	5627.39	7118.96
E9PAV3	E9PAV3;Q13765	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	27031.6	27991.3	27484.6	297752	512932	525904	24557	21907.9	22071.5	279460	287841	384370
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	7876.9	6979.68	4752.38	18594.5	11300.7	15095.2	11356.7	5867.52	7709.82	16172.4	16792.8	19028.8
F8WCM5;P01308	F8WCM5;P01308	INSR2_HUMAN;INS_HUMAN	INS;INS-IGF2	Insulin, isoform 2	159964			79892.2	356312	405838	58450.9	137742	140101	31510.8	63147.3	48478.7
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	50701.5	48741.2	43942.2	42596.4	63151.9	53016	44199.3	46099.3	42544.2	44811.1	47114.2	69633.8
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein				9845.18	13980.2	14303.3	1751.48	4090.5		7633.05	8317.38	13217.7
L0R8F8	L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	22649.9	24414.7	25373.7	22505.9	18779.6	20435.7	13019.6	16660.9	15844.9	21291.3	25619.7	26989.9
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4622.26	2068.62		153004	421149	409832				155443	237407	301414
O00116	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	31746.3	30647.9	30572.1	43753.5	38821.7	35164.1	41568.5	39587.3	39405.9	51716.4	49350.2	48587.7
O00124	O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2328.62	2635.67	3561.02	2705.45	2254.96	3936.02	2259.31	1753.96	2539.06	2137.9	1243.56	3561.65
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	51801.1	43433.5	52056.1	69252.4	67061.4	61091.9	47115.7	49288.7	56406.4	63101.4	63253.6	50232.8
O00142	O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	13801.6	12084.7	12908.8	18439.1	16605.1	15472.3	8760.86	9747.45	8373.23	13482.3	13001.3	12711.3
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	5250.95	5198.46	3761.18	5645.96	8628.69	5350.02	13509.5	12138.3	10476.6	7531.77	10434.6	8517.49
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	80047.1	77369.5	85891.8	215641	208605	236885	65096.1	64920.1	60532.9	280836	310225	558609
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	230414	158102	187387	202788	171811	187360	176634	179512	192219	171249	175461	168074
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	292403	283307	303897	209401	185200	178107	257029	251672	245228	108533	106881	121942
O00161	O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	62437.1	61283.2	62463.8	59240.8	81483.5	82986.9	74926.9	73633.3	70280.8	34411.4	40684.1	66291.3
O00165	O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	17390	13316.9	15809.9	13847.1	11909	9840.47	19883	22156.1	20636	16289.2	16695.9	16626.2
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	37405.3	45775.5	44433.7	55128.9	52478.8	50155.6	47677.9	42727.6	49030.3	49663	51594.4	75264.5
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	25167.9	28216.8	27127.9	34781.5	32349.5	33269.9	29344.3	25200.4	24713.1	34026.6	34351.5	36306.2
O00182	O00182	LEG9_HUMAN	LGALS9	Galectin-9	3883.87	6370.38	3918.43	28515.2	26337.1	26248.7				33940.6	25377.3	32789.9
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	53871.6	46420	51773.4	54744.7	46754.9	52412.8	42958.5	46771	46972.4	47648.8	47251.2	41180
O00189	O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	14247.8	14652.7	12551.3	11234	8962.27	7906.51	14166.7	14970.3	13156.6	10561.5	7973.58	9320.56
O00192	O00192	ARVC_HUMAN	ARVCF	Armadillo repeat protein deleted in velo-cardio-facial syndrome	9623.53	9635.63	9393.13	13034	12881.1	14766.3	10356.3	11063.9	9200.19	16524.2	13848	18329.4
O00193	O00193	SMAP_HUMAN	SMAP	Small acidic protein	15625.7	14849.2	20347.4	63368.2	75114	85738.1	21295	16230.7	17808.7	75600.2	112191	173694
O00194	O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B				2497.35	3743.51				2115	1827.51	3124.57	2979.49
O00203	O00203;Q13367	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	97063.8	81694.4	84730.1	77524.5	69743.6	67548.6	78870.9	83728.8	86845	67019	69329.6	57384.9
O00213	O00213	APBB1_HUMAN	APBB1	Amyloid beta precursor protein binding family B member 1	5463.13	6865.2	6320.45	5386.19	4897.37	3557.51	8358.06	7793.21	8224.98	4270.17	4221.68	4942.51
O00214	O00214	LEG8_HUMAN	LGALS8	Galectin-8	17024.3	15796	19000.3	23068.6	27331.9	25328.8	22653.8	19047.8	18581.6	22832	21935	31871.4
O00217	O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	66669.7	67156.7	72410.7	68744.9	44804.2	44328.5	66093.5	71466.9	73096.1	54105.1	62757.2	85563.5
O00220	O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	3378.12	2500.35	2666.36	5799.62	8483.06	3484.42	7797.66	5782.39	6524.1	3720.03	4808.5	6426.67
O00221	O00221	IKBE_HUMAN	NFKBIE	NF-kappa-B inhibitor epsilon	7326.53	4952.27	3404.6	6818.57			7181.25	5137.35	7759.55		5218.54	5853.25
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	239889	248231	241629	214565	158170	164343	201133	206676	205173	186852	178276	138008
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	197904	178003	185074	166244	148729	131021	155735	156866	166670	166723	171581	143835
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	35748.8	37266.4	36210.3	105522	159450	156030	37067.5	31031.9	42330.5	77318.3	109929	142450
O00244	O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	36414.4	26759.5	22576.6	273611	563721	610624	22020.3	20466.7	17524.1	259189	395133	632561
O00255	O00255	MEN1_HUMAN	MEN1	Menin	8503.82	9390.04	9425.24	7193.02	7697.87	6167.22	13104.4	13425.3	10338.6	11964.5	11990.5	6735.93
O00257	O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4		1266.14		2932.81			1590.83	2072.48	1661.05	4880.77	3582.5	
O00258	O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	28895.1	16064	15618.1	25466.6	25432.2	23547.6	14911.4	14561.5	17888.2	21682.9	21823.3	17081.6
O00264	O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	181548	172490	160813	261366	168799	177298	143504	132017	132647	128008	163775	313072
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	26366.6	23340.9	24741.8	23821.2	23309	21852.8	31029.1	29843.3	29393.4	23674.6	27153.9	26481.9
O00268	O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	4444.61	4967.92	4819.12	4618.41	5708.04	1685.37	8428.64	7198.5	7142.29	5323.58	4829.82	4589.78
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	54942.4	69418.9	57384.8	75897.2	47410.3	54410.9	56607.7	43910.4	44554.6	37936.5	38261.6	61763.9
O00287	O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1100.94			1972.3	2248.45		1402.67			1264.84	1448.21	1748
O00291	O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	21619.7	19643.5	20527.2	15755.8	16699.6	16066.2	20348.1	19486.1	20115.1	13844.1	12990	14671.6
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	1.26433e+06	1.13099e+06	1.0265e+06	1.15233e+06	1.01219e+06	1.08497e+06	1.61178e+06	1.69091e+06	1.33716e+06	1.03677e+06	901542	972798
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	113497	92672.1	92189.3	114036	90688.3	95482.9	104765	129913	128681	125012	130040	153313
O00308	O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	4487.35	5839.14	3937.1	3365.93	4174.08	7901.68	6435.25	4856.14	6623.62	5868.96	6350.59	5326.11
O00329	O00329	PK3CD_HUMAN	PIK3CD	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	16888.3	17725.3	17193.2	17620.7	11803.7	19554.9	19886	19032.4	17178.1	18149.6	13604.6	14361.8
O00330	O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	27316.3	26643.4	27225.1	34160.1	29044.4	34367.4	31299.8	32298.6	34135	32250.1	30667.9	32307.5
O00338	O00338	ST1C2_HUMAN	SULT1C2	Sulfotransferase 1C2	2664.71	2630.43	6701.34			7194.68	2971.13	2804.8	3251.97			
O00339	O00339	MATN2_HUMAN	MATN2	Matrilin-2	15624.4	15538.3	16825.9	39538.7	54242.1	55364.2	8770.67	8183.25	7158.03	31178.8	30333.1	49102.5
O00391	O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	15173.8	18927.8	20113.2	20333.6	25520.7	25689.2	20270.5	17811.7	18118.8	10920.6	12669.6	18666.9
O00399	O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	7005.26	7333.66	5530.43	21691.7	19431.9	17240.6	7460.42	8028.62	4094.51	11628.1	14954.8	18947.1
O00400	O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	26042.5	20804.8	26748	23858	20822	21399.4	20053.2	17289.1	18387.7	17822.1	15864.6	12145.7
O00401	O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	25401.8	22276.9	22605.3	34122	31798.1	39595.8	27386.3	30563.7	29091.1	33378.7	29415.6	31521.5
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	142619	149687	154385	114136	84340.9	81614.5	173826	166976	161217	95322.2	101121	123050
O00411	O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	11204.6	8691.03	8583.98	13931.2	10795.3	9521.5	14749.3	11318.1	12042	9351.58	11350.9	9617.64
