Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_1 Spectral Count	female_2 Spectral Count	female_3 Spectral Count	male_1 Spectral Count	male_2 Spectral Count	male_3 Spectral Count	female_1 Unique Spectral Count	female_2 Unique Spectral Count	female_3 Unique Spectral Count	male_1 Unique Spectral Count	male_2 Unique Spectral Count	male_3 Unique Spectral Count	female_1 Total Spectral Count	female_2 Total Spectral Count	female_3 Total Spectral Count	male_1 Total Spectral Count	male_2 Total Spectral Count	male_3 Total Spectral Count	female_1 Intensity	female_2 Intensity	female_3 Intensity	male_1 Intensity	male_2 Intensity	male_3 Intensity	female_1 MaxLFQ Intensity	female_2 MaxLFQ Intensity	female_3 MaxLFQ Intensity	male_1 MaxLFQ Intensity	male_2 MaxLFQ Intensity	male_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	1.0	0.999	13	46	46	46	7	5	7	11	8	8	7	5	7	11	8	8	7	5	7	11	8	8	1.48530016E8	2.09047856E8	1.65416096E8	1.80116608E8	3.01461984E8	2.1015008E8	4.0186584E7	5.114922E7	5.786604E7	6.06331E7	5.6895032E7	4.8074548E7	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens OX=9606	1:Experimental evidence at protein level	HCLS1-associated protein X-1	1.0	0.999	7	25	25	25	5	4	3	5	4	4	5	4	3	5	4	4	5	4	3	5	4	4	4.3590568E7	4.7730248E7	3.575636E7	3.8674168E7	4.064036E7	1.7327034E7	1.6868374E7	2.0431776E7	1.9637382E7	1.5926636E7	2.417025E7	1.59317E7	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens OX=9606	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	5	21	21	21	1	5	4	4	2	5	1	5	4	4	2	5	1	5	4	4	2	5	2.8686744E7	4.490058E7	4.0453164E7	4.7166856E7	2.4075804E7	2.3826972E7	1.8143886E7	1.706895E7	1.8741856E7	2.164059E7	1.5217244E7	1.4841101E7	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.999	19	70	70	70	13	12	10	13	9	13	13	12	10	13	9	13	13	12	10	13	9	13	5.08903392E8	2.2276944E8	2.1703888E8	2.35115872E8	4.31669728E8	2.31509344E8	8.6943888E7	7.348196E7	7.6351488E7	8.0151424E7	8.5462688E7	8.3677624E7	
sp|O00189|AP4M1_HUMAN	O00189	AP4M1_HUMAN	AP4M1	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-4 complex subunit mu-1	0.8738	0.9943	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	2845900.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00192|ARVC_HUMAN	O00192	ARVC_HUMAN	ARVCF	962	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing regulator ARVCF	1.0	0.999	8	16	16	16	2	3	1	3	2	5	2	3	1	3	2	5	2	3	1	3	2	5	0.0	0.0	0.0	1.2783507E7	9143972.0	6108259.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	2	10	10	10	0	1	3	2	2	2	0	1	3	2	2	2	0	1	3	2	2	2	1.5747194E7	4.200592E7	5.3646552E7	5.7285828E7	6.2208996E7	4.1562868E7	0.0	2.4974768E7	3.0920892E7	3.0082086E7	3.6870556E7	0.0	
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.999	22	91	74	91	13	14	15	17	16	16	10	12	11	14	12	15	13	14	15	17	16	16	3.89978112E8	3.45282528E8	2.63836864E8	3.7074944E8	3.71369216E8	4.24001856E8	4.0420692E7	3.88269E7	3.7755516E7	3.8578072E7	4.0084648E7	4.8033052E7	
sp|O00214|LEG8_HUMAN	O00214	LEG8_HUMAN	LGALS8	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-8	1.0	0.999	3	15	15	15	1	2	2	3	3	4	1	2	2	3	3	4	1	2	2	3	3	4	2.550443E7	4.1034744E7	4.6792596E7	5.0188756E7	5.984088E7	5.8619932E7	0.0	3.2735832E7	2.8426878E7	4.1224252E7	3.5983312E7	3.5438092E7	
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.0	0.999	6	25	25	25	3	5	4	4	5	4	3	5	4	4	5	4	3	5	4	4	5	4	1.79594592E8	2.49490032E8	2.34377296E8	1.708344E8	1.67036032E8	1.73310032E8	8.2755056E7	8.4643536E7	8.6704888E7	6.716308E7	6.4458452E7	5.9217032E7	
sp|O00220|TR10A_HUMAN	O00220	TR10A_HUMAN	TNFRSF10A	468	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 10A	1.0	0.999	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	7854764.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	25	106	106	106	16	22	16	13	17	22	16	22	16	13	17	22	16	22	16	13	17	22	1.31706112E9	1.26108954E9	1.46396672E9	1.16792256E9	1.43815795E9	1.48306778E9	1.640332E8	1.6379712E8	1.75859632E8	1.52090704E8	1.76853472E8	1.76915072E8	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	17	74	74	74	11	12	12	13	11	15	11	12	12	13	11	15	11	12	12	13	11	15	4.3701312E8	4.3653488E8	4.80063008E8	4.7325232E8	4.91807776E8	5.00415392E8	9.6657112E7	9.3162312E7	9.7834976E7	9.2281576E7	1.03181048E8	1.0510484E8	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	7	31	31	31	6	3	5	6	4	7	6	3	5	6	4	7	6	3	5	6	4	7	1.12025448E8	7.947764E7	1.0324768E8	2.28217664E8	1.37278496E8	1.25047392E8	3.4364544E7	4.0073272E7	4.1411304E7	5.584104E7	5.5370512E7	4.3537612E7	
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper transport protein ATOX1	1.0	0.999	5	25	25	25	4	3	7	2	5	4	4	3	7	2	5	4	4	3	7	2	5	4	8.4270832E7	1.2413524E8	2.03205088E8	9.6818512E7	1.46404128E8	1.21717032E8	4.9913056E7	6.6114188E7	7.4746944E7	6.1040448E7	7.4216392E7	6.318626E7	
sp|O00258|GET1_HUMAN	O00258	GET1_HUMAN	GET1	174	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guided entry of tail-anchored proteins factor 1	1.0	0.999	5	9	9	9	3	1	1	1	1	2	3	1	1	1	1	2	3	1	1	1	1	2	2.0715042E7	0.0	5607323.0	0.0	0.0	9192950.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1.0	0.999	9	58	58	59	11	9	10	9	9	10	11	9	10	9	9	10	11	9	11	9	9	10	1.18550093E9	1.5791081E9	1.47341926E9	1.4275543E9	1.43050534E9	1.21676493E9	5.08781312E8	5.4086067E8	5.5456211E8	5.4405914E8	5.3985517E8	4.15337216E8	
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	7	11	11	11	0	2	0	3	3	3	0	2	0	3	3	3	0	2	0	3	3	3	0.0	1.0301132E7	0.0	4440320.0	0.0	2.3476206E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0	0.999	7	22	22	22	4	3	4	4	4	3	4	3	4	4	4	3	4	3	4	4	4	3	1.4871554E7	2.025256E7	5.67811E7	3.3043E7	3.0856072E7	4.0058432E7	0.0	0.0	1.75516E7	1.9018012E7	2.255353E7	1.9700642E7	
sp|O00291|HIP1_HUMAN	O00291	HIP1_HUMAN	HIP1	1037	Homo sapiens OX=9606	1:Experimental evidence at protein level	Huntingtin-interacting protein 1	1.0	0.999	3	6	6	6	3	1	0	1	0	1	3	1	0	1	0	1	3	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	15	79	79	79	12	12	15	13	12	15	12	12	15	13	12	15	12	12	15	13	12	15	1.24149376E9	1.60405517E9	1.47501965E9	1.7527913E9	1.67436928E9	1.66728755E9	2.79658592E8	3.0355392E8	3.02567872E8	3.6431792E8	3.62256736E8	3.15157696E8	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	11	75	75	75	13	17	13	9	11	12	13	17	13	9	11	12	13	17	13	9	11	12	4.9469344E8	7.1042502E8	4.49436352E8	4.67454848E8	4.47126592E8	3.82709056E8	1.07789456E8	1.058706E8	1.1051556E8	1.17800944E8	1.0894576E8	1.08566088E8	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	1.0	0.999	15	69	69	69	13	10	9	13	13	11	13	10	9	13	13	11	13	10	9	13	13	11	3.8582384E8	1.94224816E8	2.42483136E8	3.91749792E8	5.6214208E8	3.515864E8	5.3156696E7	5.7154432E7	5.4156336E7	7.776548E7	7.5422768E7	6.9077152E7	
sp|O00339|MATN2_HUMAN	O00339	MATN2_HUMAN	MATN2	956	Homo sapiens OX=9606	1:Experimental evidence at protein level	Matrilin-2	0.9994	0.9985	2	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1.8018342E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0	0.999	5	16	16	16	4	2	3	3	3	1	4	2	3	3	3	1	4	2	3	3	3	1	2.116219E7	1.4340073E7	1.6812262E7	1.6540329E7	1.5165881E7	1.5442668E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 6	1.0	0.999	5	20	20	20	1	3	4	5	4	3	1	3	4	5	4	3	1	3	4	5	4	3	0.0	6.7028832E7	5.7207464E7	1.0856184E7	2.3742198E7	3.7391632E7	0.0	2.6589162E7	2.3810306E7	0.0	2.4519566E7	1.8519322E7	
sp|O00400|ACATN_HUMAN	O00400	ACATN_HUMAN	SLC33A1	549	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetyl-coenzyme A transporter 1	1.0	0.999	7	35	35	35	6	7	6	5	5	6	6	7	6	5	5	6	6	7	6	5	5	6	8.444992E7	7.9476512E7	7.3718416E7	7.6358112E7	8.2810776E7	1.0522296E8	3.1194126E7	2.9713622E7	2.638602E7	2.9433432E7	3.1848514E7	2.6944264E7	
sp|O00401|WASL_HUMAN	O00401	WASL_HUMAN	WASL	505	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin nucleation-promoting factor WASL	1.0	0.999	4	8	8	8	1	2	0	2	0	3	1	2	0	2	0	3	1	2	0	2	0	3	1.6537668E7	4958476.5	1.400837E7	3.312972E7	0.0	5805875.0	0.0	0.0	0.0	1.4371216E7	0.0	7525144.5	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-5	1.0	0.999	31	157	142	157	23	30	27	27	27	23	22	28	23	24	23	22	23	30	27	27	27	23	7.6023846E8	1.07207757E9	8.80096E8	8.0262586E8	8.6579757E8	8.6248192E8	1.04728104E8	1.1740992E8	1.1518748E8	1.1704008E8	1.1265644E8	1.14703464E8	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0	0.999	8	27	27	27	6	5	4	5	5	2	6	5	4	5	5	2	6	5	4	5	5	2	1.45868976E8	1.23760976E8	1.60515104E8	1.05056816E8	7.4383752E7	8.9715936E7	4.4852744E7	4.4958968E7	4.62897E7	3.8700192E7	3.3466074E7	2.7708682E7	
sp|O00423|EMAL1_HUMAN	O00423	EMAL1_HUMAN	EML1	815	Homo sapiens OX=9606	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 1	1.0	0.999	3	6	6	6	0	1	1	2	2	0	0	1	1	2	2	0	0	1	1	2	2	0	0.0	1.1114763E7	1.6579621E7	3.0007428E7	2.6513554E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0	0.999	24	121	98	121	21	19	22	18	23	18	18	14	18	16	19	13	21	19	22	18	23	18	8.5571411E8	7.056039E8	8.3329235E8	8.2037536E8	8.41488E8	9.5335264E8	2.58310432E8	2.34324432E8	2.4634896E8	2.25025264E8	2.231884E8	2.42285312E8	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	16	56	56	56	9	9	9	11	10	8	9	9	9	11	10	8	9	9	9	11	10	8	1.26752064E8	1.36088928E8	1.20503784E8	2.0674544E8	1.88381408E8	1.54204864E8	2.9296516E7	3.1896968E7	3.315246E7	3.849394E7	3.7995408E7	3.6760404E7	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	1.0	0.999	6	21	21	21	4	3	2	4	5	3	4	3	2	4	5	3	4	3	2	4	5	3	5.022404E7	2.397876E7	3.7214048E7	1.7464636E7	4.4265464E7	2.873256E7	1.4228062E7	1.8187516E7	1.4029472E7	2.0136044E7	1.528703E7	2.1739804E7	
sp|O00443|P3C2A_HUMAN	O00443	P3C2A_HUMAN	PIK3C2A	1686	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1.0	0.999	6	9	9	9	2	3	2	1	0	1	2	3	2	1	0	1	2	3	2	1	0	1	0.0	7585342.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00459|P85B_HUMAN	O00459	P85B_HUMAN	PIK3R2	728	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 3-kinase regulatory subunit beta	0.9742	0.999	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P27986|P85A_HUMAN, sp|Q92569|P55G_HUMAN
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi integral membrane protein 4	1.0	0.999	7	27	27	27	5	5	6	4	3	4	5	5	6	4	3	4	5	5	6	4	3	4	9.2431968E7	1.64815152E8	1.84367808E8	5.5950556E7	6.2956564E7	7.1014088E7	3.5756864E7	4.3621308E7	4.2254536E7	2.7390452E7	2.746777E7	2.2094204E7	
sp|O00462|MANBA_HUMAN	O00462	MANBA_HUMAN	MANBA	879	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-mannosidase	1.0	0.999	13	35	35	35	4	8	8	8	3	4	4	8	8	8	3	4	4	8	8	8	3	4	1.0699756E8	6.7299856E7	5.34244E7	2.0214832E7	2.2139324E7	2.6288396E7	2.3154168E7	2.3801282E7	2.3903576E7	1.5646674E7	1.4882167E7	1.3316005E7	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens OX=9606	1:Experimental evidence at protein level	Agrin	1.0	0.999	15	32	32	32	5	8	6	5	4	4	5	8	6	5	4	4	5	8	6	5	4	4	1.18908672E8	1.2983988E8	1.4599464E8	4.9940616E7	4.4912364E7	3.3127936E7	3.821692E7	4.0324992E7	3.9295076E7	1.9281254E7	1.8355958E7	1.8422938E7	
sp|O00469|PLOD2_HUMAN	O00469	PLOD2_HUMAN	PLOD2	737	Homo sapiens OX=9606	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	1.0	0.999	30	185	185	185	39	31	35	29	28	23	39	31	35	29	28	23	39	31	35	29	28	23	1.97603392E9	2.3886935E9	2.09780992E9	1.19158899E9	1.25694656E9	1.22100736E9	2.97211488E8	3.42727264E8	3.15927936E8	1.69318464E8	1.72034128E8	1.75602928E8	
sp|O00471|EXOC5_HUMAN	O00471	EXOC5_HUMAN	EXOC5	708	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 5	1.0	0.999	11	30	30	30	5	5	4	6	4	6	5	5	4	6	4	6	5	5	4	6	4	6	6.544716E7	5.7910588E7	4.900896E7	9.1800616E7	8.020096E7	8.2708848E7	2.1493426E7	1.8779928E7	2.0913798E7	2.2546214E7	2.4479184E7	2.6172498E7	
sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	90	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 4	1.0	0.999	3	14	14	14	1	1	3	2	4	3	1	1	3	2	4	3	1	1	3	2	4	3	6.1893432E7	4.7446584E7	6.931348E7	5.3074344E7	3.42629888E8	5.3302052E7	0.0	0.0	0.0	1.00129064E8	1.34603232E8	0.0	
sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0	0.999	5	25	25	25	5	5	4	4	4	3	5	5	4	4	4	3	5	5	4	4	4	3	9.599296E8	9.4749325E8	9.0652781E8	6.2891699E8	4.8744352E8	4.78361152E8	3.83163616E8	3.92702336E8	3.6852064E8	2.35832352E8	2.38375152E8	2.34359008E8	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0	0.999	6	23	23	23	3	3	3	6	4	4	3	3	3	6	4	4	3	3	3	6	4	4	2.71155136E8	2.54760448E8	3.14010304E8	4.26131168E8	5.07700224E8	4.1860592E8	1.51215136E8	1.69273312E8	1.78513968E8	1.77230176E8	1.87003456E8	1.74630416E8	
sp|O00488|ZN593_HUMAN	O00488	ZN593_HUMAN	ZNF593	134	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 593	0.9346	0.9972	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00499|BIN1_HUMAN	O00499	BIN1_HUMAN	BIN1	593	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myc box-dependent-interacting protein 1	1.0	0.999	3	10	9	10	3	1	2	1	1	2	2	1	2	1	1	2	3	1	2	1	1	2	4.2045552E7	3.4018192E7	3.6419432E7	2.524093E7	2.6466828E7	1.609687E7	2.5126712E7	0.0	2.7574914E7	0.0	0.0	0.0	
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0	0.999	9	24	24	42	5	5	4	4	3	3	5	5	4	4	3	3	8	8	7	8	5	6	2.10557952E8	2.13436384E8	3.22839648E8	2.37179312E8	8.7336344E7	8.237112E7	8.8472832E7	8.6678736E7	9.225944E7	9.316256E7	8.5131072E7	7.8899696E7	
sp|O00534|VMA5A_HUMAN	O00534	VMA5A_HUMAN	VWA5A	786	Homo sapiens OX=9606	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 5A	1.0	0.999	6	9	9	9	0	0	0	5	1	3	0	0	0	5	1	3	0	0	0	5	1	3	0.0	0.0	0.0	1.5579484E7	9975432.0	7450756.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pescadillo homolog	1.0	0.999	8	30	30	30	5	5	4	5	7	4	5	5	4	5	7	4	5	5	4	5	7	4	3.02320128E8	2.4090688E8	1.720495E7	6.6060568E7	2.53395392E8	4.3017952E7	1.30589264E8	9.6268112E7	0.0	1.01303352E8	8.270512E7	6.2557352E7	
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntenin-1	1.0	0.999	11	47	47	47	8	7	9	7	6	10	8	7	9	7	6	10	8	7	9	7	6	10	1.05376934E9	1.25285734E9	1.13732698E9	1.03270099E9	1.22906483E9	1.1848809E9	3.86472672E8	4.50489632E8	4.36605504E8	3.75059968E8	4.12650912E8	4.42983968E8	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	4	8	8	8	2	1	2	2	1	0	2	1	2	2	1	0	2	1	2	2	1	0	0.0	9415897.0	0.0	2.8152616E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 56	1.0	0.999	25	117	117	117	22	16	13	20	20	26	22	16	13	20	20	26	22	16	13	20	20	26	7.0992794E8	4.30733664E8	3.79266432E8	4.0467056E8	5.2965488E8	8.4601754E8	1.24791272E8	9.6420096E7	8.0724928E7	9.2537168E7	1.00489328E8	1.45758816E8	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0	0.999	29	143	40	151	25	24	21	23	27	23	6	7	7	6	9	5	27	25	22	24	29	24	1.18764736E9	1.20557261E9	1.03885638E9	9.7804864E8	9.5712646E8	1.1146528E9	1.80686176E8	1.60362544E8	1.4415896E8	1.28476856E8	1.31049688E8	1.48443776E8	
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.999	5	13	13	13	3	3	2	2	1	2	3	3	2	2	1	2	3	3	2	2	1	2	0.0	0.0	1.9330216E7	2978128.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00622|CCN1_HUMAN	O00622	CCN1_HUMAN	CCN1	381	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCN family member 1	1.0	0.999	18	76	76	76	14	15	16	11	9	11	14	15	16	11	9	11	14	15	16	11	9	11	6.049961E8	5.5577939E8	5.8864371E8	4.16820704E8	4.54059456E8	5.4764038E8	1.62875856E8	1.61491136E8	1.75222592E8	1.26259112E8	1.28598856E8	1.04724728E8	
sp|O00623|PEX12_HUMAN	O00623	PEX12_HUMAN	PEX12	359	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisome assembly protein 12	1.0	0.9989	3	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	1.060156E7	0.0	1.4083695E7	0.0	2.2225484E7	1.9147628E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pirin	0.9732	0.9989	1	3	3	3	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0.0	0.0	0.0	8858661.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0	0.999	10	36	18	36	7	5	3	7	5	9	4	2	0	3	3	6	7	5	3	7	5	9	2.74458304E8	2.53575728E8	2.6819184E8	2.76242528E8	3.70546144E8	2.86460544E8	7.28992E7	7.5031024E7	8.003084E7	8.4410568E7	8.6697936E7	7.478588E7	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0	0.999	4	18	18	18	2	4	3	4	3	2	2	4	3	4	3	2	2	4	3	4	3	2	4.2861528E7	4.6727992E7	4.9754804E7	7.3117056E7	5.6828184E7	7318370.5	3.5073036E7	3.209266E7	3.3486058E7	3.7322068E7	3.5403632E7	0.0	
sp|O00746|NDKM_HUMAN	O00746	NDKM_HUMAN	NME4	187	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoside diphosphate kinase, mitochondrial	1.0	0.999	3	5	5	5	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0.0	1.5214648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00748|EST2_HUMAN	O00748	EST2_HUMAN	CES2	559	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cocaine esterase	1.0	0.999	4	15	15	15	2	1	4	3	1	4	2	1	4	3	1	4	2	1	4	3	1	4	2.3816184E7	9277081.0	3.6499612E7	2.0110316E7	0.0	0.0	0.0	0.0	2.7392286E7	1.5245617E7	0.0	0.0	
