Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-2-2023_Slot1-13_2475.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2477.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2478.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2479.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2480.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2481.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2482.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2483.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2484.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2485.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2486.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-4-2023_Slot1-14_2487.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2456.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2457.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2488.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2489.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2491.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2492.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2493.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-10_2462.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2463.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2464.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2465.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2466.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2467.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-2-2023_Slot1-11_2468.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2469.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2470.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2471.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2472.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2473.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2474.d
A0A0U1RRM4	A0A0U1RRM4	A0A0U1RRM4_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1							890.826	641.174		1063.68	978.791	1040.9	886.366		922.113	1415.02	1272.41	1311.23	1098.75													
A0A0U1RRM6	A0A0U1RRM6	A0A0U1RRM6_HUMAN	ENAH	ENAH actin regulator	8288.91	6194.96	9136.92		9923.41	13191.4	15176.9	13099.3	12805.2	15145.9	12920.8	13651.8	12877.6		11934	12389.9	13100.5	13676.9	14787.1									9562.53				
A0A140T910	A0A0G2JH38;A0A140T910;A0A140T9L9;A0A140T9S4;A0A1W2PRY7;O76042;Q53YP1;Q5RIP0;A0A0G2JID9;A0A0G2JKI8;A0A140T929;A0A140T9M2;A0A140T9P6;A0A140T9S5;A0A140T9T9;A0A140T9Z1;A0A140TA01;A0A140TA18;A2AVK2	A0A140T910_HUMAN	FLOT1	Flotillin (Fragment)	20846.8	21977.5	15395.4		12872.9	14116.6	31336.2	30906.2	32412.2	31685.4	32082.9	32066.1	37904.8		37328.9	36758.6	37575.7	37469.7	37854.8		14570	22162.8	29979.2	32794.8	19233.3	15306.1	23821	30863.4	21376.3	21707.7	22655.9	18720.5
A0A140T996	Q2L6G2;D5H3J5;D9J307;A0A140T952;A0A140T996;A0A140T9Y3;A0A140TA08	A0A140T996_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B (Fragment)	6036.12		3725.9		6589.6	3980.9	10992.2	14921.4	12716.6	13636.2	14875.7	13688.5	18485.4		17286.3	17701.9	16286.4	16751.4	16779.8				5556.42			6176.45		4400.04	5780.32	7367.15		4986.83
A0A140T9F1;Q53Z42	Q53Z42;A0A140T9F1	A0A140T9F1_HUMAN;Q53Z42_HUMAN	HLA-A;OR12D2	Olfactory receptor					1031.28		440.474	186.333	251.322	329.527	382.325	351.092	417.866		415.09	686.799	537.512	696.909	407.081													
A0A1B0GUK8;H3BNC1;H3BR27;H3BT71	A0A1B0GUK8;H3BNC1;H3BR27;H3BT71	A0A1B0GUK8_HUMAN;H3BNC1_HUMAN;H3BR27_HUMAN;H3BT71_HUMAN	RBMX;RBMXL1	RBMX like 1 (Fragment)	5011.48	5298.44	5638.13			3784.93	6085.77	5298.09	5521.26	6175.41	5704.9	5527.22	6569.16		6306.61	6668.36	6598.86	6387.72	6416.82													
A0A1B0GV67	A0A1B0GV67	A0A1B0GV67_HUMAN	TTC33	Tetratricopeptide repeat domain 33					1363.7	2305.1		1504.12	1809.52	1981.34	1696.09	2032.66	2194.92		2235.64	2889.05	2578.48	2670.84	2705.27								2809.33					
A0A1C7CYX9	A0A1C7CYX9	A0A1C7CYX9_HUMAN	DPYSL2	Dihydropyrimidinase like 2	8834.51	7542.78	8509.83		9116.06	11589.9	9396.41	10646.4	9526.05	10032.5	10014.7	10413.8	9868.58		11331	11189.6	10653.6	11043.8	11302.8			13133.5	6485.67	8500.86	12499.1	10837.1	9145.18	11186.8	10324.2	7338.21	11722.5	8715.77
A0A1W2PR08	Q16873;A0A1W2PR08;F2Z2F1;Q5VWV2;Q5W006;H0Y482	A0A1W2PR08_HUMAN	ELP4	Elongator complex protein 4	3290.8	2657.46					2109.49		1826.81	1909.11	2080.32	2533.57	1682.2		2412.37	2224.92	2184.93		2215.06													
A0A2R8Y212	O60312;A0A2R8Y212;A0A2R8YDJ8;C9JLR9;E2RYF7;A0A2R8YE75;A0A2R8YGD6;A0A2R8Y4G4;A0A2R8Y4Q3;A0A2R8YD53;A0A2R8YE54	A0A2R8Y212_HUMAN	CHD4	DNA helicase	11355	10967.1	12212.3		8831.01	9858.5	9355.37	9902.49	10154.5	9945.48	9502.87	9986.62	10031.8		8839.17	9162.25	9263.55	8833.83	9473.22		11817.1	11691	20070.1	13300.3	18779.1	12268.3	10239.2	9276.68	10444.6	11041.2	9835.78	12467
A0A2R8Y559	Q9P260;A0A075B784;A0A2R8Y559	A0A2R8Y559_HUMAN	HDAC6	Histone deacetylase 6	5242.62	3426.63	3716.71		5285.65	4828.37	4681.84	3952.19	4389.32	4459.38	4014.48	4442.59	4345.82		5031.3	4673.68	5312.14	5068.78	5327.97		23853.3					7638.66			15418.8			
A0A2R8Y6D0	Q9UQ90;A0A2R8Y705;A0A2R8Y2Y1;A0A2R8Y4L6;A0A2R8Y4X1;A0A2R8Y623;A0A2R8Y6D0;A0A2R8Y718;A0A2R8Y7B7;A0A2R8Y7E1;A0A2R8Y7M3;A0A2R8YDQ0;A0A2R8YFE3;A0A2R8YFJ4;A0A2R8YFW3;A0A2R8YG59;A0A2R9YJI8;J3KRC0;A0A2R8Y4M7;A0A2R8Y4Z6	A0A2R8Y6D0_HUMAN	EPB41	Protein 4.1		2655.79	2238.06			1277.81	1553.69	1654.71	1484.21	1782.8	1577.64	1807.78	1681.23		2457.64	2523.83	2025.89	1952.58	2017.47									2754.22				3219.28
A0A2R8Y6W8	Q9P2R6;A0A2R8Y6W8;A0A2R8YDP5;A0A0U1RQF8;A0A0U1RQU7;A0A2R8Y5P4;A0A2R8Y5P6;A0A2R8Y6E6	A0A2R8Y6W8_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB	14572.8	13784.8	13260.7		14132.7	12406.6	12867.3	13811.4	13122.2	13027.9	14431.5	13577.4	13472.3		12793	12663.4	13198.4	13118.7	12983.6		25356.1	14977	12054	20299.1	17387.6	16443.9	10890.5	12692.9	13386	16065.6	12065.1	15141.1
A0A2R8Y7N0	P51531;P51532;A0A2R8Y4F5;A0A2R8Y7N0;F6SA91;Q9HBD4;A0A0U1RQY8;A0A2R8Y438;A0A2R8Y4C3;A0A2R8Y504;A0A2R8Y524;A0A2R8Y5K2;A0A2R8Y6M7;A0A2R8Y6U7;A0A2R8Y7E7;A0A2R8Y7Y5;A0A2R8YD94;A0A2R8YF51;A0A2R8YF74;A0A2R8YG02;A0A2R8YGF7;A0A994J4Z1;A0A994J4Z6;A0A994J500;A0A994J6Y5	A0A2R8Y7N0_HUMAN	EPB41	Protein 4.1	12397.4	12148.7	12835.4		12510.8	10808.5	10670.2	10826.1	11038.5	10817.3	10437.6	10433.5	11528.1		10752.7	10184.7	10933.6	10931.1	11117.7		17080		12964.4	14848.1	12592.3	19387.2	13849.3	11002.3	11056.2	14684	13081.5	13332.4
A0A2R8Y7W5;A0A2R8YF61	A0A2R8Y7W5;A0A2R8YF61	A0A2R8Y7W5_HUMAN;A0A2R8YF61_HUMAN	CDK13	Cyclin dependent kinase 13 (Fragment)			1602.87			1932.16	992.561	1614.83	1906.22	1251.63	795.832	1176.32	1104.62		1459.28	1569.53	1065.95	1146.04	1429.14													
A0A2R8Y852	Q969G3;A0A2R8Y4T1;A0A2R8Y761;A0A2R8Y7I2;A0A2R8Y7U1;A0A2R8Y852;A0A2R8YER1;A0A2U3TZN1;B4DGI9	A0A2R8Y852_HUMAN	CUX1	Homeobox protein cut-like	9148.46	10036.5	10324.7		10246.8	10300	11562	11747.3	12761.4	12531.4	13199	12230.6	13691.6		12704.4	13524.7	13816.1	14387.7	15766.8			10365.3	12805.7	9285.58	10256.6	8529.83	10477	8839.75	9171.07	9045.2	8276.96	14784.4
A0A2R8Y875	Q7Z6E9;A0A2R8Y875	A0A2R8Y875_HUMAN	CBLB	E3 ubiquitin-protein ligase CBL	5265.44	4715.75	3479.24		3398.62	4319.37	3768.18	4005.02	3375.5	3772.75	3394.48	3667.5	3904.64		3626.34	3627.57	3693.44	3997.83	3824.95													
A0A2R8YD71;F8W1P7	A0A2R8YD71;F8W1P7	A0A2R8YD71_HUMAN;F8W1P7_HUMAN	SLC11A2	Solute carrier family 11 member 2			3326.88		3357.75		2372.46	2954.25	1970.21	2055.89	2386.19	2846.19	2357.58		2102.53	2574.49	2408.31	2693.39	2394.84													
A0A2R8YEE7	Q12824;G5E975;C9JT96;A0A0G2JSE9;A0A0U1RQQ1;A0A0U1RRB5;A0A2R8Y5N4;A0A2R8YEE7	A0A2R8YEE7_HUMAN	HK1	Hexokinase 1 (Fragment)	3785.16	4035.32	3504.56		4096.51	2754.47	3264.16	3659.27	4192.48	3357.68	3531.92	3127.73	4037.62		3314.33	3329.89	3158.4	2859.26	3486.11				4961.15			4766.19	4784.15	4532.87	4787.92	4074.55	2459.43	2632.24
A0A2R8YGD6	O60312;A0A2R8YDJ8;C9JLR9;E2RYF7;A0A2R8YE75;A0A2R8YGD6;A0A2R8Y5E2;A0A2R8Y5G3;A0A2R8YD53;A0A2R8YE54	A0A2R8YGD6_HUMAN	TSC2	TSC complex subunit 2					275.154		342.52	414.367	406.062	429.04	392.074		635.265		638.497	345.325	361.204	528.694	490.931													
A0A2R8YHD2	A0A2R8YEU4;A0A2R8YHD2;A0A590UKD0	A0A2R8YHD2_HUMAN	TPM4	Tropomyosin 4 (Fragment)	8939.43	7998.68	9795.18		8428.73	10605.8	10437.6	10614.4	10503.6	11287.7	11480.9	10978.7	10982.6		13634.7	14673.7	13493.2	14414.1	13841.4		9796.67	11183	9156.04	5096.1	6246.98		11738	6487.17	9236	8185.09	9472.43	6737.42
A0A2U3TZM1	Q8WW01;A0A2R8Y5L0;A0A2R8Y6A4;A0A2R8Y6B3;A0A2R8Y6M5;A0A2R8YDU8;A0A2R8YEM0;A0A2R8YG40;A0A2R8YHG0;A0A2U3TZM1;E9PPN1;F2Z3M0;H0YCV5	A0A2U3TZM1_HUMAN	CASK	Calcium/calmodulin dependent serine protein kinase						698.121			561.96	874.936	490.345	564.511			581.903	717.483	880.883	736.857	576.219													
A0A2U3TZR0	A0A2U3TZR0;E7EUK6;Q53GT1;A0A3B3ITE0;E9PD35;A0A3B3ITX7;A0A3B3IUC9	A0A2U3TZR0_HUMAN	SPAST	Spastin	7264.07	5604.63	7379.31		9067.65	8231.14	7700.75	7067.09	6797.63	6907.84	7429.83	7020.52	7190.54		6547.72	7262.86	7751.09	7128.55	6990.31		9175.51		10666.3		14575.1	10303	8116.47	18822.5	6823.11	7352.99	9972.92	9873.58
A0A3B3ISV4	A0A3B3ISV4	A0A3B3ISV4_HUMAN	VKORC1L1	vitamin-K-epoxide reductase (warfarin-sensitive)	1046.75	541.396				985.107	266.79	581.976	566.638		307.601	498.292	447.745		685.967	461.8	584.371	379.637	362.579													911.28
A0A3B3ISZ8	Q6PI26;A0A3B3IS00;A0A3B3ISK6;A0A3B3ISZ8	A0A3B3ISZ8_HUMAN	COL4A1	Collagen type IV alpha 1 chain (Fragment)	12855.9	14051.9	10704.2		11360.9	12993.8	12400.6	12916.4	12615.8	12695.4	12837.2	12575.1	13200.3		11984.9	12617.2	12346.8	11649.5	12045.9		14921.6		20553.8	22198.2	15385.6	11625.5	10865.6	12663.7	14053.7	11344.3	10186.9	11963.5
A0A3B3ITT0	Q6IQ22;A0A3B3ITT0	A0A3B3ITT0_HUMAN	KMT2A	Lysine methyltransferase 2A	5173.87	3008.92	2780.25			3169.85	2757.4	2812.48	2629.29	2902.34	2660.19	2745.7	2391.04		2572.65	2799.5	2717.18	2453.11	2855.63													
A0A3B3ITU6	Q14642;A0A3B3ITQ0;A0A3B3ITU6;A0A3B3IU01;A0A3F2YNW7;A0A8C8KBU6;A0A3B3IRN9;A0A3B3IU03;A0A3B3IU11	A0A3B3ITU6_HUMAN	MOGS	Mannosyl-oligosaccharide glucosidase (Fragment)	23869.5	23512.8	24237		23082.3	23726.4	23731.1	23534.3	23468.3	23234.7	23056.9	23994	24127.2		23182.8	23315.1	23199	23638.5	23899.2		25361.9	22479.9	19746.5	26899	24586.2	21824.4	23141.6	23885.7	24869.4	21120.9	23164	24804.2
A0A494BZV2;H0Y2S9	A0A494BZV2;H0Y2S9;H0Y7E2	A0A494BZV2_HUMAN;H0Y2S9_HUMAN	MPRIP	Myosin phosphatase Rho interacting protein								2110.75		1495.39	1750.4		1204.55		1646.91	1607.76	1607.14	1550.21	1678.19													
A0A494BZW2;A0A494C1L5;A0A8V8TM79;E9PEM5	A0A494BZW2;A0A494C1L5;A0A8V8TM79;E9PEM5	A0A494BZW2_HUMAN;A0A494C1L5_HUMAN;A0A8V8TM79_HUMAN;E9PEM5_HUMAN	LRBA	LPS responsive beige-like anchor protein							1076.55	1380.82		1907.87	2354.13	2005.17	1720.76		2295.2	1985.66	3114.95	2757.06	2417.07													
A0A494BZY7;M0QZ67	A0A494BZY7;H3BQF6;M0QZ67	A0A494BZY7_HUMAN;M0QZ67_HUMAN	EEF1AKMT2	EEF1A lysine methyltransferase 2							806.155	720.375	608.686	833.526	874.913				802.391	857.62	1053.37	837.081	603.82													
A0A494C0R8;I3L2B0	A0A494C0R8;I3L2B0	A0A494C0R8_HUMAN;I3L2B0_HUMAN	CLUH	Clustered mitochondria protein homolog	5764.23	7963.86	9148.39		7769.18	9874.45	10054.3	9993.47	9522.53	13081.7	10457.5	10192.3	11477.9		10275.7	10652.6	11180.4	9972.28	11106.8		9981.41	12915.4	4601.98	7385.11	3204.5	9731.19	6574.95	8546.94	7219.23	8149.64	5466.96	7818.47
A0A494C0Y9;A0A8V8TNY3	A0A494C0Y9;A0A8V8TNY3	A0A494C0Y9_HUMAN;A0A8V8TNY3_HUMAN	FAM120A	Family with sequence similarity 120A (Fragment)	1613.23	3147.56	2012.59			2371.53	1934.15	2752.4	2479.75	2283.01	2272.72	2682.98	2335.87		2480.73	2330.51	2789.24	2852.21	2548.36								3510.58		2245.48	4749.66		
A0A498U6I9	Q15020;A0A498U6I9;H0YHU7	A0A498U6I9_HUMAN	TBXAS1	Thromboxane A synthase 1	10695	12997.5	11724		10167.7	10874.4	10457.7	10647.3	10132.2	9799.73	10355.8	9992.87	11109.6		9887.06	9817.56	9923.5	9785.03	10029.1			12174		15469.3	12520	12817.2	13073.1	12081.6	13699.3	12542.7	12275	16632.2
A0A499FI48;C9JMN9	A0A499FI48;C9JMN9	A0A499FI48_HUMAN;C9JMN9_HUMAN	PDIA4	Protein disulfide-isomerase													424.218		467.465	714.446	671.014	619.436	589.84													
A0A499FIZ0;A0A7I2V3I7;A0A7I2YQQ9	A0A499FIZ0;A0A7I2V3I7;A0A7I2YQQ9	A0A499FIZ0_HUMAN;A0A7I2V3I7_HUMAN;A0A7I2YQQ9_HUMAN	WDR26	WD repeat domain 26	1770.07	1889.67	2194.83		783.197	1652.15	1680.83	2031.42	2297.49	1860.74	1735.3	1547.27	1715.43		2010.27	1949.59	2126.05	2077.19	2089.43								1079.37	3170.91				1505.27
A0A4W8VX11;A0A5H1ZRS1;E7EV93;E9PGW9;H0YBA1	A0A4W8VX11;A0A5H1ZRS1;E7EV93;H0YBA1;E9PGW9	A0A4W8VX11_HUMAN;A0A5H1ZRS1_HUMAN;E7EV93_HUMAN;E9PGW9_HUMAN;H0YBA1_HUMAN	PCM1	Pericentriolar material 1													1155.52			1777.25	1766.01	1737.29	2116.88													
A0A5F9ZHP2;F8VZG5	P54803;F8W0W8;A0A5F9ZHP2;A0A5K1VW67;F8VY04;F8VZG5	A0A5F9ZHP2_HUMAN;F8VZG5_HUMAN	AK2	nucleoside-diphosphate kinase	76165.4	71865.2	65380.6		55811.8	58564.4	80660.4	83231.2	79920.5	80215	79894.2	79698.9	86653.3		85368.2	86501.8	86686.6	89521.3	90454.7		61530.6	53188.2	75925.3	76933.1	65890.4	82390.2	73576.3	69197.8	74712.9	73839.5	66158.9	74888.6
A0A5H1ZRP4	A0A5H1ZRP4	A0A5H1ZRP4_HUMAN	NELFB	Negative elongation factor B	9825.21	7943.24	11586.2		8465.93	8816.03	9345.71	8432.6	9354.46	8296.3	9838.1	9458.58	7714.38		8339.09	8370.48	7219.15	8007.43	7888.83			7168.59		5988.96		11251.3	8082.79	7704.69	9122.62	7375.73	10199.6	7906.2
A0A5K1VW67;F8VY04	P54803;F8W0W8;A0A5K1VW67;F8VY04	A0A5K1VW67_HUMAN;F8VY04_HUMAN	AK2	nucleoside-diphosphate kinase	6294.96	10042.3	11177.6		7623.14	9645.84	10721.6	10687.3	10917.3	9913.61	11885.1	10114	10142.7		10419.3	8496.02	10803.7	9397.29	8677.56			7686.14		6757.73		9499.51	17020.9	10170.2	11659.3		10687	13774.1
A0A669KAV7;A0A669KBG4;A0A669KBH9;B9EGQ5;M0QXA7	M0QXA7;A0A669KAV7;A0A669KBG4;A0A669KBH9;B9EGQ5	A0A669KAV7_HUMAN;A0A669KBG4_HUMAN;A0A669KBH9_HUMAN;B9EGQ5_HUMAN;M0QXA7_HUMAN	WIZ	WIZ zinc finger					2249.99		1020.19				1024.17	1537.56	1147.41		1479.38	1397.38	1109.89	1114.57	1294.43									2656.42	2055.05			
A0A6I8PRA0;E7ETY2	A0A6I8PRA0;E7ETY2;H0Y8Y7	A0A6I8PRA0_HUMAN;E7ETY2_HUMAN	TCOF1	Treacle ribosome biogenesis factor 1 (Fragment)		2108.52	3999.88			2756.98	1969.56	2192.99	1975.51	2067.82	1970.41	2402.55	1866.69		2608.37	2066.21	2717.53	2402.88	2128.42													2886.17
A0A6Q8PEY8;A0A6Q8PFH1;A0A6Q8PG33	P49902;A0A6Q8PHN8;A0A6Q8PEY8;A0A6Q8PF46;A0A6Q8PFH1;A0A6Q8PG33;A0A6Q8PHB4;S4R3A4;S4R3E6	A0A6Q8PEY8_HUMAN;A0A6Q8PFH1_HUMAN;A0A6Q8PG33_HUMAN	CLCC1;INF2;PRPS1	Inverted formin 2 (Fragment)							630.263	484.709	700.414	1152.73	804.391	725.652	887.563		791.464	809.953	746.753	1056.53	1133.06													
A0A6Q8PF45	P12036;A0A6Q8PF07;A0A6Q8PF45;A0A6Q8PFE5;A0A6Q8PHA4;A0A6Q8PHD1;B3KXV3;B4E135;E7ETD6	A0A6Q8PF45_HUMAN	GARS1	Glycine--tRNA ligase	33440.8	35578	32315		34865.8	32911.1	34800.7	33031	33067.6	32856.5	32934	32346.9	34053.3		32342.9	33205	32844	30795.3	33194.5		32424.3	24891.8	31929.8	25808.8	31773.8	30203.3	29346.2	29048	31603.3	30176.8	31127.3	30302.9
A0A6Q8PFA6;A0A6Q8PH57	A0A6Q8PFA6;A0A6Q8PH57	A0A6Q8PFA6_HUMAN;A0A6Q8PH57_HUMAN	KIF2A	Kinesin-like protein											314.044				1777.27	1835.81	1054.29	825.465	1132.77													
A0A6Q8PGI1	A0A6Q8PGI1	A0A6Q8PGI1_HUMAN	CALD1	Caldesmon 1 (Fragment)	1508		1556.47				754.431	409.228	174.542	676.313	428.601	631.813	589.919		873.001	748.168	613.368	872.497	502.961													
A0A6Q8PH83	P51149;A0A6Q8PG49;A0A6Q8PH83;C9IZY4;C9J4R3;C9J4U8;C9J591;C9J7D0;C9J8S0	A0A6Q8PH83_HUMAN	CAST	Calpastatin (Fragment)	34713.4	35697.2	35535.4		35652.5	35163.1	30386.1	30820	31721.8	33092.1	30874.9	32444.6	33795.8		30613.8	32163.1	31257.9	32058.9	31352.7		27477.8	35278.1	28537.5	46233	31577.2	34210.5	36507.2	32989.1	33781.6	37673.1	36604.2	30453.5
A0A6Q8PHK0	A0A6Q8PGG9;A0A6Q8PHK0;A0A994J569;A0A994J752;C9JLD7;H7C1L9;A0A994J7J0;G5E9G6	A0A6Q8PHK0_HUMAN	TRIP12	E3 ubiquitin-protein ligase	972.749					2481.84	1128.64	769.936	1248.65	1183.1	655.994	1070.78	1032.53		1250.06	859.499	1091.41	1169.54	811.111												3171.72	
A0A7I2V346;A0A7I2YQN2;A0A7I2YQV8;B7Z645	A0A7I2V346;A0A7I2YQN2;A0A7I2YQV8;B7Z645;H0YAA0	A0A7I2V346_HUMAN;A0A7I2YQN2_HUMAN;A0A7I2YQV8_HUMAN;B7Z645_HUMAN	SYNCRIP	Synaptotagmin binding cytoplasmic RNA interacting protein								2638.42	2411.14	2123.54		1887.6	2273.27		1835.38	1791.35	1970.51	1858.14	1692.26													
A0A7I2V3D5;A0A7I2V3E4;A0A7I2V4E4	A0A7I2V4E4;A0A7I2V3D5;A0A7I2V3E4	A0A7I2V3D5_HUMAN;A0A7I2V3E4_HUMAN;A0A7I2V4E4_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	43754.3	40721.4	49732.8		49952.2	45342.8	46882.4	47927.5	46535.5	45269.4	45503.9	47451.4	51972.9		50881.4	51717	50214	51168.3	51413.3			30090.4	36274.8	39149.6	28937.9	41974.8	37147.4	42071.4	34651.3	39717.8	37641.7	34236.2
A0A7I2V3E1	Q9NX95;A0A7I2V3E1	A0A7I2V3E1_HUMAN	PARP1	Poly [ADP-ribose] polymerase		1815.55			1567.26	1528.33	1870.35	1935.39	2273.77	2154.34	1623.55	2044.59	2085.82		1857.08	2354.17	1767.35	2037.08	2731.25			3715.91							1627.72			
A0A7I2V3T6;A0A7I2YQL2;D6RDG3	D6RDG3;A0A7I2V3T6;A0A7I2YQL2	A0A7I2V3T6_HUMAN;A0A7I2YQL2_HUMAN;D6RDG3_HUMAN	BTF3	Transcription factor BTF3							5518.02	5370.25	6335.83	7038.21	6674.93	8603.99	9769.44		10151.8	10810.2	11859.3	11547.7	11585.3													
A0A7I2V490;A0A7I2V5F1	A0A7I2V490;A0A7I2V5F1	A0A7I2V490_HUMAN;A0A7I2V5F1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase		1965.96	1388.01			966.746	1272.21	1545.45	909.729	985.104	869.52	1529.79	796.235		1219.68	1368.71	1022.25	951.924	1590.45													
A0A7I2V4I5	A0A7I2V4I5	A0A7I2V4I5_HUMAN	ZC3H13	Zinc finger CCCH-type containing 13							916.235	542.928	919.795	835.966	529.856		605.405		580.995	499.255	703.582	448.389	557.933							1730.32						
A0A7I2V4V1	Q11128;A0A7I2V2H3;A0A7I2V4F0;A0A7I2V4R3;A0A7I2V4V1;A0A7I2V5E1;A0A7P0Q1F0;E9PQY2;E9PPI9	A0A7I2V4V1_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase	5174.93		3250.33		4632.41	4168.19	3657.12	4741.02	4494.08	4381.36	5049.7	5651.22	5005.93		5201.32	4459.11	4335.36	4722.44	4907.89													10529
A0A7I2V598;H0Y5F5;H0Y6X6	A0A7I2V598;H0Y5F5;H0Y6X6	A0A7I2V598_HUMAN;H0Y5F5_HUMAN;H0Y6X6_HUMAN	PABPC4	Polyadenylate-binding protein	23333.9	23785.7	22345.1		20938.8	22924.8	22712.6	22360	20521.3	22015.9	22405.4	22362	20789.4		14558.1	12969.2	12591.9	12021.3	11561.9			18239	19070.2	18229	18623.2	13562.7	17811	17572.5	20472.3	23629.9	22489.9	21940
A0A7I2V5Z3;A0A7I2V697	A0A7I2V5Z3;A0A7I2V697	A0A7I2V5Z3_HUMAN;A0A7I2V697_HUMAN	SGTA	Small glutamine rich tetratricopeptide repeat co-chaperone alpha		1398.66			1404.08		680.224	693.402	873.545	511.905	762.387	749.772	516.896		731.804	720.848	770.162	726.09	707.61													2191.72
