Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Intensity	Indistinguishable Proteins
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	26	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphomannomutase 2	1	0.999	6	13	13	13	4	2	5	0	2	0	4	2	5	0	2	0	4	2	5	0	2	0	154645.89	26862.28	47029.75	0	54193.742	12220.863	154645.89	26862.28	47029.75	0	54193.742	12220.863	154645.89	26862.28	47029.75	0	54193.742	12220.863	
sp|O15357|SHIP2_HUMAN	O15357	SHIP2_HUMAN	INPPL1	1258	8.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"	1	0.999	9	18	18	18	12	1	2	0	3	0	12	1	2	0	3	0	12	1	2	0	3	0	63068.105	12582.072	21065.207	0	29344.629	5200.741	63068.105	12582.072	21065.207	0	29344.629	5200.741	63068.105	12582.072	21065.207	0	29344.629	5200.741	
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	11.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit D	1	0.999	5	16	16	16	6	2	5	0	3	0	6	2	5	0	3	0	6	2	5	0	3	0	95576.49	19770.047	39788.332	0	34997	3781.4421	95576.49	19770.047	39788.332	0	34997	3781.4421	95576.49	19770.047	39788.332	0	34997	3781.4421	
sp|O15382|BCAT2_HUMAN	O15382	BCAT2_HUMAN	BCAT2	392	10.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Branched-chain-amino-acid aminotransferase, mitochondrial"	1	0.999	3	6	6	6	4	0	0	0	2	0	4	0	0	0	2	0	4	0	0	0	2	0	16147.216	3692.421	6464.457	0	7765.485	0	16147.216	3692.421	6464.457	0	7765.485	0	16147.216	3692.421	6464.457	0	7765.485	0	
sp|O15498|YKT6_HUMAN	O15498	YKT6_HUMAN	YKT6	198	20.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptobrevin homolog YKT6	1	0.9988	4	11	11	11	4	1	2	0	4	0	4	1	2	0	4	0	4	1	2	0	4	0	51144.96	9798.64	26516.291	0	41857.58	0	51144.96	9798.64	26516.291	0	41857.58	0	51144.96	9798.64	26516.291	0	41857.58	0	
sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	5.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	mRNA cap guanine-N7 methyltransferase	1	0.999	2	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	18084.83	2162.1248	5018.3516	0	2531.9084	0	18084.83	2162.1248	5018.3516	0	2531.9084	0	18084.83	2162.1248	5018.3516	0	2531.9084	0	
sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	456	8.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA-processing protein 8	1	0.999	3	5	5	5	3	0	1	0	1	0	3	0	1	0	1	0	3	0	1	0	1	0	33033.03	0	3148.5322	0	0	0	33033.03	0	3148.5322	0	0	0	33033.03	0	3148.5322	0	0	0	
sp|O43166|SI1L1_HUMAN	O43166	SI1L1_HUMAN	SIPA1L1	1804	2.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal-induced proliferation-associated 1-like protein 1	1	0.999	2	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	6109.0327	0	0	0	0	0	6109.0327	0	0	0	0	0	6109.0327	0	0	0	0	0	
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	14.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	U4/U6.U5 tri-snRNP-associated protein 1	1	0.999	10	16	16	16	8	1	3	0	4	0	8	1	3	0	4	0	8	1	3	0	4	0	61882.633	10196.338	21638.055	0	26214.084	0	61882.633	10196.338	21638.055	0	26214.084	0	61882.633	10196.338	21638.055	0	26214.084	0	
sp|O43294|TGFI1_HUMAN	O43294	TGFI1_HUMAN	TGFB1I1	461	10.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transforming growth factor beta-1-induced transcript 1 protein	1	0.999	4	5	5	5	3	1	1	0	0	0	3	1	1	0	0	0	3	1	1	0	0	0	62494.098	0	21931.94	0	0	0	62494.098	0	21931.94	0	0	0	62494.098	0	21931.94	0	0	0	
sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	683	4.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp3	1	0.999	3	11	11	11	3	0	3	0	5	0	3	0	3	0	5	0	3	0	3	0	5	0	109051.33	19288.287	31545.914	0	34776.047	0	109051.33	19288.287	31545.914	0	34776.047	0	109051.33	19288.287	31545.914	0	34776.047	0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	8.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	1	0.999	12	14	14	29	9	1	3	0	1	0	9	1	3	0	1	0	14	3	8	0	4	0	36281.48	4354.8066	24957.408	0	24918.469	2825.8403	36281.48	4354.8066	24957.408	0	24918.469	2825.8403	102989.19	28797.771	46226.094	0	44148.617	2471.0864	
sp|O43464|HTRA2_HUMAN	O43464	HTRA2_HUMAN	HTRA2	458	4.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Serine protease HTRA2, mitochondrial"	1	0.999	2	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	35786.516	3133.1272	0	0	0	0	35786.516	3133.1272	0	0	0	0	35786.516	3133.1272	0	0	0	0	
sp|O43504|LTOR5_HUMAN	O43504	LTOR5_HUMAN	LAMTOR5	91	33	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR5	1	0.999	2	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	26728.717	0	7550.291	0	0	0	26728.717	0	7550.291	0	0	0	26728.717	0	7550.291	0	0	0	
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	9.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-T	1	0.999	9	13	13	13	10	0	2	0	1	0	10	0	2	0	1	0	10	0	2	0	1	0	102789.58	10959.209	42574.957	0	21576.592	5813.8516	102789.58	10959.209	42574.957	0	21576.592	5813.8516	102789.58	10959.209	42574.957	0	21576.592	5813.8516	
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	14.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	1	0.999	2	8	8	8	2	0	3	0	3	0	2	0	3	0	3	0	2	0	3	0	3	0	45050.43	8830.642	18754.166	0	17414.451	0	45050.43	8830.642	18754.166	0	17414.451	0	45050.43	8830.642	18754.166	0	17414.451	0	
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	11.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM44	1	0.999	4	8	8	8	6	1	0	0	1	0	6	1	0	0	1	0	6	1	0	0	1	0	32883.84	9125.588	16788.203	0	15208.311	0	32883.84	9125.588	16788.203	0	15208.311	0	32883.84	9125.588	16788.203	0	15208.311	0	
sp|O43617|TPPC3_HUMAN	O43617	TPPC3_HUMAN	TRAPPC3	180	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 3	1	0.9987	3	6	6	6	2	1	1	0	2	0	2	1	1	0	2	0	2	1	1	0	2	0	82461.16	13516.896	28654.283	0	18546.549	0	82461.16	13516.896	28654.283	0	18546.549	0	82461.16	13516.896	28654.283	0	18546.549	0	
sp|O43633|CHM2A_HUMAN	O43633	CHM2A_HUMAN	CHMP2A	222	22.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 2a	1	0.999	5	8	8	8	4	0	2	0	2	0	4	0	2	0	2	0	4	0	2	0	2	0	77560.69	13396.192	31428.947	0	24495.25	2464.709	77560.69	13396.192	31428.947	0	24495.25	2464.709	77560.69	13396.192	31428.947	0	24495.25	2464.709	
sp|O43663|PRC1_HUMAN	O43663	PRC1_HUMAN	PRC1	620	6.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein regulator of cytokinesis 1	1	0.999	2	4	4	4	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	3	0	28231.88	5740.938	9886.345	0	11925.804	0	28231.88	5740.938	9886.345	0	11925.804	0	28231.88	5740.938	9886.345	0	11925.804	0	
sp|O43676|NDUB3_HUMAN	O43676	NDUB3_HUMAN	NDUFB3	98	18.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1	0.999	2	7	7	7	3	1	2	0	1	0	3	1	2	0	1	0	3	1	2	0	1	0	43928.668	17174.35	18779.328	0	17628.406	0	43928.668	17174.35	18779.328	0	17628.406	0	43928.668	17174.35	18779.328	0	17628.406	0	
sp|O43678|NDUA2_HUMAN	O43678	NDUA2_HUMAN	NDUFA2	99	41.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1	0.9989	3	6	6	6	3	0	2	0	1	0	3	0	2	0	1	0	3	0	2	0	1	0	35091.445	0	10207.432	0	6016.7334	0	35091.445	0	10207.432	0	6016.7334	0	35091.445	0	10207.432	0	6016.7334	0	
sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	8.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	HIV Tat-specific factor 1	1	0.999	4	12	12	12	7	0	2	0	3	0	7	0	2	0	3	0	7	0	2	0	3	0	23782.373	0	2753.8433	0	4281.37	0	23782.373	0	2753.8433	0	4281.37	0	23782.373	0	2753.8433	0	4281.37	0	
sp|O43752|STX6_HUMAN	O43752	STX6_HUMAN	STX6	255	9.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-6	1	0.999	2	3	3	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	33085.84	1921.9619	9983.753	0	4095.4177	0	33085.84	1921.9619	9983.753	0	4095.4177	0	33085.84	1921.9619	9983.753	0	4095.4177	0	
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptogyrin-2	1	0.999	2	4	4	4	1	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	91602.64	15468.379	46228.492	6840.9785	38172.734	13971.5	91602.64	15468.379	46228.492	6840.9785	38172.734	13971.5	91602.64	15468.379	46228.492	6840.9785	38172.734	13971.5	
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	21.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Asparagine--tRNA ligase, cytoplasmic"	1	0.999	11	37	37	37	19	3	9	0	6	0	19	3	9	0	6	0	19	3	9	0	6	0	153959.4	37957.016	67271.3	0	91318.83	20471.807	153959.4	37957.016	67271.3	0	91318.83	20471.807	153959.4	37957.016	67271.3	0	91318.83	20471.807	
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	5.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ib	1	0.9989	5	5	5	5	4	1	0	0	0	0	4	1	0	0	0	0	4	1	0	0	0	0	52288.18	12833.016	21528.852	0	23616.965	6434.546	52288.18	12833.016	21528.852	0	23616.965	6434.546	52288.18	12833.016	21528.852	0	23616.965	6434.546	
sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	475	9.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar RNA-interacting protein 2	1	0.999	4	11	11	11	6	1	2	0	2	0	6	1	2	0	2	0	6	1	2	0	2	0	58675.312	7407.2227	17503.234	0	16016.434	2624.3823	58675.312	7407.2227	17503.234	0	16016.434	2624.3823	58675.312	7407.2227	17503.234	0	16016.434	2624.3823	
sp|O43819|SCO2_HUMAN	O43819	SCO2_HUMAN	SCO2	266	10.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Protein SCO2 homolog, mitochondrial"	1	0.999	2	6	6	6	4	0	0	0	2	0	4	0	0	0	2	0	4	0	0	0	2	0	38911.176	0	8216.141	0	13354.62	0	38911.176	0	8216.141	0	13354.62	0	38911.176	0	8216.141	0	13354.62	0	
sp|O43823|AKAP8_HUMAN	O43823	AKAP8_HUMAN	AKAP8	692	5.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	A-kinase anchor protein 8	1	0.999	3	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	25386.533	0	0	0	0	0	25386.533	0	0	0	0	0	25386.533	0	0	0	0	0	
sp|O43929|ORC4_HUMAN	O43929	ORC4_HUMAN	ORC4	436	7.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Origin recognition complex subunit 4	1	0.999	3	4	4	4	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	1	0	42879.598	0	11451.613	0	11428.189	0	42879.598	0	11451.613	0	11428.189	0	42879.598	0	11451.613	0	11428.189	0	
sp|O60231|DHX16_HUMAN	O60231	DHX16_HUMAN	DHX16	1041	6.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1	0.999	6	7	7	11	5	0	1	0	1	0	5	0	1	0	1	0	6	1	2	0	2	0	86723.26	0	16957.076	0	25346.006	0	86723.26	0	16957.076	0	25346.006	0	76561.17	8295.16	24416.047	0	33505.504	4147.033	
sp|O60232|ZNRD2_HUMAN	O60232	ZNRD2_HUMAN	ZNRD2	199	16.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein ZNRD2	1	0.999	3	5	5	5	4	0	0	0	1	0	4	0	0	0	1	0	4	0	0	0	1	0	22249.15	0	7290.0415	0	3947.5105	0	22249.15	0	7290.0415	0	3947.5105	0	22249.15	0	7290.0415	0	3947.5105	0	
sp|O60306|AQR_HUMAN	O60306	AQR_HUMAN	AQR	1485	4.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA helicase aquarius	1	0.999	5	6	6	6	6	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	20012.357	3666.9443	5984.545	0	1334.8175	0	20012.357	3666.9443	5984.545	0	1334.8175	0	20012.357	3666.9443	5984.545	0	1334.8175	0	
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	8.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Dynamin-like 120 kDa protein, mitochondrial"	1	0.999	7	9	9	9	6	2	1	0	0	0	6	2	1	0	0	0	6	2	1	0	0	0	65785.92	4486.5005	22953.156	0	6845.0884	0	65785.92	4486.5005	22953.156	0	6845.0884	0	65785.92	4486.5005	22953.156	0	6845.0884	0	
sp|O60341|KDM1A_HUMAN	O60341	KDM1A_HUMAN	KDM1A	852	5.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysine-specific histone demethylase 1A	1	0.999	4	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	54424.203	0	15754.17	0	5816.6323	0	54424.203	0	15754.17	0	5816.6323	0	54424.203	0	15754.17	0	5816.6323	0	
sp|O60427|FADS1_HUMAN	O60427	FADS1_HUMAN	FADS1	444	14.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-CoA (8-3)-desaturase	1	0.999	6	13	13	13	8	1	1	0	3	0	8	1	1	0	3	0	8	1	1	0	3	0	52874.74	10416.664	18472.262	0	15246.005	6007.028	52874.74	10416.664	18472.262	0	15246.005	6007.028	52874.74	10416.664	18472.262	0	15246.005	6007.028	
sp|O60437|PEPL_HUMAN	O60437	PEPL_HUMAN	PPL	1756	3.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Periplakin	1	0.999	4	4	4	4	3	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	13310.456	0	11931.383	0	0	0	13310.456	0	11931.383	0	0	0	13310.456	0	11931.383	0	0	0	
sp|O60443|GSDME_HUMAN	O60443	GSDME_HUMAN	GSDME	496	11.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gasdermin-E	1	0.999	6	6	6	6	5	0	1	0	0	0	5	0	1	0	0	0	5	0	1	0	0	0	73963.96	3402.539	15929.446	0	11709.42	0	73963.96	3402.539	15929.446	0	11709.42	0	73963.96	3402.539	15929.446	0	11709.42	0	
sp|O60502|OGA_HUMAN	O60502	OGA_HUMAN	OGA	916	3.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein O-GlcNAcase	1	0.999	3	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	48593.613	0	0	0	0	0	48593.613	0	0	0	0	0	48593.613	0	0	0	0	0	
sp|O60518|RNBP6_HUMAN	O60518	RNBP6_HUMAN	RANBP6	1105	5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ran-binding protein 6	1	0.999	5	3	3	11	3	0	0	0	0	0	3	0	0	0	0	0	6	1	3	0	1	0	39976.43	0	0	0	0	0	39976.43	0	0	0	0	0	80013.08	10056.058	24729.941	0	21073.121	0	
sp|O60524|NEMF_HUMAN	O60524	NEMF_HUMAN	NEMF	1076	3.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome quality control complex subunit NEMF	1	0.9989	3	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	59906.973	0	0	0	15093.651	0	59906.973	0	0	0	15093.651	0	59906.973	0	0	0	15093.651	0	
sp|O60547|GMDS_HUMAN	O60547	GMDS_HUMAN	GMDS	372	7.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	"GDP-mannose 4,6 dehydratase"	1	0.9987	3	6	6	6	2	2	1	0	1	0	2	2	1	0	1	0	2	2	1	0	1	0	49620.12	5605.706	16979.684	0	12285.4375	2680.3772	49620.12	5605.706	16979.684	0	12285.4375	2680.3772	49620.12	5605.706	16979.684	0	12285.4375	2680.3772	
sp|O60645|EXOC3_HUMAN	O60645	EXOC3_HUMAN	EXOC3	745	3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exocyst complex component 3	1	0.9987	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	20287.742	5062.7656	0	0	10456.253	0	20287.742	5062.7656	0	0	10456.253	0	20287.742	5062.7656	0	0	10456.253	0	
sp|O60716|CTND1_HUMAN	O60716	CTND1_HUMAN	CTNND1	968	13.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catenin delta-1	1	0.999	11	29	29	29	11	4	8	0	6	0	11	4	8	0	6	0	11	4	8	0	6	0	123660.17	25094.264	46512.086	0	43074.51	7067.858	123660.17	25094.264	46512.086	0	43074.51	7067.858	123660.17	25094.264	46512.086	0	43074.51	7067.858	
sp|O60762|DPM1_HUMAN	O60762	DPM1_HUMAN	DPM1	260	20.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dolichol-phosphate mannosyltransferase subunit 1	1	0.999	5	11	11	11	4	1	4	0	2	0	4	1	4	0	2	0	4	1	4	0	2	0	137192.33	26423.17	47813.723	2785.5967	54787.6	0	137192.33	26423.17	47813.723	2785.5967	54787.6	0	137192.33	26423.17	47813.723	2785.5967	54787.6	0	
sp|O60784|TOM1_HUMAN	O60784	TOM1_HUMAN	TOM1	492	5.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Target of Myb1 membrane trafficking protein	1	0.999	2	5	5	5	2	2	0	0	1	0	2	2	0	0	1	0	2	2	0	0	1	0	16713.174	4426.1978	9888.998	0	9293.171	1524.5603	16713.174	4426.1978	9888.998	0	9293.171	1524.5603	16713.174	4426.1978	9888.998	0	9293.171	1524.5603	
sp|O60831|PRAF2_HUMAN	O60831	PRAF2_HUMAN	PRAF2	178	16.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	PRA1 family protein 2	1	0.999	3	13	13	13	3	3	3	0	4	0	3	3	3	0	4	0	3	3	3	0	4	0	157000.42	12084.728	45454.273	0	37872.727	5122.475	157000.42	12084.728	45454.273	0	37872.727	5122.475	157000.42	12084.728	45454.273	0	37872.727	5122.475	
sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	13.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit DKC1	1	0.999	6	17	17	17	6	3	4	0	4	0	6	3	4	0	4	0	6	3	4	0	4	0	71094.11	16084.565	39075.11	0	42497.11	9500.508	71094.11	16084.565	39075.11	0	42497.11	9500.508	71094.11	16084.565	39075.11	0	42497.11	9500.508	
sp|O60936|NOL3_HUMAN	O60936	NOL3_HUMAN	NOL3	208	8.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 3	1	0.999	2	5	5	5	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	42417.836	4892.667	16275.389	0	13328.593	0	42417.836	4892.667	16275.389	0	13328.593	0	42417.836	4892.667	16275.389	0	13328.593	0	
sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	ROCK2	1388	20.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho-associated protein kinase 2	1	0.999	23	50	42	50	28	3	9	0	10	0	22	3	8	0	9	0	28	3	9	0	10	0	380401.94	22053.418	166261.19	89393.68	74026.48	6792.0166	382347.72	20891.969	164858.75	89393.68	69474.62	4425.9326	380401.94	22053.418	166261.19	89393.68	74026.48	6792.0166	
sp|O75122|CLAP2_HUMAN	O75122	CLAP2_HUMAN	CLASP2	1294	4.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	CLIP-associating protein 2	1	0.999	5	5	5	5	4	1	0	0	0	0	4	1	0	0	0	0	4	1	0	0	0	0	90286.28	25700.166	39675.227	10494.035	46781.504	14791.388	90286.28	25700.166	39675.227	10494.035	46781.504	14791.388	90286.28	25700.166	39675.227	10494.035	46781.504	14791.388	
sp|O75128|COBL_HUMAN	O75128	COBL_HUMAN	COBL	1261	5.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein cordon-bleu	1	0.999	5	7	7	7	7	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	41041.61	0	0	0	4128.0566	0	41041.61	0	0	0	4128.0566	0	41041.61	0	0	0	4128.0566	0	
sp|O75150|BRE1B_HUMAN	O75150	BRE1B_HUMAN	RNF40	1001	14.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase BRE1B	1	0.999	10	18	18	18	14	1	2	0	1	0	14	1	2	0	1	0	14	1	2	0	1	0	68851.83	5219.4014	6019.4565	0	8748.047	0	68851.83	5219.4014	6019.4565	0	8748.047	0	68851.83	5219.4014	6019.4565	0	8748.047	0	
sp|O75152|ZC11A_HUMAN	O75152	ZC11A_HUMAN	ZC3H11A	810	4.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 11A	1	0.999	3	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	45056.297	0	7412.6436	0	0	0	45056.297	0	7412.6436	0	0	0	45056.297	0	7412.6436	0	0	0	
sp|O75153|CLU_HUMAN	O75153	CLU_HUMAN	CLUH	1309	8.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clustered mitochondria protein homolog	1	0.999	9	14	14	14	9	1	1	0	3	0	9	1	1	0	3	0	9	1	1	0	3	0	141748.19	8668.801	23843.492	0	42162.766	0	141748.19	8668.801	23843.492	0	42162.766	0	141748.19	8668.801	23843.492	0	42162.766	0	
sp|O75165|DJC13_HUMAN	O75165	DJC13_HUMAN	DNAJC13	2243	3.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 13	1	0.999	4	6	6	6	4	0	1	0	1	0	4	0	1	0	1	0	4	0	1	0	1	0	29649.775	0	0	0	2586.798	0	29649.775	0	0	0	2586.798	0	29649.775	0	0	0	2586.798	0	
sp|O75175|CNOT3_HUMAN	O75175	CNOT3_HUMAN	CNOT3	753	4.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 3	1	0.999	3	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	23859.645	0	4671.1074	0	0	0	23859.645	0	4671.1074	0	0	0	23859.645	0	4671.1074	0	0	0	
sp|O75179|ANR17_HUMAN	O75179	ANR17_HUMAN	ANKRD17	2603	2.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 17	1	0.999	2	3	3	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	13380.689	0	0	0	0	0	13380.689	0	0	0	0	0	13380.689	0	0	0	0	0	
