Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-07_4449.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-07_4462.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-07_4475.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-08_4450.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-08_4463.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-08_4476.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-09_4451.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-09_4464.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-09_4477.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-10_4452.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-10_4465.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-10_4478.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4453.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4466.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4479.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4454.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4467.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4480.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-01_4443.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-01_4456.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-01_4469.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-02_4444.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-02_4457.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-02_4470.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-03_4445.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-03_4458.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-03_4471.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-04_4446.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-04_4459.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-04_4472.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-05_4447.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-05_4460.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-05_4473.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-06_4448.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-06_4461.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-06_4474.d
A6ND36	A6ND36	FA83G_HUMAN	FAM83G	Protein FAM83G	4143.74	4513.74	5263.67	5085.32	5546.13	5505.34	4860.41	4610.82	4656.87	6780.75	5309.4	5185.78	11063.1	7988.81	8112.53	3911.08	9503.59	5620.61	4540.97	5642.06	5883.32	4985.11	4826.41	5670.86	4272.72	5374.34	5509.79	7876.04	7734.89	7379.7	5627.56	7086.28	6955.35	7083.29	5694.86	6219.32
A6NDG6	A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	20391.5	20589	17666.7	22233	20742.1	16873.3	20097.1	19546.1	17266.6	18364	18868.9	20103.3	16286.2	18005.4	14046.8	19739.2	17282	17483.6	23831.6	22220.6	18845.3	18560.3	20024.2	16969.2	20733.3	19919.9	17662.8	15068.3	17555.5	15637.8	16279.9	14510.5	11886.1	14689.3	14901.7	16782.5
A6NDR6;A8K0S8;Q99687	Q99687;A8K0S8;A6NDR6	ME3L1_HUMAN;ME3L2_HUMAN;MEIS3_HUMAN	MEIS3;MEIS3P1;MEIS3P2	Putative homeobox protein Meis3-like 1	3595.37		3540.65	3181.6	3098.18	3708.84	4184.36		4149.07									2379.77			2453.08			2766.71			2972.79		3678.33	3732.32		3253.51		3156.32	3852.73	3001
A6NDU8	A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1	3369.06	3991.18	3272.42	3309.98	3159.92		3950.11	2659.49	2425.53	2411.61	3392.42	3618.95		3656.94	3843.12	3322.63			2587.07	2724.06	2254.82	4002.02	3178.77	4516.17	3958.78	2584.26		3335.79			2080.92	2245.95	3614.55	2829.24	2974.2	4127.96
A6NFE3	A6NFE3	EFC10_HUMAN	EFCAB10	EF-hand calcium-binding domain-containing protein 10	7911.12			7445.54			9465.88			8291.12						7857.74			8250.89			7199.22			8550.81			7198.91			8459.88			8429.66		
A6NFQ2	A6NFQ2	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2	5998.28	3941.41	3750.49	4439.13	5036.56	4271.67	5444.77	4954.87	4232.75		4185.5	3155.33					3882.18		5709.64	5582.89	5191.52	5806.05	5504.55	5257	5436.56	4970.01	5209.18	5101.81	3360.71	3616.52	4062.82	2580.35	2493.27		3534.93	3556.35
A6NHL2	A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	4859.21	5575.13	5260.77	4883.59	3698.95	4488.33	2964.65	3872.02	3588.85	5537.65	7223.73	4401.56		3875.15				3200.16	3366.22	3525.85	2397.54	2820.83	4889.45	3023.3	3576.66	1747.78	3817.54	5114.95	6516.14	6040.07	5867.05	5672.55	7151.64		6372.38	7208.17
A6NHQ2	A6NHQ2	FBLL1_HUMAN	FBLL1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	143057	132569	93270.2	134378	131555	79765.2	135342	145185	127380	159961	187091	186217	163254	170199	187141	154623	170769	185764	143588	148264	70724.5	138338	118217	51616	138009	130079	78244.5	134186	159584	105532	133630	171688	172432	95227.8	82450.3	96274.4
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	42354.1	37098.5	35906.2	42797.2	39023.4	37218.8	41739.2	36837.9	36609.8	40855.6	39696.1	36513.8	44226.9	37159.2	40124.3	39372.4	38720.9	38097.1	56825.8	50621.5	45841	54361.5	51635.1	46104.4	51799.1	48362	47707.2	58843.3	59024.2	50318.6	61970.4	61563.9	57242.7	38463.5	38980	32509.4
A6NHS7	A6NHS7	MANS4_HUMAN	MANSC4	MANSC domain-containing protein 4	6145.56	5216.97	2492.08	5857.81	7773.26	3322.62	7624.24	8553.86	2565.4	10104.3	9742.34	6239.07	6316.4	5530.18	4465.73	5241.88	7559.12	8640.51	8717.94	8983.64	2906.91	8724.74	6880.28	1867.63	8724.5	6874.37	3175.58	14093.2	11923.2	6466.75	13534.2	12839.5	5715.58	14277.8	16219.8	10111.9
A6NHX0	A6NHX0	CAST2_HUMAN	CASTOR2	Cytosolic arginine sensor for mTORC1 subunit 2	4066.57	4252.7	4564.51	3107.56	4721.68	4855.15	3928.75	3954.03	4007.11	4372.96	3274.04	1921.94					3540.55	2001.06	2844.17	3225.35	3680.67	3495.42	4325.91	3881.76	5344.31	4800.53	3958.53	4113.95	5822.12	3376.16	7548.5	5387.52	2537.84	6886.51	6065.75	4373.73
A6NI28	A6NI28	RHG42_HUMAN	ARHGAP42	Rho GTPase-activating protein 42	6686.21	7430.37	7409.75	6941.93	7932.56	8180.53	7071.95	8122.95	6840.74	6344.9	6177.46	5789.44	7628.68	6382.46	9273.23	2741.43	2966.21	5658.84	4600.88	4727.06	3330.65	5034.2	5809.55	3383.75	5981.96	5088.08	3665.75	6318.26	5707.99	6378.24	7379.28	5415.35	5448.08	5634.22	5497.29	6019.19
A6NIH7	A6NIH7;Q13432	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	10139.1	12548.1	13252.3	11527.2	12488.6	10943.3	12748.2	12480	12259.1	15953.7	18827.9	20445.4	20048.4	21475.9	22941.9	16112.1	20356.9	22147.7	11828.4	11239.4	10574.4	10862.9	9164.53	12591.7	10877.3	11481	10815.9	17965.2	19587.7	18781	16635.1	21229.8	23935.3	21653.8	24058	29723.1
A6NJ78	A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	2639.62	2492.15	2589.48	1344.88	1832.11	2536.94	2513.68	3126.75	2795.24	3383.68	2765.64	2158.69	5088.95		2626.74		2329.38	1871.92	3396.12	2540.86	3441.01	2681.42	3206.14	4444.25	3243.81	3758.8	3995.26	3568.13	2969.32	3428.27	3287.96	2449.94	4263.05	2541.22	2714.94	3675.04
A6NKD9	A6NKD9	CC85C_HUMAN	CCDC85C	Coiled-coil domain-containing protein 85C	12577.1	11442.1	8077.55	9506.71	13077.4	9300.66	8302.09	13053.8	10078.3	13867.4	18211	15284.7	19517.2	15552.6	16306.6	20139.7	16939	13129	12675.6	12612.5	10116.3	9944.39	10850.9	9644.27	11471.8	12962.8	11570.4	21367.7	21963.8	18993.5	17502.2	19675.6	17785.8	21391.8	21670.2	19818.6
A6NKF1	A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	3908.34	4932.3	5749.14	5746.66	5221.41	4415.59	3675.8	6100.47	4837.62		7809.56							16239.3	5713.17	5868.28	4943.27	6410.32	6774.1	6353.34	6343.28	6255.18	6944.63	6547.84	6098.48	5981.11	3803.63	7015.88	4298.05	5588.22	7826.98	10127.1
A6NKT7	A6NKT7;Q7Z3J3	RGPD3_HUMAN	RGPD3	RanBP2-like and GRIP domain-containing protein 3														5090.15			5131.73															7205.45		4621.33		
A6PVS8	A6PVS8	LRIQ3_HUMAN	LRRIQ3	Leucine-rich repeat and IQ domain-containing protein 3	16017.3	12631.8		15368.1			16451.9	11492.2	5876.52										19251.6	12259.1	8750.89		10747.5		16959	13487.3	7149.89	10070.6						9487.53		4964.92
A6QL63	A6QL63	BTBDB_HUMAN	BTBD11	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11	5340.67	4254.58	4689.55	4746.22	4953.97	4955.41	4282.05	4810.77	3631.78	4524.06	5973.33	6043.67		4629.71	6815.77	5853.49	2173.73	3428.67		2296.16	2694.69		3400.06	2773.16		2714.48	2371.74		1653.94	3160.6			2689.31			
A6ZKI3	Q9BWD3;Q17RB0;A6ZKI3	RTL8C_HUMAN	RTL8C	Retrotransposon Gag-like protein 8C	26798.2	27023	23808	27750.5	28868.3	21939	31416.5	31324.3	21548.7	19208.4	21362.7	18157.6	19911.7	20881.6	17153.2	17273.3	20449.1	19817.2	31367.9	31122.4	21999.1	34509	32448.5	23915.1	30807	30116.8	20517.6	25141	24997.1	20924.7	24211.9	23717.2	18693.4	26871.5	30252.1	23700.1
A7E2V4	A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	6429.21	7212.81	6394.85	7103.13	6911.2	7631.83	7960.3	8641.28	6983.89	6343.72	6804.64	5036.54	6663.5	7839.71	7085.74	10003.9	7546.98	6449.15	7565.69	7321.2	6925.13	7625.56	7508.61	6804.46	7502.85	7405.91	7647.3	6850.12	8019.04	7274.7	9420.89	7746.66	7381.99	6099.46	7166.31	7950.78
A7KAX9	A7KAX9	RHG32_HUMAN	ARHGAP32	Rho GTPase-activating protein 32	2574.19	3248.89	2503.29	2471.81	2995.55	2929.5	2330.01	2728.95	3055.57			2504.86						2361.08	1860.45	2410.16	2709.51	2613.76	2266.76	2996.45	2895.91	2017.66	2529.44	2614.29	2511.6	3041.56	2367.93	1637.05	3305.59		2289.06	2962.26
A8CG34	A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C												2779.44							3424.45		2221.22	3203.05			3602.56		2490.57					4754.69	2874.17			
A8MVW0	A8MVW0	F1712_HUMAN	FAM171A2	Protein FAM171A2	1340.7	1353.2	1587.61	2264.37	900.539	885.186	914.426	1508.59	1519.59		1507.13	1538.74		1942.72	2264.24		2553.98	2371.54	1276.97	768.392	1291.13	1194.02	995.042	1532.32	730.314	1217.64	1260.12		1473.69	1297.05		1325.08	1770.91		1266.28	1485.68
A8MWA4	A8MWA4	Z705E_HUMAN	ZNF705EP	Putative zinc finger protein 705EP	41590.7	37380	23015.3	39031.4	30339.2	24538.7	42932.7	33495.6	27746.8	56263.2	51558.4	44042.7		57746.1	55642.7	79553.5	54182.4	48439.8	38959.8		24508.2	35994.5	25371.9	16817.4	41567.3	26512	19671.8	49632.5	39170.3	28035.2	51409.8	36736.3	37538.3	65422.2	33413	40662.4
A8MWD9	P62308;A8MWD9	RUXGL_HUMAN	SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	73663.8	81361.9	91818.6	74740.7	76634.4	73883.3	52754.2	64564	63792.6	173280	193841	199009	173977	194023	203122	168424	197558	213714	71904	69758.9	82100.2	60155.8	75164.5	68913.2	61914.2	59759.6	61906.8	174971	184901	178867	192163	191538	170014	192559	217875	195956
A8MXK1	A8MXK1	VSTM5_HUMAN	VSTM5	V-set and transmembrane domain-containing protein 5		36750.1	28690.7		34795.4	32181.6		34159.5	29410.9		60582.6	37802.9		85381	31040.2		71357.4	41798.6		33854.9	26894.3			25541.2	34640.6	20791.2	24838		20979.8	8161.27		23282.3	8471.18			8678.68
A8MXV4	A8MXV4	NUD19_HUMAN	NUDT19	Acyl-coenzyme A diphosphatase NUDT19	7181.64	8210.75	9813.22	7732.45	6894.06	9029.02	9019.36	8161.86	9400.4	8051.15	8542.49	11088.3	7386.4	7581.58	9555.43	8714.65	9243.73	8375.69	9385.77	8822.6	8620.87	8685.65	10301.7	8803.3	8391.83	9465.1	10240.7	10306.3	12046.9	11677.3	10819	13934.8	11485.2	10540.1	8686.4	9515.08
A9UHW6	A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	2442.31	2271.89	3952.24	2916.58	2939.59	3583.19	1093.28	2304.56	3309.36	2645	2287.62	3247.48	1504.25	1513.99	2252.31		2263.6	3712.76	1675.44	1440.23	2471.35	1221.73	2330.15	2596.98	1266.41	2080.44	2364.96	2389.11	2280.08	2170.9	1776.59	2191.15	2056.61	2037.86	2330.1	3282.01
A9Z1Z3	A9Z1Z3	FR1L4_HUMAN	FER1L4	Fer-1-like protein 4			5371.09	4117.89	6416.53	5609.27	4716.82	6135.48		4486.4				3471.1			2923.23		3600.59		7296.46	3457.91		7087.17	3047.89	6824.2	5815.58		2687.81		3611.66	2517.57	3232.3			1578.31
B0YJ81	B0YJ81	HACD1_HUMAN	HACD1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1	3850.38	4616.03	3635.62	2817.6	3233.48	3037.6	7036.78	2994.24	2844.09					5104.2					2088.61	2762.03	2206.39	7008.13	3446.17	2761.94	3904.98	2673.51	3031.57		4038.16	2774.53	4223.88	3485.57	2806.11			2913.79
B2RTY4	B2RTY4	MYO9A_HUMAN	MYO9A	Unconventional myosin-IXa		1935.19	1303.91		1511.25	2243.06		1438.26	1746.85											2309.8	1210.1	1270.43	1261.43	3015.63		1040.69	1430.07			2293.42		1539.04				
B7ZAQ6;P0CG08	P0CG08;B7ZAQ6	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	6962.76	6475.09	5208.04	6077.51	6531.05	5306.95	5805.47	6972.35	5144.96	4733.43	5472.02	5365.42	7745.34	4795.7	3127.95	8457.85	4279.88	4844.2	5964.62	5110.67	3838.67	5332.2	4699.08	4989.18	5939.45	5098.22	5617.47	4334.16	3794.39	2489.61	3309.42	3403.1	3646.86	2973.85	2572.08	4762.58
B7ZW38;O60812;P0DMR1	P0DMR1;O60812;B7ZW38	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3		2162.27				2840.72	2876.18	2103.38	3064.54	5351.93	2914.1	6330.24		11389.5	5912.58	9915.6	6611.02	6063.07	6942.51	3634.41	2737.54	4576.96	4315.13			4713.09		5047.76	3051.23	3370.67				6318.43	3539.78	3437.86
C0HLS1	C0HLS1	OSCRI_HUMAN	SCRIB	SCRIB overlapping open reading frame protein										1112.22																		1347.09	2146.61				2567.18		3847.5	4514.2
C4AMC7;Q6VEQ5	A8K0Z3;Q6VEQ5;C4AMC7	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	14797.5	15682.4	14319.8	14880.7	17377.3	15377	16292.8	14913.2	12868.3	12436.8	15019.5	13597.4	17385.5	14642.4	14257.7	18037	19414.1	13366.1	18335.7	18126.2	18205.4	19440.3	18448	17604.7	18757.3	19812.7	16850.6	16614.1	16272.6	15902	14375.4	16599.1	15026.3	20259	18778.3	17021
C9J798;O43374	C9J798;O43374	RAS4B_HUMAN;RASL2_HUMAN	RASA4;RASA4B	Ras GTPase-activating protein 4B			184.245			322.552		732.808									301.013			329.324	437.338					293.698	409.765			1031.38		499.525	693.725		706.341	502.244
C9J7I0	C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	580.391	508.581									1439.78	1552.27	842.407	1836.86	1134.39	1110.27	1359.51	2911.17	1077.47	967.591		1101.53		402.531	994.815	864.846		1275.47	1858.45	1402.59	1993.55	982.17	791.577	1007.78	1337.49	1215.49
C9JLW8	C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	3344.71	3499.56	4222.34	3881.09	3841.88	4567.32	3406.68	2693.85	4088.99	9619.49	12896.4	15202.1	18889.4	18990.1	19668.4	15430.8	16980.1	22374.6	6304.42	3773.32	4049.24	4279.08	2985.35	3875	3779.07	4028.94	3338.27	13645.8	15997.8	15928.9	16173.2	16245.9	16253.6	20091.7	24076.1	28678.8
C9JPN9;D6R901	A6NCW0;C9JPN9;Q0WX57;C9JVI0;D6RA61;C9J2P7;C9JJH3;A8MUK1;D6RBQ6;D6RCP7;D6R9N7;D6R901;D6RJB6;C9JLJ4;Q7RTZ2	U17LL_HUMAN;UL17C_HUMAN	USP17L12;USP17L21	Ubiquitin carboxyl-terminal hydrolase 17-like protein 12		1.47E+06	1.11E+06	2.01E+06	1.51E+06	1.09E+06		1.38E+06	926203	3.14E+06	1.99E+06		2.79E+06	1.88E+06		2.77E+06		1.41E+06	1.59E+06		837924			864492	1.48E+06		739327	2.07E+06	1.20E+06	874135	1.72E+06	1.22E+06	946949	2.24E+06	1.33E+06	1.06E+06
E9PAV3	E9PAV3;Q13765	NACAM_HUMAN	NACA	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"	15896.1	16468.5	17924	15314.9	15900.5	17258.6	15090.8	16596.4	18619.5	142908	148221	143305	232129	265468	267637	229255	245363	251341	13385.1	15065.4	17185.2	13692	14394.2	15469.2	14409.3	15025.9	16533.5	159662	152724	198604	177025	169431	144819	222895	229084	217273
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	8708.13	7560.93	5692.39	2941.67	5062.69	5172.46	6707.87	6294.73	4577.42	10952.8	15176.5	15832.4	13437.1	16987.3	13720.7	12617.7	13076.8	13095.6	8443.87	6215.37	7628.15	5971.01	5154.6	6171.74	5515.43	6467.5	6683.04	18223.9	15533.6	22982.4	16883.9	14564.2	20979.7	14363.8	15964.1	17038.4
F8WCM5;P01308	F8WCM5;P01308	INSR2_HUMAN;INS_HUMAN	INS;INS-IGF2	"Insulin, isoform 2"	771718	95371.1	5725.92	715398	56111.9	6968.97	743734	74441.3	5688	661411	62183.8	6876.38	1.76E+06	449346	107126	1.69E+06	465680	156777	629630	67852.2	3989	581575	34861.7	6335.91	590294	44715.5	6380.82	228015	18498.6		389729	51520.3	3867.87	519703	168482	17156.3
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	36641.4	29867.6	18842.3	28781.2	27379.7	26231.8	18216.5	21520	19373.7	25311.3	25536.1	22281.1	20669.8	26334.2	25512.6	41359.2	39119.6	26101.7	25366	27852.6	24982.4	25439.8	23941	25671.2	29677.9	22225.4	26877.1	24986.2	22650.4	13543.7	29566.3	18468.4	16288.1	52069.3	32640.7	23383.8
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein		1113.38								8022.19	7331.21	6746.77	10487.9	12762.5	10133	10780	9951.01	8851.97		1481.15								6441.7	6587.84	6248.65	4658.36	6526.99	5814.82	7447.79	9302.82	7956.17
L0R8F8	L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	5439.21	5902.94	7148.28	4639.57	5843.25	6089.86	4671.81	5905.91	5835.26	7231.67	10725.2	9393.64	9804.82	9821.11	10190.7	10571.6	7482.62	9526.02	7241.85	8812.88	7802.39	6685.55	7406.96	7186.49	6547.01	7453.48	10942.9	13803.6	13390.6	21086.2	10994.3	16514.9	15324.1	11851.4	16057.8	12538.3
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha				2212.6						117278	124526	94954	291494	293416	221394	323775	279418	217028							41225.9			108959	99984.3	53726.1	160359	157762	92248.4	181445	195165	164022
O00116	O00116	ADAS_HUMAN	AGPS	"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	17329	17496.9	18315.7	16540.1	18935.6	17884.2	16398.3	18646.7	18073.2	20993.3	23926	22396.7	13613.5	16926.9	19119.1	13792.7	18076.2	18596.5	21161.5	22077.7	21670	20579.6	21995.2	21070.5	21304.8	23237.1	21842.3	30480.1	34281.2	32206	26673.7	30298.4	26602.4	23597	26448.1	25293.4
O00124	O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	752.673	1196.31	1724.68		1037.76	1381.66	732.082	1519.17	1637.02	1590.12	857.04	1150.31		1722.07	1424.26				1701.44	1071.68	1008.18		1067.46	669.111		1210.25	2193.26			1023.78	938.645	1085.66	1001.17		1545.71	1553.26
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	21925.6	21692.2	22410.6	21145	21049.3	22252.5	23152.2	23683.8	24328.5	30341.1	29217.7	27559.6	26301.6	28382.4	27016.4	30313.1	28530.5	26544.9	22206.8	21848.3	21023.7	19624.4	21242.3	20430.3	22204.5	20790.1	21406.3	25463.7	25638.4	24761.3	25965.5	28117.3	26981.3	20830.3	22963.3	24560.1
O00142	O00142	KITM_HUMAN	TK2	"Thymidine kinase 2, mitochondrial"	7382.54	9397.77	7955.64	5921.08	8099.38	9491.01	6978.22	8013.95	9334.82	6856.57	7350.47	8555.54		9163.02	6765.07	6745.7	8610.63	10255.1	4518.36	8027.34	6716.28	8212.12	6018.98	5804.17	6602.4	6378.38	5639.28	5273.48	7549.24	7115.93	5939.62	6554.77	7789.59		9662.31	7366.8
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	3590.73	4212.31	2503.14	4365.04	3683.02	4084	4909.12	4608.16	4147.95	5198.28	5509.83	3529.74	2972.1	4097.69	5723.19	3105.37	3966.46	5327.93	10331	9341.19	8248.32	10153.9	9870.76	11599	8972.85	10708.6	7142.12	11718.2	11624.1	8993.68	9825.96	10238.3	10269.1	9017.64	8718.35	10651.5
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	33840.9	35583.9	40844.4	30917	39868.2	40425.5	35659.7	38067.6	39633.7	85663.3	96838.8	85949.6	69325.1	95506.9	97169.2	79008.9	100078	95061.5	29407	31448.9	33989	30571.7	29267.9	34943.8	30364	29978.3	34374.3	134175	154663	132640	146058	175251	159726	225364	263879	242116
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	143014	141766	118586	133987	140899	113334	137972	137468	133085	139822	135870	127533	109587	107772	112387	114346	100564	115812	123658	123047	102457	123081	133611	103775	126449	127930	110076	134549	142042	112066	143168	142198	116748	134890	121244	121260
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	102205	97469.9	92233.5	106661	99121.6	91766.9	105231	102214	98578.1	68109.4	68964.5	65073.9	61433.2	64481.7	58679.9	63395.8	65706.1	61604.2	91454.8	85622.6	83957.6	90413.1	86383.1	81323.7	92312.2	85018.9	84049.1	47732.4	46056.7	44799.4	41761.5	44161.4	41846.4	38324.1	42490.8	41837.1
