Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-99_3554.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-100_3555.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-101_3557.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-102_3558.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-103_3559.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-113_3560.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-114_3562.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-115_3563.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-53_3542.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-54_3543.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-57_3545.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-58_3546.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-59_3549.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-60_3550.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-61_3567.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-62_3568.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-63_3569.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-64_3570.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-47_3534.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-50_3535.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-51_3537.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-10-2024_Slot1-52_3538.d
Q9UH65	Q9UH65;E7EMB1	SWP70_HUMAN	SWAP70	Switch-associated protein 70											61.6094		107.141	139.096								
Q96QR8	Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta		425.617		181.355		309.967					207.951	145.024	107.266	182.677					389.144			
P07996	P07996	TSP1_HUMAN	THBS1	Thrombospondin-1		343.186	352.36		671.78				291.312		207.548		107.292	503.011					81.4315	413.975	558.016	1183.97
P20160	P20160	CAP7_HUMAN	AZU1	Azurocidin									18.3028				107.761					835.397		247.504		
Q9NZ32	Q9NZ32;F6S9Y6;G3V2Q5;G3V524;G3V5Y4;V9GYX7	ARP10_HUMAN	ACTR10	Actin-related protein 10		146.282							301.124				108.373									
Q15257	Q15257;A0A804CD06;A6PVN5;A6PVN6;A6PVN7;A6PVN8;C9IZ76;F6WIT2;Q5T949	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator									326.968		76.4147	228.261	108.668	90.4076					247.207			
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1									46.9468			395.342	109.23	198.609								247.135
P00734	P00734;E9PIT3	THRB_HUMAN	F2	Prothrombin									322.588	185.973	87.5414	287.864	109.747		74.3451			542.001	272.052	548.791	1367.1	340.076
Q7Z769	Q7Z769	S35E3_HUMAN	SLC35E3	Solute carrier family 35 member E3	3167.01			156.604	657.011	75.6299			144.969	107.658		126.69	109.843	45.6772	720.776	381.597	1766.75	811.942	5036.24	455.672	285.189	214.508
Q9Y3B2	Q9Y3B2;B1AMU4;B1AMU7;R4GMQ7;R4GNH9	EXOS1_HUMAN	EXOSC1	Exosome complex component CSL4												139.262	109.941	92.2062								
Q8WYA6	Q8WYA6;A0A087WUB9	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1											302.282		110.225	95.0767								
Q9UDT6	Q9UDT6	CLIP2_HUMAN	CLIP2	CAP-Gly domain-containing linker protein 2		235.05							268.84	56.6044		86.0183	110.633	40.6599					105.079	259.93		
Q96EX3	Q96EX3	DC2I2_HUMAN	DYNC2I2	Cytoplasmic dynein 2 intermediate chain 2													111.052	150.441								290.786
A0A498U6I9	Q15020;A0A498U6I9;H0YHU7	A0A498U6I9_HUMAN	TBXAS1	Thromboxane A synthase 1			509.072	149.901	623.982				130.139		119.782	230.163	111.485	147.063					154.141			
P33261	P33261;A0A0C4DGL3;H0YKC5;H0YNW5;H0YKI0;H0YMM5;H0YNJ9	CP2CJ_HUMAN	CYP2C19	Cytochrome P450 2C19			269.083	259.299	291.631				142.622	187.058	205.344	152.812	111.525	212.128								
P29992	O95837;P29992;P50148	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11		520.779	404.381	362.511		763.607			254.061	995.077	300.49	297.712	111.644	177.222		644.419			368.907	352.226		182.627
Q9Y617	Q9Y617	SERC_HUMAN	PSAT1	Phosphoserine aminotransferase				675.061					319.958	316.153	1028.92	221.357	112.103	356.026					63.9566		391.829	
P53582	P53582;H0Y903	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1		234.036		415.741	189.119	770.693			175.728	398.5	219.734	447.883	113.185	182.344					153.457			712.192
B7ZAQ6;P0CG08	B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A									50.7292				113.799	53.383								
P00533	P00533;C9JYS6;Q504U8	EGFR_HUMAN	EGFR	Epidermal growth factor receptor		178.377	292.815	197.436						163.055	184.965	390.366	113.892	54.0092					196.72	69.8096	224.174	463.695
Q1KMD3	Q1KMD3;H3BQZ7	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2		395.507	550.694	213.233	1655.16	423.208			298.422	482.58	348.371	755.322	114.194	312.98					344.091			504.289
P62304	P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E			431.951	332.153	1899.33	535.313			297.469	438.491	274.086	311.926	114.358	433.101		170.265			302.68			
Q9Y450	Q9Y450;B7Z524;H0YDX7;J3QT46;E9PHZ9;H0YES5	HBS1L_HUMAN	HBS1L	HBS1-like protein												320.107	114.8	83.3273					43.6779			
Q13131	Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1		121.598		392.481					437.09		189.622	687.432	115.316	170.626					321.186			
P11717	P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor		192.911		151.757					138.792		172.726	346.46	116.215	194.314					103.539			389.359
Q9NT62	Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3		299.333		97.1948		363.184			241.833	183.936	89.8004	215.824	116.445	118.482					105.729	98.3578		
O43818	O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2				238.691					61.1439		131.704	188.724	117.595	142.452					115.946			
Q96I24	Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3		182.377	544.876	47.8058					342.189			326.016	117.74	168.579					237.773	143.791		
Q13616	Q13616;A0A590UJ50;A0A590UJ56;A0A590UJC4;A0A590UJR3;A0A590UK34	CUL1_HUMAN	CUL1	Cullin-1											198.603		117.872	255.586								
Q9BTE1	Q9BTE1;H3BR94;H3BS05;H3BUD2	DCTN5_HUMAN	DCTN5	Dynactin subunit 5				144.324									117.911	73.3706						288.328		
O00115	O00115;A0A1B0GWA2;A0A2R8YEL0;A0A7P0T984;A0A7P0T9C9;A0A7P0TAL3;A0A7P0TAU9;B7Z3Q4	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha				268.838					26.2735	137.749	254.86		118.488	157.959					133.197			
Q9NQG5	Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B		326.961		524.737					156.259	555.574	179.527	184.029	119.102	131.57					136.258			
P04908;Q7L7L0;Q93077	P04908;Q7L7L0;Q93077	H2A1B_HUMAN;H2A1C_HUMAN;H2A3_HUMAN	H2AC25;H2AC4;H2AC6	Histone H2A type 1-B/E		254.924		75.1557								107.786	119.41	79.7068					59.3933			
P08572	P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain				227.37					465.7			294.879	120.105	290.66					462.391	355.822		470.67
Q9H773	Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1						387.27			365.03				120.733	101.858								
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3				326.347					203.4			88.4454	122.962	60.2123					165.978	98.5013		
Q08378	Q08378;A0A8I5KQ98;A0A8I5KQH9;A0A8I5KSF0;A0A8I5KSV3;A0A8I5KTE5;A0A8I5KU25;A0A8I5KVX9;A0A8I5KW20;A0A8I5KWY9;A0A8I5KXF8;A0A8I5KYV8;A0A8I5QJ69;A0A8I5QKK4;A0A8I5QKX6	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	4187.3	299.457	1266.84	440.638	1901.07	1524.24	4848.56	4109.04	290.049	1172.43	299.102	346.686	123.332	236.858	2333.54	2013.88	2917.72		511.806	478.832	842.844	538.554
Q9UQE7	Q9UQE7	SMC3_HUMAN	SMC3	Structural maintenance of chromosomes protein 3		184.175		338.692		327.512			168.249	422.524	102.062	202.529	123.356	118.282					156.011			210.662
O14732	O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2			298.818								687.509		123.981	95.4485		520.25			422.711	287.646	182.811	
P16989	P16989;A0A0D9SEI8	YBOX3_HUMAN	YBX3	Y-box-binding protein 3		216.966	550.539	244.847	711.93	392.704			218.694	267.239	552.34	438.4	124.21	206.248					137.535			
O75400	O75400;F5H578;A0A7N4I394;A0A8Q3SIG7;A0A8V8TM60;A0A8V8TM87	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A		183.312		209.664					277.58	325.515	145.345	180.979	124.903	153.423					104.021			215.691
F8VWL0	Q00325;F8VVJ4;F8VWL0	F8VWL0_HUMAN	TFCP2	Transcription factor CP2 (Fragment)													125.517	142.532								
O14493	O14493	CLD4_HUMAN	CLDN4	Claudin-4	566.186	112.59	263.381	21.3713						398.191		347.856	125.948			450.713		368.131	105.101	237.816	181.745	
Q04671	Q04671;K7EPJ9	P_HUMAN	OCA2	P protein		343.013	648.474						269.099	459.707	522.008	118.565	126.234	59.2053		951.564		657.259	360.721	442.638	1074.55	320.954
Q9UI10	Q9UI10;E7ERK9	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta									102.16		282.426	98.0495	126.249	130.343					204.365	105.93		
P48059	P48059;A0A0J9YXC7;A0A8Q3WKI3;A0A8Q3WKJ2;A0A8Q3WKK6;A0A8Q3WKP0;A0A0M3HER1;A0A8Q3WLN4;A0A8Q3WLX8	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1									112.47	75.5974			126.269	114.127								
P09488	P09488;B9ZVX7;E7EWW9;H3BQT3	GSTM1_HUMAN	GSTM1	Glutathione S-transferase Mu 1					1364.87	147.701			307.39	187.306	143.591	225.84	126.58	211.635					120.832			
Q15021	Q15021;E7EN77;F5GZK7;F5H431	CND1_HUMAN	NCAPD2	Condensin complex subunit 1										139.329			127.355	57.876								
O95864	O95864;A0A140T971;H0Y7N1;Q5SRR8;Q5SSV3	FADS2_HUMAN	FADS2	Acyl-CoA 6-desaturase		269.54	415.84	229.529	799.721	583.625				189.881	730.069	194.952	129.024	176.452			684.027		143.553			
Q08170	Q08170;A0A0D9SEM4	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4		89.7147	303.333	421.083	114.772	127.999			344.103	159.887	227.295	154.71	129.657	202.034					220.79			
Q13155	Q13155;A8MU58	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2		180.413							155.565		411.503		130.869	206.6					100.52			
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12		171.848			267.541	241.998							130.988	46.9119								
O95202	O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein				273.548					168.313	286.164	101.767	101.226	131.262	116.231					121.53	166.174		642.937
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4		139.962		111.161		379.664			368.946		97.8198		131.365	176.587					197.957			
Q96RP7	Q96RP7	G3ST4_HUMAN	GAL3ST4	Galactose-3-O-sulfotransferase 4						180.386				146.057		222.582	132.253	79.6392								
Q9BQA1	Q9BQA1;H0Y711	MEP50_HUMAN	WDR77	Methylosome protein WDR77									161.425	545.915			132.974	182.692					167.261	117.323		
Q9Y5S9	Q9Y5S9;A0A0J9YW13	RBM8A_HUMAN	RBM8A	RNA-binding protein 8A		306.328	332.359	344.035	218.038				183.606	411.379	254.094	687.475	133.162	345.118					201.947	180.605		386.091
Q8NE71	Q8NE71;H0YGW7;Q5STZ8	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1		225.949		121.655		57.7622			230.242	259.434	209.112	243.395	133.41	228.99					282.114	141.492		372.686
Q9BUN8	Q9BUN8;B4E1G1;E5RGY0	DERL1_HUMAN	DERL1	Derlin-1										166.603	95.7104		134.089	153.137					401.216			452.469
P50452	P50452	SPB8_HUMAN	SERPINB8	Serpin B8		119.671		222.743	891.697				68.9952		237.287	103.604	135.682	23.4127						75.5061		
Q16718	Q16718;A0A087X1G1;A0A7I2V2W4;A0A7I2V3L8;C9IZN5;F8WAS3;H7BYD0	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5			266.143			312.421					153.172		135.889	149.511						174.236		190.695
P67812	P67812;H0YNA5;H0YNG3;H0YNX5	SC11A_HUMAN	SEC11A	Signal peptidase complex catalytic subunit SEC11A				385.868	1104.19					266.875	278.494		136.75	260.819					173.375			
Q8N131	Q8N131;E9PKT4	PORIM_HUMAN	TMEM123	Porimin		695.222		198.632	541.51								136.767	227.441					95.321			326.941
Q14919	Q14919;C9JCC6;E9PNC7;E9PQX9	NC2A_HUMAN	DRAP1	Dr1-associated corepressor									286.199	371.817		277.832	137.839	325.863								
O75915	O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3		103.131				231.542				155.951	122.207	201.236	138.227	275.49					148.52	399.081		809.064
Q13642	Q13642;Q5JXI2;A0A0D9SFB0;A0A0D9SFI6;A0A0D9SFZ9;A0A494C0D6;Q5JXH7;Q5JXH8;Q5JXH9;Q5JXI3;Q5JXI8	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1		217.941				56.4193			32.1122	468.485	7.88086	347.847	138.426	198.757					110.329	223.08		
Q9NYF8	Q9NYF8;A0A1W2PQ43;E9PJA7;E9PK09;E9PK91;E9PKI6;E9PQN2;H0YF00	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1		189.56	279.572	150.563					467.606		479.762	234.406	138.47	286.963					325.348			1205.49
Q7Z460	O75122;Q7Z460;A0A0U1RQI6;E3W994;E7ERI8;E7EW49;F8WA11;J3KR49;A0A804HJG7;A0A8V8TLP7;A0A8V8TQK9;A0A8V8TRF6;H0Y5T1;H7C5M8	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1				235.61									138.675	167.276								
P11279	P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1		333.941		289.256	512.78	494.641			149.51	247.55	347.205	269.342	138.714	159.479					203.558	265.75		288.712
C9J0J7;G5E9Q6	G5E9Q6;C9J0J7	C9J0J7_HUMAN;G5E9Q6_HUMAN	PFN2	Profilin		555.353	920.637	747.387		1395.74			431.905	234.762	455.102	522.974	139.525	811.038				906.9	425.415	202.524		145.624
P09758	P09758	TACD2_HUMAN	TACSTD2	Tumor-associated calcium signal transducer 2										219.597			140.064						80.5072	183.992		
P17213	P17213;A0A2R8YDF1	BPI_HUMAN	BPI	Bactericidal permeability-increasing protein									313.392	234.75		149.561	140.362			1423.15		665.822	67.614	306.605	193.87	
Q9Y3B7	Q9Y3B7	RM11_HUMAN	MRPL11	Large ribosomal subunit protein uL11m				425.185					152.768	124.613	370.543		140.547	179.53								316.404
Q3KQV9	Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1			967.797	496.312					232.962	216.75	309.128	114.06	140.902	36.3503					234.469	115.276		
Q9BQ61	Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase		286.791	564.279	254.45	602.385				370.455	453.07	265.905	360.328	142.547	169.171					228.556			
O75688	O75688;B8ZZF0;C9JIR6;A0A3B3IS24	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B													142.569	77.3643					105.882	15.2759		
Q8IVF2	Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2		175.888							238.953		310.611		142.581						88.8212	111.931		
O95433	O95433;G3V438;H0YJU2	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1		334.438	321.655	257.327					375.262	390.058	449.499	307.892	142.86	450.122					279.158	351.814	245.246	545.325
P48163	P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme		137.486	178.021	330.589		386.351			167.517		488.433	204.05	143.028	209.027		388.953		864.045	409.315	487.379	423.176	
Q15843	Q15843;E9PL57;E9PS38;F8VSA6;S4R3E9	NEDD8_HUMAN	NEDD8	NEDD8		94.5338	677.698	176.957	454.155	504.857			262.048	309.48	488.918	334.625	143.416	405.137		925.05		647.815	211.874	82.6638		
Q9H3S7	Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23													143.794	23.9815					104.517			
E9PKU7	Q9NRX2;E9PKU7	E9PKU7_HUMAN	GANAB	Glucosidase II alpha subunit												116.212	143.82	59.3131								357.002
Q8TD19	Q8TD19;A0A7I2V454;A0A7I2V5R1;G3V5V0;A0A7I2V4E9	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9		159.749		94.0087					96.2876				144.022	82.9742					76.1604			
Q8TAT6	Q8TAT6;A0A994J7H3	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog		33.6855	351.34	126.181		362.581			141.692			118.049	144.232	156.179					185.663			
P16104	P16104	H2AX_HUMAN	H2AX	Histone H2AX		793.747	589.053	1178.42	1416.49	452.311			708.239	588.001	772.902	1139.95	144.493	942.33					465.004	738.411		
P39748	P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1		202.011	210.457	316.365		205.047			298.422	657.826	387.307	535.19	144.62	296.008					217.921			
P20339	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A						127.791			191.242	121.495	257.427	327.766	144.823	106.591	212.033				131.488	156.227		68.2495
Q96N67	Q96N67;A0A1B0GWE0	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7		223.711		217.671					181.68		137.412	258.186	145.125	92.0255								
O60256	O60256;C9JDH0;C9JDU5;C9JJS3;C9K0K7;E7EPA1;E7EW35;I3L164;I3L331	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2		281.056	173.377	301.378	223.701				301.137	300.693		214.829	145.159	54.8172					123.605	149.727		
Q96DR8	Q96DR8;F8VV13	MUCL1_HUMAN	MUCL1	Mucin-like protein 1		91.7921							243.938	486.586	1838.89	394.185	145.19					273.961	113.465	528.656	431.889	
P21128	P21128	ENDOU_HUMAN	ENDOU	Uridylate-specific endoribonuclease				77.1964					217.476	372.593	242.745	365.954	146.168	87.0332		1200.49			243.585	720.761	370.971	
P52306	P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1		165.02		62.2579						246.993			146.901	159.341					36.8267			
Q6NUK1	Q6NUK1;A0A3B3IU96	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24		127.819	219.551	116.226					522.537	128.153	240.26	525.083	147.923	194.262					401.183	92.0044		879.597
O60610	O60610;A0A2R8Y5N1	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1													148.171	63.4479					10.5286	67.1788		
Q9BZQ8	Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1				129.929					164.157		42.9512		149.241									
P26358	P26358;A0A7I2V490;A0A7I2V5D0;A0A7I2V5F1;A0A7I2YQA8;A0A7I2YQQ0;A0A7I2V311	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1		122.552	307.378	185.793					189.993	395.521		370.89	149.761	169.584					184.338			
Q9H1B7	Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL									132.234			157.386	150.128	107.437					121.226			
Q16643	Q16643;D6R9W4;D6RCR4;D6RFI1	DREB_HUMAN	DBN1	Drebrin		220.02	248.559	70.6804	623.832	254.768			149.852	263.21	199.296	323.366	150.438	192.509					188.071	374.728		
Q9UI42	Q9UI42;B7Z5J4	CBPA4_HUMAN	CPA4	Carboxypeptidase A4									162.819		196.525	261.047	150.686	147.07		1126.11	983.314	663.583	533.665	337.513	415.344	
P52815	P52815;B4DL54	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m		440.149		418.881					107.307	163.388	135.023	171.655	151.284	199.673					146.172			
Q9BT78	Q9BT78;D6RFN0;D6RAX7	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4		210.66	330.572						239.595	560.135	381.036	532.778	151.57	329.243					261.987	187.443		
Q15363	Q15363;E7EQ72;F5GX39	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2		196.227	249.838	481.249	608.402				84.4167	296.871	173.288	236.48	152.186	325.202					116.796			427.399
P54886	P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase		85.7865		406.148	548.798	284.396			519.137	236.157	300.808	556.74	152.622	178.921					210.84			235.567
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1		273.237		458.436					870.68	454.187	684.583	346.169	152.691	185.485					362.461	352.759		
Q9UJY5	Q9UJY5;A0A087WYB4	GGA1_HUMAN	GGA1	ADP-ribosylation factor-binding protein GGA1									118.838	232.088	109.966		153.054	21.4556					30.0185			
Q9Y320	Q9Y320	TMX2_HUMAN	TMX2	Thioredoxin-related transmembrane protein 2									45.5656		118.663	55.2852	153.373	83.8626					175.143	297.748		511.244
P47897	P47897;A0A1B0GVU9;B4DDN1;H7C0R3	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase		233.548		253.089	392.864	579.511			528.195	709.554	241.964	199.11	153.402	420.61					197.216	430.711		263.056
P58107	P58107;A0A075B730	EPIPL_HUMAN	EPPK1	Epiplakin			262.454										153.683							52.4472	223.585	
O60684	O15131;O60684;P52294;A0A8V8TL88;A0A8V8TLL2;A0A8V8TMV2	IMA7_HUMAN	KPNA6	Importin subunit alpha-7			252.222						152.997	307.404			153.794	260.094					310.365	134.798		
Q8TB61	Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1				205.688		198.323			170.537			267.652	154.739	49.663								
P49773	P49773;A0A6Q8PGQ8;D6RC06;D6RD60;D6RE99;D6REP8;H0YC49	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1			320.637									390.132	155.279	198.326					413.654			
A5YKK6	A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1		243.888							59.5512	288.029		284.113	156.225	39.9388								
P21589	P21589;Q96B60	5NTD_HUMAN	NT5E	5'-nucleotidase		98.1193		930.42					608.419		269.201	387.117	157.516	235.361						81.2979		182.849
P48147	P48147;A0A499FJL1	PPCE_HUMAN	PREP	Prolyl endopeptidase				239.175					62.5566		83.891	111.703	157.694	87.3499					133.001	114.676		
O43488	O43488;H3BLU7	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2		311.015		332.284					221.039			405.209	157.749	257.055					212.233	210.218		
Q96EY7	Q96EY7;B8ZZQ4	PTCD3_HUMAN	PTCD3	Small ribosomal subunit protein mS39												66.3606	159.191	86.2746								
Q99829	Q99829;A6PVH9;B0QZ18;F2Z2V0;E7ENH5;Q5JX44;Q5JX55;Q5JX56;Q5JX58;Q5JX59;Q5JX60	CPNE1_HUMAN	CPNE1	Copine-1				380.897					337.773	342.285	346.969	188.173	160.56	407.28					479.531			
Q13409	Q13409;E7EMU4;E7EQL5;E7EQU2;E7ERH4;E7ERR6;E7ESD3;E7ET01;E7ETL8;E7EUM4;E7EV09;E9PGG1	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2						153.886			272.197		218.056	278.512	161.136	156.497					231.899			
O43395	O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3				123.03					91.2589				162.163	127.824								404.629
O96000	O96000;H3BPJ9;H3BV16	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10													162.252	126.355					361.73			
O60502	O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase		398.114			375.58				887.952	154.804	309.943	311.363	162.676	139.973					156.974			
Q86X55	Q86X55;K7EQA8	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1		230.778							167.001	194.358	115.854	168.346	162.78	103.976					295.522	76.7222		
Q08945	Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1		743.793	1213.05	747.165		357.816			276.513	707.694	665.166	431.369	163.295	616.277					370.755	512.59		
Q16630	Q16630;F8WJN3	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6		280.104		116.749		97.9338				146.606	308.915	230.648	163.632	95.9764					169.017			
Q9C0C2	Q9C0C2;A0A2R8Y5C4	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein		81.0286	400.579			278.44			101.502			92.4566	164.317	77.5222					121.63			
Q8N684	Q8N684;F5H047;F5H669;F5H6M0;J3QT54;C9J286;C9J323;C9JM38;F5GXA3;F5H1W4;F5H2K8;F5H5B7;F5H6A8;F5H6P5	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7		398.47	338.24			244.553					189.71	230.363	165.002	271.531					398.505			242.343
Q96M27	Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1									164.333		263.532	142.867	165.593	90.096								
Q9BYD6	Q9BYD6;H0Y8N7	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m		149.966	285.155										165.628	89.0589						171.202		259.763
O75487	O75487;E9PS48	GPC4_HUMAN	GPC4	Glypican-4				109.742					158.412		206.104	120.66	167.885	213.796					57.7594			676.775
