Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-07_9785.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-08_9786.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-09_9787.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-10_9788.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-11_9789.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-12_9790.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-13_9795.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-14_9796.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-15_9797.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-16_9798.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-17_9799.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-18_9800.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-19_9805.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-20_9806.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-21_9807.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-22_9808.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-23_9809.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-24_9810.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-25_9815.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-26_9816.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-27_9817.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-28_9818.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-29_9819.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-30_9820.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-01_9780.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-02_9775.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-03_9776.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-04_9777.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-05_9778.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-06_9779.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-31_9825.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-32_9826.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-33_9827.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-34_9828.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-35_9829.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-36_9830.d
A0A0G2JTW1	A0A0G2JTW1	A0A0G2JTW1_RAT	Rap2a	Ras-related protein Rap-2	1749.13	1822.4	1403.6	1813.59	1990.48	1976.85	2095.12	1630.37	3087.42	2585.48	2665.85	2610.34	2730.96	2907.65	3117.63	3157.16	2684.44	2854	4071	2782.96	2822.45	2938.86	2919.7	3053.32	3010.19	3299.79	2680.95	2888.48	2824.97	2869.7	3791.95	3103.79	3698.58	2735.07	2926.95	3356.55
A0A0G2JTX2	A0A0G2JTX2	A0A0G2JTX2_RAT	Praf2	PRA1 family protein	10408.2	10702.7	10171.7	10065.4	9983.34	9785.9	13523.8	12599.5	12557.7	12184.4	9829.91	11621.9	16228.8	15919.6	14919	15016.6	11734.4	12961.9	23502.9	21870.7	19820.9	23072.6	20938.6	22280.8	12363.3	11565.4	12515.1	12615.4	11760	13015.8	20964.2	21436.4	20859.7	21314.7	21707.4	21162.8
A0A0G2JTY4	A0A0G2JTY4	A0A0G2JTY4_RAT	Nfatc3	Nuclear factor of activated T-cells 3	3257.05	3077.67	3134.19	3746.08	3250.7	3679.93	2472.35	3097.87	2567.11	2627.35	4030.66	3392.64	2536.23	2566.75	2118.27	2973.35	2195.61	2262.51	2106.48	2298.55	2570.98	2171.21	2407.91	2296.95	3471.21	2692.59	3682.16	2533.7	3194.34	2288.24	1503.78	963.276	1374.33	2038.94	1875.43	1434.83
A0A0G2JU09	A0A0G2JU09	A0A0G2JU09_RAT	Ep400	E1A binding protein p400	2556.25	2609.94	2179.21	2765.53	2258.9	2665.57	2936.1	2874.36	2829.04	2533	2656.52	3227.85	1901.77	1848.64	1689.87	2062.6	1996.11	2087.9	1853.37	1556.22	1704.29	1485.37	1629.14	1853.78	2594.51	2381.13	2550.87	2499.2	2579.73	2644.7	1433.3	1491.15	1441.41	1558.66	1325.49	1610.32
A0A0G2JU43	A0A0G2JU43	A0A0G2JU43_RAT	LOC100361920	Dynein light chain 1-like	2259.81	1888.72	2001.72	2297.85	2127.37	2214.09	3161.75	3461.51	3227.22	3065.68	2700.58	3110.37	3497.62	2891.62	2856.58	3078.86	2878.7	3153.93	3155.9	3148.26	3047.34	2487.81	2443.87	2345.17	2238.62	2874.79	2076.24	2091.86	1512.54	1693.15	1935.92	1866.9	2034.24	1562.73	1354.99	1793.07
A0A0G2JU45	A0A0G2JU45	A0A0G2JU45_RAT	Trmt5	tRNA (guanine(37)-N1)-methyltransferase	2543.08	2364.86	2886.33	2673.98	2839.04	3028.41	1832.21	2030.01	2010.08	1247	2073.17	2014.85	2208.93	1848.66	1986.54	2048.19	2200.69	1980.55	2020.97	1712.98	2269.19	2136.65	2063.43	2275.73	2657.81	2515.2	2550.68	2110.22	2332.15	2530.26	1515.85	1388.98	1334.36	1550.89	1545.46	1530.92
A0A0G2JU49	A0A0G2JU49	A0A0G2JU49_RAT	Mtx1	Metaxin 1	11582.4	12105.2	12730.2	10104.2	12617.5	11246.5	8619.37	8674.91	8966.68	7967.05	9079.01	10250	13555.3	12361.8	12826	12630.4	12351.7	13311	12380	13403.1	12528.8	14334.9	11955.7	11133.9	8522.41	9613.42	10427.2	9671.82	8932.83	8506.34	15907.7	15469.8	16405	16080	15382.2	17962.9
A0A0G2JU78	A0A0G2JU78	A0A0G2JU78_RAT	Zfp280d	Zinc finger protein 280D	2349.07	2357.06	2591.2	2706.64	2532.32	2308.05	2667.64	1997.14	1581.22	1624.15	1847.95	2281.7	2008.55	2042.87	1520.03	1951.94	1474.36	1859.8	1674.31	1701.75	1687.72	1251.31	1546.6	1639.66	2571.82	2818.35	2371.07	2544.13	2707.91	2199.16	1297.63	1559.77	1468.14	1667.4	1196.55	1423.77
A0A0G2JU91	A0A0G2JU91	A0A0G2JU91_RAT	Ncor2	Nuclear receptor co-repressor 2	3824.48	3973.84	4086.19	4393.34	4123.43	4039.32	3726.95	4208.32	3494.99	4000.9	3713.35	3915.3	3097.7	3159.78	2821.2	2754.47	3090.5	3124.61	2719.24	2747.89	2173.35	2510.84	2740.1	2613.73	3263.27	3250.17	3727.89	3832.71	3490.85	3298.46	1891.9	2021.64	2369.25	2206.14	1873.67	2237.8
A0A0G2JU98	A0A0G2JU98	A0A0G2JU98_RAT	Stac2	SH3 and cysteine rich domain 2	1084.88	837.151	671.036			689.328	1187.94		912.35				1645.84						990.043			893.345	2029.3	1114.31	854.695	848.804	701.231		1300.85	822.223	7215.98	7064.33	7598.49	7428.66	7451.85	8043.47
A0A0G2JUA5	A0A0G2JUA5	A0A0G2JUA5_RAT	Ahnak	AHNAK nucleoprotein	160259	155664	157233	151723	154729	146664	181845	183451	184251	180651	181601	181689	191218	204203	192409	194354	195875	197517	165752	181394	170501	168771	172985	173206	144870	147964	146092	147755	149741	147775	151503	152579	155337	161124	152959	171944
A0A0G2JUB4	A0A0G2JUB4	A0A0G2JUB4_RAT	Acat2l1	Acetyl-CoA acetyltransferase 2-like 1	12087.2	10568.5	9352.96	11762.7	10566.6	11862.4	12601.5	14118	12903.1	15179.3	14512.4	15715.1	7934.69	6651.89	5050.46	7860.89	8459.94	10052.5	4511	4989.36	5884.46	3219.85	6266.85	7050.99	14504.7	11968.9	13082	12441.4	10956.6	12670.1	9164.04	6626.78	7931.28	8580.31	7473.5	11050.9
A0A0G2JUC8	A0A0G2JUC8	A0A0G2JUC8_RAT	Rbx1	Ring-box 1	6356.45	5807.76	6616.68	5864.72	5834.33	6647.59	7381.68	6286.87	6003.91	7335.79	6312.04	6234.49	5630.81	5687.96	5173	5357.55	5218.36	5779.13	4902.64	5205.59	5590.63	5608.7	6110.75	5062.89	2709.21	3235.94	3917.92	2964.13	3418.14	3508.22	2655.53	3557.75	3295.44	2756.16	3675.52	
A0A0G2JUC9	A0A0G2JUC9	A0A0G2JUC9_RAT	Herc2	HECT-type E3 ubiquitin transferase	4780.17	4623.41	4725.58	4979.91	4667.89	4583.21	5627.66	5690.68	5341.06	5469.67	5520.09	5365.38	5504.83	5337.11	5468.22	5749.05	5464.04	5226.77	5260.38	5144.11	4869.01	5226.05	5260.88	5198.97	4012.54	4257.31	3950.74	4339.25	4107.53	3818.6	3567.54	3466.08	3045.48	3368.73	3312.08	3661.82
A0A0G2JUE9	A0A0G2JUE9	A0A0G2JUE9_RAT	Or5b104b	Olfactory receptor 1442	37474.6	27247.3	35093.8	29178.2	35293	27364	26929.3	22201.5	27367	26178.1	25035.4	23862.1	27663.4	25704.5	28978.2	28629.5	26593.5	26830.4	27208.4	23230.4	24103.5	26907.5	20499	21901.6	53971.7	43002.7	50086	57470.1	48405.7	52018.6	35824.8	38663	31774.9	32877.3	33320.3	41446.3
A0A0G2JUF2	A0A0G2JUF2	A0A0G2JUF2_RAT	Snx30	Sorting nexin family member 30	1662.59	1771.61	1426.65	1622.62	1760.21	1219.15	2397.19	1846.54	1532.25	2014.22	2404.82	2100.52	2043.57	2263.65	2100.46	2111.71	2086.44	1963.66	1957.2	2220.89	1719	2237.17	1836.54	1735.04	2257.65	2654.23	2300.52	2265.02	2710.29	2269.5	2569.35	2736.12	2496.95	2501.81	2455.16	2260.15
A0A0G2JUG6	A0A0G2JUG6	A0A0G2JUG6_RAT	Rac3	Rac family small GTPase 3	8587.43	9168.1	8309.94	8535.24	8062.95	9599.58	7820.68	8136.75	8324.14	9180.34	9051.57	9248.97	11479	10418.2	10193.7	11115.1	11169.6	11082.8	10912.4	10174.5	10429.5	10401.9	10540.3	9858.74	5941.32	6727.57	6580.8	7264.73	8218.3	5687.55	3161.17	2930.57	4042.72	4173.88	3336.67	4181.42
A0A0G2JUH4	A0A0G2JUH4	A0A0G2JUH4_RAT	Pnkp	Polynucleotide kinase 3'-phosphatase	5404.03	5902.62	5469.44	5666.25	5081.99	5484.3	5722.54	5644.26	5661.07	6062.99	5733.77	5742.54	5606.03	4991.17	5691.15	4995.63	5348.94	4876.82	5007.43	4884.51	4927.58	5037.74	5081.98	4922.67	5883.86	6844.17	6289.28	6223.04	6523.59	6391.47	8416.33	8127.61	8034.59	8183.76	8206.74	8944.08
A0A0G2JUH8	A0A0G2JUH8	A0A0G2JUH8_RAT	Snx13	Sorting nexin 13	910.046	1147.14	916.226	1024.78	955.838	838.256	1378	1373.57	1446.66	1547.12	1369.01	1445.5	1262.45	1523.52	1661.1	1612.28	1531.43	1809.46	1582.2	1842.8	1808.11	1600.43	1398.6	2117.07	1183.4		1608.92		813.003	1111.49	1785.74	1525.82	1616.44	1637.14	2011.83	1863.76
A0A0G2JUT7	A0A0G2JUT7	A0A0G2JUT7_RAT	B3glct	Beta 3-glucosyltransferase	2550.13	2516.99	1853.49	2213.49	2451.08	2206.32	451.138	997.215	1015.47	1014.41	1035.16	1251.49	1718.06	2167.95	1999.19	1760.43	2210.82	1856.4	2079.92	1641.27	1731	1811.28	1722.17	1844.14	1398.61	1578.57	1902.21	1312.64	1671.88	1832.44	2024.46	2091.37	2154.75	2031.68	1859.21	2360.65
A0A0G2JUU7	A0A0G2JUU7	A0A0G2JUU7_RAT	Tubgcp3	Gamma-tubulin complex component	9458.74	9955.7	10032.2	9128.26	8869.4	9279.28	8272.51	8028.8	7757.32	6969.44	8106.85	7801.92	7525.42	6982.07	7072.41	7262.3	6148.53	7402.59	7211.12	7481.9	7149.62	7725.86	6739.08	6990.76	8654.23	7784.54	9062.5	8154.06	8676.29	7977.35	8656.41	8094.35	7810.82	8524.92	8093.83	8797.42
A0A0G2JUV4	A0A0G2JUV4	A0A0G2JUV4_RAT	Mrpl1	Mitochondrial ribosomal protein L1	8409.46	7546.58	7974.32	8675.13	8679.73	8953.95	6609.83	6881.17	6525.17	5752.42	7292.45	5508.16	6700.35	7598.22	7835.47	6235.56	7112.23	7471.57	6828.32	8305.99	7175.75	7136.9	6873.81	7605.15	6901.79	6780.59	7337.67	6630.1	7578.43	6855.96	15719.2	15935.9	15761.6	15381	14954.8	17835
A0A0G2JUV7	A0A0G2JUV7	A0A0G2JUV7_RAT	Cep85	Centrosomal protein 85	1050.49	873.929	1154.8	1111.83	906.531	876.874	956.524	933.443	1119.48	704.571	1176.2	1382.59	1164.03	1442.72	1186.8	1089.43	1561.87	1040.26	909.724	562.002	903.91	933.569	761.221	1034.12	634.656	776.561	727.555	620.412	477.846	528.378	552.088	689.011	502.344	599.192	358.552	679.317
A0A0G2JV04	A0A0G2JV04	GGA3_RAT	Gga3	ADP-ribosylation factor-binding protein GGA3	2228.37	2682.12	2071.01	2024.97	2512.97	2161.29	3061.16	2630.04	3046.39	2459.23	2915.21	2747.18	2123.66	2137.94	2791.03	2048.74	2569.57	2291.44	2154.47	2388.84	2232.51	2023.62	2493.49	2748.33	2966.81	2982.85	2821.76	2726.48	2906.04	3050.02	2494.19	2787.85	2350.77	2875.9	2541.64	2688.65
A0A0G2JV05	A0A0G2JV05	A0A0G2JV05_RAT	Mroh1	Maestro heat-like repeat family member 1	2675.52	2965.95	3323.3	2802.74	3415.55	2866.16	2772.18	2799.46	2987.69	2429.76	3310.49	2478.69	4128.28	3769.38	3980.04	4175.98	4268.86	3800.19	4389	3931.81	4076.86	3449.8	3983.06	3981.07	3653.62	3501.97	3168.58	2835.88	3149.09	3549.35	6457.45	6603.32	6302.64	7266.08	6443.08	6480.65
A0A0G2JV76	A0A0G2JV76	A0A0G2JV76_RAT	Lig3	DNA ligase	7024.5	7116.53	6908.12	7482.58	7857.08	6892.51	5624.28	4746.74	6488.73	5437.83	5465.96	5739.65	6485.52	7166.37	6477.14	6215.4	5997.62	6172.86	7778.24	7843.69	7551.43	7259.26	7455.77	7562.27	7351.8	6459.22	6721.63	6787.62	6684.23	6611.62	6866.85	7164.75	6806.47	6857.7	7574.59	6444.49
A0A0G2JV99	A0A0G2JV99	A0A0G2JV99_RAT	Mcm3ap	Minichromosome maintenance complex component 3 associated protein	6066.12	5374.89	5661.81	5159.51	5643.82	5054.21	5588.54	4860.9	5029.29	4964.76	5426.39	6417.01	5274.29	4550.15	4886.94	4691.01	5119.85	4265.44	4572.24	5098.97	4333.16	4304.38	4715.25	4118.73	5851.04	5624.8	5343.88	5017.84	5558.79	5898.65	6381.41	6959.52	6322.4	6957.47	6680.22	6669.76
A0A0G2JVC4	A0A0G2JVC4	A0A0G2JVC4_RAT	Cgas	Cyclic GMP-AMP synthase	4278.1	4505.31	3674.54	4802.13	4500.72	4327.15	3976.24	3960.04	3968.06	4714.31	3927.63	3030.06	2900.07	2756.52	2997.91	3282.95	3093.21	3363.7	3276.22	2964.17	2389.84	2285.88	2413.17	2811.73	4299.19	3887.18	4109.97	4658.4	4092.62	4016.1	2994.44	3433.71	2476.48	3171.91	3060.83	3125.41
A0A0G2JVD3	A0A0G2JVD3	A0A0G2JVD3_RAT	Arid1b	AT-rich interaction domain 1B	5323.15	5419.59	5825.69	5238.94	5222.41	5282.01	4343.84	4298.78	4026.55	4420.87	4193.2	4374.09	3999.52	3832.68	3683.25	4147.8	4310.09	3842.71	3824.31	3606.55	3580.49	3634.82	3513.89	3640.02	4157.15	4716.33	4544.66	4623.66	4800.18	4443.83	2650.28	2634.96	2794.51	2759.43	3017.65	2740.77
A0A0G2JVD6	A0A0G2JVD6	A0A0G2JVD6_RAT	Kmt2d	[histone H3]-lysine(4) N-methyltransferase	9725.03	9918.92	9375.71	10201.5	10276.2	9036.99	11388.6	11710.7	10267.4	9609.4	11418.8	9699.23	9391.98	9107.56	9436.51	9985.41	10559	8905.89	10956	9657.78	8897.36	8844.48	11009.1	8394.88	8116.34	9868.26	9663.7	8716.68	9137.35	7491.07	8844.15	7996.32	8677.57	8813.27	10027.6	8535.01
A0A0G2JVI4	A0A0G2JVI4	A0A0G2JVI4_RAT	Fcsk	Fucose kinase	8080.57	7296.47	7557.6	6599.18	7391.68	7087.8	6027.26	5558.62	6074.9	6072.55	6494.66	6852.61	6011.8	6452	6349.75	7052.86	7450.96	6512.04	7797.12	6936.63	7560.18	7255.16	6260.57	6739.43	6068.27	6154.47	6859.48	7024.84	5718.06	6910.77	8787.79	8819.6	8390.47	7434.04	8132.53	9684.79
A0A0G2JVK0	A0A0G2JVK0	A0A0G2JVK0_RAT	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1			276.554		110.79		194.456		251.041	391.107		513.95		285.2	154.742	135.688		223.389	151.335	172.789	199.649	266.314	166.677	178.145							689.174	407.698	540.476	591.495	598.735	970.03
A0A0G2JVL5	A0A0G2JVL5	A0A0G2JVL5_RAT	Rimoc1	Similar to expressed sequence AW549877	6703.06	6869.91	6879.67	7723.43	7296.38	8325.61	7564.88	6926.95	8840.38	6400.99	7802.9	9227.2	5765.5	6261.61	5446.37	6463.28	5988.78	6425.52	4554.58	5242.3	4543.02	5259.78	5100.26	4972.57	4315.78	8790.31	6923.72	6107.79	6156.88	7909.75	4580.37	3433	4504.42	4295.5	4850.23	5062.69
A0A0G2JVL6	A0A0G2JVL6	A0A0G2JVL6_RAT	Ndufa8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	13435.7	12946.8	13006.7	14577.2	13659.4	12577.7	14889.6	11047.9	15594.5	14113.1	12164.9	13753	14413.4	14822.3	15600.6	14717.5	14354.1	14322	15553.3	15785.2	16438.2	16048.5	15782.6	15420.3	7574.13	9480.69	9200.67	9928.38	8879.15	8756	12913.4	10000.8	12049.1	11467.1	10550.9	11823.9
A0A0G2JVM2	A0A0G2JVM2	A0A0G2JVM2_RAT	Mia3	MIA SH3 domain ER export factor 3	15799.8	15231.9	15512.3	14894.8	15270.9	15059.3	19100.4	17432.2	17974.6	17865.4	19921.9	17542.9	15889.4	16219.4	16363.5	15653	15004.3	15670.3	14798.2	14037.4	14620.3	14219.6	14950.1	14555	14165.4	13684.5	14527.4	14344.6	15175.3	13997.1	14836.7	14789	14689.4	15391.9	14629.7	15766.8
A0A0G2JVP1	A0A0G2JVP1	A0A0G2JVP1_RAT	Vrk2	VRK serine/threonine kinase 2	4613.47	4918.93	4369.86	4543.27	4617.62	4042.96	4098.77	4870.59	4377.12	5198.13	4154.51	4863.74	4176.46	4500.93	4617.83	5269.77	4556.71	5035.84	4795.92	5065.48	4714.61	4709.2	4266.37	4803.4	5026.82	4398.29	4339.12	4945.49	5047.2	4251.59	4139.02	4383.64	3600.91	4266.84	4485.77	4377.41
A0A0G2JVP5	A0A0G2JVP5;A0A8I5ZUB7	A0A0G2JVP5_RAT	Paip1	Poly(A) binding protein interacting protein 1	9205.03	10181	9792.51	8573.11	9386.6	9073.1	8807.17	11434.7	11897.1	10392.9	11236.7	9301.79	9664.15	9757.3	10246.9	9815.17	9296.19	8861.51	9770.15	11270.8	9893.02	9984.88	10771.4	10698.3	7081.4	7523.86	8283.17	7887.39	8138.68	8057.79	7691.27	7373.46	6550.25	7254.35	6768.65	8080.28
A0A0G2JVY4	A0A0G2JVY4	A0A0G2JVY4_RAT	Tmem63a	Transmembrane protein 63a	4182.61	3553.61	3517.65	5065.89	4080.59	4602.55	6633.49	5289.85	6361.74	5784.53	6231.83	5934.23	4616.4	4194.15	3291.51	5611.87	4818.54	5515.63	4060.71	4757.54	4507.05	4675.11	5251.06	4797.59	4266.13	4606.28	4909.03	4583.45	4272.7	4513.19	6608.01	6586.59	5688.38	7449.29	7759.87	7795.84
A0A0G2JVY9	A0A0G2JVY9	A0A0G2JVY9_RAT	Ccna2	Cyclin-A2	2567.92	2314.19	2335	1987.45	2537.07	2416.81	1630.17	1532.01	1347.75	1601.03		2089.53	1280.16	1499.54	1509.15	930.83	1509.06	1376.6	729.019	697.441	817.008	715.494	1048.8		765.616	1225.4	1342.6	1843.18		920.537						
A0A0G2JVZ2	A0A0G2JVZ2	A0A0G2JVZ2_RAT	Tlx2	T-cell leukemia homeobox 2	2421.68	2979.45	2707.65	2256.62	2313.5	2647.63	2273.15	2759.58	2493.23	2403.35	2429.95	2034.39	2369.69	2272.35	2438.56	2085.15	1667.08	2405.76	2066.68	2866.53	2734.14	3308.37	2597.93	2884.2	2112.09	1984.98	2388.01	2158.78	2549.55	2544.38	1221.19	1509.54	2004.85	1384.52		
A0A0G2JW03	A0A0G2JW03	A0A0G2JW03_RAT	Lpin1	phosphatidate phosphatase	8483.46	6944.08	7374.52	7520.34	6769.75	7681.42	5128.34	4940.37	6183.91	4372.02	5425.11	5546.76	9293.24	8676.65	8040.86	8531.41	8853.97	9220.56	8484.14	8351.23	9115.62	10196.5	8030.18	9311.25	3960.44	3879.42	4366.07	4294.61	4325.21	3910.56	5239.34	4896.96	5227.89	5656.78	5519.87	6298.15
A0A0G2JW32	A0A0G2JW32	A0A0G2JW32_RAT	LOC120095902	Paired immunoglobulin-like type 2 receptor beta	856.04	661.289	840.712	622.71	650.798	663.434	871.69	614.575	895.557	610.808	841.662	743.422	1103.93	922.69	1143.94	1137.4	1337.48	1108.25	1178.53	814.534	1227.33	1374.12	672.261	953.376	592.82	634.183	763.645	532.87	1075.14	718.042		504.439				
A0A0G2JWA3	A0A0G2JWA3	A0A0G2JWA3_RAT	Xpo7	Exportin 7	17732.5	17635.9	16954.3	16727.3	17410.7	17459.1	12016.1	10252.6	11076.5	12072.8	11771.6	12545.4	13802.5	14371.1	14069.2	15077.5	13346.2	14598.2	13087	14452	13496.3	12978.4	13352.7	14088.9	14271.3	14765.4	14873.6	14426	15405.2	15796	15548.3	16636.1	16361.2	16794.3	16944.3	17218.7
A0A0G2JWG1	A0A0G2JWG1	A0A0G2JWG1_RAT	Man2a2	Alpha-mannosidase	2108.97	2085.64	1884.53	2476.6	2441.8	2162.44	2891.74	2822.89	2886.36	2673.61	2700.01	2744.86	3300.73	2946.17	2773.36	3061.1	2765.95	2820.61	3051.72	3127.09	2973.4	2737.04	3014.27	2574.39	2833.2	2758.71	3005.67	3057.04	3060.18	3037.55	6985.89	6371.57	6133.57	6561.22	6582.01	6821.97
A0A0G2JWH3	A0A0G2JWH3	A0A0G2JWH3_RAT	Ncapd2	Condensin complex subunit 1	6159.04	6044.83	6034.09	5581.68	6341.5	6383.82	4699.79	4411.58	4901.64	5154.12	5199.64	4692.89	3864.53	3446.37	4260.13	4029.53	4151.32	4074.84	3384.18	3452.73	3470.45	2975.49	3652.62	3488.56	4466.81	4338.78	5052.71	4232.19	4289.35	4664.86	2599.95	2346.25				2924.72
A0A0G2JWJ1	A0A0G2JWJ1	A0A0G2JWJ1_RAT	Kif26a	Kinesin family member 26A	2686.62	2471.86	2707.56	3214.12	3307.94	3272.19	5836.64	5626.93	5446.94	5944.68	6074.53	6393.36	4987.22	4096.98	4916.72	5160.38	4709.67	4748.46	4202.68	4400.19	3903.47	3811.12	4338.78	3959.17	4030.01	3918.36	4678.45	3879.45	4070.37	3569.74	3622.12	3765.57	2975.34	4155.12	3651.28	3610.34
A0A0G2JWJ3	A0A0G2JWJ3	A0A0G2JWJ3_RAT	Mid2	RING-type E3 ubiquitin transferase		530.458				559.188				567.746			789.845	704.434	877.474	993.885	803.236	592.58	650.804	561.935	675.741	636.594	535.198	751.673					735.016							
A0A0G2JWK6	A0A0G2JWK6	A0A0G2JWK6_RAT	Amer2	APC membrane recruitment protein 2	4230.67	5178.75	4488.35	4632.7	4000.47	3702.22	3277.23	3388.34	3706.55	3028.89	3175.76	2840.34	2339.4	2716.63	2162.04	2220	1763.78	2223.18	2007.39	2388.57	3182	2133.7	2404.43	2391.93	4006.98	3934.36	3273.07	3676.75	3411.59	3840.53		4087.99			6590.74	
A0A0G2JWL4	A0A0G2JWL4	A0A0G2JWL4_RAT	Fancg	FA complementation group G	1365.47	1292.13	1195.51	1330.9	1400.68	1709.66	1062.21	1231.05	1181.06	1450.67	1642	1216.61	1051.97	1472.07	1218.72	1351.83		1598.56	1167.47	822.365	1075.63	907.171	1309.54	1096.53	1386.9	1349.56	1605.64	1608.58	1090.09	1531.27						
A0A0G2JWM4	A0A0G2JWM4	A0A0G2JWM4_RAT	Foxj3	Forkhead box J3	481.712	297.58	491.385	504.087	383.818	531.8	679.462	862.191	667.167	815.112	909.673	645.732	1029.25	697.816	438.557	454.074	920.76	465.815	551.698	445.989	472.505	320.121	614.421	396.777	803.547	667.454	902.513	649.39	884.688	622.319	761.109	699.662	612.058	668.219	729.375	724.878
