Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	PC12_day6_1_1 Spectral Count	PC12_day6_2_2 Spectral Count	PC12_day6_3_3 Spectral Count	PC12_undiff_1_1 Spectral Count	PC12_undiff_2_2 Spectral Count	PC12_undiff_3_3 Spectral Count	PC12_day6_1_1 Unique Spectral Count	PC12_day6_2_2 Unique Spectral Count	PC12_day6_3_3 Unique Spectral Count	PC12_undiff_1_1 Unique Spectral Count	PC12_undiff_2_2 Unique Spectral Count	PC12_undiff_3_3 Unique Spectral Count	PC12_day6_1_1 Total Spectral Count	PC12_day6_2_2 Total Spectral Count	PC12_day6_3_3 Total Spectral Count	PC12_undiff_1_1 Total Spectral Count	PC12_undiff_2_2 Total Spectral Count	PC12_undiff_3_3 Total Spectral Count	PC12_day6_1_1 Intensity	PC12_day6_2_2 Intensity	PC12_day6_3_3 Intensity	PC12_undiff_1_1 Intensity	PC12_undiff_2_2 Intensity	PC12_undiff_3_3 Intensity	PC12_day6_1_1 MaxLFQ Intensity	PC12_day6_2_2 MaxLFQ Intensity	PC12_day6_3_3 MaxLFQ Intensity	PC12_undiff_1_1 MaxLFQ Intensity	PC12_undiff_2_2 MaxLFQ Intensity	PC12_undiff_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|B1WBW4|ARM10_RAT	B1WBW4	ARM10_RAT	Armc10	306	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Armadillo repeat-containing protein 10	1.0	0.999	8	56	56	56	11	13	10	6	11	5	11	13	10	6	11	5	11	13	10	6	11	5	103753.26	141165.69	112059.586	71210.59	47194.926	45698.707	27258.016	28642.936	26850.88	18695.934	19419.014	20583.43	
sp|B1WC40|NCBP2_RAT	B1WC40	NCBP2_RAT	Ncbp2	156	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Nuclear cap-binding protein subunit 2	0.9952	0.999	1	6	6	6	0	2	1	1	1	1	0	2	1	1	1	1	0	2	1	1	1	1	12414.449	13832.719	13136.676	13080.72	10163.317	16235.298	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B1WC61|ACAD9_RAT	B1WC61	ACAD9_RAT	Acad9	625	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Complex I assembly factor ACAD9, mitochondrial	1.0	0.999	19	102	102	102	16	17	19	16	16	18	16	17	19	16	16	18	16	17	19	16	16	18	318109.53	300118.2	309832.8	266327.3	223470.73	303045.5	38702.492	36838.06	39130.49	40651.85	35991.75	40046.883	
sp|B1WC88|CR032_RAT	B1WC88	CR032_RAT		72	Rattus norvegicus OX=10116	3:Protein inferred from homology	UPF0729 protein C18orf32 homolog	0.9749	0.999	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17696.66	18306.473	17863.178	18625.947	16508.285	17571.223	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2GUV7|IF2P_RAT	B2GUV7	IF2P_RAT	Eif5b	1216	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5B	1.0	0.999	25	99	99	99	11	15	13	17	20	23	11	15	13	17	20	23	11	15	13	17	20	23	279332.97	301595.44	245086.28	355215.3	279069.97	460459.94	61440.875	57794.37	62509.895	71034.41	66577.39	67995.94	
sp|B2GUY0|MA1B1_RAT	B2GUY0	MA1B1_RAT	Man1b1	657	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	1.0	0.999	3	10	10	10	1	3	2	2	1	1	1	3	2	2	1	1	1	3	2	2	1	1	74899.38	57122.316	67054.875	10228.546	9641.112	8662.207	55565.83	48316.117	60689.91	0.0	0.0	0.0	
sp|B2GUZ1|UBP4_RAT	B2GUZ1	UBP4_RAT	Usp4	961	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 4	0.9999	0.999	3	5	3	5	0	0	1	0	3	1	0	0	0	0	2	1	0	0	1	0	3	1	30377.182	29022.7	23333.34	0.0	10077.068	11186.146	0.0	6412.214	0.0	0.0	13866.427	15648.085	
sp|B2GUZ5|CAZA1_RAT	B2GUZ5	CAZA1_RAT	Capza1	286	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	F-actin-capping protein subunit alpha-1	1.0	0.999	10	86	63	86	15	16	15	12	14	14	11	11	10	9	11	11	15	16	15	12	14	14	478584.7	483618.2	478698.94	346992.34	400968.8	437244.5	123636.5	126460.734	122909.89	109879.38	115570.586	114670.14	
sp|B2GV06|SCOT1_RAT	B2GV06	SCOT1_RAT	Oxct1	520	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1.0	0.999	18	126	126	126	20	25	22	16	20	23	20	25	22	16	20	23	20	25	22	16	20	23	432647.53	412674.6	322210.47	396413.28	347278.4	414634.47	70165.695	67991.93	68544.125	75298.08	65266.613	67519.85	
sp|B2GV24|UFL1_RAT	B2GV24	UFL1_RAT	Ufl1	793	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	E3 UFM1-protein ligase 1	1.0	0.999	7	31	31	31	4	6	6	6	4	5	4	6	6	6	4	5	4	6	6	6	4	5	74209.32	112861.92	70773.94	62219.188	64858.27	62394.242	25923.96	27859.469	26352.525	22532.777	24127.47	23585.238	
sp|B2GV38|UBL4A_RAT	B2GV38	UBL4A_RAT	Ubl4a	157	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ubiquitin-like protein 4A	1.0	0.999	13	68	68	68	10	12	14	11	9	12	10	12	14	11	9	12	10	12	14	11	9	12	172179.12	204436.67	189934.53	179480.89	127471.86	194298.64	29607.309	31337.686	31619.686	32089.523	34809.15	35888.81	
sp|B2GV52|BL1S5_RAT	B2GV52	BL1S5_RAT	Bloc1s5	187	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Biogenesis of lysosome-related organelles complex 1 subunit 5	0.9749	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	4909.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2GV54|NCEH1_RAT	B2GV54	NCEH1_RAT	Nceh1	408	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Neutral cholesterol ester hydrolase 1	1.0	0.999	6	46	46	46	9	11	7	8	6	5	9	11	7	8	6	5	9	11	7	8	6	5	222284.1	232037.12	168733.36	94642.98	92486.46	100515.97	46364.285	54155.254	47200.66	31608.615	30910.28	32235.955	
sp|B2GV71|NDUF5_RAT	B2GV71	NDUF5_RAT	Ndufaf5	343	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Arginine-hydroxylase NDUFAF5, mitochondrial	1.0	0.999	2	11	11	11	2	1	3	0	2	3	2	1	3	0	2	3	2	1	3	0	2	3	21572.273	19527.094	28041.73	15319.203	16256.207	19570.988	12558.32	13627.4795	16098.502	10712.067	11389.884	13437.597	
sp|B2GV72|CRB3_RAT	B2GV72	CRB3_RAT	Cbr3	277	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Carbonyl reductase [NADPH] 3	1.0	0.999	14	51	51	79	10	10	10	5	9	7	10	10	10	5	9	7	16	14	14	10	14	11	214096.78	217741.12	206949.05	152761.81	134072.5	151040.55	45951.383	45515.496	44529.02	42631.71	34682.914	36558.973	
sp|B2RYD6|IT70B_RAT	B2RYD6	IT70B_RAT	Ift70b	664	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Intraflagellar transport protein 70B	0.9749	0.999	1	4	0	4	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	8438.747	11608.737	0.0	12203.058	13215.119	15255.032	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A8I5ZT76|A0A8I5ZT76_RAT
sp|B2RYF1|PPR37_RAT	B2RYF1	PPR37_RAT	Ppp1r37	710	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 37	0.9748	0.999	1	4	4	4	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	15696.042	15177.348	0.0	18576.043	13401.966	24087.924	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RYF7|WASH1_RAT	B2RYF7	WASH1_RAT	Washc1	475	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	WASH complex subunit 1	1.0	0.999	5	29	29	29	4	4	5	8	4	4	4	4	5	8	4	4	4	4	5	8	4	4	33401.543	31320.863	33307.227	55317.246	28990.137	63412.03	22817.375	21068.365	21639.219	18351.387	22354.965	24613.812	
sp|B2RYG1|FA32A_RAT	B2RYG1	FA32A_RAT	Fam32a	112	Rattus norvegicus OX=10116	3:Protein inferred from homology	Protein FAM32A	0.9999	0.999	2	4	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	8563.162	0.0	11049.76	22787.861	0.0	10739.717	0.0	0.0	0.0	0.0	0.0	0.0	tr|D3ZUE5|D3ZUE5_RAT
sp|B2RYG6|OTUB1_RAT	B2RYG6	OTUB1_RAT	Otub1	271	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ubiquitin thioesterase OTUB1	1.0	0.999	6	49	28	49	7	7	9	8	10	8	4	3	5	5	6	5	7	7	9	8	10	8	145926.31	160920.38	203318.47	172076.05	206686.11	173063.16	64943.465	66957.516	70957.72	82149.54	82345.72	82298.83	
sp|B2RYI0|WDR91_RAT	B2RYI0	WDR91_RAT	Wdr91	747	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	WD repeat-containing protein 91	1.0	0.999	7	37	37	37	5	5	5	5	8	9	5	5	5	5	8	9	5	5	5	5	8	9	52374.1	44387.746	44842.03	61311.727	71421.02	75308.95	22318.656	16219.969	17535.102	24599.209	25290.955	25245.426	
sp|B2RYJ4|ADPPT_RAT	B2RYJ4	ADPPT_RAT	Aasdhppt	309	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	0.9725	0.9989	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13848.519	22805.738	27813.521	14830.546	13138.046	12868.276	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RYL1|DERPC_RAT	B2RYL1	DERPC_RAT	Derpc	533	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Decreased expression in renal and prostate cancer protein	1.0	0.999	4	11	11	11	2	0	4	3	1	1	2	0	4	3	1	1	2	0	4	3	1	1	168546.6	111423.56	48575.363	195176.64	14038.155	135674.53	79724.46	76989.39	47644.105	79318.32	0.0	98342.336	
sp|B2RYM5|BRCC3_RAT	B2RYM5	BRCC3_RAT	Brcc3	291	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Lys-63-specific deubiquitinase BRCC36	1.0	0.999	5	19	19	19	3	4	2	3	3	4	3	4	2	3	3	4	3	4	2	3	3	4	86437.23	115704.91	16708.814	131771.31	26750.107	104812.164	46563.71	58185.67	0.0	65841.97	45876.285	51003.066	
sp|B2RYN7|SPAST_RAT	B2RYN7	SPAST_RAT	Spast	581	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Spastin	1.0	0.999	2	7	7	7	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	20135.664	16955.277	14467.754	0.0	5929.881	5979.975	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RYT9|TACO1_RAT	B2RYT9	TACO1_RAT	Taco1	295	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Translational activator of cytochrome c oxidase 1	1.0	0.999	3	7	7	7	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	41680.0	21637.893	13828.636	10839.194	36029.812	17442.48	15608.813	14768.324	0.0	0.0	21751.916	14115.893	
sp|B2RYU6|TPC2L_RAT	B2RYU6	TPC2L_RAT	Trappc2l	139	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Trafficking protein particle complex subunit 2-like protein	0.9312	0.9971	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	9303.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RYW9|FAHD2_RAT	B2RYW9	FAHD2_RAT	Fahd2	313	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Fumarylacetoacetate hydrolase domain-containing protein 2	1.0	0.999	7	25	25	25	6	4	5	2	4	4	6	4	5	2	4	4	6	4	5	2	4	4	88859.51	75099.984	67526.695	48336.56	28218.49	51579.27	22291.227	21118.553	23028.102	14845.147	13441.978	15763.198	
sp|B2RZ27|SH3L3_RAT	B2RZ27	SH3L3_RAT	Sh3bgrl3	93	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	SH3 domain-binding glutamic acid-rich-like protein 3	1.0	0.999	4	32	32	32	7	6	6	4	5	4	7	6	6	4	5	4	7	6	6	4	5	4	85807.03	93834.39	89743.59	49905.105	41007.434	40971.375	31106.455	34832.19	32986.777	25960.148	21706.232	22304.043	
sp|B2RZ37|REEP5_RAT	B2RZ37	REEP5_RAT	Reep5	189	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Receptor expression-enhancing protein 5	1.0	0.999	18	130	124	130	25	26	31	16	15	17	24	25	30	15	14	16	25	26	31	16	15	17	1205145.1	1161898.9	1082376.1	546038.25	388990.06	454872.75	246155.64	252767.84	239943.12	130263.516	111736.59	119406.984	
sp|B2RZ78|VPS29_RAT	B2RZ78	VPS29_RAT	Vps29	182	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 29	1.0	0.999	4	29	29	29	5	5	6	6	2	5	5	5	6	6	2	5	5	5	6	6	2	5	126670.44	133354.75	117225.98	155873.3	104018.21	154192.6	77472.75	82381.43	73907.71	91479.99	90176.9	109531.016	
sp|B2RZC4|MS18A_RAT	B2RZC4	MS18A_RAT	Mis18a	223	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Protein Mis18-alpha	0.9986	0.999	2	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0.0	0.0	0.0	4263.4194	4101.506	3940.325	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RZC9|KTAP2_RAT	B2RZC9	KTAP2_RAT	Krtcap2	136	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Keratinocyte-associated protein 2	0.9749	0.999	1	8	8	8	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	10576.009	12495.415	11831.834	11032.301	12009.261	13092.188	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B3DMA0|P5I11_RAT	B3DMA0	P5I11_RAT	Tp53i11	189	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Tumor protein p53-inducible protein 11	1.0	0.999	7	48	48	48	5	7	8	8	8	12	5	7	8	8	8	12	5	7	8	8	8	12	177821.6	198837.08	193317.1	257632.7	237431.81	305695.4	46754.562	47615.566	49597.47	68581.46	65999.06	66062.92	
sp|B3GNI6|SEP11_RAT	B3GNI6	SEP11_RAT	Septin11	431	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Septin-11	1.0	0.999	14	70	63	102	10	12	10	12	13	13	9	11	7	12	12	12	15	19	15	19	17	17	335975.97	340158.84	335362.06	382377.97	328742.9	365019.03	133803.16	138437.67	135213.0	157505.38	147296.28	147829.92	
sp|B4F766|DYM_RAT	B4F766	DYM_RAT	Dym	674	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Dymeclin	1.0	0.999	4	15	15	15	4	2	1	3	3	2	4	2	1	3	3	2	4	2	1	3	3	2	60025.09	58614.33	23607.926	72168.92	42045.504	55975.387	24269.018	22444.98	0.0	27164.477	26348.834	21447.855	
sp|B4F777|HMGN5_RAT	B4F777	HMGN5_RAT	Hmgn5	429	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	High mobility group nucleosome-binding domain-containing protein 5	1.0	0.999	4	45	26	45	8	6	7	8	9	7	4	3	3	5	7	4	8	6	7	8	9	7	125697.84	122937.07	117585.2	177298.08	180061.36	202982.33	78768.125	81182.3	76926.85	114590.28	126919.66	127496.47	
sp|B4F7A1|LYRM7_RAT	B4F7A1	LYRM7_RAT	Lyrm7	104	Rattus norvegicus OX=10116	3:Protein inferred from homology	Complex III assembly factor LYRM7	1.0	0.999	3	9	9	9	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	14286.347	5725.206	13331.588	5573.4395	11870.568	6365.867	7737.734	0.0	7201.3066	0.0	6390.9175	0.0	
sp|B4F7E8|NIBA2_RAT	B4F7E8	NIBA2_RAT	Niban2	747	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein Niban 2	1.0	0.999	6	12	12	12	5	2	4	0	1	0	5	2	4	0	1	0	5	2	4	0	1	0	83394.055	73597.95	56567.492	0.0	8444.73	11751.843	22745.814	21192.371	21674.605	0.0	0.0	0.0	
sp|B4F7F3|ARVC_RAT	B4F7F3	ARVC_RAT	Arvcf	973	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Splicing regulator ARVCF	1.0	0.999	9	34	34	34	8	10	10	2	3	1	8	10	10	2	3	1	8	10	10	2	3	1	113888.695	119062.36	127205.59	23040.209	22616.855	36909.66	34926.633	34025.027	35526.24	13283.152	17064.814	17181.246	
sp|B5DEH2|ERLN2_RAT	B5DEH2	ERLN2_RAT	Erlin2	339	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Erlin-2	1.0	0.999	12	63	31	63	9	9	11	11	11	12	5	4	4	6	7	5	9	9	11	11	11	12	185846.89	169351.33	170236.1	218440.95	205941.66	220650.34	54902.625	53765.797	52133.71	67319.27	61764.22	61620.418	
sp|B5DEL1|KCTD5_RAT	B5DEL1	KCTD5_RAT	Kctd5	234	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	BTB/POZ domain-containing protein KCTD5	0.9748	0.999	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11304.91	46055.53	53956.973	13083.076	39316.527	92468.54	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B5DEN9|VPS28_RAT	B5DEN9	VPS28_RAT	Vps28	228	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 28 homolog	0.996	0.9977	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	11565.307	0.0	0.0	0.0	0.0	2536.1555	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B5DEQ3|XPP3_RAT	B5DEQ3	XPP3_RAT	Xpnpep3	506	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Xaa-Pro aminopeptidase 3	0.9937	0.9973	2	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	16578.441	13176.09	12466.729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B5DF51|EMC5_RAT	B5DF51	EMC5_RAT	Mmgt1	131	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	ER membrane protein complex subunit 5	0.9999	0.999	2	16	16	16	4	2	3	3	1	3	4	2	3	3	1	3	4	2	3	3	1	3	45190.355	32563.938	38889.496	23715.51	34001.344	35796.88	0.0	21418.62	0.0	0.0	0.0	33608.832	
sp|B5DF89|CUL3_RAT	B5DF89	CUL3_RAT	Cul3	768	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Cullin-3	1.0	0.999	14	77	77	77	11	13	14	13	13	13	11	13	14	13	13	13	11	13	14	13	13	13	260935.73	217501.6	153137.23	285299.0	235637.75	264061.66	103905.44	101210.87	90269.52	132028.47	126722.055	131342.78	
sp|B5DF91|ELAV1_RAT	B5DF91	ELAV1_RAT	Elavl1	326	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	ELAV-like protein 1	1.0	0.999	14	102	91	102	17	18	17	14	19	17	15	15	16	12	17	16	17	18	17	14	19	17	391474.38	397876.03	405927.47	417297.7	401516.4	454200.84	100150.59	99248.77	103856.13	102788.37	96405.95	104397.164	
sp|B5DFC8|EIF3C_RAT	B5DFC8	EIF3C_RAT	Eif3c	911	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C	1.0	0.999	23	136	136	136	21	24	21	22	23	25	21	24	21	22	23	25	21	24	21	22	23	25	525980.4	543754.25	524502.75	634707.4	566329.44	665202.25	64012.973	63205.945	69696.84	76362.59	78249.516	78971.88	
sp|B5DFI8|UBE2S_RAT	B5DFI8	UBE2S_RAT	Ube2s	223	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ubiquitin-conjugating enzyme E2 S	0.9749	0.999	1	4	4	4	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	8320.912	5800.4	5883.1323	12640.434	16301.02	14406.541	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B5DFN2|SAHH2_RAT	B5DFN2	SAHH2_RAT	Ahcyl1	483	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	S-adenosylhomocysteine hydrolase-like protein 1	0.9996	0.999	8	2	2	83	1	1	0	0	0	0	1	1	0	0	0	0	12	17	13	11	16	14	17940.188	14815.086	0.0	0.0	0.0	11904.113	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B5DFN3|UQCC2_RAT	B5DFN3	UQCC2_RAT	Uqcc2	136	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ubiquinol-cytochrome-c reductase complex assembly factor 2	1.0	0.999	3	15	2	15	3	3	2	1	3	3	0	0	0	0	1	1	3	3	2	1	3	3	64625.71	61577.13	60569.645	52103.188	59228.09	60858.938	43573.367	42295.043	41454.273	32397.04	36059.62	35871.734	
sp|C0HLM6|SIM20_RAT	C0HLM6	SIM20_RAT	Smim20	69	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Small integral membrane protein 20	1.0	0.999	3	24	24	24	4	3	6	4	3	4	4	3	6	4	3	4	4	3	6	4	3	4	89200.305	96182.03	81781.08	80092.95	62167.17	74310.18	63967.57	68207.375	56812.008	61448.29	44925.816	51797.508	
sp|D2XV59|GTPB1_RAT	D2XV59	GTPB1_RAT	Gtpbp1	669	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	6	28	28	28	3	5	3	8	5	4	3	5	3	8	5	4	3	5	3	8	5	4	43866.875	64612.99	35843.97	99477.49	65095.75	77816.64	19132.3	21950.24	23633.033	35494.445	30858.58	31570.797	
sp|D3Z8E6|CAMP1_RAT	D3Z8E6	CAMP1_RAT	Camsap1	1604	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Calmodulin-regulated spectrin-associated protein 1	1.0	0.999	3	10	10	10	3	1	2	2	1	1	3	1	2	2	1	1	3	1	2	2	1	1	11491.534	18614.908	19139.777	25061.387	11961.994	18802.352	0.0	0.0	0.0	0.0	0.0	0.0	
sp|D3Z8L7|RRAS_RAT	D3Z8L7	RRAS_RAT	Rras	218	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Ras-related protein R-Ras	1.0	0.999	4	11	8	11	4	5	2	0	0	0	3	4	1	0	0	0	4	5	2	0	0	0	78831.63	89644.766	42965.434	14132.286	0.0	0.0	38249.777	39818.887	48282.0	0.0	0.0	0.0	
sp|D3Z9R8|ATP68_RAT	D3Z9R8	ATP68_RAT	Atp5mpl	60	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	ATP synthase subunit ATP5MPL, mitochondrial	1.0	0.9988	2	11	0	11	2	3	2	1	2	1	0	0	0	0	0	0	2	3	2	1	2	1	42360.855	27749.94	29132.076	27773.71	29896.791	27493.951	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A8I6AEQ6|A0A8I6AEQ6_RAT
sp|D3ZAA9|MPP2_RAT	D3ZAA9	MPP2_RAT	Mpp2	552	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	MAGUK p55 subfamily member 2	1.0	0.9989	4	7	7	7	3	0	1	2	0	1	3	0	1	2	0	1	3	0	1	2	0	1	13061.817	0.0	17759.19	38162.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|D3ZAF6|ATPK_RAT	D3ZAF6	ATPK_RAT	Atp5mf	88	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	ATP synthase subunit f, mitochondrial	1.0	0.999	6	75	75	75	14	14	12	14	9	12	14	14	12	14	9	12	14	14	12	14	9	12	609364.2	646309.6	665136.44	621179.5	482784.8	530466.06	245959.34	248224.14	238720.84	244546.02	223857.2	217835.3	
sp|D3ZAW2|PISD_RAT	D3ZAW2	PISD_RAT	Pisd	406	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Phosphatidylserine decarboxylase proenzyme, mitochondrial	0.9928	0.9989	1	3	3	3	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	13182.172	13935.229	11192.651	0.0	15273.865	12395.927	0.0	0.0	0.0	0.0	0.0	0.0	
sp|D3ZBE5|NEK7_RAT	D3ZBE5	NEK7_RAT	Nek7	302	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Serine/threonine-protein kinase Nek7	1.0	0.999	4	5	4	5	0	0	1	3	1	0	0	0	1	2	1	0	0	0	1	3	1	0	0.0	0.0	51667.062	12123.848	5225.2344	36087.984	0.0	0.0	0.0	17137.758	0.0	13128.657	
sp|D3ZDK7|PGP_RAT	D3ZDK7	PGP_RAT	Pgp	321	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	1.0	0.999	5	16	16	16	2	3	1	3	4	3	2	3	1	3	4	3	2	3	1	3	4	3	36158.035	36722.56	21843.977	53567.11	21504.78	37106.387	20382.828	13313.993	0.0	17146.428	21306.672	19767.537	
sp|D3ZEF4|CUL7_RAT	D3ZEF4	CUL7_RAT	Cul7	1692	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Cullin-7	1.0	0.9985	4	6	6	6	2	1	2	0	0	1	2	1	2	0	0	1	2	1	2	0	0	1	59147.203	66913.25	33102.375	17744.762	0.0	8704.49	34918.504	37769.086	29355.434	0.0	0.0	0.0	
sp|D3ZEH5|SIDT2_RAT	D3ZEH5	SIDT2_RAT	Sidt2	832	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	SID1 transmembrane family member 2	1.0	0.999	4	12	12	12	3	3	2	0	3	1	3	3	2	0	3	1	3	3	2	0	3	1	56546.336	40059.523	44854.047	25815.129	38670.387	36082.91	38876.945	31256.963	36294.53	0.0	30440.318	25286.873	
sp|D3ZFD0|MY18A_RAT	D3ZFD0	MY18A_RAT	Myo18a	2044	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Unconventional myosin-XVIIIa	1.0	0.999	19	52	52	52	15	10	14	3	6	4	15	10	14	3	6	4	15	10	14	3	6	4	287358.97	248009.02	116613.79	152482.3	107911.625	150801.64	84247.15	79388.67	79351.51	66509.43	55829.246	61262.918	
sp|D3ZGB1|NFAT5_RAT	D3ZGB1	NFAT5_RAT	Nfat5	1548	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Nuclear factor of activated T-cells 5	0.9335	0.9972	1	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	13709.821	15995.61	0.0	12391.453	10173.856	15749.165	0.0	0.0	0.0	0.0	0.0	0.0	
