Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	Homo sapiens OX=9606	Protein RER1 	1:Experimental evidence at protein level	1.0000	0.9945	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	Surfeit locus protein 4 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	6	6	6	     0	     0	     0	2C(57.0214)		
sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	473	Homo sapiens OX=9606	Serine palmitoyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0	9C(57.0214)		
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	Homo sapiens OX=9606	Serine palmitoyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9985	3	3	3	3	3	3	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	Homo sapiens OX=9606	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9984	3	3	3	3	3	3	     0	     0	     0	13C(57.0214)		
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	Homo sapiens OX=9606	Phosphomannomutase 2 	1:Experimental evidence at protein level	1.0000	0.9972	6	5	6	6	5	6	     0	     0	     0	3C(57.0214)		
sp|O15344|TRI18_HUMAN	O15344	TRI18_HUMAN	MID1	667	Homo sapiens OX=9606	E3 ubiquitin-protein ligase Midline-1 	1:Experimental evidence at protein level	1.0000	0.9980	5	4	5	5	4	5	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	200	Homo sapiens OX=9606	High mobility group protein B3 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens OX=9606	Protein phosphatase 1G 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0	21C(57.0214)		
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit D 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	10	10	     0	     0	     0	16C(57.0214), 17C(57.0214)		
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit H 	1:Experimental evidence at protein level	1.0000	0.9978	4	4	4	4	4	4	     0	     0	     0	14C(57.0214)		
sp|O15382|BCAT2_HUMAN	O15382	BCAT2_HUMAN	BCAT2	392	Homo sapiens OX=9606	Branched-chain-amino-acid aminotransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	7	7	7	     0	     0	     0	12C(57.0214), 9C(57.0214)		
sp|O15438|MRP3_HUMAN	O15438	MRP3_HUMAN	ABCC3	1527	Homo sapiens OX=9606	ATP-binding cassette sub-family C member 3 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	12	12	12	     0	     0	     0	12C(57.0214)		
sp|O15439|MRP4_HUMAN	O15439	MRP4_HUMAN	ABCC4	1325	Homo sapiens OX=9606	ATP-binding cassette sub-family C member 4 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0			
sp|O15460|P4HA2_HUMAN	O15460	P4HA2_HUMAN	P4HA2	535	Homo sapiens OX=9606	Prolyl 4-hydroxylase subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	8C(57.0214)		
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	Homo sapiens OX=9606	Tapasin 	1:Experimental evidence at protein level	1.0000	0.9987	1	1	1	1	1	1	     0	     0	     0	11C(57.0214)		
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens OX=9606	ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	12	11	12	14	13	14	     0	     0	     0	2C(57.0214)		
sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	456	Homo sapiens OX=9606	Ribosomal RNA-processing protein 8 	1:Experimental evidence at protein level	1.0000	0.9980	2	2	2	2	2	2	     0	     0	     0			
sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	150	Homo sapiens OX=9606	Cytochrome b5 type B 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	     0	     0	     0			
sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	522	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp4 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	5	5	5	     0	     0	     0	6C(57.0214)		
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens OX=9606	D-3-phosphoglycerate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9989	6	6	6	6	6	6	     0	     0	     0	11C(57.0214), 5C(57.0214)		
sp|O43181|NDUS4_HUMAN	O43181	NDUS4_HUMAN	NDUFS4	175	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	20	20	20	     0	     0	     0	3M(15.9949)		
sp|O43292|GPAA1_HUMAN	O43292	GPAA1_HUMAN	GPAA1	621	Homo sapiens OX=9606	Glycosylphosphatidylinositol anchor attachment 1 protein 	1:Experimental evidence at protein level	1.0000	0.9951	4	4	4	4	4	4	     0	     0	     0	5C(57.0214)		
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	19	12	19	24	15	24	     0	     0	     0	2C(57.0214), 3C(57.0214), 5C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	Homo sapiens OX=9606	Thioredoxin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	17C(57.0214), 3C(57.0214), 5C(57.0214)		
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O43402|EMC8_HUMAN	O43402	EMC8_HUMAN	EMC8	210	Homo sapiens OX=9606	ER membrane protein complex subunit 8 	1:Experimental evidence at protein level	1.0000	0.9968	2	2	2	2	2	2	     0	     0	     0			
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens OX=9606	Aflatoxin B1 aldehyde reductase member 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	5	3	5	     0	     0	     0			
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens OX=9606	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9975	4	4	4	4	4	4	     0	     0	     0	11C(57.0214), 2C(57.0214)		
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens OX=9606	Trans-Golgi network integral membrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|O43570|CAH12_HUMAN	O43570	CAH12_HUMAN	CA12	354	Homo sapiens OX=9606	Carbonic anhydrase 12 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	     0	     0	     0	2M(15.9949), 7M(15.9949), 8C(57.0214)		
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens OX=9606	Density-regulated protein 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	     0	     0	     0	12C(57.0214), N-term(42.0106)		
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM44 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	8C(57.0214)		
sp|O43633|CHM2A_HUMAN	O43633	CHM2A_HUMAN	CHMP2A	222	Homo sapiens OX=9606	Charged multivesicular body protein 2a 	1:Experimental evidence at protein level	1.0000	0.9973	2	2	2	3	3	3	     0	     0	     0			
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens OX=9606	BUB3-interacting and GLEBS motif-containing protein ZNF207 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|O43674|NDUB5_HUMAN	O43674	NDUB5_HUMAN	NDUFB5	189	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9983	3	3	3	3	3	3	     0	     0	     0			
sp|O43676|NDUB3_HUMAN	O43676	NDUB3_HUMAN	NDUFB3	98	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9980	4	4	4	4	4	4	     0	     0	     0			
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens OX=9606	ATPase GET3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	3C(57.0214), 5C(57.0214)		
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0			
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens OX=9606	Alpha-actinin-4 	1:Experimental evidence at protein level	1.0000	0.9990	52	34	52	90	55	90	     0	     0	     0	10C(57.0214), 1C(57.0214), 2C(57.0214), 3M(15.9949), 6C(57.0214), 7C(57.0214)		
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9989	7	7	7	8	8	8	     0	     0	     0	6C(57.0214)		
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens OX=9606	Synaptogyrin-2 	1:Experimental evidence at protein level	1.0000	0.9988	5	3	5	5	3	5	     0	     0	     0	4C(57.0214)		
sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	Homo sapiens OX=9606	Small glutamine-rich tetratricopeptide repeat-containing protein alpha 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	11C(57.0214)		
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens OX=9606	Asparagine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	15	15	15	     0	     0	     0	13C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|O43790|KRT86_HUMAN	O43790	KRT86_HUMAN	KRT86	486	Homo sapiens	Keratin, type II cuticular Hb6 	1:Experimental evidence at protein level	1.0000	0.9990	11	0	11	12	0	12	     0	     0	     0	1C(57.0214), 6C(57.0214), 7C(57.0214)		sp|Q14533|KRT81_HUMAN
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	Homo sapiens OX=9606	Unconventional myosin-Ib 	1:Experimental evidence at protein level	1.0000	0.9990	29	27	29	34	32	34	     0	     0	     0	10C(57.0214), 11C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 5 	1:Experimental evidence at protein level	1.0000	0.9950	4	4	4	5	5	5	     0	     0	     0			
sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	11	11	11	     0	     0	     0			
sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	CALU	315	Homo sapiens OX=9606	Calumenin 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	11	11	11	     0	     0	     0			
sp|O43865|SAHH2_HUMAN	O43865	SAHH2_HUMAN	AHCYL1	530	Homo sapiens OX=9606	S-adenosylhomocysteine hydrolase-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	2	9	9	2	9	     0	     0	     0	2C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|O43920|NDUS5_HUMAN	O43920	NDUS5_HUMAN	NDUFS5	106	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 	1:Experimental evidence at protein level	1.0000	0.9966	3	3	3	4	4	4	     0	     0	     0			
sp|O60218|AK1BA_HUMAN	O60218	AK1BA_HUMAN	AKR1B10	316	Homo sapiens OX=9606	Aldo-keto reductase family 1 member B10 	1:Experimental evidence at protein level	1.0000	0.9990	27	16	27	116	78	116	     0	     0	     0	10C(57.0214), 1M(15.9949), 2C(57.0214), 3M(15.9949), 4C(57.0214), 5C(57.0214), 6M(15.9949), N-term(42.0106)		
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	Homo sapiens OX=9606	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 	1:Experimental evidence at protein level	1.0000	0.9990	13	7	13	13	7	13	     0	     0	     0	3C(57.0214)		
sp|O60271|JIP4_HUMAN	O60271	JIP4_HUMAN	SPAG9	1321	Homo sapiens OX=9606	C-Jun-amino-terminal kinase-interacting protein 4 	1:Experimental evidence at protein level	1.0000	0.9935	2	2	2	2	2	2	     0	     0	     0			
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	Homo sapiens OX=9606	Dynamin-like 120 kDa protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	8	8	8	10	10	10	     0	     0	     0			
sp|O60333|KIF1B_HUMAN	O60333	KIF1B_HUMAN	KIF1B	1816	Homo sapiens OX=9606	Kinesin-like protein KIF1B 	1:Experimental evidence at protein level	1.0000	0.9979	2	0	2	2	0	2	     0	     0	     0			
sp|O60341|KDM1A_HUMAN	O60341	KDM1A_HUMAN	KDM1A	852	Homo sapiens OX=9606	Lysine-specific histone demethylase 1A 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|O60488|ACSL4_HUMAN	O60488	ACSL4_HUMAN	ACSL4	711	Homo sapiens OX=9606	Long-chain-fatty-acid--CoA ligase 4 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	3C(57.0214), 7C(57.0214)		
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein Q 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0			
sp|O60513|B4GT4_HUMAN	O60513	B4GT4_HUMAN	B4GALT4	344	Homo sapiens OX=9606	Beta-1,4-galactosyltransferase 4 	1:Experimental evidence at protein level	1.0000	0.9981	2	2	2	2	2	2	     0	     0	     0			
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	Homo sapiens OX=9606	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	12	12	12	     0	     0	     0			
sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	DIAPH1	1272	Homo sapiens OX=9606	Protein diaphanous homolog 1 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0			
sp|O60656|UD19_HUMAN	O60656	UD19_HUMAN	UGT1A9	530	Homo sapiens OX=9606	UDP-glucuronosyltransferase 1A9 	1:Experimental evidence at protein level	1.0000	0.9989	2	1	2	2	1	2	     0	     0	     0			
sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	Homo sapiens OX=9606	Perilipin-3 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	13	13	13	     0	     0	     0			
sp|O60684|IMA7_HUMAN	O60684	IMA7_HUMAN	KPNA6	536	Homo sapiens OX=9606	Importin subunit alpha-7 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	5	1	5	     0	     0	     0	10C(57.0214), N-term(42.0106)		
sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	UGDH	494	Homo sapiens OX=9606	UDP-glucose 6-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	26	26	26	44	44	44	     0	     0	     0	14C(57.0214), 1M(15.9949), 21C(57.0214), 2C(57.0214), 3C(57.0214), 3M(15.9949), 5C(57.0214), 6C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|O60716|CTND1_HUMAN	O60716	CTND1_HUMAN	CTNND1	968	Homo sapiens OX=9606	Catenin delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	21	20	21	27	26	27	     0	     0	     0	10C(57.0214), 12C(57.0214), 14C(57.0214), 16C(57.0214), 19C(57.0214), 2C(57.0214), 7C(57.0214)		
sp|O60749|SNX2_HUMAN	O60749	SNX2_HUMAN	SNX2	519	Homo sapiens OX=9606	Sorting nexin-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|O60762|DPM1_HUMAN	O60762	DPM1_HUMAN	DPM1	260	Homo sapiens OX=9606	Dolichol-phosphate mannosyltransferase subunit 1 	1:Experimental evidence at protein level	1.0000	0.9956	2	2	2	2	2	2	     0	     0	     0			
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	Homo sapiens OX=9606	General vesicular transport factor p115 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	15C(57.0214)		
sp|O60830|TI17B_HUMAN	O60830	TI17B_HUMAN	TIMM17B	172	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim17-B 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	Homo sapiens OX=9606	H/ACA ribonucleoprotein complex subunit DKC1 	1:Experimental evidence at protein level	1.0000	0.9963	3	3	3	3	3	3	     0	     0	     0			
sp|O60841|IF2P_HUMAN	O60841	IF2P_HUMAN	EIF5B	1220	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5B 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	6	6	6	     0	     0	     0			
sp|O60869|EDF1_HUMAN	O60869	EDF1_HUMAN	EDF1	148	Homo sapiens OX=9606	Endothelial differentiation-related factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O60884|DNJA2_HUMAN	O60884	DNJA2_HUMAN	DNAJA2	412	Homo sapiens OX=9606	DnaJ homolog subfamily A member 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	10	10	10	     0	     0	     0	14C(57.0214), 17C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|O75027|ABCB7_HUMAN	O75027	ABCB7_HUMAN	ABCB7	752	Homo sapiens OX=9606	Iron-sulfur clusters transporter ABCB7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9891	2	2	2	2	2	2	     0	     0	     0			
sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	Homo sapiens OX=9606	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	28	28	28	     0	     0	     0	12C(57.0214), 18C(57.0214), 1C(57.0214), 4C(57.0214), 9C(57.0214)		
sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	ROCK2	1388	Homo sapiens OX=9606	Rho-associated protein kinase 2 	1:Experimental evidence at protein level	1.0000	0.9976	3	2	3	3	2	3	     0	     0	     0	4C(57.0214)		
sp|O75131|CPNE3_HUMAN	O75131	CPNE3_HUMAN	CPNE3	537	Homo sapiens OX=9606	Copine-3 	1:Experimental evidence at protein level	1.0000	0.9990	17	16	17	17	16	17	     0	     0	     0	2C(57.0214), 4C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|O75153|CLU_HUMAN	O75153	CLU_HUMAN	CLUH	1309	Homo sapiens OX=9606	Clustered mitochondria protein homolog 	1:Experimental evidence at protein level	1.0000	0.9980	10	10	10	10	10	10	     0	     0	     0	7C(57.0214)		
sp|O75251|NDUS7_HUMAN	O75251	NDUS7_HUMAN	NDUFS7	213	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|O75306|NDUS2_HUMAN	O75306	NDUS2_HUMAN	NDUFS2	463	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	8	8	8	9	9	9	     0	     0	     0	8C(57.0214)		
sp|O75323|NIPS2_HUMAN	O75323	NIPS2_HUMAN	NIPSNAP2	286	Homo sapiens OX=9606	Protein NipSnap homolog 2 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	7	7	7	     0	     0	     0	10C(57.0214)		
sp|O75340|PDCD6_HUMAN	O75340	PDCD6_HUMAN	PDCD6	191	Homo sapiens OX=9606	Programmed cell death protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
sp|O75347|TBCA_HUMAN	O75347	TBCA_HUMAN	TBCA	108	Homo sapiens OX=9606	Tubulin-specific chaperone A 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	6C(57.0214)		
sp|O75352|MPU1_HUMAN	O75352	MPU1_HUMAN	MPDU1	247	Homo sapiens OX=9606	Mannose-P-dolichol utilization defect 1 protein 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|O75367|H2AY_HUMAN	O75367	H2AY_HUMAN	MACROH2A1	369	Homo sapiens OX=9606	Core histone macro-H2A.1 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	12	26	23	26	     0	     0	     0	15C(57.0214), 2C(57.0214), 5C(57.0214)		
sp|O75369|FLNB_HUMAN	O75369	FLNB_HUMAN	FLNB	2602	Homo sapiens OX=9606	Filamin-B 	1:Experimental evidence at protein level	1.0000	0.9990	76	76	76	98	98	98	     0	     0	     0	11C(57.0214), 13C(57.0214), 17C(57.0214), 1C(57.0214), 1M(15.9949), 3C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|O75380|NDUS6_HUMAN	O75380	NDUS6_HUMAN	NDUFS6	124	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	4C(57.0214), 7C(57.0214)		
sp|O75390|CISY_HUMAN	O75390	CISY_HUMAN	CS	466	Homo sapiens OX=9606	Citrate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	19	19	19	     0	     0	     0	3C(57.0214), 7C(57.0214), 8M(15.9949)		
sp|O75396|SC22B_HUMAN	O75396	SC22B_HUMAN	SEC22B	215	Homo sapiens OX=9606	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9989	6	6	6	6	6	6	     0	     0	     0			
sp|O75400|PR40A_HUMAN	O75400	PR40A_HUMAN	PRPF40A	957	Homo sapiens OX=9606	Pre-mRNA-processing factor 40 homolog A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|O75431|MTX2_HUMAN	O75431	MTX2_HUMAN	MTX2	263	Homo sapiens OX=9606	Metaxin-2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|O75436|VP26A_HUMAN	O75436	VP26A_HUMAN	VPS26A	327	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 26A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|O75438|NDUB1_HUMAN	O75438	NDUB1_HUMAN	NDUFB1	58	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|O75439|MPPB_HUMAN	O75439	MPPB_HUMAN	PMPCB	489	Homo sapiens OX=9606	Mitochondrial-processing peptidase subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	13C(57.0214), 4C(57.0214)		
sp|O75475|PSIP1_HUMAN	O75475	PSIP1_HUMAN	PSIP1	530	Homo sapiens OX=9606	PC4 and SFRS1-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	6C(57.0214)		
sp|O75477|ERLN1_HUMAN	O75477	ERLN1_HUMAN	ERLIN1	348	Homo sapiens OX=9606	Erlin-1 	1:Experimental evidence at protein level	1.0000	0.9988	7	5	7	10	6	10	     0	     0	     0	16C(57.0214)		
