Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	71_Hela_200pg_1 Spectral Count	72_Hela_200pg_2 Spectral Count	73_Hela_200pg_3 Spectral Count	71_Hela_200pg_1 Unique Spectral Count	72_Hela_200pg_2 Unique Spectral Count	73_Hela_200pg_3 Unique Spectral Count	71_Hela_200pg_1 Total Spectral Count	72_Hela_200pg_2 Total Spectral Count	73_Hela_200pg_3 Total Spectral Count	71_Hela_200pg_1 Intensity	72_Hela_200pg_2 Intensity	73_Hela_200pg_3 Intensity	71_Hela_200pg_1 MaxLFQ Intensity	72_Hela_200pg_2 MaxLFQ Intensity	73_Hela_200pg_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens OX=9606	1:Experimental evidence at protein level	Y-box-binding protein 1	1.0	0.9989	3	7	3	7	4	2	1	2	0	1	4	2	1	102334.59	87998.64	76906.76	0.0	0.0	0.0	
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-4 chain	1.0	0.9987	8	14	9	14	6	4	4	4	2	3	6	4	4	2047054.6	1484856.1	1338404.1	493012.38	609272.6	511453.44	
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-alpha 1	1.0	0.999	12	37	0	37	17	10	10	0	0	0	17	10	10	2.2283448E7	1.4075121E7	1.2242066E7	4270648.0	3768349.5	3492205.0	sp|Q5VTE0|EF1A3_HUMAN
sp|P68133|ACTS_HUMAN	P68133	ACTS_HUMAN	ACTA1	377	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, alpha skeletal muscle	1.0	0.9982	15	6	3	106	5	1	0	2	1	0	61	23	22	7725045.0	0.0	0.0	0.0	0.0	0.0	
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-4A chain	1.0	0.999	18	54	3	54	27	15	12	2	1	0	27	15	12	1.4225872E7	5439591.5	5255779.5	2508080.2	2039318.9	2079972.2	
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-4B chain	1.0	0.9988	14	2	2	55	1	0	1	1	0	1	27	14	14	144554.17	0.0	93587.64	0.0	0.0	0.0	
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C12	136	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H3.1	1.0	0.9973	4	16	0	16	5	7	4	0	0	0	5	7	4	3.148596E7	3.2285706E7	3.3308804E7	1.8768596E7	1.9561434E7	2.0152116E7	sp|P84243|H33_HUMAN, sp|Q16695|H31T_HUMAN, sp|Q71DI3|H32_HUMAN
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit beta	1.0	0.9947	3	9	9	9	3	3	3	3	3	3	3	3	3	403835.12	340514.22	374094.88	194954.47	210833.34	168868.73	
sp|P78417|GSTO1_HUMAN	P78417	GSTO1_HUMAN	GSTO1	241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase omega-1	0.9103	0.9926	1	2	2	2	0	1	1	0	1	1	0	1	1	212307.11	211388.4	207379.06	0.0	0.0	0.0	
sp|P78527|PRKDC_HUMAN	P78527	PRKDC_HUMAN	PRKDC	4128	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-dependent protein kinase catalytic subunit	1.0	0.997	11	21	21	21	7	7	7	7	7	7	7	7	7	653920.8	838482.44	704578.7	155560.55	171581.42	180580.39	
sp|P80723|BASP1_HUMAN	P80723	BASP1_HUMAN	BASP1	227	Homo sapiens OX=9606	1:Experimental evidence at protein level	Brain acid soluble protein 1	1.0	0.999	8	21	21	21	7	6	8	7	6	8	7	6	8	4942377.5	3745736.2	2266028.5	1397779.5	1119693.2	882666.0	
sp|P82979|SARNP_HUMAN	P82979	SARNP_HUMAN	SARNP	210	Homo sapiens OX=9606	1:Experimental evidence at protein level	SAP domain-containing ribonucleoprotein	0.8738	0.9892	1	1	1	1	1	0	0	1	0	0	1	0	0	60956.04	0.0	0.0	0.0	0.0	0.0	
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L24	1.0	0.9829	2	4	4	4	2	1	1	2	1	1	2	1	1	371110.62	165898.75	130501.12	0.0	0.0	0.0	
sp|P83881|RL36A_HUMAN	P83881	RL36A_HUMAN	RPL36A	106	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36a	0.9934	0.9831	2	1	1	5	0	0	1	0	0	1	1	2	2	0.0	192825.39	150336.2	0.0	0.0	0.0	
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens OX=9606	1:Experimental evidence at protein level	Enhancer of rudimentary homolog	0.9556	0.9965	1	3	3	3	1	1	1	1	1	1	1	1	1	94705.2	153803.33	134326.17	0.0	0.0	0.0	
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L19	0.9788	0.9984	1	4	4	4	1	1	2	1	1	2	1	1	2	417041.28	442300.12	470993.34	0.0	0.0	0.0	
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 3	1.0	0.9948	2	3	3	3	0	1	2	0	1	2	0	1	2	83974.66	99964.54	269122.94	0.0	0.0	0.0	
sp|Q00325|MPCP_HUMAN	Q00325	MPCP_HUMAN	SLC25A3	362	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphate carrier protein, mitochondrial	1.0	0.9916	3	4	4	4	0	1	3	0	1	3	0	1	3	494600.06	469959.25	536987.9	246663.12	235204.75	289812.7	
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin heavy chain 1	1.0	0.9983	8	15	12	15	6	4	5	5	3	4	6	4	5	752355.44	592647.25	688655.1	222531.77	212861.62	207354.73	
sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP3	0.9821	0.9986	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	1.0	0.9989	8	20	20	20	6	7	7	6	7	7	6	7	7	2261608.0	1476056.4	1482457.4	598039.9	651844.7	576664.3	
sp|Q01081|U2AF1_HUMAN	Q01081	U2AF1_HUMAN	U2AF1	240	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor U2AF 35 kDa subunit	0.9099	0.9925	1	3	3	3	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 1	0.9365	0.9949	1	3	3	3	1	1	1	1	1	1	1	1	1	54290.18	46741.402	0.0	0.0	0.0	0.0	
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	1.0	0.9921	2	6	0	6	2	2	2	0	0	0	2	2	2	370121.44	390260.75	374740.53	217629.95	226461.78	214234.55	sp|Q9BRL6|SRSF8_HUMAN
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fatty acid-binding protein 5	1.0	0.9931	2	3	3	3	0	1	2	0	1	2	0	1	2	0.0	241102.1	263859.25	0.0	170260.4	200643.73	
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens OX=9606	1:Experimental evidence at protein level	Large neutral amino acids transporter small subunit 1	0.9869	0.999	1	3	3	3	1	1	1	1	1	1	1	1	1	189631.67	126373.195	120079.98	0.0	0.0	0.0	
sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase, platelet type	1.0	0.9809	3	4	2	4	1	1	2	1	0	1	1	1	2	159555.2	190231.75	244992.86	105986.3	101761.84	93583.92	
sp|Q01995|TAGL_HUMAN	Q01995	TAGL_HUMAN	TAGLN	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transgelin	1.0	0.9933	3	7	5	7	2	2	3	2	1	2	2	2	3	274507.44	496249.56	484924.94	194341.22	222547.66	192497.72	
sp|Q02543|RL18A_HUMAN	Q02543	RL18A_HUMAN	RPL18A	176	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L18a	0.7813	0.9792	1	3	3	3	1	1	1	1	1	1	1	1	1	254518.56	313910.5	354987.7	0.0	0.0	0.0	
sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP4	1.0	0.9968	3	4	4	4	1	1	2	1	1	2	1	1	2	196284.22	269302.97	169268.8	73599.055	110662.4	92322.73	
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L6	1.0	0.9914	6	11	11	11	3	5	3	3	5	3	3	5	3	1442923.5	1522852.8	1569818.9	461412.22	478716.72	503820.0	
sp|Q04695|K1C17_HUMAN	Q04695	K1C17_HUMAN	KRT17	432	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 17	1.0	0.999	21	53	24	53	19	17	17	10	6	8	19	17	17	2.315152E7	1.9342456E7	1.7896536E7	5201755.0	4751281.5	4615037.0	
sp|Q04837|SSBP_HUMAN	Q04837	SSBP_HUMAN	SSBP1	148	Homo sapiens OX=9606	1:Experimental evidence at protein level	Single-stranded DNA-binding protein, mitochondrial	0.9143	0.9929	1	3	3	3	1	1	1	1	1	1	1	1	1	135533.55	146910.44	128215.07	0.0	0.0	0.0	
sp|Q04917|1433F_HUMAN	Q04917	1433F_HUMAN	YWHAH	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein eta	0.9951	0.9725	5	1	1	20	1	0	0	1	0	0	8	6	6	70696.58	0.0	0.0	0.0	0.0	0.0	
sp|Q04941|PLP2_HUMAN	Q04941	PLP2_HUMAN	PLP2	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteolipid protein 2	0.8969	0.9914	1	4	4	4	2	2	0	2	2	0	2	2	0	114118.72	103182.84	0.0	0.0	0.0	0.0	
sp|Q05639|EF1A2_HUMAN	Q05639	EF1A2_HUMAN	EEF1A2	463	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-alpha 2	0.9986	0.9786	8	2	2	24	1	1	0	1	1	0	11	7	6	206133.95	206010.39	200314.4	0.0	0.0	0.0	
sp|Q05682|CALD1_HUMAN	Q05682	CALD1_HUMAN	CALD1	793	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caldesmon	1.0	0.9989	4	13	13	13	5	5	3	5	5	3	5	5	3	719545.0	673482.44	673458.0	315296.12	283417.47	292619.78	
sp|Q06210|GFPT1_HUMAN	Q06210	GFPT1_HUMAN	GFPT1	699	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	0.9772	0.9982	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9989	13	37	27	37	14	10	13	10	8	9	14	10	13	1.5893514E7	1.064541E7	1.0497197E7	5081674.5	3423410.0	2796071.5	
sp|Q07020|RL18_HUMAN	Q07020	RL18_HUMAN	RPL18	188	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L18	1.0	0.9983	5	9	9	9	5	1	3	5	1	3	5	1	3	1427060.6	909033.06	847393.8	595582.25	500899.34	410001.34	
sp|Q07021|C1QBP_HUMAN	Q07021	C1QBP_HUMAN	C1QBP	282	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement component 1 Q subcomponent-binding protein, mitochondrial	0.8431	0.9861	1	1	1	1	1	0	0	1	0	0	1	0	0	556253.1	0.0	0.0	0.0	0.0	0.0	
sp|Q07065|CKAP4_HUMAN	Q07065	CKAP4_HUMAN	CKAP4	602	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoskeleton-associated protein 4	0.9999	0.9794	2	2	2	2	1	0	1	1	0	1	1	0	1	74198.64	0.0	0.0	0.0	0.0	0.0	
sp|Q07666|KHDR1_HUMAN	Q07666	KHDR1_HUMAN	KHDRBS1	443	Homo sapiens OX=9606	1:Experimental evidence at protein level	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1.0	0.999	2	6	6	6	2	2	2	2	2	2	2	2	2	251501.62	271832.94	271375.06	131122.53	141657.27	141043.06	
sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	1.0	0.9965	2	3	3	3	2	0	1	2	0	1	2	0	1	224912.16	104571.37	0.0	0.0	0.0	0.0	
sp|Q08211|DHX9_HUMAN	Q08211	DHX9_HUMAN	DHX9	1270	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase A	1.0	0.9955	3	7	7	7	1	3	3	1	3	3	1	3	3	88417.25	227103.84	307422.38	0.0	116039.22	109615.72	
sp|Q08J23|NSUN2_HUMAN	Q08J23	NSUN2_HUMAN	NSUN2	767	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA cytosine C(5)-methyltransferase NSUN2	0.9097	0.9925	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone-binding protein RBBP4	0.7746	0.9784	1	2	0	2	0	1	1	0	0	0	0	1	1	1618964.8	1392690.0	1252486.5	0.0	0.0	0.0	sp|Q16576|RBBP7_HUMAN
sp|Q09666|AHNK_HUMAN	Q09666	AHNK_HUMAN	AHNAK	5890	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuroblast differentiation-associated protein AHNAK	1.0	0.9982	12	20	20	20	8	3	9	8	3	9	8	3	9	2257578.5	2288090.0	2132828.5	634232.6	668303.7	575573.4	
sp|Q10471|GALT2_HUMAN	Q10471	GALT2_HUMAN	GALNT2	571	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 2	1.0	0.9899	2	5	5	5	1	2	2	1	2	2	1	2	2	203050.6	306813.72	306136.72	0.0	183379.08	183976.1	
sp|Q12797|ASPH_HUMAN	Q12797	ASPH_HUMAN	ASPH	758	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartyl/asparaginyl beta-hydroxylase	0.9737	0.998	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q12931|TRAP1_HUMAN	Q12931	TRAP1_HUMAN	TRAP1	704	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein 75 kDa, mitochondrial	1.0	0.9975	3	4	4	7	2	1	1	2	1	1	3	2	2	232720.39	155969.8	166886.19	127417.4	87462.664	94020.15	
sp|Q13011|ECH1_HUMAN	Q13011	ECH1_HUMAN	ECH1	328	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	0.7611	0.9768	1	2	2	2	0	2	0	0	2	0	0	2	0	278686.75	350641.53	0.0	0.0	0.0	0.0	
sp|Q13151|ROA0_HUMAN	Q13151	ROA0_HUMAN	HNRNPA0	305	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A0	0.8694	0.9887	1	1	1	1	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13177|PAK2_HUMAN	Q13177	PAK2_HUMAN	PAK2	524	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase PAK 2	0.9828	0.9987	1	2	2	2	2	0	0	2	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13247|SRSF6_HUMAN	Q13247	SRSF6_HUMAN	SRSF6	344	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 6	1.0	0.9924	3	5	1	5	2	2	1	0	1	0	2	2	1	159162.56	171119.02	64042.08	98040.03	102336.06	0.0	
sp|Q13263|TIF1B_HUMAN	Q13263	TIF1B_HUMAN	TRIM28	835	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription intermediary factor 1-beta	1.0	0.9956	1	3	3	3	1	1	1	1	1	1	1	1	1	94254.36	107886.195	127352.23	0.0	0.0	0.0	
sp|Q13404|UB2V1_HUMAN	Q13404	UB2V1_HUMAN	UBE2V1	147	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 variant 1	0.8959	0.9913	1	2	0	2	1	0	1	0	0	0	1	0	1	170275.97	143140.95	167791.81	0.0	0.0	0.0	sp|Q15819|UB2V2_HUMAN
sp|Q13435|SF3B2_HUMAN	Q13435	SF3B2_HUMAN	SF3B2	895	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 2	1.0	0.999	2	4	4	4	1	1	2	1	1	2	1	1	2	424239.66	181154.78	90755.51	0.0	0.0	0.0	
sp|Q13442|HAP28_HUMAN	Q13442	HAP28_HUMAN	PDAP1	181	Homo sapiens OX=9606	1:Experimental evidence at protein level	28 kDa heat- and acid-stable phosphoprotein	0.9761	0.9981	1	1	1	1	1	0	0	1	0	0	1	0	0	64915.12	51913.168	0.0	0.0	0.0	0.0	
sp|Q13813|SPTN1_HUMAN	Q13813	SPTN1_HUMAN	SPTAN1	2472	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin alpha chain, non-erythrocytic 1	1.0	0.987	2	2	2	2	1	0	1	1	0	1	1	0	1	59458.69	0.0	90216.94	0.0	0.0	0.0	
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coactosin-like protein	1.0	0.9911	2	6	6	6	2	2	2	2	2	2	2	2	2	217471.8	248454.53	218952.4	111141.875	126780.3	111903.28	
sp|Q14103|HNRPD_HUMAN	Q14103	HNRPD_HUMAN	HNRNPD	355	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D0	1.0	0.998	3	5	5	5	3	1	1	3	1	1	3	1	1	628975.06	484981.25	328861.2	382016.97	401822.12	0.0	
sp|Q14194|DPYL1_HUMAN	Q14194	DPYL1_HUMAN	CRMP1	572	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 1	0.8187	0.9835	1	1	0	1	0	1	0	0	0	0	0	1	0	85483.49	146103.92	0.0	0.0	0.0	0.0	sp|Q14195|DPYL3_HUMAN, sp|Q16555|DPYL2_HUMAN
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1	0.9116	0.9927	1	1	1	1	1	0	0	1	0	0	1	0	0	63766.28	0.0	0.0	0.0	0.0	0.0	
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens OX=9606	1:Experimental evidence at protein level	Src substrate cortactin	1.0	0.994	6	12	12	12	3	4	5	3	4	5	3	4	5	178109.67	480969.1	458323.6	113067.164	109096.086	111128.39	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	0.8163	0.9832	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neutral alpha-glucosidase AB	1.0	0.9974	7	17	17	17	6	5	6	6	5	6	6	5	6	618989.0	635800.4	791900.25	151600.38	163772.95	180933.94	
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	LIM and SH3 domain protein 1	1.0	0.9975	2	6	6	6	2	2	2	2	2	2	2	2	2	265906.7	301267.62	173424.62	174473.6	197861.06	0.0	
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit beta-1	1.0	0.9988	4	12	12	12	4	4	4	4	4	4	4	4	4	270474.6	519106.72	307195.4	179406.97	219008.34	174996.14	
sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4H	1.0	0.9789	2	2	2	2	0	1	1	0	1	1	0	1	1	63237.227	91208.11	153849.03	0.0	0.0	0.0	
sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A6	1.0	0.9971	2	6	6	6	1	2	3	1	2	3	1	2	3	79538.73	86769.86	226837.44	0.0	0.0	0.0	
sp|Q15149|PLEC_HUMAN	Q15149	PLEC_HUMAN	PLEC	4684	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plectin	1.0	0.9987	35	71	64	71	23	24	24	20	22	22	23	24	24	3649059.8	3742542.5	3320780.0	648443.8	637908.25	645936.06	
sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-POU domain-containing octamer-binding protein	1.0	0.9981	6	13	10	13	5	4	4	4	3	3	5	4	4	901315.8	913164.1	822562.44	323186.7	331284.53	296010.56	
sp|Q15365|PCBP1_HUMAN	Q15365	PCBP1_HUMAN	PCBP1	356	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly(rC)-binding protein 1	1.0	0.9982	3	8	6	8	2	3	3	2	2	2	2	3	3	185796.36	277717.6	296837.25	99648.27	110260.086	112986.914	
sp|Q15366|PCBP2_HUMAN	Q15366	PCBP2_HUMAN	PCBP2	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poly(rC)-binding protein 2	0.9978	0.9942	2	1	1	3	0	1	0	0	1	0	0	2	1	0.0	58044.938	0.0	0.0	0.0	0.0	
sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongin-B	1.0	0.9725	2	5	5	5	1	2	2	1	2	2	1	2	2	243877.16	250767.67	247684.06	130592.16	137145.53	135678.12	
sp|Q15459|SF3A1_HUMAN	Q15459	SF3A1_HUMAN	SF3A1	793	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3A subunit 1	1.0	0.9863	2	2	2	2	1	1	0	1	1	0	1	1	0	245243.72	0.0	0.0	0.0	0.0	0.0	
sp|Q15942|ZYX_HUMAN	Q15942	ZYX_HUMAN	ZYX	572	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zyxin	0.8879	0.9905	1	1	1	1	1	0	0	1	0	0	1	0	0	44881.52	0.0	0.0	0.0	0.0	0.0	
sp|Q16531|DDB1_HUMAN	Q16531	DDB1_HUMAN	DDB1	1140	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA damage-binding protein 1	0.7344	0.9733	1	2	2	2	1	1	0	1	1	0	1	1	0	75233.08	109384.234	85559.37	0.0	0.0	0.0	
sp|Q16629|SRSF7_HUMAN	Q16629	SRSF7_HUMAN	SRSF7	238	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 7	0.9848	0.9988	1	3	3	3	1	1	1	1	1	1	1	1	1	204335.4	87676.305	79940.49	0.0	0.0	0.0	
sp|Q16643|DREB_HUMAN	Q16643	DREB_HUMAN	DBN1	649	Homo sapiens OX=9606	1:Experimental evidence at protein level	Drebrin	0.899	0.9915	1	2	2	2	0	1	1	0	1	1	0	1	1	54585.695	74914.31	57660.76	0.0	0.0	0.0	
sp|Q16658|FSCN1_HUMAN	Q16658	FSCN1_HUMAN	FSCN1	493	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fascin	1.0	0.9943	6	14	14	14	4	5	5	4	5	5	4	5	5	895072.0	848029.25	744292.75	219342.05	239289.0	259365.36	
sp|Q16881|TRXR1_HUMAN	Q16881	TRXR1_HUMAN	TXNRD1	649	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin reductase 1, cytoplasmic	1.0	0.9983	5	11	11	11	4	4	3	4	4	3	4	4	3	469841.06	366738.78	344738.53	161712.16	206462.97	192074.67	
sp|Q6DN03|H2B2C_HUMAN	Q6DN03	H2B2C_HUMAN	H2BC20P	193	Homo sapiens OX=9606	5:Protein uncertain	Putative histone H2B type 2-C	0.9999	0.9955	3	2	0	5	2	0	0	0	0	0	3	1	1	261890.03	0.0	0.0	0.0	0.0	0.0	sp|Q6DRA6|H2B2D_HUMAN
sp|Q7KZF4|SND1_HUMAN	Q7KZF4	SND1_HUMAN	SND1	910	Homo sapiens OX=9606	1:Experimental evidence at protein level	Staphylococcal nuclease domain-containing protein 1	1.0	0.9984	2	4	4	4	1	2	1	1	2	1	1	2	1	101498.03	178339.66	149171.5	0.0	0.0	0.0	
sp|Q7L1Q6|5MP2_HUMAN	Q7L1Q6	5MP2_HUMAN	BZW1	419	Homo sapiens OX=9606	1:Experimental evidence at protein level	eIF5-mimic protein 2	1.0	0.9912	4	9	9	9	4	2	3	4	2	3	4	2	3	679856.44	799374.5	746580.44	239017.67	256237.17	258871.73	
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinectin	0.82	0.9836	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NBS9|TXND5_HUMAN	Q8NBS9	TXND5_HUMAN	TXNDC5	432	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 5	1.0	0.9963	2	4	4	4	2	1	1	2	1	1	2	1	1	35219.637	0.0	0.0	0.0	0.0	0.0	
